from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,WD,WS,VWS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
11-Jan-2018 - 00:00,23.98,717.2,77.47,172.26,0.0,44.82,104.59,30.78,100.94,0.52,-0.24,3.94,23.77,4.99,1.37,25.64,15.02,60.54,44.42,57.04,7.11,12-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Jan-2018 - 00:00,23.6,717.12,78.76,178.08,0.0,47.25,106.65,31.26,111.89,0.47,-0.21,3.85,20.41,4.04,1.67,27.23,19.98,62.84,49.67,58.38,11.64,13-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Jan-2018 - 00:00,23.09,717.07,78.48,176.5,0.0,45.69,105.41,30.32,117.54,0.61,-0.23,3.69,34.84,3.57,2.27,25.0,38.56,68.02,67.54,45.55,14.17,14-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Jan-2018 - 00:00,23.41,717.09,79.54,174.28,0.0,47.25,97.02,30.45,113.9,0.65,-0.24,3.4,26.89,3.4,2.15,27.31,32.59,62.95,59.98,48.19,7.83,15-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Jan-2018 - 00:00,24.43,717.15,74.4,141.8,0.0,47.08,94.21,30.16,128.77,0.42,-0.25,1.8,14.65,2.27,1.11,24.42,11.04,52.28,36.79,46.4,3.86,16-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Jan-2018 - 00:00,24.06,717.01,76.23,156.45,0.0,46.75,105.6,31.14,105.82,0.55,-0.24,8.94,78.16,54.94,1.23,26.05,14.21,52.65,39.56,45.66,8.87,17-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Jan-2018 - 00:00,23.02,717.0,72.84,149.16,0.0,47.67,105.15,28.25,111.51,0.64,-0.26,5.0,34.35,10.92,1.13,22.45,10.99,47.84,34.39,48.39,5.53,18-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Jan-2018 - 00:00,23.05,717.13,70.98,150.23,0.0,46.66,114.2,30.12,98.52,0.59,-0.21,8.34,68.86,20.75,0.97,25.53,15.65,51.82,40.29,41.4,7.39,19-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Jan-2018 - 00:00,22.31,717.18,68.66,156.49,0.0,45.13,106.91,30.67,97.53,0.56,-0.24,7.5,80.0,13.14,1.35,25.38,21.93,55.39,47.28,39.15,6.9,20-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Jan-2018 - 00:00,21.67,717.17,71.67,157.04,0.0,44.83,115.18,30.78,117.06,0.47,-0.25,12.35,87.31,32.62,1.09,26.18,17.84,57.08,44.87,40.91,5.16,21-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Jan-2018 - 00:00,21.55,717.0,75.95,156.86,0.0,47.17,108.67,30.84,109.06,0.59,-0.24,4.66,52.41,9.37,1.35,27.57,16.42,57.22,43.79,38.59,3.61,22-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Jan-2018 - 00:00,21.74,717.0,74.15,148.52,0.0,46.16,111.96,31.31,122.44,0.62,-0.23,5.98,51.42,16.63,0.96,25.19,10.29,54.27,37.23,43.86,2.01,23-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Jan-2018 - 00:00,22.97,716.9,65.14,136.6,0.0,45.5,108.43,31.0,148.78,0.62,-0.22,5.31,37.62,13.32,0.78,23.13,10.12,52.55,36.17,43.72,1.15,24-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Jan-2018 - 00:00,22.87,716.98,74.14,145.32,0.0,47.34,100.94,30.81,145.07,0.49,-0.22,2.74,22.34,4.12,0.85,23.77,10.66,49.54,35.02,41.69,3.32,25-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Jan-2018 - 00:00,22.72,716.96,74.49,165.52,0.0,44.91,105.27,30.78,105.72,0.4,-0.21,5.77,67.82,9.25,1.15,23.78,19.06,56.25,45.42,41.57,5.38,26-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Jan-2018 - 00:00,22.29,717.0,75.08,169.96,0.0,43.65,108.42,30.85,90.94,0.45,-0.22,10.9,97.54,26.58,1.18,22.45,22.21,60.6,50.29,39.48,7.54,27-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Jan-2018 - 00:00,22.64,717.0,73.53,164.28,0.0,43.18,103.96,30.8,113.06,0.51,-0.22,8.81,81.15,24.62,1.25,23.64,16.42,61.23,45.91,38.81,5.55,28-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Jan-2018 - 00:00,22.81,717.01,70.98,144.23,0.0,45.68,97.67,30.85,104.83,0.61,-0.24,4.7,40.28,13.66,0.91,23.67,14.15,59.45,43.12,38.36,3.67,29-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Jan-2018 - 00:00,22.8,717.36,73.08,144.68,0.0,46.1,106.43,30.7,106.28,0.63,-0.26,4.98,36.72,10.04,0.9,23.18,14.07,56.64,41.56,40.75,3.42,30-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Jan-2018 - 00:00,21.9,717.46,67.99,163.96,0.0,43.89,112.6,30.73,109.34,0.51,-0.28,11.5,75.63,25.39,1.15,22.91,18.63,56.53,45.21,36.1,4.96,31-Jan-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-Jan-2018 - 00:00,21.52,717.43,65.5,160.61,0.0,41.09,115.65,30.84,98.49,0.41,-0.29,12.43,120.23,26.42,1.6,24.47,24.54,64.95,60.68,34.19,8.24,01-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Feb-2018 - 00:00,21.81,717.27,60.49,146.52,0.0,38.47,118.04,30.7,121.74,0.36,-0.29,10.04,112.94,13.56,1.29,26.53,29.07,69.27,60.48,31.59,11.5,02-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Feb-2018 - 00:00,22.47,717.07,58.68,141.5,0.0,37.93,119.59,30.65,113.35,0.34,-0.27,18.29,160.01,37.8,1.21,27.68,25.25,73.26,59.5,32.59,11.71,03-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Feb-2018 - 00:00,23.05,717.1,46.43,120.86,0.0,37.44,118.56,30.73,163.19,0.38,-0.27,14.5,134.88,42.18,0.9,27.59,14.35,71.65,49.77,36.44,7.47,04-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Feb-2018 - 00:00,23.09,717.15,44.18,112.23,0.0,36.47,120.4,30.56,159.72,0.39,-0.27,12.79,125.49,26.68,0.81,25.45,12.05,71.36,47.76,37.69,8.4,05-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Feb-2018 - 00:00,23.02,717.46,43.25,116.88,0.0,41.05,117.74,30.63,126.08,0.43,-0.28,3.17,15.92,1.16,0.79,26.98,11.92,68.76,46.26,42.61,7.59,06-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Feb-2018 - 00:00,22.37,717.49,41.03,139.31,0.0,45.79,113.67,30.53,97.74,0.53,-0.29,15.81,179.66,12.88,0.95,28.21,28.55,68.64,59.71,31.43,7.83,07-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Feb-2018 - 00:00,22.52,717.15,65.32,157.47,0.0,43.76,56.26,30.05,127.34,0.39,-0.28,18.28,102.0,17.35,1.22,29.6,37.94,80.93,73.88,32.24,10.22,08-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Feb-2018 - 00:00,24.73,717.05,43.73,102.61,0.0,41.79,132.72,30.13,187.92,0.43,-0.25,1.26,14.57,0.39,0.71,30.42,15.19,60.52,44.51,34.78,6.33,09-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Feb-2018 - 00:00,23.57,717.0,53.02,120.22,0.0,45.67,137.16,30.62,239.17,0.44,-0.24,2.58,29.99,0.84,0.95,32.7,22.39,62.17,50.61,38.55,8.03,10-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Feb-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Feb-2018 - 00:00,26.2,718.0,52.29,113.42,0.0,40.42,162.77,29.5,126.4,0.88,-0.29,1.92,9.56,1.11,0.99,23.05,8.69,57.37,37.58,38.39,6.67,14-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Feb-2018 - 00:00,23.8,718.0,55.54,113.17,0.0,46.27,127.25,30.91,107.27,0.93,-0.3,4.07,32.54,5.82,1.1,24.17,10.85,61.37,41.45,39.66,7.29,15-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Feb-2018 - 00:00,24.39,718.0,61.61,133.67,0.0,42.35,122.52,29.65,92.61,0.8,-0.3,1.65,9.04,1.28,1.28,23.95,16.29,68.78,49.82,36.19,8.34,16-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Feb-2018 - 00:00,24.27,717.81,59.59,131.31,0.0,40.39,124.41,30.43,74.98,0.52,-0.3,4.73,33.3,3.93,1.26,25.48,19.76,71.29,53.99,32.94,9.22,17-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Feb-2018 - 00:00,24.66,717.24,62.66,146.54,0.0,38.45,138.98,30.02,84.83,0.51,-0.28,0.0,44.75,8.0,1.6,25.6,28.16,80.89,65.93,33.62,12.9,18-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Feb-2018 - 00:00,24.7,717.0,62.91,135.54,0.0,42.04,132.59,30.47,102.2,0.56,-0.26,0.0,39.4,5.0,1.43,27.21,20.41,76.66,57.37,34.74,7.9,19-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Feb-2018 - 00:00,25.7,717.24,50.35,114.12,0.0,41.96,121.96,30.77,122.48,0.67,-0.27,0.0,10.48,2.29,1.08,27.5,11.01,63.23,42.59,40.04,5.83,20-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Feb-2018 - 00:00,25.66,717.36,57.77,122.71,0.0,41.97,127.97,31.56,144.61,0.59,-0.24,0.0,27.48,3.33,1.1,30.01,11.83,66.12,44.8,37.07,6.1,21-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Feb-2018 - 00:00,24.94,717.0,64.84,138.36,0.0,43.57,115.24,31.67,106.29,0.6,-0.22,1.59,47.89,5.59,1.25,30.88,14.64,64.91,46.43,37.54,7.53,22-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Feb-2018 - 00:00,25.44,716.81,65.8,138.83,0.0,40.71,115.09,30.5,123.07,0.53,-0.22,2.1,15.83,1.34,1.22,27.16,14.83,63.06,45.59,37.51,8.41,23-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Feb-2018 - 00:00,25.76,717.0,57.03,128.46,0.0,38.7,126.39,30.62,123.69,0.56,-0.22,1.73,8.85,0.74,1.19,25.16,12.54,61.29,42.8,38.59,6.68,24-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Feb-2018 - 00:00,25.77,717.1,49.01,123.19,0.0,35.59,139.7,30.3,116.09,0.61,-0.26,1.2,6.35,0.6,1.08,23.67,16.53,62.6,46.73,32.66,7.27,25-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Feb-2018 - 00:00,24.85,717.12,47.64,115.56,0.0,37.8,143.72,30.25,96.95,0.59,-0.27,0.95,7.27,0.75,1.17,24.2,20.74,66.17,52.07,24.96,5.5,26-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Feb-2018 - 00:00,24.35,717.0,60.77,137.12,0.0,38.18,137.79,30.46,89.06,0.44,-0.25,2.03,11.45,1.02,1.45,26.18,24.3,68.38,56.13,28.09,6.66,27-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Feb-2018 - 00:00,25.27,717.0,63.7,142.66,0.0,37.02,130.14,30.66,54.14,0.43,-0.23,1.48,9.64,1.05,1.6,30.07,22.31,73.78,57.39,32.94,9.68,28-Feb-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Feb-2018 - 00:00,25.96,717.0,69.46,158.98,0.0,38.25,125.67,30.74,114.19,0.4,-0.23,2.05,16.19,0.87,1.78,34.33,31.21,75.53,65.54,34.48,10.38,01-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Mar-2018 - 00:00,26.14,716.98,60.28,132.5,0.0,35.7,131.96,30.29,171.36,0.4,-0.23,2.05,17.65,1.44,1.38,31.87,18.12,71.91,52.99,30.82,6.66,02-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Mar-2018 - 00:00,26.63,716.8,57.1,123.19,0.0,35.12,129.69,30.32,179.71,0.39,-0.22,0.92,9.71,0.73,1.29,30.59,12.1,69.88,47.01,33.76,6.39,03-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Mar-2018 - 00:00,26.7,716.65,52.02,111.21,0.0,34.97,122.65,29.42,177.83,0.39,-0.23,0.62,4.02,0.36,1.08,29.03,8.27,56.15,36.59,41.76,5.8,04-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Mar-2018 - 00:00,27.22,716.53,60.91,129.16,0.0,34.53,122.33,29.6,203.45,0.4,-0.23,1.02,9.95,0.54,1.27,29.95,15.79,67.41,48.7,35.42,6.87,05-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Mar-2018 - 00:00,27.3,716.78,52.2,124.05,0.0,34.31,127.19,29.86,146.19,0.39,-0.23,1.41,7.31,0.68,1.14,28.82,13.56,65.56,45.9,33.06,6.59,06-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Mar-2018 - 00:00,27.23,716.89,49.68,108.96,0.0,33.74,123.54,30.06,164.06,0.43,-0.23,1.14,6.41,0.54,1.04,30.76,9.64,62.87,41.27,37.41,5.97,07-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Mar-2018 - 00:00,27.38,716.96,49.58,115.82,0.0,33.45,127.74,30.47,136.41,0.44,-0.23,1.4,9.28,2.14,1.03,29.22,12.11,69.4,46.98,33.58,5.39,08-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Mar-2018 - 00:00,27.04,716.93,57.61,126.83,0.0,34.4,130.11,29.61,171.34,0.41,-0.24,1.7,8.68,0.6,1.22,28.44,15.37,68.94,49.16,30.22,8.01,09-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Mar-2018 - 00:00,27.59,716.92,56.24,128.58,0.0,34.99,125.03,28.98,136.76,0.46,-0.25,0.49,2.45,0.26,1.11,27.62,10.66,64.19,42.81,36.22,6.07,10-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Mar-2018 - 00:00,27.17,716.92,70.09,145.8,0.0,40.27,110.65,29.19,128.51,0.47,-0.24,0.89,4.08,0.28,1.35,30.04,9.8,66.46,43.32,35.32,7.2,11-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Mar-2018 - 00:00,28.14,717.0,54.32,121.54,0.0,36.55,115.95,27.96,143.78,0.49,-0.26,0.49,1.94,0.16,1.12,25.95,4.98,62.36,37.21,36.87,6.6,12-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Mar-2018 - 00:00,27.68,717.0,41.69,101.73,0.0,37.66,108.46,29.03,117.77,0.47,-0.25,0.71,1.97,0.15,1.04,25.76,9.91,60.92,40.47,31.77,5.48,13-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
13-Mar-2018 - 00:00,27.58,717.0,41.2,100.38,0.0,36.82,128.56,29.79,120.11,0.4,-0.24,0.76,3.11,0.4,1.07,26.04,12.33,61.52,42.76,32.14,5.24,14-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
14-Mar-2018 - 00:00,28.26,716.8,48.18,106.68,0.0,38.36,129.74,30.67,163.27,0.39,-0.23,2.01,9.69,3.05,1.08,31.21,9.03,59.77,39.13,36.35,4.83,15-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
15-Mar-2018 - 00:00,28.6,716.66,47.42,104.07,0.0,36.57,61.12,28.18,228.88,0.44,-0.23,0.2,0.84,0.01,0.97,26.6,6.75,49.72,31.82,37.9,7.1,16-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
16-Mar-2018 - 00:00,25.33,716.72,59.74,123.45,0.0,47.51,57.22,28.58,71.88,0.67,-0.23,0.27,0.97,0.09,1.08,28.01,8.89,53.91,35.9,32.67,9.77,17-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
17-Mar-2018 - 00:00,24.68,716.97,53.38,82.26,0.04,51.54,143.0,29.35,113.8,0.69,-0.21,0.34,2.44,0.25,1.03,26.71,6.36,54.56,34.21,38.67,5.08,18-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
18-Mar-2018 - 00:00,26.41,717.0,44.49,85.64,0.0,48.26,151.28,28.75,113.64,0.58,-0.22,0.19,0.65,0.01,1.0,23.68,11.17,54.6,38.12,27.76,4.04,19-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
19-Mar-2018 - 00:00,27.18,717.0,54.2,110.51,0.0,40.09,138.97,29.07,107.78,0.44,-0.24,0.27,1.06,0.04,1.15,22.38,12.11,60.72,42.15,32.08,6.59,20-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
20-Mar-2018 - 00:00,28.17,716.88,55.32,108.04,0.0,37.45,137.91,29.34,185.97,0.39,-0.21,0.32,1.41,0.06,1.07,26.28,6.79,53.7,34.07,41.36,6.06,21-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
21-Mar-2018 - 00:00,29.05,716.84,53.93,114.59,0.0,37.27,135.01,29.01,205.64,0.39,-0.22,0.16,0.62,0.0,0.98,26.47,6.13,49.55,31.33,38.39,6.91,22-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
22-Mar-2018 - 00:00,28.63,716.7,54.71,125.61,0.0,37.61,146.68,28.38,189.54,0.32,-0.22,0.26,1.12,0.06,1.24,25.28,13.4,52.68,38.91,31.84,7.84,23-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
23-Mar-2018 - 00:00,28.36,716.66,60.7,154.54,0.0,34.25,155.35,29.54,146.06,0.33,-0.23,0.82,6.88,0.74,1.58,28.34,25.18,62.31,53.62,35.88,12.12,24-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
24-Mar-2018 - 00:00,28.7,717.0,65.2,156.46,0.0,35.07,151.57,30.16,153.23,0.34,-0.24,1.72,12.97,2.48,1.56,33.06,16.54,71.33,51.4,35.64,12.87,25-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
25-Mar-2018 - 00:00,28.0,717.03,72.07,149.34,0.0,44.59,139.2,25.76,97.4,0.53,-0.29,0.2,0.66,0.04,1.36,27.66,9.39,58.24,38.61,32.65,8.57,26-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
26-Mar-2018 - 00:00,28.88,717.08,60.39,125.6,0.0,41.73,136.23,27.98,152.31,0.37,-0.26,0.88,4.45,0.74,1.2,23.72,5.22,53.59,32.65,38.93,6.28,27-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
27-Mar-2018 - 00:00,29.1,716.91,64.35,130.66,0.0,37.81,144.92,29.81,185.74,0.36,-0.23,0.92,13.72,0.97,1.23,26.76,8.56,58.13,37.88,39.14,8.42,28-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
28-Mar-2018 - 00:00,29.6,716.72,53.49,110.3,0.0,37.25,148.53,26.16,221.34,0.36,-0.26,0.52,5.24,0.27,1.05,22.82,3.87,46.37,27.81,38.24,7.71,29-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
29-Mar-2018 - 00:00,30.07,716.55,60.01,127.26,0.0,40.82,131.82,27.53,147.74,0.34,-0.23,0.27,0.88,0.01,1.18,24.85,5.34,53.25,32.66,44.26,7.1,30-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
30-Mar-2018 - 00:00,30.7,716.42,56.5,113.07,0.0,40.3,136.8,25.54,197.11,0.35,-0.26,0.5,4.52,0.2,1.06,23.19,2.6,45.48,26.23,41.86,4.98,31-Mar-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
31-Mar-2018 - 00:00,28.75,716.3,54.62,125.33,0.03,41.71,120.46,26.35,165.67,0.42,-0.24,0.46,1.38,0.14,1.22,22.17,4.81,53.06,32.14,37.05,6.93,01-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
01-Apr-2018 - 00:00,27.66,716.47,43.38,94.39,0.0,47.4,130.8,29.26,157.24,0.67,-0.2,0.28,1.01,0.04,0.89,23.14,4.59,50.38,30.53,36.33,4.52,02-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
02-Apr-2018 - 00:00,26.84,716.66,43.96,89.44,0.0,49.0,152.43,27.43,162.15,0.52,-0.24,0.24,1.51,0.04,1.14,19.34,10.41,49.65,34.88,33.52,5.7,03-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
03-Apr-2018 - 00:00,28.77,716.58,60.44,105.31,0.0,45.43,158.29,24.24,194.06,0.42,-0.27,,,,1.09,19.6,5.1,47.03,29.16,34.16,5.66,04-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
04-Apr-2018 - 00:00,28.68,716.24,52.82,110.34,0.0,42.3,153.45,29.76,202.77,0.41,-0.2,,,,1.01,20.08,9.13,57.23,37.86,37.16,5.19,05-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
05-Apr-2018 - 00:00,27.64,716.15,44.04,94.6,0.0,46.35,113.38,27.7,204.58,0.61,-0.22,0.17,0.43,0.01,0.91,17.72,7.25,45.03,29.84,36.69,4.1,06-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
06-Apr-2018 - 00:00,27.69,716.4,49.51,106.23,0.31,45.11,119.83,26.16,179.17,0.48,-0.25,0.37,2.42,0.15,1.09,17.65,5.44,45.31,28.52,39.17,5.01,07-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
07-Apr-2018 - 00:00,27.05,716.65,47.54,102.51,0.0,43.7,119.3,30.05,130.56,0.47,-0.2,0.5,1.82,0.15,1.34,24.33,15.94,64.59,47.31,44.3,6.49,08-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
08-Apr-2018 - 00:00,24.78,716.9,34.28,66.09,0.21,52.1,123.32,31.25,151.31,0.65,-0.2,0.38,1.78,0.12,1.05,26.64,13.02,53.18,38.87,35.35,3.58,09-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
09-Apr-2018 - 00:00,26.45,716.86,40.4,88.0,0.0,49.55,170.76,28.81,147.57,0.46,-0.23,0.31,1.55,0.11,1.08,23.03,31.25,52.13,52.02,38.26,5.89,10-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
10-Apr-2018 - 00:00,26.43,716.57,43.06,117.2,0.0,46.67,47.6,27.56,103.41,0.6,-0.25,1.05,8.17,3.77,2.13,26.79,24.43,51.77,44.59,20.21,6.87,11-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
11-Apr-2018 - 00:00,27.97,716.36,25.15,69.58,0.0,43.66,168.86,27.4,158.66,0.6,-0.24,0.78,4.55,0.37,1.57,18.23,12.15,43.79,33.17,28.65,4.12,12-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
12-Apr-2018 - 00:00,28.5,716.22,30.23,80.15,0.0,40.51,161.17,28.82,178.41,0.48,-0.22,0.27,1.25,0.06,1.09,18.73,13.08,50.69,37.59,36.72,4.9,13-Apr-2018 - 00:00,"Zoo Park, Hyderabad - TSPCB"
