from date,NH3,NO2,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,RH,RF,SR,WD,WS,Temp,to date,station
17-Nov-2018 - 00:00,16.24,34.76,4.5,22.14,0.49,106.6,13.83,2.12,1.26,6.12,61.12,127.25,25.51,37.17,0.0,62.61,124.97,1.64,29.48,18-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Nov-2018 - 00:00,16.49,27.65,2.75,16.93,0.97,128.09,10.18,1.29,0.59,3.24,54.08,110.12,26.14,40.96,0.0,62.28,136.12,1.54,29.65,19-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Nov-2018 - 00:00,17.54,19.99,3.64,13.6,0.83,114.54,13.58,1.2,0.59,2.55,58.75,113.88,26.43,48.05,0.0,59.15,165.07,1.95,29.3,20-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Nov-2018 - 00:00,19.3,38.21,8.74,27.43,1.26,80.27,16.32,2.22,2.15,8.02,80.46,152.25,26.63,47.96,0.0,53.79,127.7,1.58,29.21,21-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Nov-2018 - 00:00,18.0,32.38,3.61,20.14,0.62,84.71,8.14,1.37,0.75,3.94,59.4,135.35,25.92,47.77,0.0,55.5,100.14,2.1,29.16,22-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Nov-2018 - 00:00,17.1,27.84,4.38,18.37,0.74,105.18,9.83,1.3,0.59,3.06,63.79,132.92,25.85,47.52,0.0,60.0,140.29,2.04,29.19,23-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Nov-2018 - 00:00,15.53,30.33,3.93,19.33,0.54,114.13,11.93,1.49,0.92,4.66,61.71,127.69,26.02,43.81,0.0,43.46,126.6,1.76,29.14,24-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Nov-2018 - 00:00,16.22,34.51,5.11,22.51,0.57,98.96,7.61,1.76,0.97,5.37,57.08,125.88,25.21,43.36,0.0,61.91,78.85,1.98,28.98,25-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Nov-2018 - 00:00,15.23,32.49,4.47,20.92,0.51,122.21,9.45,1.71,0.8,4.86,52.46,127.79,24.93,37.9,0.0,63.76,93.77,1.68,29.11,26-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Nov-2018 - 00:00,16.92,31.15,3.2,19.16,0.57,111.08,10.19,1.47,0.48,4.11,49.12,132.54,24.42,39.64,0.0,58.76,78.89,2.09,29.02,27-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Nov-2018 - 00:00,16.57,27.07,3.66,17.36,0.57,107.75,6.26,1.51,0.91,4.15,40.67,107.79,24.3,40.98,0.0,62.06,100.48,2.21,29.0,28-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Nov-2018 - 00:00,19.96,24.2,2.34,14.78,0.34,118.83,8.41,1.8,0.41,3.29,66.08,129.88,23.92,51.66,0.0,58.84,110.43,2.28,29.03,29-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Nov-2018 - 00:00,21.68,33.68,4.08,21.23,0.6,110.04,11.8,2.14,0.72,4.29,89.38,170.96,23.6,55.26,0.0,59.18,82.17,2.4,29.18,30-Nov-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Nov-2018 - 00:00,22.39,33.1,3.34,20.32,0.53,110.45,7.58,2.09,0.68,4.36,96.96,181.0,23.25,58.75,0.0,58.55,82.95,2.71,29.17,01-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Dec-2018 - 00:00,22.61,34.85,4.66,22.33,0.63,106.41,6.03,2.17,0.77,4.41,99.74,175.42,23.15,55.32,0.0,55.6,94.85,2.33,29.13,02-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Dec-2018 - 00:00,18.2,35.97,4.36,22.69,0.53,94.39,7.7,1.95,0.69,4.76,75.62,141.88,23.36,48.57,0.0,55.58,97.25,2.06,29.05,03-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Dec-2018 - 00:00,19.42,38.82,5.33,25.0,0.57,90.56,12.68,1.99,0.79,4.81,87.38,168.75,23.47,53.82,0.0,48.68,109.88,1.96,29.07,04-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Dec-2018 - 00:00,18.58,38.29,4.2,23.8,0.71,100.33,16.38,1.93,0.59,3.84,97.38,183.88,23.16,58.06,0.0,43.24,103.07,2.19,29.03,05-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Dec-2018 - 00:00,17.18,37.6,4.35,23.54,0.53,96.89,9.69,1.79,0.67,4.1,85.75,157.22,24.62,55.48,0.0,52.09,103.75,1.99,29.04,06-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Dec-2018 - 00:00,17.1,35.19,3.52,21.58,0.65,101.67,9.99,1.63,0.52,3.98,80.67,147.54,26.69,54.91,0.0,51.77,100.79,2.05,28.99,07-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Dec-2018 - 00:00,16.47,30.39,3.06,18.64,0.44,101.0,12.04,1.54,0.46,3.43,76.08,151.46,26.2,54.3,0.0,55.54,97.33,2.92,28.87,08-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Dec-2018 - 00:00,15.97,27.26,3.36,17.23,0.61,99.85,9.34,1.58,0.42,3.5,64.33,133.7,26.31,52.14,0.0,49.88,96.69,2.94,28.81,09-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Dec-2018 - 00:00,15.91,27.92,3.65,17.83,0.67,100.32,9.4,1.53,0.42,3.59,60.25,124.38,26.18,52.15,0.0,53.29,85.33,3.12,28.73,10-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Dec-2018 - 00:00,15.73,30.59,4.34,19.79,0.51,95.06,7.72,1.76,0.78,5.13,57.46,125.33,25.95,48.31,0.0,56.12,101.86,2.57,28.54,11-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Dec-2018 - 00:00,15.11,31.72,4.47,20.51,0.73,106.41,10.63,1.52,0.65,4.33,56.36,128.14,26.01,44.94,0.0,57.25,101.78,1.93,28.07,12-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Dec-2018 - 00:00,15.53,24.15,2.93,15.23,0.65,111.39,10.58,1.51,0.67,4.49,56.53,130.66,26.22,47.4,0.0,54.43,144.99,2.25,28.09,13-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Dec-2018 - 00:00,21.47,29.67,4.09,19.1,0.8,89.61,8.13,1.95,0.43,3.77,83.48,162.77,25.14,58.58,0.0,55.41,71.09,2.75,28.61,14-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Dec-2018 - 00:00,21.92,24.2,3.58,15.78,0.78,91.39,5.48,1.93,0.35,3.38,91.19,150.15,23.93,67.41,0.0,54.42,76.34,3.91,28.94,15-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Dec-2018 - 00:00,19.39,30.49,3.96,19.43,0.74,94.4,5.74,1.89,0.45,3.78,84.98,150.1,23.8,62.97,0.0,56.74,85.38,4.03,28.91,16-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Dec-2018 - 00:00,17.16,24.88,3.35,15.96,0.78,98.04,4.89,1.68,0.29,2.81,64.12,113.17,23.37,57.53,0.0,59.61,81.9,3.66,28.77,17-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Dec-2018 - 00:00,17.37,29.91,4.03,19.19,0.7,101.18,6.35,1.93,0.44,4.03,66.88,131.25,23.48,52.75,0.0,58.92,76.81,3.62,28.82,18-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Dec-2018 - 00:00,21.56,34.41,4.02,21.57,0.65,100.42,7.14,2.49,0.61,4.86,100.34,173.22,23.57,57.56,0.0,57.75,74.46,2.64,29.02,19-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Dec-2018 - 00:00,19.53,31.76,3.17,19.46,0.58,111.68,8.99,2.21,0.56,3.98,89.98,146.79,24.15,51.62,0.0,58.27,117.12,2.24,28.66,20-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Dec-2018 - 00:00,15.06,29.09,3.03,17.94,0.42,109.42,8.18,1.41,0.85,3.01,54.95,106.21,25.16,44.88,0.0,60.39,106.35,2.08,29.04,21-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Dec-2018 - 00:00,13.98,31.67,4.26,20.3,0.56,94.9,5.12,1.46,0.58,3.49,44.99,96.61,25.44,40.68,0.0,60.02,97.38,1.99,29.22,22-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Dec-2018 - 00:00,13.93,36.38,5.51,23.83,0.52,95.36,8.51,1.95,1.06,5.82,50.7,110.5,25.7,41.43,0.0,58.54,123.15,1.85,29.3,23-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Dec-2018 - 00:00,14.09,27.62,2.72,16.9,0.49,113.72,10.92,1.54,0.49,3.55,50.68,105.47,25.92,43.68,0.0,58.19,129.33,2.09,29.45,24-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Dec-2018 - 00:00,21.57,29.78,4.19,19.24,0.68,116.39,13.31,2.01,0.78,4.58,58.61,110.48,26.38,44.36,0.0,55.45,133.09,1.95,29.24,25-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Dec-2018 - 00:00,16.67,30.58,3.13,18.81,0.51,107.0,11.66,1.73,0.44,3.26,60.39,123.4,25.95,51.28,0.0,53.42,104.4,2.25,29.14,26-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Dec-2018 - 00:00,15.87,27.89,2.94,17.23,0.56,99.5,9.35,2.01,1.09,6.71,68.41,133.3,25.22,53.07,0.0,55.29,195.64,2.46,29.43,27-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Dec-2018 - 00:00,16.1,29.75,5.16,20.01,0.86,84.74,6.56,2.31,0.71,5.56,68.26,143.9,24.2,46.66,0.0,59.04,69.24,2.62,29.86,28-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Dec-2018 - 00:00,14.2,34.06,6.53,23.42,0.72,74.44,9.09,1.79,0.54,4.69,49.62,127.74,23.73,33.7,0.0,62.25,80.73,2.56,29.65,29-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Dec-2018 - 00:00,13.65,32.5,5.67,21.9,0.64,74.04,5.66,1.6,0.55,3.74,42.2,96.75,23.58,32.17,0.0,62.97,104.41,2.25,29.37,30-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Dec-2018 - 00:00,13.48,28.35,3.6,18.0,0.69,91.65,7.45,1.36,0.43,2.93,44.01,98.02,24.21,35.45,0.0,60.11,108.2,2.53,29.31,31-Dec-2018 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Dec-2018 - 00:00,12.85,34.15,2.9,20.55,0.81,69.9,3.1,1.15,0.4,1.9,35.0,106.0,22.5,42.5,0.0,2.0,96.0,1.45,29.55,01-Jan-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
