from date,NO2,NH3,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM10,PM2.5,AT,RF,RH,SR,Temp,WD,WS,to date,station
24-Jul-2018 - 00:00,2.54,20.99,2.23,0.39,48.07,2.98,0.0,0.0,3.17,49.49,20.28,31.77,0.04,90.45,38.12,31.34,259.31,4.39,25-Jul-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Jul-2018 - 00:00,2.47,21.4,2.14,0.33,48.14,3.3,0.0,0.0,2.63,99.59,34.03,31.7,0.01,88.86,36.78,31.25,259.53,5.36,26-Jul-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Jul-2018 - 00:00,2.05,22.03,2.01,0.3,49.82,3.25,0.0,0.01,2.22,79.89,26.34,31.77,0.01,85.04,58.43,31.22,250.2,6.68,27-Jul-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Jul-2018 - 00:00,2.72,23.8,2.4,0.41,49.24,2.93,0.0,0.0,2.54,71.43,23.83,31.82,0.0,84.54,42.6,31.7,248.46,5.33,28-Jul-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Jul-2018 - 00:00,3.07,23.46,2.56,0.44,60.81,2.85,0.0,0.0,2.61,86.25,27.94,32.51,0.0,77.52,99.85,31.5,251.83,5.63,29-Jul-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Jul-2018 - 00:00,3.64,23.44,3.01,0.4,57.51,3.43,0.0,0.0,2.58,92.83,29.54,32.58,0.0,76.16,112.56,31.27,259.65,6.3,30-Jul-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Jul-2018 - 00:00,4.5,24.39,3.65,0.5,48.7,2.65,0.0,0.01,2.86,93.75,28.03,32.38,0.0,79.23,83.6,31.23,260.83,4.5,31-Jul-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
31-Jul-2018 - 00:00,3.83,24.76,3.1,0.44,54.36,3.08,0.0,0.01,2.37,140.49,36.93,32.56,0.0,75.5,113.27,31.46,256.61,6.14,01-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Aug-2018 - 00:00,3.4,25.1,2.79,0.29,59.03,4.9,0.0,0.0,2.43,202.96,49.89,32.71,0.0,74.21,112.14,31.11,257.41,6.1,02-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Aug-2018 - 00:00,3.43,23.87,2.77,0.27,56.94,3.91,0.0,0.0,2.39,213.98,55.38,32.75,0.0,74.16,110.18,31.02,256.93,6.0,03-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Aug-2018 - 00:00,3.2,24.3,2.72,0.28,52.28,5.02,0.0,0.0,2.43,113.61,32.08,32.67,0.0,77.79,92.47,30.98,256.48,5.74,04-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Aug-2018 - 00:00,3.91,24.1,3.1,0.28,58.52,5.04,0.02,0.0,2.46,128.99,34.57,32.97,0.0,73.31,113.71,30.42,254.99,5.9,05-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Aug-2018 - 00:00,4.17,25.17,3.34,0.3,53.95,5.59,0.01,0.0,2.26,127.95,33.17,32.72,0.0,73.89,86.71,30.34,252.38,6.62,06-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Aug-2018 - 00:00,4.51,25.82,3.62,0.33,50.91,4.61,0.01,0.0,2.33,112.76,28.83,31.36,0.0,75.77,74.19,30.69,249.46,5.61,07-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Aug-2018 - 00:00,3.83,25.02,3.09,0.28,49.76,4.11,0.0,0.0,2.46,89.32,25.67,29.35,0.0,76.59,81.79,30.43,259.81,5.26,08-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Aug-2018 - 00:00,4.02,26.42,3.24,0.33,38.1,4.32,0.0,0.0,2.85,61.14,22.83,27.18,0.02,88.14,40.52,30.46,268.49,4.29,09-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Aug-2018 - 00:00,4.37,28.83,3.37,0.36,46.54,3.81,0.0,0.0,2.97,60.15,26.96,26.12,0.03,87.12,42.02,30.83,273.62,3.9,10-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Aug-2018 - 00:00,4.93,30.38,3.78,0.42,35.74,5.26,0.02,0.01,2.75,50.48,25.36,25.71,0.29,90.61,18.04,31.07,266.03,4.55,11-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Aug-2018 - 00:00,5.28,29.67,4.12,0.38,45.06,5.3,0.01,0.01,2.4,54.21,18.26,26.74,0.0,78.99,103.88,31.41,267.79,5.8,12-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Aug-2018 - 00:00,4.01,28.64,3.41,0.39,41.4,4.42,0.0,0.01,2.69,51.66,14.15,26.48,0.0,80.69,104.3,32.15,249.46,5.62,13-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Aug-2018 - 00:00,5.7,27.42,4.67,0.45,39.7,4.79,0.02,0.02,2.93,81.44,17.95,27.63,0.0,79.43,91.01,31.34,243.92,3.9,14-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Aug-2018 - 00:00,6.08,26.86,4.58,0.43,41.17,4.04,0.0,0.01,3.01,119.81,28.94,28.74,0.0,79.75,86.4,30.49,262.56,3.78,15-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Aug-2018 - 00:00,7.01,29.33,4.32,0.44,47.23,3.75,0.01,0.01,3.01,113.79,32.86,28.56,0.13,84.43,73.05,30.36,255.0,2.86,16-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Aug-2018 - 00:00,6.23,29.04,3.9,0.5,50.91,4.06,0.01,0.01,2.36,37.09,19.27,28.44,0.02,87.54,52.2,30.34,140.27,2.85,17-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Aug-2018 - 00:00,5.14,24.86,3.69,0.48,47.65,3.32,0.02,0.01,2.21,27.34,11.88,28.74,0.19,86.59,86.71,30.37,163.84,3.88,18-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Aug-2018 - 00:00,4.46,20.24,3.31,0.4,37.73,3.56,0.0,0.0,2.63,28.04,9.29,27.52,0.0,90.28,22.98,30.24,264.74,4.39,19-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Aug-2018 - 00:00,4.56,24.62,3.52,0.41,44.84,4.22,0.0,0.0,2.64,46.27,20.62,27.96,0.0,87.84,53.28,30.27,269.99,4.52,20-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Aug-2018 - 00:00,5.32,26.57,3.68,0.43,50.34,2.74,0.01,0.0,2.77,38.59,21.27,27.8,0.12,89.12,42.93,30.4,277.15,3.32,21-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Aug-2018 - 00:00,4.51,20.5,3.28,0.4,38.92,4.96,0.0,0.0,2.7,17.15,8.34,27.26,0.65,93.48,13.73,30.2,271.92,3.99,22-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Aug-2018 - 00:00,2.45,15.65,2.14,0.32,44.32,4.1,0.0,0.0,1.87,14.9,6.18,26.81,0.16,92.05,21.38,30.23,264.85,6.36,23-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Aug-2018 - 00:00,3.1,18.96,2.47,0.34,39.59,6.82,0.0,0.0,2.3,35.42,18.75,27.6,0.01,87.67,43.3,30.5,268.66,4.87,24-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Aug-2018 - 00:00,3.77,19.32,2.91,0.38,38.52,4.2,0.0,0.0,2.36,42.77,16.26,27.77,0.0,84.64,62.96,30.51,262.17,4.71,25-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Aug-2018 - 00:00,3.2,19.86,2.59,0.46,39.46,5.4,0.0,0.0,2.27,42.46,14.12,27.85,0.01,83.69,95.88,30.1,255.4,5.15,26-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Aug-2018 - 00:00,2.66,18.85,2.22,0.32,43.4,5.15,0.0,0.0,2.18,42.75,11.67,27.76,0.01,82.78,92.89,29.72,254.48,5.09,27-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Aug-2018 - 00:00,4.67,20.06,3.5,0.37,43.85,5.13,0.01,0.01,2.51,96.9,25.96,27.83,0.0,83.77,66.8,29.77,270.01,3.58,28-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Aug-2018 - 00:00,4.32,23.66,3.03,0.4,49.33,5.49,0.0,0.0,2.66,98.62,33.71,27.34,0.1,89.9,25.07,30.31,271.14,3.66,29-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Aug-2018 - 00:00,3.7,21.77,2.67,0.38,53.45,3.95,0.0,0.0,2.54,58.17,24.12,27.43,0.01,90.96,24.22,30.84,268.19,4.48,30-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Aug-2018 - 00:00,3.97,19.58,2.82,0.37,50.21,5.11,0.0,0.0,2.32,67.83,27.04,27.37,0.0,89.88,33.55,30.82,263.15,4.63,31-Aug-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
31-Aug-2018 - 00:00,3.99,20.49,2.89,0.33,42.83,4.48,0.0,0.0,2.51,47.79,20.5,27.32,0.0,88.75,25.01,31.05,267.29,4.19,01-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Sep-2018 - 00:00,4.82,21.13,3.49,0.36,40.81,5.68,0.0,0.0,2.63,53.25,20.08,27.35,0.0,85.54,37.57,30.92,264.77,3.78,02-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Sep-2018 - 00:00,4.54,20.96,3.43,0.36,41.64,5.11,0.0,0.0,2.68,37.38,13.29,27.17,0.01,87.65,36.78,30.87,261.36,3.73,03-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Sep-2018 - 00:00,5.03,20.87,3.78,0.35,44.57,4.86,0.0,0.01,2.44,49.15,12.28,27.59,0.0,83.32,74.57,30.94,256.96,4.78,04-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Sep-2018 - 00:00,3.38,20.93,2.58,0.31,52.66,4.39,0.0,0.0,2.35,66.62,20.62,27.6,0.0,84.17,85.22,31.04,262.72,5.1,05-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Sep-2018 - 00:00,3.95,20.71,2.8,0.31,57.42,3.65,0.0,0.0,2.28,98.04,26.12,27.5,0.0,81.23,68.19,31.1,267.91,5.27,06-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Sep-2018 - 00:00,4.04,20.77,2.84,0.47,65.94,4.85,0.0,0.0,2.17,89.38,27.71,27.47,0.0,79.64,78.24,31.07,270.6,5.42,07-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Sep-2018 - 00:00,4.48,20.01,3.09,0.63,53.12,5.0,0.0,0.0,2.39,59.71,20.38,26.44,0.08,86.94,23.89,30.77,283.85,3.67,08-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Sep-2018 - 00:00,3.89,19.77,2.87,0.56,53.64,3.29,0.0,0.0,1.86,54.75,21.12,26.4,0.04,86.74,30.72,29.72,262.04,6.38,09-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Sep-2018 - 00:00,3.81,18.98,2.82,0.57,48.26,4.27,0.0,0.0,2.11,49.29,16.21,26.36,0.02,88.3,30.76,28.42,249.41,4.3,10-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Sep-2018 - 00:00,4.51,20.47,3.2,0.61,47.38,3.71,0.01,0.0,2.51,58.88,18.38,27.25,0.0,82.32,74.88,29.95,246.58,3.33,11-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Sep-2018 - 00:00,5.61,20.94,3.75,0.62,55.58,3.54,0.0,0.0,2.6,56.29,21.25,27.69,0.0,79.89,104.49,30.7,251.11,3.87,12-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Sep-2018 - 00:00,4.87,18.65,3.26,0.61,63.53,4.58,0.0,0.0,2.32,59.29,22.29,27.88,0.0,76.34,108.55,29.98,261.44,4.68,13-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Sep-2018 - 00:00,5.73,19.28,4.19,0.63,53.47,4.18,0.02,0.0,2.25,50.5,18.0,27.56,0.0,78.04,90.53,29.9,256.58,3.84,14-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Sep-2018 - 00:00,5.78,19.61,4.09,0.65,61.14,5.36,0.03,0.0,2.45,50.47,19.04,27.91,0.0,75.38,95.94,29.68,234.82,2.43,15-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Sep-2018 - 00:00,6.57,25.48,4.69,0.62,43.09,4.85,0.04,0.0,2.56,47.64,20.68,26.99,0.0,85.8,102.5,29.28,239.34,2.35,16-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,17-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Sep-2018 - 00:00,12.75,20.99,8.09,0.72,96.11,4.09,0.06,0.08,1.76,98.26,30.18,30.82,0.0,47.58,126.64,29.51,164.52,1.89,18-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Sep-2018 - 00:00,8.41,27.27,6.24,0.63,83.37,3.91,0.09,0.04,2.14,86.79,32.38,29.14,0.0,65.07,104.53,29.6,223.91,2.1,19-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Sep-2018 - 00:00,7.81,26.04,4.81,0.51,90.57,3.81,0.06,0.03,2.36,86.0,29.67,29.56,0.0,61.11,112.79,30.22,217.3,2.18,20-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Sep-2018 - 00:00,13.01,26.5,8.07,0.6,86.2,4.29,0.03,0.03,2.29,103.54,32.38,30.0,0.0,52.15,116.07,30.8,177.98,2.21,21-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Sep-2018 - 00:00,9.38,27.76,5.74,0.57,92.46,3.18,0.06,0.01,1.78,97.12,30.12,29.31,0.03,62.21,98.34,30.79,83.49,3.52,22-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Sep-2018 - 00:00,6.03,19.34,4.03,0.56,57.28,2.49,0.03,0.0,1.74,16.5,8.79,27.45,0.7,91.23,28.61,30.66,151.93,3.61,23-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Sep-2018 - 00:00,6.27,15.74,3.98,0.49,76.94,2.26,0.03,0.01,1.63,32.79,14.13,27.39,0.1,83.64,60.35,30.64,220.93,5.78,24-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Sep-2018 - 00:00,4.55,17.74,3.04,0.45,73.46,1.78,0.01,0.0,2.08,60.93,22.18,28.19,0.0,78.92,113.82,30.82,252.08,4.34,25-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Sep-2018 - 00:00,6.85,18.59,4.38,0.54,80.64,2.85,0.04,0.01,2.47,97.46,40.25,28.44,0.0,80.81,98.61,30.91,265.2,3.46,26-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Sep-2018 - 00:00,8.42,18.13,5.11,0.48,83.3,4.98,0.02,0.01,2.67,111.62,41.25,29.3,0.0,65.74,130.55,31.3,248.57,1.94,27-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Sep-2018 - 00:00,14.34,22.88,9.56,0.58,66.83,6.13,0.08,0.04,2.55,114.67,36.5,29.62,0.0,54.93,136.23,31.38,198.34,1.46,28-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Sep-2018 - 00:00,20.14,27.99,12.98,0.72,66.27,6.7,0.12,0.09,2.69,129.25,42.46,29.65,0.0,49.65,131.26,31.41,195.32,1.19,29-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Sep-2018 - 00:00,19.74,27.71,12.12,0.69,76.2,6.49,0.08,0.07,2.59,128.0,42.33,29.96,0.0,48.04,129.69,31.44,165.94,1.35,30-Sep-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Sep-2018 - 00:00,20.15,23.45,11.46,0.69,91.15,6.49,0.07,0.09,2.55,126.83,37.71,30.34,0.0,43.39,128.76,31.49,152.95,1.45,01-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Oct-2018 - 00:00,26.17,36.19,16.91,0.94,81.52,6.6,0.1,0.12,2.93,160.28,61.76,30.24,0.0,48.89,127.88,31.44,180.62,1.33,02-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Oct-2018 - 00:00,23.15,37.94,14.25,0.82,88.34,9.38,,,,170.58,76.82,30.44,0.0,49.22,123.94,31.66,194.55,1.69,03-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Oct-2018 - 00:00,18.45,32.53,10.58,0.75,94.15,5.66,0.06,0.06,2.11,149.62,67.48,30.18,0.0,54.04,102.18,31.22,183.94,1.59,04-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Oct-2018 - 00:00,19.8,35.1,11.8,0.78,86.34,6.12,0.11,0.11,2.34,129.72,66.08,29.41,0.0,58.29,95.53,30.98,171.16,1.91,05-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Oct-2018 - 00:00,18.44,27.62,10.91,0.67,80.22,4.46,0.07,0.08,2.1,97.85,50.0,29.26,0.0,58.14,106.64,30.93,163.54,1.59,06-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Oct-2018 - 00:00,31.74,31.96,20.98,1.1,64.93,12.57,0.11,0.12,2.38,168.67,83.17,30.23,0.0,47.43,112.48,30.96,175.54,1.37,07-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Oct-2018 - 00:00,26.02,34.06,16.05,0.85,73.63,6.93,0.09,0.13,2.4,131.98,65.2,30.32,0.0,44.01,124.58,30.98,167.78,1.54,08-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Oct-2018 - 00:00,23.88,28.43,13.95,0.8,74.11,5.92,0.1,0.1,2.29,133.11,53.82,29.97,0.0,40.25,90.16,31.17,163.5,1.59,09-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
09-Oct-2018 - 00:00,23.42,27.75,13.79,0.78,79.44,5.74,0.1,0.11,2.39,126.91,44.41,30.6,0.0,37.22,118.56,31.65,159.17,1.58,10-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
10-Oct-2018 - 00:00,15.13,28.82,8.92,0.64,94.19,6.59,0.08,0.09,2.18,108.55,40.84,30.48,0.0,36.83,108.48,31.52,164.98,1.53,11-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
11-Oct-2018 - 00:00,19.48,28.34,11.4,0.67,78.71,6.38,0.08,0.08,2.18,155.03,50.18,30.07,0.0,39.45,98.72,31.59,142.61,1.95,12-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
12-Oct-2018 - 00:00,16.14,23.0,9.38,0.63,96.73,6.89,0.08,0.05,1.74,175.61,52.05,30.04,0.0,36.67,111.46,31.6,79.51,2.64,13-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
13-Oct-2018 - 00:00,18.73,23.36,10.94,0.66,94.4,5.15,0.08,0.06,1.93,151.4,47.18,29.64,0.0,37.73,111.19,31.67,96.43,2.1,14-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
14-Oct-2018 - 00:00,23.18,24.81,14.19,0.76,90.03,7.03,0.08,0.08,2.19,157.16,52.4,29.73,0.0,36.21,109.48,31.5,161.42,1.43,15-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
15-Oct-2018 - 00:00,24.66,32.66,15.41,0.73,79.22,8.15,0.09,0.1,2.29,166.62,55.84,29.73,0.0,40.33,113.17,31.59,176.98,1.38,16-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
16-Oct-2018 - 00:00,17.6,29.26,10.8,0.57,90.02,8.57,0.08,0.07,2.04,151.57,48.23,29.74,0.0,39.11,107.22,31.43,215.23,1.49,17-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
17-Oct-2018 - 00:00,15.82,29.36,9.43,0.54,85.56,8.0,0.07,0.05,2.01,137.34,51.04,29.58,0.0,40.0,110.66,31.03,218.98,1.64,18-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
18-Oct-2018 - 00:00,12.77,24.13,7.58,0.5,95.32,9.63,0.07,0.02,2.12,136.82,52.06,29.79,0.0,39.47,108.33,31.16,235.05,1.82,19-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
19-Oct-2018 - 00:00,15.93,25.01,9.46,0.59,92.37,15.01,0.06,0.04,1.94,143.23,58.05,29.95,0.0,41.77,102.22,30.95,199.4,1.4,20-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
20-Oct-2018 - 00:00,14.33,25.99,8.97,0.5,76.97,9.5,0.06,0.06,2.02,121.45,47.34,29.8,0.0,42.02,105.84,30.94,229.19,1.75,21-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
21-Oct-2018 - 00:00,13.31,23.2,8.23,0.45,78.06,5.67,0.04,0.02,2.03,104.92,35.15,29.59,0.0,34.94,110.96,31.07,230.41,1.85,22-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
22-Oct-2018 - 00:00,23.07,24.37,13.55,0.75,102.5,8.28,0.05,0.04,1.58,130.74,47.62,28.93,0.0,31.26,110.21,28.14,145.27,1.66,23-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
23-Oct-2018 - 00:00,24.5,30.44,15.19,0.78,86.83,8.21,0.08,0.07,1.76,134.45,51.11,28.68,0.0,37.76,108.01,29.18,194.39,1.42,24-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
24-Oct-2018 - 00:00,24.3,31.0,15.26,0.7,80.62,8.85,0.1,0.1,1.76,141.79,53.3,28.65,0.0,37.58,97.79,30.77,207.2,1.24,25-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
25-Oct-2018 - 00:00,28.34,29.64,18.65,0.93,64.13,8.27,0.1,0.1,2.03,135.34,52.94,29.1,0.0,36.21,103.09,31.17,165.27,1.59,26-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
26-Oct-2018 - 00:00,23.24,30.92,14.77,0.72,65.26,6.15,0.08,0.1,1.88,132.22,46.78,29.49,0.0,35.44,106.97,31.02,130.65,1.58,27-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
27-Oct-2018 - 00:00,25.75,32.06,16.33,0.73,71.69,6.6,0.08,0.09,1.62,131.22,44.82,29.17,0.0,37.02,101.46,30.75,113.47,1.97,28-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
28-Oct-2018 - 00:00,20.38,26.15,11.96,0.63,88.77,6.53,0.08,0.07,1.48,124.53,43.12,28.87,0.0,35.69,106.82,30.52,114.97,2.0,29-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
29-Oct-2018 - 00:00,21.8,21.02,12.63,0.66,112.53,7.39,0.07,0.05,1.3,138.06,48.28,28.46,0.0,31.81,104.6,30.47,82.82,2.29,30-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
30-Oct-2018 - 00:00,20.62,22.3,11.9,0.71,108.81,7.09,0.09,0.06,1.28,138.07,53.73,28.13,0.0,36.12,106.15,30.7,93.31,2.21,31-Oct-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
31-Oct-2018 - 00:00,21.29,24.9,12.46,0.79,99.55,3.94,0.08,0.07,1.21,127.3,48.27,28.2,0.0,43.32,104.3,30.79,79.23,2.52,01-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
01-Nov-2018 - 00:00,13.31,32.51,8.16,0.83,71.03,3.49,0.08,0.07,1.43,115.99,43.88,28.78,0.0,44.59,103.44,30.88,78.52,1.81,02-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
02-Nov-2018 - 00:00,11.66,38.09,10.64,1.38,9.8,2.13,0.12,0.2,2.4,154.78,61.2,28.82,0.0,45.1,107.7,31.18,134.48,0.61,03-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
03-Nov-2018 - 00:00,10.82,34.11,18.8,1.66,1.03,0.85,0.16,0.4,3.26,171.32,85.23,27.17,0.0,62.61,75.91,31.08,187.27,0.44,04-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
04-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,05-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
05-Nov-2018 - 00:00,7.77,22.58,4.71,0.96,23.32,4.45,0.08,0.05,1.7,159.18,65.62,29.58,0.0,37.53,147.25,29.54,131.13,2.14,06-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
06-Nov-2018 - 00:00,11.99,29.3,7.27,0.89,25.51,5.95,0.06,0.04,1.6,134.24,55.51,27.57,0.0,34.39,113.18,29.2,104.55,1.95,07-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
07-Nov-2018 - 00:00,33.57,26.65,20.71,1.02,110.81,36.28,0.09,0.04,1.02,208.85,192.39,26.81,0.0,39.02,121.69,28.67,101.62,1.52,08-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
08-Nov-2018 - 00:00,45.7,34.93,27.55,1.35,57.07,18.11,0.13,0.15,1.36,351.33,251.21,26.61,0.0,46.59,120.04,29.44,131.58,0.99,09-Nov-2018 - 00:00,"Mahakaleshwar Temple, Ujjain - MPPCB"
