from date,NO2,NH3,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,SR,RH,RF,WD,WS,Temp,to date,station
01-Jan-2018 - 00:00,22.3,22.28,1.23,12.86,0.77,121.03,23.05,0.99,1.78,36.2,106.59,181.35,15.98,157.86,53.94,0.0,122.8,3.46,26.07,02-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Jan-2018 - 00:00,17.04,19.53,1.12,9.98,0.55,107.75,19.29,0.86,0.47,31.78,92.89,160.03,12.59,165.09,52.77,0.0,73.07,4.51,26.26,03-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Jan-2018 - 00:00,19.9,17.32,0.99,11.39,0.47,102.0,13.79,0.78,1.25,34.58,69.12,137.22,12.33,169.78,41.36,0.0,78.31,3.83,25.88,04-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Jan-2018 - 00:00,18.79,17.19,0.99,10.79,0.55,109.68,24.54,0.62,2.23,34.46,57.97,122.06,16.02,173.24,43.45,0.0,154.98,3.4,26.25,05-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Jan-2018 - 00:00,28.62,19.42,3.05,17.69,0.62,95.69,46.08,1.98,588.53,61.77,87.77,165.52,16.37,184.29,45.24,0.0,190.66,2.54,26.34,06-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Jan-2018 - 00:00,26.47,17.54,1.38,15.2,0.59,90.98,33.85,3.2,,,67.86,137.64,15.82,185.77,41.23,0.0,192.17,2.46,25.83,07-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Jan-2018 - 00:00,17.85,18.38,1.22,10.5,0.55,98.97,13.31,3.2,,,60.36,114.5,14.1,191.42,46.73,0.0,126.07,3.24,25.82,08-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Jan-2018 - 00:00,20.41,17.69,1.09,11.75,0.51,97.43,15.86,2.1,825.97,34.03,65.25,132.91,14.09,185.43,45.71,0.0,61.57,4.01,26.09,09-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Jan-2018 - 00:00,19.45,17.46,0.98,11.15,1.8,104.35,16.16,0.57,0.92,30.13,79.73,152.86,14.6,177.0,45.72,0.0,62.14,3.98,25.68,10-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Jan-2018 - 00:00,21.02,15.84,1.0,11.98,1.32,101.49,13.45,0.73,0.93,27.83,56.73,126.15,15.08,186.68,37.32,0.0,84.33,3.72,26.42,11-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Jan-2018 - 00:00,12.87,16.79,0.83,7.51,1.3,123.74,17.85,0.58,0.72,18.61,52.58,112.23,16.69,181.23,35.52,0.0,92.44,3.24,27.34,12-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Jan-2018 - 00:00,23.86,18.41,1.13,13.61,1.02,113.03,25.6,0.79,1.76,21.64,70.56,152.84,18.08,177.72,35.96,0.0,79.89,3.51,27.07,13-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Jan-2018 - 00:00,22.49,21.13,1.18,12.93,0.81,83.12,15.51,0.72,1.56,23.98,60.89,148.67,19.71,143.78,36.95,0.0,70.25,3.41,26.46,14-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Jan-2018 - 00:00,16.51,21.19,0.93,9.54,0.95,104.0,21.51,0.79,1.81,41.75,67.29,135.14,22.19,146.22,38.25,0.0,105.62,2.54,25.92,15-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Jan-2018 - 00:00,20.23,21.99,1.41,11.91,1.71,84.65,17.39,0.74,1.35,36.58,60.5,124.27,20.86,185.85,45.24,0.0,88.25,3.51,26.42,16-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Jan-2018 - 00:00,17.83,17.25,0.94,10.25,0.72,98.09,22.75,0.48,2.74,29.38,47.28,115.61,20.5,198.3,38.17,0.0,137.29,2.92,26.52,17-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Jan-2018 - 00:00,19.55,15.53,1.72,11.8,0.5,74.83,20.38,0.41,2.91,23.93,36.06,86.92,21.2,195.77,39.23,0.0,146.52,2.23,26.4,18-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Jan-2018 - 00:00,15.65,13.03,1.34,9.42,0.57,71.38,18.6,0.5,1.19,22.57,29.2,166.3,21.08,213.7,38.35,0.0,175.11,2.73,26.61,19-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Jan-2018 - 00:00,16.67,14.13,1.13,9.79,0.68,83.3,32.65,0.39,2.07,20.71,34.19,434.29,20.68,187.4,36.51,0.0,127.52,2.6,26.3,20-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Jan-2018 - 00:00,15.58,17.61,1.55,9.54,0.65,92.23,19.63,0.56,1.95,28.34,39.08,94.17,20.28,198.35,42.59,0.0,121.86,2.54,26.7,21-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Jan-2018 - 00:00,18.66,17.96,1.13,10.85,0.92,90.89,16.73,0.55,2.09,34.29,41.79,101.73,19.68,199.08,43.99,0.0,90.02,3.17,26.04,22-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Jan-2018 - 00:00,22.6,14.74,1.0,12.83,0.63,102.48,30.25,0.54,2.7,38.46,48.65,122.02,20.29,197.1,39.45,0.0,135.79,2.93,26.31,23-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Jan-2018 - 00:00,15.65,12.85,1.08,9.21,0.84,98.63,29.17,0.41,1.25,30.18,51.58,134.24,17.25,181.69,45.11,0.0,244.75,3.92,25.89,24-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Jan-2018 - 00:00,10.27,13.05,0.95,6.23,0.36,100.56,11.26,0.44,79.09,11.92,393.38,149.41,12.84,205.16,44.21,0.0,209.75,3.72,26.02,25-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Jan-2018 - 00:00,16.3,15.53,0.98,9.46,0.74,114.95,23.91,0.66,1.91,18.73,105.96,145.5,14.26,206.18,31.55,0.0,100.84,2.93,26.12,26-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Jan-2018 - 00:00,18.11,13.88,1.03,10.46,1.03,101.23,18.55,0.58,1.89,27.45,51.81,113.82,14.94,209.84,30.99,0.0,89.77,3.18,25.54,27-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Jan-2018 - 00:00,19.33,13.01,1.07,11.14,0.78,104.28,28.25,0.55,0.99,27.48,50.99,125.77,17.2,204.73,33.6,0.0,126.85,2.96,26.17,28-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Jan-2018 - 00:00,16.44,11.3,0.93,9.51,0.83,114.7,20.11,0.52,2.48,29.67,46.33,114.1,19.69,199.86,29.28,0.0,147.91,2.82,25.78,29-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Jan-2018 - 00:00,18.82,15.38,1.12,10.91,0.7,122.84,35.36,0.54,3.21,28.4,56.39,143.73,21.47,198.39,31.39,0.0,134.99,2.46,26.74,30-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Jan-2018 - 00:00,14.7,15.91,1.04,8.66,0.61,109.47,17.29,0.42,2.09,17.25,47.86,122.17,22.63,206.71,31.62,0.0,122.81,2.74,26.69,31-Jan-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Jan-2018 - 00:00,16.45,12.38,1.05,9.6,0.55,93.94,34.22,0.46,2.11,16.12,38.12,106.38,24.44,216.5,22.91,0.0,125.39,2.67,26.73,01-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Feb-2018 - 00:00,12.11,10.67,0.96,7.21,0.95,101.43,20.57,0.38,2.5,16.74,33.3,97.23,25.04,211.82,22.29,0.0,131.68,2.4,26.48,02-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Feb-2018 - 00:00,38.39,15.78,0.96,21.19,1.0,103.73,25.98,0.91,2.23,11.63,46.54,120.29,24.0,206.12,27.52,0.0,241.55,2.26,26.14,03-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Feb-2018 - 00:00,41.38,27.98,0.86,22.7,0.5,103.38,11.31,0.75,0.17,16.48,50.59,132.84,21.13,211.93,36.54,0.0,260.89,3.21,25.86,04-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Feb-2018 - 00:00,17.03,24.59,1.09,9.94,0.58,99.47,20.74,0.57,0.55,25.23,59.56,159.51,18.92,197.73,45.47,0.0,89.05,3.96,26.17,05-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Feb-2018 - 00:00,14.76,24.75,0.98,8.65,0.91,102.55,17.55,0.56,1.62,24.15,65.19,159.46,21.78,187.42,44.2,0.0,121.81,3.6,27.06,06-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Feb-2018 - 00:00,12.8,26.31,0.95,7.58,0.93,96.31,17.72,0.6,1.04,13.83,62.39,158.79,20.22,116.22,50.42,0.0,160.72,4.09,26.48,07-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Feb-2018 - 00:00,23.84,27.42,1.91,14.23,0.81,65.49,29.85,0.83,3.68,23.22,75.89,187.98,18.71,103.99,52.36,0.0,137.54,2.67,26.64,08-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Feb-2018 - 00:00,13.54,19.75,1.09,8.09,0.63,87.18,27.06,0.49,1.07,11.76,54.43,143.76,20.21,203.43,43.0,0.0,276.3,3.47,26.15,09-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Feb-2018 - 00:00,14.61,13.2,1.03,8.6,1.09,98.65,16.77,0.49,1.69,17.6,40.75,120.94,19.56,220.77,25.01,0.0,236.0,3.26,26.46,10-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Feb-2018 - 00:00,16.78,15.32,0.89,9.65,2.17,104.7,32.84,0.42,2.26,25.3,44.32,139.79,19.87,217.46,30.66,0.0,124.25,4.46,25.65,11-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Feb-2018 - 00:00,17.46,15.64,1.1,10.19,1.03,85.59,26.45,0.35,1.64,24.94,43.67,113.6,19.98,175.42,41.1,0.0,205.54,2.6,26.02,12-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Feb-2018 - 00:00,14.47,20.29,1.23,8.68,1.58,94.01,29.78,0.41,0.85,20.99,57.36,145.99,18.45,213.1,50.35,0.0,216.38,2.36,26.78,13-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Feb-2018 - 00:00,15.22,21.85,1.34,9.18,0.91,91.53,17.45,0.69,0.41,10.81,68.15,150.27,17.53,175.25,50.75,0.0,71.36,4.09,27.04,14-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Feb-2018 - 00:00,13.82,18.72,1.14,8.27,0.62,85.77,9.27,0.44,0.27,8.99,53.41,121.86,15.21,209.57,51.56,0.0,58.6,4.79,25.86,15-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Feb-2018 - 00:00,19.98,14.39,1.24,11.64,0.58,89.44,12.83,0.57,1.86,13.17,47.24,121.68,18.38,235.55,33.9,0.0,76.58,3.31,26.64,16-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Feb-2018 - 00:00,17.11,16.61,1.41,10.25,0.45,107.83,19.94,0.61,3.38,15.45,44.26,115.16,21.43,234.8,33.82,0.0,121.07,3.12,26.54,17-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Feb-2018 - 00:00,11.58,14.27,1.57,7.44,1.04,115.26,20.84,0.75,2.33,23.66,42.96,124.84,23.88,233.57,29.15,0.0,166.17,2.98,26.08,18-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Feb-2018 - 00:00,11.61,14.46,1.54,7.43,1.32,116.81,13.48,0.49,1.72,24.31,40.07,134.64,24.41,228.27,26.54,0.0,120.67,2.88,26.13,19-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Feb-2018 - 00:00,17.01,16.01,1.63,10.36,1.63,101.56,22.35,0.77,0.92,24.04,51.88,157.1,23.93,203.2,28.62,0.0,95.52,3.23,26.9,20-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Feb-2018 - 00:00,19.84,16.81,1.81,12.01,1.15,97.78,20.5,0.92,1.4,26.99,48.97,163.38,24.55,230.55,27.85,0.0,84.96,3.51,28.11,21-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Feb-2018 - 00:00,13.96,13.76,1.63,8.75,1.43,104.73,18.57,0.75,2.51,27.68,41.27,130.01,26.51,233.8,23.97,0.0,132.31,2.77,28.13,22-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Feb-2018 - 00:00,19.53,16.21,1.91,11.94,1.17,106.89,19.23,0.69,2.64,27.45,41.64,135.18,27.3,226.65,23.19,0.0,177.59,2.67,27.71,23-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Feb-2018 - 00:00,12.27,16.45,1.69,7.9,1.17,114.39,11.23,0.38,1.19,21.85,47.97,164.6,27.52,220.62,27.32,0.0,272.1,3.02,26.22,24-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Feb-2018 - 00:00,11.92,20.47,1.64,7.67,1.38,119.59,20.63,0.49,2.6,25.12,55.72,154.54,28.52,198.49,30.24,0.0,225.97,2.59,26.79,25-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Feb-2018 - 00:00,5.95,18.83,1.3,4.22,1.96,118.32,15.19,0.54,0.74,21.44,46.43,127.1,27.46,213.14,30.99,0.0,149.82,3.54,26.29,26-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Feb-2018 - 00:00,12.03,17.39,1.65,7.74,1.66,87.07,16.3,0.76,1.28,20.86,50.57,143.45,25.99,228.75,32.99,0.0,105.95,4.1,26.83,27-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Feb-2018 - 00:00,17.27,10.61,1.67,10.54,1.41,79.87,12.82,1.07,2.83,23.87,50.2,137.64,27.43,239.46,26.01,0.0,89.01,3.44,26.17,28-Feb-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Feb-2018 - 00:00,12.11,14.03,1.54,7.7,0.99,89.95,20.09,0.57,2.74,21.72,45.55,130.05,29.22,229.23,27.36,0.0,113.16,3.09,26.35,01-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Mar-2018 - 00:00,16.87,12.68,1.52,10.21,1.51,92.12,21.47,0.77,2.22,22.22,55.36,133.96,30.97,203.28,23.94,0.0,154.36,2.56,26.63,02-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Mar-2018 - 00:00,9.2,18.21,1.57,6.18,1.88,105.53,13.26,0.61,0.66,21.5,52.02,125.78,29.51,218.46,24.81,0.0,192.51,3.09,26.46,03-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Mar-2018 - 00:00,5.69,13.4,1.23,4.02,1.42,100.61,5.58,0.22,0.12,15.07,29.88,102.32,28.62,229.03,21.59,0.0,310.85,4.96,26.39,04-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Mar-2018 - 00:00,6.52,14.0,1.31,4.53,1.21,90.95,10.19,0.25,0.63,17.89,31.71,121.6,28.36,198.4,24.69,0.0,261.22,2.94,26.62,05-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Mar-2018 - 00:00,6.54,16.75,1.39,4.59,1.02,90.36,9.94,0.32,0.28,19.2,36.92,113.05,26.92,218.95,27.74,0.0,215.71,3.68,27.04,06-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Mar-2018 - 00:00,9.34,16.7,1.44,6.13,1.66,85.05,13.09,0.49,0.83,21.99,34.26,107.94,25.97,246.0,28.99,0.0,92.31,3.98,28.58,07-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Mar-2018 - 00:00,13.85,12.88,1.55,8.62,1.63,82.18,9.7,0.65,0.8,22.15,46.44,138.8,24.28,149.05,27.47,0.0,61.49,4.6,28.09,08-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Mar-2018 - 00:00,11.86,23.56,1.61,7.61,1.18,82.01,13.3,0.73,1.19,19.13,55.09,129.64,26.1,213.53,35.89,0.0,89.6,4.31,27.21,09-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Mar-2018 - 00:00,15.67,22.61,1.55,9.59,0.8,92.09,22.47,0.49,2.57,20.71,62.29,136.11,28.19,230.83,32.55,0.0,160.96,2.92,27.33,10-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Mar-2018 - 00:00,24.36,23.6,3.06,15.44,1.27,83.79,30.48,0.83,2.29,21.03,83.75,181.1,29.9,189.21,27.59,0.0,162.23,2.71,26.74,11-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Mar-2018 - 00:00,8.09,16.39,1.34,5.38,0.61,86.81,8.34,0.48,1.07,22.88,38.47,105.6,31.04,238.08,18.24,0.0,247.89,3.21,26.35,12-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Mar-2018 - 00:00,7.87,12.6,1.36,5.28,1.01,76.77,7.61,0.22,0.36,14.14,24.42,124.05,30.11,256.32,14.97,0.0,286.17,3.97,26.25,13-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Mar-2018 - 00:00,11.22,15.33,1.45,7.15,0.98,95.2,15.01,0.46,1.86,11.95,42.36,130.33,30.96,242.34,15.8,0.0,245.68,3.39,26.6,14-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Mar-2018 - 00:00,14.14,18.14,1.81,8.98,0.72,63.32,21.28,0.38,226.65,9.13,45.83,151.12,27.73,223.01,21.69,0.0,287.53,3.87,26.33,15-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Mar-2018 - 00:00,12.7,16.98,1.7,8.14,1.15,58.94,17.86,0.4,345.7,15.52,37.23,152.04,26.66,226.66,23.27,0.0,282.91,3.65,26.88,16-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Mar-2018 - 00:00,10.52,13.69,1.54,6.84,0.79,69.67,17.28,0.3,0.45,9.4,43.3,161.47,27.63,258.92,23.7,0.0,267.22,3.62,27.02,17-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Mar-2018 - 00:00,11.56,14.62,1.68,7.52,1.23,66.25,18.08,0.25,0.76,13.11,36.72,143.99,28.39,256.46,21.03,0.0,224.36,3.08,26.64,18-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Mar-2018 - 00:00,12.84,14.2,1.49,8.04,1.22,71.16,14.45,0.45,1.67,22.46,48.38,149.61,29.71,246.73,19.74,0.0,112.36,3.45,26.26,19-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Mar-2018 - 00:00,12.11,28.58,1.53,7.68,1.22,74.56,18.07,0.41,0.95,16.43,54.23,152.22,29.49,168.81,31.17,0.0,112.15,4.68,27.04,20-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Mar-2018 - 00:00,12.13,30.68,1.32,7.51,1.07,78.37,14.15,0.38,1.92,10.59,55.93,136.19,29.5,236.23,33.73,0.0,189.65,3.62,26.71,21-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Mar-2018 - 00:00,10.48,15.87,1.39,6.7,0.9,63.58,10.04,0.15,0.44,7.04,36.7,141.62,27.1,275.24,21.6,0.0,294.86,4.56,26.89,22-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Mar-2018 - 00:00,10.24,16.88,1.3,6.51,1.12,64.93,12.43,0.27,0.55,8.14,40.76,169.68,26.12,267.07,28.98,0.0,293.85,3.43,27.74,23-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Mar-2018 - 00:00,7.4,15.89,1.01,4.75,0.78,85.15,6.66,0.38,0.68,8.4,38.92,145.2,26.79,267.81,24.52,0.0,190.86,4.46,28.09,24-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Mar-2018 - 00:00,11.93,17.33,1.2,7.32,0.97,76.74,14.74,0.43,0.52,14.56,43.57,125.19,28.52,266.02,20.74,0.0,97.9,4.16,28.15,25-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Mar-2018 - 00:00,10.45,17.06,1.26,6.57,0.69,74.44,11.67,0.36,0.55,20.34,40.15,121.34,30.4,270.82,16.93,0.0,90.47,4.2,28.27,26-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Mar-2018 - 00:00,13.81,16.67,1.62,8.67,1.03,76.57,17.19,0.52,1.31,16.73,54.22,152.57,32.17,270.21,14.39,0.0,147.58,3.33,28.12,27-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Mar-2018 - 00:00,12.97,21.34,0.84,7.57,1.04,78.77,22.88,0.42,1.98,16.11,58.29,174.18,31.62,267.97,11.0,0.0,179.79,3.06,28.13,28-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Mar-2018 - 00:00,7.54,16.98,1.1,4.9,0.83,74.14,10.95,0.25,0.59,15.5,37.36,139.5,27.79,275.89,12.51,0.0,305.19,3.77,28.16,29-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Mar-2018 - 00:00,8.27,18.96,1.44,5.58,0.62,68.44,11.44,0.37,1.0,17.25,45.79,166.22,29.51,269.12,10.08,0.0,224.51,3.52,28.25,30-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Mar-2018 - 00:00,11.71,18.84,1.55,7.48,1.42,66.09,17.41,0.38,0.85,16.27,58.55,187.22,29.14,271.9,10.88,0.0,290.92,4.08,28.05,31-Mar-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-Mar-2018 - 00:00,9.66,19.43,1.49,6.32,1.77,66.25,24.49,0.28,0.39,13.75,53.21,179.41,28.42,268.55,14.0,0.0,287.04,4.51,28.03,01-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Apr-2018 - 00:00,6.97,19.73,1.43,4.86,0.8,66.82,12.44,0.31,0.66,15.58,57.37,180.62,27.88,262.35,18.44,0.0,276.01,3.97,28.14,02-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Apr-2018 - 00:00,7.87,18.63,1.49,5.4,1.03,73.54,11.79,0.36,0.67,17.79,52.66,169.28,29.52,254.59,12.74,0.0,213.91,4.01,28.08,03-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Apr-2018 - 00:00,7.17,20.11,1.47,5.0,1.41,67.66,9.91,0.5,0.93,17.38,65.81,184.93,30.09,261.25,13.06,0.0,243.41,4.17,28.14,04-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Apr-2018 - 00:00,5.87,19.76,1.44,4.29,1.39,64.64,5.81,0.25,0.55,13.65,38.94,133.61,29.92,258.43,15.41,0.0,300.77,4.91,28.21,05-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Apr-2018 - 00:00,6.48,21.17,1.48,4.64,1.06,52.97,6.7,0.29,0.11,12.34,46.12,188.58,29.08,254.94,18.5,0.0,298.48,4.68,28.28,06-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Apr-2018 - 00:00,9.83,20.18,1.46,6.41,1.27,52.5,16.83,0.3,0.41,15.96,61.72,216.35,27.7,221.5,20.84,0.0,282.22,3.62,28.32,07-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Apr-2018 - 00:00,5.84,19.72,1.52,4.33,1.4,51.98,13.84,0.2,0.32,13.79,53.23,197.64,27.84,265.16,25.65,0.0,283.04,4.6,28.31,08-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Apr-2018 - 00:00,8.68,16.38,1.52,5.86,1.41,56.64,14.64,0.28,1.5,19.1,46.55,164.95,27.66,251.57,21.08,0.0,187.53,3.12,28.37,09-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Apr-2018 - 00:00,9.27,18.97,1.52,6.16,1.82,60.27,12.82,0.41,0.63,16.24,58.98,185.85,27.72,204.18,22.89,0.0,237.36,3.56,28.37,10-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Apr-2018 - 00:00,9.24,21.84,1.7,6.29,2.03,68.41,11.97,0.58,1.25,19.04,65.36,191.12,28.75,219.77,22.85,0.0,159.75,3.65,28.99,11-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Apr-2018 - 00:00,10.13,19.57,1.54,6.63,1.53,64.92,13.05,0.31,1.19,16.8,47.61,136.47,27.77,251.76,27.0,0.0,189.15,3.25,28.84,12-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Apr-2018 - 00:00,8.37,21.69,1.6,5.76,1.3,49.21,11.19,0.31,0.64,15.66,49.07,160.62,25.08,204.72,36.58,0.01,196.25,3.34,28.55,13-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Apr-2018 - 00:00,12.67,18.27,1.7,8.12,1.96,51.16,23.3,0.32,0.94,17.48,54.96,198.22,28.62,274.44,26.79,0.0,254.98,2.96,28.52,14-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Apr-2018 - 00:00,7.59,18.59,1.54,5.29,1.8,61.94,10.11,0.29,0.78,14.01,45.2,159.69,29.32,265.02,23.22,0.0,286.79,3.99,29.07,15-Apr-2018 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
