from date,CO,Ozone,NO2,NO,NOx,SO2,RH,VWS,WS,WD,PM2.5,SR,Benzene,MP-Xylene,Toluene,O Xylene,Eth-Benzene,to date,BP,station
20-Aug-2018 - 00:00,0.62,8.32,15.02,10.39,25.41,3.87,30.46,0.18,0.78,237.66,28.65,194.37,0.0,,9.3,4.56,0.0,21-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Aug-2018 - 00:00,0.58,7.32,13.99,10.08,24.07,4.31,32.68,0.21,1.21,217.31,32.09,274.38,0.0,,5.68,1.39,0.0,22-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Aug-2018 - 00:00,0.66,6.21,13.98,9.96,23.94,3.8,34.04,0.21,1.41,226.36,23.53,312.39,0.0,,4.81,0.54,0.0,23-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Aug-2018 - 00:00,0.72,4.73,15.8,10.13,25.93,3.77,39.07,0.22,1.54,221.76,19.92,303.99,0.0,,6.21,1.51,0.0,24-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Aug-2018 - 00:00,0.62,4.93,14.32,10.68,25.0,4.24,45.93,0.2,1.53,210.55,24.05,117.52,0.0,,4.91,3.22,0.0,25-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Aug-2018 - 00:00,0.65,6.16,14.42,10.26,24.68,3.68,48.05,0.2,1.42,209.68,26.94,180.81,0.0,,4.46,1.01,0.0,26-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Aug-2018 - 00:00,0.62,9.04,14.03,9.85,23.88,4.33,46.25,0.21,1.55,213.41,19.68,242.35,0.0,,1.79,0.07,0.0,27-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Aug-2018 - 00:00,0.67,7.8,15.04,10.19,25.22,4.47,48.0,0.2,1.46,207.74,22.63,104.47,0.0,,6.48,2.4,0.0,28-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Aug-2018 - 00:00,0.59,6.75,15.62,10.43,26.04,4.07,61.05,0.21,1.67,199.01,22.97,195.27,0.0,,8.9,2.88,0.0,29-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Aug-2018 - 00:00,0.65,6.73,16.22,10.14,26.36,3.81,48.41,0.18,1.21,216.91,25.79,185.51,0.0,,13.61,4.7,0.0,30-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Aug-2018 - 00:00,0.6,6.68,15.39,9.96,25.35,3.84,43.04,0.21,1.59,214.96,23.02,319.83,0.0,,14.95,2.54,0.0,31-Aug-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
31-Aug-2018 - 00:00,0.72,12.14,14.4,9.91,24.31,4.88,73.58,0.19,1.49,191.42,24.02,98.8,0.0,,11.76,3.97,0.0,01-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Sep-2018 - 00:00,0.64,25.95,14.51,12.06,26.57,4.08,52.84,0.21,1.69,203.59,27.09,155.97,0.0,,15.71,5.3,0.0,02-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Sep-2018 - 00:00,0.7,33.01,14.62,10.52,25.14,4.36,69.61,0.19,1.43,184.65,32.41,173.82,0.0,,13.31,4.27,0.0,03-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Sep-2018 - 00:00,0.64,45.89,13.83,9.97,23.8,3.32,52.99,0.19,1.44,192.77,30.82,267.65,0.0,,12.05,3.4,0.0,04-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Sep-2018 - 00:00,0.7,53.25,15.81,10.26,26.07,4.84,53.98,0.22,1.78,187.46,44.0,240.73,0.0,,20.68,3.82,0.0,05-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Sep-2018 - 00:00,0.64,48.01,14.82,9.58,24.4,4.16,53.04,0.22,1.67,189.52,36.58,259.13,0.0,,8.64,2.12,0.0,06-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Sep-2018 - 00:00,0.73,41.79,15.32,9.6,24.92,5.03,52.48,0.22,1.76,196.36,39.96,292.42,0.0,,5.22,1.3,0.0,07-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Sep-2018 - 00:00,0.68,32.64,16.14,9.68,25.82,4.27,42.28,0.22,1.67,204.77,33.09,298.83,0.0,,4.05,1.14,0.0,08-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Sep-2018 - 00:00,0.69,37.73,17.02,9.54,26.55,4.12,44.55,0.18,1.21,173.67,16.38,280.26,0.0,,1.44,0.17,0.0,09-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Sep-2018 - 00:00,0.68,46.94,16.85,9.44,26.29,4.14,45.91,0.24,2.02,175.45,13.7,272.86,0.0,,1.26,0.06,0.0,10-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Sep-2018 - 00:00,0.57,34.98,17.7,9.55,27.25,4.35,46.76,0.24,2.1,175.34,27.33,242.01,0.0,,0.0,0.45,0.0,11-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Sep-2018 - 00:00,0.68,36.74,17.77,9.53,27.28,4.14,54.39,0.25,2.22,171.55,39.3,294.72,0.0,,0.0,0.33,0.0,12-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Sep-2018 - 00:00,0.63,40.8,16.41,9.64,26.06,4.08,58.54,0.24,1.94,175.45,35.66,243.19,0.0,,0.0,0.51,0.0,13-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Sep-2018 - 00:00,0.75,47.95,15.16,9.66,24.79,3.75,45.41,0.23,1.95,190.12,26.41,304.9,0.0,,2.06,0.83,0.0,14-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Sep-2018 - 00:00,0.6,30.72,14.0,9.51,23.5,4.21,60.61,0.24,2.09,178.71,28.05,280.29,0.0,,0.14,0.0,1.12,15-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
15-Sep-2018 - 00:00,0.66,53.75,13.69,9.66,23.34,4.04,51.73,0.19,1.29,186.24,25.79,284.65,0.0,,0.0,0.0,0.0,16-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Sep-2018 - 00:00,0.67,44.9,13.7,9.96,23.66,4.26,57.22,0.21,1.35,236.26,19.93,195.52,0.0,,0.0,0.0,0.0,17-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Sep-2018 - 00:00,0.63,26.42,14.74,11.99,26.73,4.64,66.08,0.18,1.23,243.63,22.77,95.91,0.0,,0.0,0.0,0.0,18-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Sep-2018 - 00:00,0.63,15.88,15.02,11.44,26.45,5.08,71.99,0.18,1.14,251.03,24.68,144.99,0.0,,0.0,0.0,0.0,19-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Sep-2018 - 00:00,0.61,12.07,14.64,12.37,27.0,5.44,71.12,0.16,0.81,269.41,17.23,58.89,0.0,,0.0,0.0,0.0,20-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Sep-2018 - 00:00,0.64,17.16,16.0,12.77,28.76,4.69,52.35,0.17,1.14,227.68,29.92,160.93,0.0,,1.32,0.0,0.0,21-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Sep-2018 - 00:00,0.65,29.97,14.12,10.03,24.14,4.28,46.34,0.2,1.48,200.05,38.02,254.87,0.0,,2.32,0.0,0.0,22-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Sep-2018 - 00:00,0.6,35.38,13.5,10.1,23.59,4.55,52.25,0.2,1.58,170.86,34.89,268.66,0.0,,1.81,0.0,0.23,23-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Sep-2018 - 00:00,0.62,26.69,12.12,9.8,21.91,4.2,53.78,0.19,1.36,150.07,22.73,267.63,0.0,,2.83,0.0,0.0,24-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Sep-2018 - 00:00,0.67,18.5,14.85,10.48,25.33,4.64,58.22,0.16,0.94,140.84,14.0,229.21,0.0,,2.42,0.0,0.0,25-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Sep-2018 - 00:00,0.64,18.6,14.4,10.01,24.41,5.48,54.8,0.19,1.33,172.45,18.8,247.12,0.0,,2.04,0.0,0.0,26-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Sep-2018 - 00:00,0.6,19.08,13.51,10.59,24.05,4.33,54.03,0.17,1.06,162.78,17.5,262.67,0.0,,0.0,0.01,0.86,27-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Sep-2018 - 00:00,0.65,13.25,14.45,10.07,24.51,4.15,52.07,0.18,1.17,147.24,11.03,307.94,0.0,,0.0,0.0,0.08,28-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Sep-2018 - 00:00,0.59,12.52,11.61,10.52,22.12,5.36,53.09,0.16,0.89,132.89,11.01,281.26,0.0,,1.25,0.22,1.13,29-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Sep-2018 - 00:00,0.62,7.75,11.2,10.62,21.79,4.49,57.42,0.14,0.79,102.78,14.68,273.78,0.0,,0.38,0.28,0.92,30-Sep-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Sep-2018 - 00:00,0.7,11.04,12.15,10.38,22.52,5.1,57.51,0.14,0.77,102.11,11.61,307.34,0.0,,2.54,0.0,0.0,01-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Oct-2018 - 00:00,0.58,12.26,12.06,11.4,23.44,5.41,59.89,0.15,0.76,122.04,5.11,269.89,0.0,,2.49,0.0,0.0,02-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Oct-2018 - 00:00,0.64,12.17,11.7,10.9,22.6,4.08,56.78,0.15,0.77,96.21,4.58,271.59,0.0,,2.44,0.0,0.0,03-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Oct-2018 - 00:00,0.65,11.71,10.77,10.14,20.9,5.57,63.5,0.13,0.76,82.05,6.0,212.82,0.0,,2.83,0.0,0.0,04-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Oct-2018 - 00:00,0.6,7.94,11.81,11.42,23.23,4.85,92.62,0.13,0.78,136.76,7.72,35.15,0.0,,14.78,0.44,0.82,05-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Oct-2018 - 00:00,0.61,13.49,11.04,11.15,22.18,5.11,93.37,0.13,0.74,80.33,7.75,61.28,0.0,,17.38,1.36,0.0,06-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Oct-2018 - 00:00,0.65,15.89,11.18,10.82,22.0,4.56,75.87,0.13,0.74,124.42,8.47,183.33,0.74,,22.12,0.51,0.09,07-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Oct-2018 - 00:00,0.65,24.09,11.57,10.43,22.0,3.66,67.81,0.14,0.85,129.57,14.21,217.03,0.0,,49.21,0.58,0.0,08-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Oct-2018 - 00:00,0.68,21.85,10.8,9.85,20.65,4.57,61.11,0.15,0.95,98.36,14.34,195.57,0.0,,36.44,0.0,0.0,09-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Oct-2018 - 00:00,0.71,28.02,11.67,10.04,21.71,6.23,53.26,0.15,0.98,216.57,16.79,242.69,0.26,,9.89,0.63,0.22,10-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Oct-2018 - 00:00,0.63,28.31,12.94,10.48,23.42,5.04,38.76,0.15,0.87,210.7,25.8,187.57,0.73,,11.38,4.22,3.63,11-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Oct-2018 - 00:00,0.65,30.8,14.76,9.68,24.43,6.28,40.36,0.22,1.88,192.9,32.06,187.45,0.32,,5.21,0.43,0.21,12-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Oct-2018 - 00:00,0.65,30.77,11.59,9.4,20.99,6.68,53.62,0.25,2.23,182.11,46.24,274.37,0.0,,0.56,0.0,0.12,13-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Oct-2018 - 00:00,0.88,24.45,11.28,9.48,20.76,6.64,52.42,0.28,2.57,177.7,32.97,188.78,0.0,,0.54,0.0,0.25,14-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Oct-2018 - 00:00,0.61,18.26,11.86,9.46,21.32,7.75,51.76,0.25,2.22,173.47,37.89,208.4,0.0,,0.02,0.0,0.0,15-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
15-Oct-2018 - 00:00,0.64,21.14,11.15,9.56,20.71,6.37,52.99,0.18,1.27,144.92,34.44,182.49,0.0,,0.03,0.0,0.35,16-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Oct-2018 - 00:00,0.7,12.87,10.78,9.83,20.62,7.23,54.77,0.18,1.24,161.34,26.13,250.46,0.0,,0.08,0.0,1.11,17-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Oct-2018 - 00:00,0.75,15.42,11.97,9.92,21.6,8.01,66.68,0.15,0.78,206.87,17.79,96.17,0.99,,1.66,1.8,0.43,18-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Oct-2018 - 00:00,0.62,17.4,11.83,9.56,21.39,6.15,75.82,0.14,0.78,124.76,23.87,171.82,0.0,,0.95,0.08,0.09,19-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Oct-2018 - 00:00,0.89,30.64,12.26,9.4,21.66,8.15,72.3,0.13,0.8,200.81,29.16,86.71,0.0,,1.55,0.0,0.03,20-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Oct-2018 - 00:00,1.34,10.59,12.07,10.19,21.45,5.2,56.17,0.16,1.07,150.94,71.2,203.32,1.07,,2.82,2.48,2.27,21-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Oct-2018 - 00:00,0.59,14.84,12.08,7.92,16.01,6.04,65.17,0.15,1.01,106.58,65.56,114.62,0.0,,9.19,0.39,2.5,22-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Oct-2018 - 00:00,0.54,14.73,12.52,7.65,16.17,6.19,59.62,0.14,0.85,119.35,73.06,228.93,0.0,,15.9,0.1,0.52,23-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Oct-2018 - 00:00,0.49,12.91,12.21,8.23,16.45,6.44,57.99,0.13,0.81,141.68,85.55,218.27,0.0,,4.22,0.0,1.39,24-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Oct-2018 - 00:00,0.48,10.36,11.33,8.38,15.71,7.11,58.87,0.13,0.8,130.66,69.25,229.52,0.0,,0.0,0.0,0.0,25-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Oct-2018 - 00:00,0.66,10.96,11.85,7.81,15.66,7.53,56.09,0.15,0.95,104.86,66.5,209.42,0.0,,0.21,0.0,0.0,26-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Oct-2018 - 00:00,3.01,20.31,10.74,7.47,14.21,5.82,42.48,0.18,1.31,28.03,69.06,190.42,0.92,,0.47,0.21,0.0,27-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Oct-2018 - 00:00,0.67,23.5,17.55,8.1,21.86,9.0,40.29,0.18,1.33,94.59,44.44,193.44,0.0,,0.48,0.0,0.0,28-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Oct-2018 - 00:00,0.9,37.29,16.12,7.29,22.67,2.87,41.5,0.18,1.27,88.86,29.73,166.52,0.0,,2.11,0.0,0.0,29-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Oct-2018 - 00:00,0.99,36.42,16.25,8.15,24.39,4.31,40.7,0.2,1.51,165.41,34.87,223.8,0.0,,2.34,0.0,0.0,30-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Oct-2018 - 00:00,1.02,17.68,13.18,7.46,20.64,3.81,73.38,0.18,1.21,141.84,28.73,149.15,0.0,,2.05,0.0,0.0,31-Oct-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
31-Oct-2018 - 00:00,1.29,12.01,11.13,8.16,19.28,3.17,92.17,0.14,0.9,92.03,17.55,67.04,0.0,,1.79,0.0,0.0,01-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
01-Nov-2018 - 00:00,1.13,6.25,11.77,8.04,19.81,3.56,88.72,0.13,0.82,112.12,13.05,104.1,0.49,,3.29,0.0,0.51,02-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Nov-2018 - 00:00,0.96,9.16,10.81,7.82,18.63,3.44,70.5,0.14,0.9,69.92,14.4,212.52,0.03,,0.77,0.0,0.0,03-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Nov-2018 - 00:00,0.85,21.08,9.83,7.44,17.12,1.92,56.2,0.14,0.89,51.34,13.02,194.76,0.0,,1.0,0.02,0.0,04-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Nov-2018 - 00:00,0.88,23.21,10.28,7.67,17.62,2.87,55.72,0.15,0.93,92.9,15.56,183.75,0.01,,0.61,0.01,0.0,05-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Nov-2018 - 00:00,0.87,18.7,11.0,7.22,18.22,3.89,49.58,0.14,0.83,52.26,17.78,241.2,0.0,,1.16,0.0,0.0,06-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Nov-2018 - 00:00,0.84,20.71,14.28,9.29,22.55,7.68,53.61,0.13,0.85,120.47,38.61,148.87,0.0,,0.75,0.0,0.0,07-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Nov-2018 - 00:00,0.95,25.85,8.38,5.3,13.69,5.24,44.78,0.14,0.88,65.29,40.4,171.34,0.0,,1.52,0.0,0.0,08-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Nov-2018 - 00:00,0.8,22.59,5.7,4.35,9.85,4.97,46.86,0.15,1.04,123.07,68.11,184.17,0.0,,0.0,0.0,0.0,09-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Nov-2018 - 00:00,0.92,26.15,5.53,4.34,9.86,4.79,47.21,0.15,0.95,94.83,94.59,183.34,0.0,,0.5,0.0,0.0,10-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Nov-2018 - 00:00,1.08,20.46,7.58,4.46,12.04,4.89,49.77,0.14,0.94,133.63,56.13,197.42,0.0,,0.03,0.0,0.2,11-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Nov-2018 - 00:00,1.0,23.84,6.55,4.47,11.03,4.74,49.05,0.15,1.03,161.62,56.98,162.51,0.0,,0.0,0.0,0.0,12-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Nov-2018 - 00:00,1.15,25.36,7.51,4.42,11.93,5.22,45.99,0.16,1.08,151.97,76.97,147.44,0.0,,0.09,0.0,0.0,13-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Nov-2018 - 00:00,1.23,47.83,10.29,4.41,14.69,4.06,40.58,0.16,1.12,212.56,92.35,203.6,0.0,,0.17,0.0,0.0,14-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Nov-2018 - 00:00,1.25,38.81,14.26,4.42,18.68,5.16,39.01,0.18,1.27,152.75,75.48,193.38,0.0,,0.19,0.0,0.0,15-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
15-Nov-2018 - 00:00,0.95,27.82,11.37,4.43,15.8,5.75,64.53,0.22,1.74,104.81,43.29,136.71,0.0,,0.91,0.0,0.0,16-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Nov-2018 - 00:00,0.91,12.26,10.68,4.47,15.16,4.41,62.28,0.16,0.98,72.29,10.38,138.56,0.0,,2.66,0.0,0.0,17-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Nov-2018 - 00:00,0.94,8.85,11.03,4.57,15.6,4.51,66.52,0.12,0.7,88.29,17.48,109.11,0.0,,2.2,0.0,0.18,18-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Nov-2018 - 00:00,0.94,8.29,10.81,4.94,15.75,3.7,63.24,0.14,0.78,123.46,15.82,195.82,0.0,,0.0,0.03,1.43,19-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Nov-2018 - 00:00,0.79,15.99,10.05,4.47,14.52,3.01,64.0,0.15,0.99,49.04,13.22,176.18,0.0,,5.01,0.35,0.0,20-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Nov-2018 - 00:00,0.91,15.84,10.43,4.46,14.88,4.57,57.12,0.19,1.39,26.4,29.19,53.21,0.0,,1.07,0.0,0.16,21-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Nov-2018 - 00:00,0.67,12.75,11.42,4.88,16.29,3.78,89.59,0.21,1.62,40.48,18.12,17.79,0.0,,0.0,0.0,0.0,22-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Nov-2018 - 00:00,0.63,14.57,15.48,6.24,21.72,4.64,87.91,0.18,1.32,36.05,17.27,47.52,0.0,,0.0,0.0,0.0,23-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Nov-2018 - 00:00,0.66,25.45,15.76,6.31,22.06,4.69,59.85,0.15,0.97,63.92,35.91,136.35,0.0,,0.21,0.0,0.0,24-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Nov-2018 - 00:00,0.88,37.14,15.05,5.64,20.69,4.28,51.02,0.14,0.91,87.47,73.34,190.25,0.06,,0.17,0.0,0.62,25-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Nov-2018 - 00:00,0.81,32.61,12.98,4.28,17.26,4.54,51.06,0.14,0.9,147.58,75.84,181.82,0.0,,0.0,0.0,0.0,26-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Nov-2018 - 00:00,0.77,46.87,15.07,4.47,19.53,3.89,40.97,0.14,0.97,145.4,56.21,213.26,0.0,,0.05,0.0,0.0,27-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Nov-2018 - 00:00,0.79,42.75,15.3,4.68,19.97,4.9,36.28,0.14,0.98,133.87,53.41,210.74,0.0,,0.22,0.0,0.16,28-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Nov-2018 - 00:00,0.81,34.59,14.61,4.53,19.12,4.5,46.65,0.16,1.16,105.82,58.23,199.09,0.0,,1.62,0.0,1.16,29-Nov-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Nov-2018 - 00:00,0.66,38.7,13.3,4.29,17.59,4.4,43.79,0.17,1.24,29.76,45.13,116.8,0.0,,0.76,0.0,3.51,30-Nov-2018 - 00:00,976.73,"Velachery Res. Area, Chennai - CPCB"
30-Nov-2018 - 00:00,0.71,24.12,13.93,4.37,18.31,5.67,46.53,0.15,1.04,69.67,33.54,206.35,0.0,,0.64,-0.0,0.09,01-Dec-2018 - 00:00,967.26,"Velachery Res. Area, Chennai - CPCB"
01-Dec-2018 - 00:00,0.64,20.74,13.96,4.53,18.48,5.37,44.27,0.15,0.99,103.78,30.02,183.25,0.0,,0.06,0.0,0.25,02-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
02-Dec-2018 - 00:00,0.59,12.2,13.77,4.45,18.21,4.55,48.82,0.15,0.96,115.84,16.58,204.52,0.0,,0.12,0.0,0.24,03-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
03-Dec-2018 - 00:00,0.72,26.99,13.82,4.33,18.15,3.22,57.25,0.16,1.16,48.16,17.67,152.57,0.0,,0.99,0.0,0.22,04-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
04-Dec-2018 - 00:00,0.89,12.67,13.77,4.34,18.11,5.68,80.99,0.14,0.91,124.82,19.73,96.33,0.0,,0.31,0.0,1.98,05-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
05-Dec-2018 - 00:00,1.13,40.16,14.55,4.73,19.28,4.39,75.58,0.13,0.75,124.71,20.01,122.4,0.35,,1.39,0.3,4.79,06-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
06-Dec-2018 - 00:00,0.91,34.07,14.07,4.6,18.67,3.9,69.9,0.13,0.83,120.77,48.33,162.41,0.0,,0.09,0.09,1.69,07-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
07-Dec-2018 - 00:00,0.9,18.93,11.08,3.54,14.62,4.08,60.3,0.13,0.83,94.9,81.97,171.75,0.11,,0.25,0.0,0.87,08-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
08-Dec-2018 - 00:00,0.88,21.09,9.2,3.3,12.5,4.25,56.62,0.14,0.93,73.33,82.26,165.0,0.0,,0.14,0.0,0.0,09-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
09-Dec-2018 - 00:00,0.99,20.39,9.4,3.45,12.85,4.91,54.54,0.14,0.94,96.39,72.28,169.86,0.0,,0.14,0.0,0.24,10-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
10-Dec-2018 - 00:00,1.03,21.3,9.87,3.34,13.2,4.98,55.53,0.13,0.8,145.79,66.99,152.3,0.0,,0.0,0.0,0.0,11-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
11-Dec-2018 - 00:00,0.91,23.7,12.3,3.43,15.72,6.31,55.21,0.13,0.81,115.53,55.7,182.73,0.0,,0.0,0.0,0.0,12-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Dec-2018 - 00:00,0.98,36.37,14.37,8.88,20.69,4.01,57.13,0.13,0.85,134.77,49.03,169.11,0.0,,0.0,0.0,0.34,13-Dec-2018 - 00:00,989.83,"Velachery Res. Area, Chennai - CPCB"
13-Dec-2018 - 00:00,0.87,30.21,14.38,8.18,22.04,4.74,56.11,0.14,0.9,98.94,34.58,158.14,0.37,,0.17,1.24,0.06,14-Dec-2018 - 00:00,962.51,"Velachery Res. Area, Chennai - CPCB"
14-Dec-2018 - 00:00,0.84,29.85,11.36,3.27,14.64,3.97,56.81,0.18,1.29,93.23,41.49,160.32,0.0,,0.14,0.0,0.0,15-Dec-2018 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
