from date,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM10,PM2.5,NH3,SO2,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
14-Sep-2018 - 00:00,4.53,143.88,70.95,115.56,3.58,15.56,10.52,17.6,30.06,0.45,0.77,0.0,133.17,32.21,30.17,8.02,4.33,,,6.64,15-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
15-Sep-2018 - 00:00,4.58,141.57,62.25,113.99,2.63,12.51,7.97,17.61,30.17,0.43,0.77,0.0,124.01,34.33,25.28,8.09,4.92,,,9.21,16-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
16-Sep-2018 - 00:00,3.72,141.94,67.31,111.38,1.64,13.02,7.31,15.38,30.09,0.43,0.79,0.0,138.2,42.92,24.54,8.32,4.72,,,7.52,17-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
17-Sep-2018 - 00:00,3.68,148.08,72.25,101.34,2.78,16.1,9.19,20.01,30.06,0.47,0.66,0.0,155.33,47.5,28.08,7.62,4.86,,,6.94,18-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
18-Sep-2018 - 00:00,3.3,141.02,64.79,108.39,0.99,10.99,5.07,22.76,30.15,0.46,0.55,0.0,172.33,48.27,20.43,8.63,4.28,,,5.88,19-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
19-Sep-2018 - 00:00,5.09,134.98,63.18,107.28,1.21,12.67,5.99,25.23,29.94,0.56,0.55,0.0,179.92,55.01,21.55,8.25,4.09,,,5.69,20-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
20-Sep-2018 - 00:00,4.76,98.93,59.19,103.34,2.04,14.66,7.82,32.36,30.41,0.66,0.49,0.0,213.21,71.74,25.86,8.65,7.39,,,4.33,21-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
21-Sep-2018 - 00:00,3.12,80.59,63.25,91.34,1.49,17.91,9.35,22.04,29.97,0.5,0.9,0.0,124.94,45.88,28.68,8.84,5.35,,,3.12,22-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
22-Sep-2018 - 00:00,2.69,34.72,95.43,30.44,0.63,11.41,4.59,21.19,26.53,0.32,0.93,0.0,44.13,21.92,19.54,7.53,3.89,,,2.67,23-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
23-Sep-2018 - 00:00,2.47,44.11,95.21,44.35,0.7,13.06,5.88,22.44,27.81,0.34,1.16,0.0,61.24,34.38,20.94,7.64,3.91,,,2.44,24-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
24-Sep-2018 - 00:00,2.38,102.36,95.73,31.6,7.45,18.17,12.08,17.21,26.24,0.36,0.72,0.0,29.39,15.22,32.53,7.19,5.92,,,2.66,25-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
25-Sep-2018 - 00:00,3.41,154.78,95.66,36.91,18.74,29.73,29.72,18.68,24.9,0.39,0.57,0.0,35.15,17.35,45.44,6.74,4.79,,,3.35,26-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
26-Sep-2018 - 00:00,4.37,143.18,83.46,106.41,26.96,36.85,40.33,19.24,27.53,0.64,0.62,0.0,95.0,40.0,55.19,7.42,6.4,,,4.29,27-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
27-Sep-2018 - 00:00,5.78,136.6,80.84,101.33,34.34,41.12,48.16,21.64,28.38,0.93,0.54,0.0,158.22,70.01,65.13,7.23,8.24,,,5.64,28-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
28-Sep-2018 - 00:00,7.92,137.14,63.91,103.79,49.23,46.24,62.78,22.7,29.17,1.16,0.54,0.0,215.0,85.67,79.78,7.44,10.78,,,6.3,29-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
29-Sep-2018 - 00:00,6.57,116.55,64.72,107.81,34.94,48.16,52.6,34.07,29.53,0.9,0.48,0.0,212.43,77.69,71.06,6.52,8.24,,,5.38,30-Sep-2018 - 00:00,"DTU, Delhi - CPCB"
30-Sep-2018 - 00:00,3.64,144.11,66.5,106.57,9.32,25.24,19.7,18.19,28.91,0.56,0.63,0.0,132.76,52.46,37.72,6.02,4.7,,,3.71,01-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
01-Oct-2018 - 00:00,4.82,135.43,59.31,115.46,12.15,35.07,27.69,20.83,29.37,0.64,0.52,0.0,180.24,66.5,48.41,6.32,6.69,,,5.01,02-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
02-Oct-2018 - 00:00,4.84,131.33,56.79,107.34,16.71,37.21,32.34,20.68,29.52,0.77,0.52,0.0,200.4,80.48,53.89,6.47,8.1,,,5.96,03-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
03-Oct-2018 - 00:00,4.61,133.15,52.13,110.93,20.96,41.01,37.84,21.04,29.45,0.77,0.48,0.0,190.73,63.53,56.75,6.83,7.55,,,5.57,04-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
04-Oct-2018 - 00:00,6.36,101.56,61.18,75.32,17.76,57.11,41.68,31.49,28.8,1.03,0.55,0.0,253.71,86.7,65.3,5.47,8.48,,,6.18,05-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
05-Oct-2018 - 00:00,9.72,97.01,62.6,98.59,30.36,54.74,52.65,22.53,28.02,1.21,0.6,0.0,275.51,117.87,76.01,6.46,11.97,,,7.58,06-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
06-Oct-2018 - 00:00,5.68,152.97,58.77,98.21,11.11,34.39,26.06,16.52,28.22,0.76,0.57,0.0,212.13,86.88,43.04,5.95,7.03,,,4.63,07-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
07-Oct-2018 - 00:00,5.07,148.57,58.77,96.26,11.86,32.8,25.88,22.24,27.44,0.78,0.58,0.0,229.34,84.28,43.96,5.59,6.6,,,1.68,08-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
08-Oct-2018 - 00:00,7.69,105.75,56.83,79.97,9.84,44.98,30.7,26.96,28.07,0.99,0.56,0.0,278.23,117.0,50.63,6.12,9.23,,,4.16,09-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
09-Oct-2018 - 00:00,8.67,80.09,42.89,86.59,17.81,63.44,47.33,31.08,28.91,1.07,0.68,0.0,331.23,101.09,67.04,6.7,8.88,,,4.17,10-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
10-Oct-2018 - 00:00,7.98,78.8,54.68,89.7,16.36,58.79,42.41,25.65,29.47,1.02,0.77,0.0,934.76,96.79,59.88,6.04,9.13,,,5.54,11-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
11-Oct-2018 - 00:00,6.48,74.35,49.45,74.42,12.82,43.65,32.34,21.94,27.06,0.7,1.07,0.0,575.26,75.04,39.29,6.26,7.6,,,4.35,12-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
12-Oct-2018 - 00:00,4.41,123.36,45.51,90.79,16.67,37.19,32.19,18.85,24.8,0.69,0.52,0.0,229.14,68.71,8.16,6.24,5.86,,,3.28,13-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
13-Oct-2018 - 00:00,8.0,130.09,47.88,87.02,79.68,50.1,83.82,16.6,24.67,0.91,0.61,0.0,285.28,145.26,17.04,14.21,10.34,,,4.57,14-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
14-Oct-2018 - 00:00,8.85,144.17,43.7,90.66,175.91,77.83,170.27,14.42,24.99,0.84,0.72,0.0,237.34,98.39,22.55,29.73,6.72,,,3.74,15-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
15-Oct-2018 - 00:00,4.56,124.32,58.55,96.61,128.97,112.83,66.39,14.82,23.26,0.52,0.72,0.0,202.64,69.78,14.58,29.25,4.2,,,1.53,16-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
16-Oct-2018 - 00:00,10.26,96.33,32.62,69.25,173.17,160.3,186.46,15.23,29.21,1.4,0.54,0.0,349.69,119.62,28.16,39.86,3.31,,,2.5,17-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
17-Oct-2018 - 00:00,12.47,111.11,56.82,84.46,109.77,72.01,110.06,22.28,27.94,1.31,0.61,0.0,312.85,130.76,15.99,29.12,6.32,43.07,4.48,2.98,18-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
18-Oct-2018 - 00:00,12.35,107.56,65.07,74.62,41.52,24.06,45.25,13.51,30.42,1.59,0.63,0.0,388.62,166.94,16.33,26.51,12.55,77.02,6.51,5.74,19-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
19-Oct-2018 - 00:00,10.27,118.88,68.04,70.28,99.2,20.25,83.23,13.41,29.92,1.35,0.61,0.0,320.53,137.61,36.56,35.84,13.6,74.63,3.91,1.17,20-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
20-Oct-2018 - 00:00,3.46,93.81,59.82,77.75,74.63,27.37,73.64,20.09,29.36,1.09,0.54,0.0,334.12,159.93,23.42,30.82,6.37,32.46,2.68,0.83,21-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
21-Oct-2018 - 00:00,6.69,143.38,61.86,62.69,80.48,54.13,93.17,22.07,28.31,1.34,0.55,0.0,310.3,153.84,9.6,26.75,8.3,61.72,5.02,3.05,22-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
22-Oct-2018 - 00:00,6.59,152.5,61.95,81.56,67.38,52.0,81.56,28.41,28.18,1.49,0.69,0.0,300.55,146.29,8.98,28.03,9.37,64.36,5.03,3.41,23-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
23-Oct-2018 - 00:00,3.49,131.41,61.15,79.68,80.77,54.07,93.37,44.68,25.87,1.56,0.65,0.0,328.46,132.68,9.97,37.12,12.43,64.69,7.11,1.08,24-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
24-Oct-2018 - 00:00,11.01,95.15,47.71,67.91,102.14,57.52,108.96,53.41,21.94,2.12,0.6,0.0,391.95,164.4,8.55,24.29,17.26,112.5,11.61,2.01,25-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
25-Oct-2018 - 00:00,4.85,66.0,66.13,72.25,71.07,48.75,82.71,69.82,22.95,1.85,0.71,0.0,371.26,157.02,7.85,8.7,12.14,58.11,8.44,0.75,26-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
26-Oct-2018 - 00:00,2.1,78.75,68.24,61.32,91.56,50.19,99.94,86.57,24.39,2.13,0.59,0.0,415.34,196.91,9.3,24.41,14.78,90.12,12.36,0.99,27-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
27-Oct-2018 - 00:00,14.62,104.18,58.11,64.06,105.1,51.09,111.26,89.85,24.11,3.24,0.59,0.0,485.08,208.59,9.09,28.63,24.7,106.07,20.95,3.53,28-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
28-Oct-2018 - 00:00,7.3,122.61,56.25,71.93,65.38,44.16,75.81,105.41,23.49,1.95,0.56,0.0,402.59,220.39,7.56,4.7,15.86,92.47,10.29,1.5,29-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
29-Oct-2018 - 00:00,10.93,116.62,57.96,64.25,55.91,41.38,66.73,104.21,23.63,2.35,0.67,0.0,507.69,281.38,8.8,9.24,15.73,117.09,10.87,4.29,30-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
30-Oct-2018 - 00:00,19.4,98.71,59.79,57.51,63.67,41.86,70.5,82.61,23.45,2.56,0.6,0.0,507.22,270.75,11.19,11.82,19.52,117.59,13.58,7.06,31-Oct-2018 - 00:00,"DTU, Delhi - CPCB"
31-Oct-2018 - 00:00,22.99,86.27,63.81,51.22,72.0,46.83,70.84,55.87,22.95,2.76,0.58,0.0,517.95,278.03,9.18,18.84,19.58,117.35,8.95,10.37,01-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
01-Nov-2018 - 00:00,24.04,83.4,61.69,53.96,49.5,79.03,46.52,40.86,23.2,2.72,0.63,0.0,502.99,271.0,19.83,27.27,19.16,119.04,8.3,10.83,02-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
02-Nov-2018 - 00:00,14.02,74.69,57.57,56.58,84.52,95.12,116.31,58.39,23.96,2.12,0.69,0.0,459.49,229.2,27.48,26.51,14.6,65.36,8.88,6.49,03-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
03-Nov-2018 - 00:00,13.86,60.95,54.5,48.01,39.11,76.42,71.64,62.63,24.56,1.43,0.81,0.0,350.78,166.91,23.02,27.32,11.15,55.94,8.62,6.44,04-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
04-Nov-2018 - 00:00,4.67,101.3,51.65,74.29,10.37,44.36,30.69,83.07,23.35,0.87,0.72,0.0,201.79,110.92,18.91,17.04,3.94,25.94,3.27,2.83,05-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
05-Nov-2018 - 00:00,5.94,144.98,61.75,55.73,18.91,59.55,46.65,43.1,20.19,1.92,0.58,0.0,529.65,374.51,19.8,10.42,8.99,39.45,4.14,3.4,06-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
06-Nov-2018 - 00:00,5.01,160.3,41.61,86.23,12.98,44.35,33.76,56.64,21.23,1.23,0.74,0.0,341.94,195.7,18.47,15.07,6.51,30.35,3.46,2.15,07-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
07-Nov-2018 - 00:00,6.79,135.45,38.6,83.78,29.74,52.84,51.62,62.69,20.04,1.36,0.74,0.0,357.9,230.47,20.0,19.94,7.63,24.68,3.24,2.46,08-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
08-Nov-2018 - 00:00,11.84,104.45,51.05,55.72,39.96,65.38,66.72,33.52,18.68,1.69,0.56,0.0,598.45,402.52,21.35,21.0,13.78,37.89,5.09,5.33,09-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
09-Nov-2018 - 00:00,10.28,102.48,57.51,66.86,33.36,55.65,56.1,46.82,19.9,1.79,0.58,0.0,598.58,254.76,20.58,15.52,12.72,53.86,4.32,4.9,10-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
10-Nov-2018 - 00:00,17.33,89.36,63.59,52.25,53.18,113.2,102.85,56.39,19.96,2.75,0.65,0.0,572.46,332.35,24.86,17.31,20.39,114.74,6.22,4.15,11-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
11-Nov-2018 - 00:00,16.23,108.43,57.79,66.6,50.75,69.81,77.57,52.02,21.23,2.06,0.54,0.0,416.46,238.26,23.35,13.94,16.7,80.52,8.69,6.94,12-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
12-Nov-2018 - 00:00,12.0,109.55,61.77,59.58,43.2,78.05,75.91,57.92,21.27,2.39,0.59,0.0,489.58,272.72,25.99,18.34,12.64,53.36,5.15,3.28,13-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
13-Nov-2018 - 00:00,31.19,102.1,61.97,39.46,115.94,18.8,99.22,53.91,22.21,3.25,0.53,0.02,531.53,294.65,36.24,26.04,23.05,109.19,16.84,10.87,14-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
14-Nov-2018 - 00:00,16.46,88.79,63.24,58.04,40.44,47.51,52.3,52.48,22.66,1.72,0.64,0.02,253.17,145.01,20.44,14.59,10.47,59.71,9.08,7.73,15-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
15-Nov-2018 - 00:00,14.41,107.16,62.85,65.69,55.2,48.2,61.81,56.3,21.35,1.23,0.52,0.01,193.71,109.74,21.13,10.74,8.09,54.08,7.8,6.98,16-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
16-Nov-2018 - 00:00,3.85,160.91,57.72,69.38,23.81,47.0,31.02,66.52,18.94,1.02,0.78,0.0,303.56,172.16,18.43,10.95,5.66,21.12,2.35,1.55,17-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
17-Nov-2018 - 00:00,7.04,132.32,53.0,78.06,46.24,52.13,56.61,68.57,19.8,1.35,0.68,0.0,302.89,171.1,20.5,11.03,7.45,33.44,3.97,3.04,18-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
18-Nov-2018 - 00:00,11.59,95.89,55.91,68.74,72.21,79.92,92.27,67.94,20.62,1.87,0.63,0.0,384.43,215.95,23.92,18.58,14.21,58.06,8.2,5.91,19-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
19-Nov-2018 - 00:00,9.65,96.76,54.08,47.81,36.61,89.7,68.98,66.85,21.97,1.57,0.63,0.0,424.46,226.31,21.81,20.32,11.47,42.73,5.55,3.59,20-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
20-Nov-2018 - 00:00,8.73,122.6,60.24,63.67,69.24,59.55,79.08,65.2,21.18,1.88,0.44,0.0,466.95,259.45,22.56,17.1,12.62,51.23,5.46,3.96,21-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
21-Nov-2018 - 00:00,7.05,137.15,52.24,75.52,35.12,56.55,50.12,64.09,20.84,1.63,0.71,0.0,403.5,236.48,20.03,16.98,9.0,43.01,4.82,2.8,22-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
22-Nov-2018 - 00:00,10.02,101.2,46.16,67.37,61.46,58.57,72.28,63.38,20.31,1.62,0.58,0.0,332.25,162.68,22.08,20.32,10.9,60.79,6.09,4.82,23-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
23-Nov-2018 - 00:00,10.36,143.01,45.92,59.05,41.41,48.21,50.68,67.19,20.16,1.52,0.66,0.0,358.23,202.21,19.94,22.17,11.87,67.74,6.86,5.49,24-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
24-Nov-2018 - 00:00,4.39,158.33,44.29,77.92,14.93,50.07,30.45,72.61,20.0,1.02,0.84,0.0,259.53,128.42,18.22,27.24,5.72,28.23,2.78,1.94,25-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
25-Nov-2018 - 00:00,6.49,128.12,49.01,71.92,35.84,54.79,49.16,65.34,19.36,1.38,0.59,0.0,324.3,174.64,20.06,21.0,9.34,46.13,4.22,2.8,26-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
26-Nov-2018 - 00:00,9.69,102.33,57.2,68.36,91.14,43.89,90.24,66.41,19.04,2.01,0.58,0.0,383.47,212.86,23.8,33.8,13.55,50.5,5.4,3.77,27-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
27-Nov-2018 - 00:00,54.97,97.89,59.99,55.64,166.99,63.16,196.56,57.24,19.89,4.91,0.64,0.0,487.86,258.59,38.09,24.93,49.75,154.81,27.71,26.52,28-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
28-Nov-2018 - 00:00,33.04,89.12,64.72,49.02,57.58,22.72,43.76,61.98,20.01,2.82,0.56,0.0,440.96,219.98,28.71,18.16,25.06,120.38,19.17,13.04,29-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
29-Nov-2018 - 00:00,18.93,145.75,61.48,57.51,32.32,13.26,27.76,62.39,19.54,2.21,0.62,0.0,469.66,269.31,23.93,15.03,17.73,124.0,14.98,9.08,30-Nov-2018 - 00:00,"DTU, Delhi - CPCB"
30-Nov-2018 - 00:00,11.65,136.96,57.52,65.41,19.25,19.38,21.63,64.47,19.3,1.64,0.7,0.0,412.14,232.54,20.74,17.49,13.45,66.41,9.21,4.77,01-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
01-Dec-2018 - 00:00,8.52,131.83,53.24,68.14,27.68,25.28,29.47,65.35,18.65,1.44,0.73,0.0,308.58,155.85,21.1,19.11,9.0,43.76,5.47,3.72,02-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
02-Dec-2018 - 00:00,22.49,117.07,53.51,61.84,65.36,23.2,50.74,62.24,17.93,2.19,0.58,0.0,309.79,164.04,24.78,18.48,18.71,90.98,12.85,11.61,03-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
03-Dec-2018 - 00:00,16.95,113.36,57.01,62.36,65.26,21.21,52.25,59.95,17.44,2.94,0.61,0.0,503.94,262.68,25.32,20.9,17.53,114.67,10.98,9.78,04-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
04-Dec-2018 - 00:00,20.23,130.28,58.75,68.97,76.61,24.34,38.7,47.38,17.58,3.59,0.57,0.0,488.45,255.9,21.19,12.43,26.07,116.24,12.52,12.59,05-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
05-Dec-2018 - 00:00,12.43,122.61,53.8,77.85,148.22,24.37,94.14,51.78,18.65,1.57,0.65,0.0,359.51,186.47,6.65,10.83,11.8,60.67,8.29,5.54,06-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
06-Dec-2018 - 00:00,16.24,99.27,60.54,52.6,125.04,81.22,82.21,53.63,16.81,2.77,0.62,0.0,414.69,223.18,20.38,12.58,17.73,114.64,11.25,7.9,07-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
07-Dec-2018 - 00:00,9.9,126.02,61.46,64.66,45.65,26.22,35.83,45.61,16.53,1.57,0.64,0.0,410.59,217.47,13.45,9.58,13.32,76.77,8.26,4.93,08-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
08-Dec-2018 - 00:00,8.47,110.33,61.72,64.79,16.13,33.42,27.26,49.56,16.08,1.43,0.57,0.0,329.15,165.89,21.32,11.32,10.39,53.26,5.46,4.18,09-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
09-Dec-2018 - 00:00,9.33,96.73,58.43,64.52,22.29,34.58,31.37,64.65,16.2,1.61,0.54,0.0,367.01,187.11,22.82,19.39,12.54,57.19,6.89,4.56,10-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
10-Dec-2018 - 00:00,10.42,105.21,64.75,29.42,17.85,36.78,27.84,51.69,15.75,2.18,0.6,0.0,472.63,232.14,22.15,10.46,14.86,49.69,7.12,4.42,11-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
11-Dec-2018 - 00:00,18.78,92.48,67.79,37.08,34.32,39.09,48.25,60.91,15.6,3.86,0.6,0.0,571.54,326.29,25.68,15.64,22.11,89.98,10.8,8.89,12-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
12-Dec-2018 - 00:00,15.0,80.66,66.02,40.82,14.27,39.19,32.21,54.56,16.88,2.01,0.59,0.01,408.68,224.29,22.51,14.13,13.64,62.48,8.51,7.17,13-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
13-Dec-2018 - 00:00,4.4,125.34,66.6,58.88,14.85,40.22,33.27,59.22,15.76,0.52,0.44,0.0,141.14,84.5,20.62,9.87,4.47,30.15,2.55,1.89,14-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
14-Dec-2018 - 00:00,3.56,151.34,65.09,66.89,14.66,39.13,32.54,60.11,15.1,0.77,0.61,0.0,207.18,124.91,20.15,9.81,4.98,35.41,2.33,1.4,15-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
15-Dec-2018 - 00:00,3.34,152.67,60.85,68.21,15.48,40.65,33.97,61.34,15.28,0.85,0.66,0.0,219.22,139.08,20.26,10.91,5.81,26.93,1.53,1.65,16-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
16-Dec-2018 - 00:00,3.92,135.82,60.62,69.65,22.21,45.06,41.74,61.71,14.63,1.01,0.59,0.0,244.66,152.14,21.26,14.32,6.56,32.83,1.49,1.08,17-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
17-Dec-2018 - 00:00,6.41,133.02,59.83,59.83,31.01,49.55,50.46,61.5,13.65,1.73,0.55,0.0,326.65,202.24,22.68,12.46,10.13,59.27,3.31,3.22,18-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
18-Dec-2018 - 00:00,7.36,146.93,56.79,67.38,24.55,51.55,47.06,64.79,13.86,1.86,0.68,0.0,349.31,223.06,21.97,15.72,11.18,64.24,3.43,2.24,19-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
19-Dec-2018 - 00:00,8.99,133.5,58.91,67.07,33.76,53.46,54.92,62.37,14.15,2.33,0.63,0.0,404.64,248.51,23.08,16.97,11.82,52.2,3.91,3.72,20-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
20-Dec-2018 - 00:00,18.66,105.19,60.39,64.37,40.7,50.97,59.99,64.79,13.12,3.28,0.52,0.0,466.05,297.95,23.86,14.47,19.93,106.96,8.21,5.61,21-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
21-Dec-2018 - 00:00,10.81,136.43,62.63,59.0,28.52,51.78,48.39,63.29,12.53,2.22,0.66,0.0,444.38,282.59,22.43,12.35,14.71,86.22,3.84,3.73,22-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
22-Dec-2018 - 00:00,12.47,113.21,64.6,52.31,23.94,55.99,48.93,65.15,12.67,2.89,0.58,0.0,515.58,321.22,22.29,14.58,17.32,80.2,5.09,4.24,23-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
23-Dec-2018 - 00:00,16.74,106.82,65.48,47.86,38.53,55.19,59.43,62.67,12.65,3.94,0.57,0.0,610.23,406.05,24.1,15.32,24.02,90.27,5.79,2.94,24-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
24-Dec-2018 - 00:00,20.48,99.1,63.84,53.03,32.58,50.82,53.14,60.69,12.89,4.21,0.46,0.0,591.88,396.49,22.84,19.55,25.72,115.61,9.34,7.93,25-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
25-Dec-2018 - 00:00,9.11,166.56,66.37,55.26,14.7,42.45,33.99,60.5,12.22,2.06,0.68,0.01,410.46,268.99,19.8,11.27,13.04,62.03,4.37,2.31,26-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
26-Dec-2018 - 00:00,9.4,136.65,61.85,63.66,26.03,42.61,42.92,61.67,12.35,2.55,0.65,0.0,435.87,294.65,20.96,14.17,14.13,46.77,5.16,4.53,27-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
27-Dec-2018 - 00:00,39.15,129.73,56.93,50.39,55.24,47.27,69.07,58.92,12.83,5.85,0.42,0.0,561.58,376.94,24.75,18.33,37.03,156.02,19.38,11.64,28-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
28-Dec-2018 - 00:00,6.84,146.51,64.23,56.93,15.2,40.2,33.54,60.47,11.78,1.77,0.73,0.0,418.34,268.8,19.47,13.25,9.91,47.31,2.66,2.8,29-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
29-Dec-2018 - 00:00,8.99,147.23,60.19,72.2,23.39,42.81,40.23,61.98,12.08,2.5,0.73,0.0,487.07,321.16,20.63,16.54,15.18,56.53,3.39,3.01,30-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
30-Dec-2018 - 00:00,18.01,132.85,59.15,63.02,34.08,41.92,49.01,58.81,12.44,3.88,0.55,0.0,563.7,375.33,21.83,22.42,23.08,101.95,8.43,5.63,31-Dec-2018 - 00:00,"DTU, Delhi - CPCB"
31-Dec-2018 - 00:00,27.82,196.5,75.5,7.25,51.4,43.9,64.45,51.5,8.0,5.12,0.7,0.0,608.0,417.5,24.1,9.85,26.93,183.36,8.14,0.0,01-Jan-2019 - 00:00,"DTU, Delhi - CPCB"
