from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
21-Aug-2018 - 00:00,1.57,2.69,0.91,3.05,751.55,127.42,19.35,0.0,85.97,226.82,25.4,304.5,2.44,0.7,17.17,11.62,10.85,22.0,10.62,8.01,22-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Aug-2018 - 00:00,1.03,1.94,0.5,1.89,751.24,79.48,27.81,0.0,85.65,190.27,24.62,296.22,2.53,0.58,13.75,10.44,9.05,19.51,15.48,7.26,23-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Aug-2018 - 00:00,1.5,2.17,0.83,2.88,751.25,94.65,30.23,0.0,79.21,193.17,25.43,254.51,2.47,0.78,15.17,12.22,10.62,22.81,18.3,8.06,24-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Aug-2018 - 00:00,1.42,1.89,0.79,2.77,751.43,79.55,64.11,0.0,77.59,212.97,25.24,241.79,2.43,0.73,19.57,11.78,9.34,20.86,18.66,6.25,25-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Aug-2018 - 00:00,1.2,1.7,0.63,2.32,751.35,76.9,34.58,0.0,77.86,204.69,24.91,234.1,2.41,0.7,23.37,10.71,8.69,19.39,19.36,5.86,26-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Aug-2018 - 00:00,0.49,0.69,0.46,0.68,751.2,71.2,63.59,0.0,79.88,192.98,24.41,241.35,2.18,0.52,23.9,9.87,8.39,17.71,20.72,6.6,27-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Aug-2018 - 00:00,1.39,0.81,1.53,1.74,751.59,99.47,53.52,0.0,78.26,232.08,25.6,273.46,2.26,0.58,21.71,8.67,8.01,16.39,21.04,5.94,28-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Aug-2018 - 00:00,1.48,2.19,0.97,2.38,751.06,84.65,26.16,0.06,87.44,187.47,24.66,266.35,2.31,0.88,21.36,12.46,11.54,24.04,26.77,6.13,29-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Aug-2018 - 00:00,1.82,40.94,1.64,2.31,751.62,106.24,56.32,0.0,83.67,270.2,25.45,277.11,2.25,0.59,14.28,14.27,20.85,33.59,30.94,7.14,30-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Aug-2018 - 00:00,1.18,3.53,0.62,2.24,751.73,98.38,21.58,0.0,76.7,289.17,26.4,277.34,2.53,0.56,19.87,17.85,23.58,34.26,34.07,7.16,31-Aug-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
31-Aug-2018 - 00:00,1.15,3.48,0.59,2.2,751.35,69.36,21.37,0.0,75.61,259.49,25.73,262.35,2.67,0.64,20.01,19.84,22.68,36.02,35.32,7.82,01-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Sep-2018 - 00:00,1.23,4.03,0.81,2.42,751.17,77.56,23.21,0.0,77.06,235.45,25.08,236.54,2.25,0.75,20.92,11.64,14.15,21.03,32.37,7.32,02-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Sep-2018 - 00:00,0.84,3.45,0.43,1.49,751.31,72.47,36.89,0.0,77.55,252.55,24.99,244.42,2.38,0.54,19.81,11.83,12.15,23.98,36.13,7.26,03-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Sep-2018 - 00:00,0.94,3.45,0.43,1.69,751.84,66.36,279.84,0.0,74.53,315.3,25.76,227.42,2.29,0.58,19.68,11.06,12.22,23.27,38.26,7.38,04-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Sep-2018 - 00:00,0.91,3.29,0.44,1.82,759.06,44.44,185.62,0.0,72.24,262.75,25.78,278.0,2.66,0.68,20.64,8.66,10.98,18.13,39.96,7.44,05-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Sep-2018 - 00:00,0.82,2.26,0.44,1.52,751.74,46.32,29.29,0.03,68.64,240.86,25.66,266.06,2.63,1.05,27.53,7.76,16.93,23.74,37.42,6.61,06-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Sep-2018 - 00:00,0.81,1.11,1.38,1.02,752.35,59.68,28.22,0.0,66.26,207.91,25.5,280.49,0.62,0.78,36.94,8.94,23.62,31.68,34.26,5.04,07-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Sep-2018 - 00:00,0.7,0.62,1.59,0.86,750.14,52.86,34.79,0.0,76.48,143.94,23.42,284.63,0.59,1.0,35.43,14.52,26.86,37.99,24.93,7.29,08-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Sep-2018 - 00:00,1.22,1.6,1.26,1.61,749.99,50.72,22.76,0.06,84.79,138.41,22.99,288.13,0.6,1.01,26.24,15.71,29.27,44.93,14.58,4.66,09-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Sep-2018 - 00:00,1.28,3.27,0.45,1.53,750.5,44.64,23.66,0.0,84.95,152.37,22.88,260.87,0.61,0.93,23.56,25.13,29.77,54.89,22.47,6.51,10-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Sep-2018 - 00:00,1.52,6.95,0.79,2.29,750.7,51.18,28.19,0.05,86.32,156.61,23.01,246.82,0.53,1.08,18.43,21.2,27.67,48.72,29.02,6.14,11-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Sep-2018 - 00:00,1.63,3.33,0.72,2.51,751.47,63.23,26.5,0.0,76.26,178.96,24.89,261.73,0.58,1.42,8.84,11.13,21.24,30.07,28.84,5.52,12-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Sep-2018 - 00:00,1.42,2.94,0.64,2.19,752.07,73.51,24.5,0.0,72.27,200.43,25.39,252.95,0.42,0.93,12.98,13.96,23.31,36.6,34.45,6.59,13-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Sep-2018 - 00:00,1.36,2.8,0.61,2.11,751.46,67.36,27.25,0.0,72.88,180.15,24.72,235.88,0.35,1.25,16.64,19.09,19.8,38.87,33.49,3.89,14-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Sep-2018 - 00:00,1.51,2.89,0.67,2.36,751.79,63.81,23.52,0.0,70.8,190.44,25.12,222.64,0.36,1.01,17.81,20.0,19.43,39.42,32.7,5.94,15-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Sep-2018 - 00:00,1.7,3.27,0.79,2.57,751.97,69.28,26.67,0.0,71.33,194.07,25.17,241.85,0.31,1.34,20.34,20.71,20.94,41.65,29.91,4.41,16-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Sep-2018 - 00:00,1.06,2.38,0.33,1.44,752.13,68.02,29.59,0.0,69.31,200.04,25.78,243.5,0.34,0.78,21.26,16.18,19.59,35.37,39.04,4.82,17-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Sep-2018 - 00:00,1.4,2.92,0.57,2.01,753.17,68.09,30.47,0.0,62.68,203.59,26.51,275.75,0.37,1.02,21.27,16.61,21.15,37.09,40.43,3.56,18-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Sep-2018 - 00:00,1.1,3.14,0.44,1.4,754.22,73.29,32.69,0.02,63.89,210.86,26.18,261.52,0.37,1.01,15.24,18.53,21.9,40.43,32.11,6.11,19-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Sep-2018 - 00:00,1.2,1.84,0.57,1.84,754.37,85.79,35.88,0.0,56.9,222.1,27.45,290.61,0.35,1.32,11.9,18.38,22.38,40.39,17.36,5.15,20-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Sep-2018 - 00:00,1.42,2.75,0.64,2.15,754.14,88.88,36.11,0.0,54.89,200.37,27.61,309.3,0.4,1.03,11.84,16.72,19.82,36.53,16.86,6.69,21-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Sep-2018 - 00:00,1.01,2.52,0.33,1.53,754.25,98.05,36.53,0.0,51.39,207.88,27.75,214.09,0.32,1.0,14.48,15.02,19.89,34.94,35.18,4.49,22-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Sep-2018 - 00:00,0.64,2.05,0.15,0.73,753.6,35.01,14.72,0.09,83.37,146.81,24.6,299.61,0.37,0.61,17.12,14.01,11.73,25.63,23.13,7.18,23-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Sep-2018 - 00:00,1.14,2.2,0.42,1.51,753.48,21.17,15.4,0.17,95.53,134.42,23.17,264.52,0.36,1.09,17.95,16.54,16.96,33.62,37.7,5.37,24-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Sep-2018 - 00:00,1.65,2.95,1.19,2.05,754.13,79.5,33.39,0.0,77.52,199.9,26.06,251.15,0.36,1.33,16.11,20.27,21.1,41.45,12.7,5.15,25-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Sep-2018 - 00:00,1.46,2.39,0.78,2.64,754.19,113.48,47.82,0.0,66.7,204.71,27.02,246.35,0.34,1.31,14.74,21.32,21.79,43.1,30.56,2.52,26-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Sep-2018 - 00:00,1.54,3.56,0.77,2.54,754.2,100.47,38.23,0.0,58.38,207.52,26.58,261.18,0.51,1.25,14.26,22.71,25.96,48.48,48.35,5.05,27-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Sep-2018 - 00:00,0.6,1.12,0.23,0.76,754.24,84.95,33.15,0.0,53.57,210.18,26.47,300.6,1.03,1.3,12.29,20.47,24.11,44.54,40.21,4.33,28-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Sep-2018 - 00:00,0.73,0.74,0.28,0.88,754.1,99.04,37.69,0.0,54.39,195.81,25.96,247.63,0.98,1.36,12.83,22.25,27.58,49.52,20.55,5.67,29-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Sep-2018 - 00:00,0.67,0.62,0.22,0.74,754.13,102.38,38.18,0.0,52.99,199.59,26.09,256.85,0.98,1.36,17.24,14.22,14.85,29.02,25.22,5.43,30-Sep-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Sep-2018 - 00:00,0.52,0.51,0.18,0.55,754.17,97.85,33.91,0.0,54.08,203.5,26.36,274.57,1.02,1.07,13.86,13.47,9.72,22.95,30.71,3.73,01-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Oct-2018 - 00:00,0.7,0.69,0.26,0.84,754.17,118.47,40.19,0.0,55.31,204.36,26.67,276.13,1.08,1.25,18.97,15.6,14.84,30.22,29.72,4.8,02-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Oct-2018 - 00:00,0.61,0.6,0.2,0.69,754.16,94.4,34.38,0.0,55.42,202.93,27.1,285.52,1.02,1.22,20.67,16.79,16.24,33.03,34.21,4.71,03-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Oct-2018 - 00:00,0.66,0.68,0.23,0.77,754.08,94.84,37.47,0.0,55.71,194.63,26.62,300.6,1.03,1.23,17.09,17.65,15.93,33.52,25.97,5.52,04-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Oct-2018 - 00:00,0.74,0.79,0.28,0.93,754.44,103.23,41.32,0.0,45.48,229.64,28.5,268.92,0.9,1.33,16.65,20.18,20.67,40.41,31.09,6.71,05-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Oct-2018 - 00:00,0.7,0.72,0.27,0.89,754.25,100.26,40.46,0.0,48.17,207.87,27.57,235.71,0.9,1.18,12.99,29.05,30.38,56.13,24.52,6.29,06-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Oct-2018 - 00:00,0.71,0.76,0.34,0.92,754.06,93.46,44.35,0.0,47.7,190.96,27.1,272.74,0.97,1.62,18.01,41.18,43.11,84.78,28.78,4.88,07-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Oct-2018 - 00:00,0.56,0.53,0.19,0.63,754.01,94.65,40.66,0.0,48.64,185.9,27.14,259.38,0.96,1.19,18.86,33.39,43.47,76.25,29.1,5.06,08-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Oct-2018 - 00:00,0.83,0.86,0.33,1.09,754.11,96.36,38.35,0.0,43.96,166.83,27.97,248.06,0.92,1.56,16.49,26.14,30.97,57.11,30.85,4.53,09-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Oct-2018 - 00:00,0.68,0.71,0.3,0.89,754.02,110.13,39.44,0.0,42.34,137.62,27.96,293.72,1.1,1.04,13.75,15.38,18.41,28.65,31.32,5.29,10-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Oct-2018 - 00:00,0.7,0.74,0.38,0.92,753.95,174.06,42.18,0.0,45.68,129.55,27.18,275.7,1.05,1.45,16.35,15.86,19.76,35.68,29.99,4.76,11-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Oct-2018 - 00:00,0.67,0.71,0.3,0.85,753.91,157.35,51.26,0.0,46.28,125.79,27.18,240.45,0.97,1.4,19.38,19.47,22.98,41.27,25.59,5.47,12-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Oct-2018 - 00:00,2.14,2.61,1.62,3.4,754.03,142.76,50.17,0.0,46.64,172.09,26.76,255.75,1.01,1.15,27.37,20.45,28.35,46.86,37.64,5.46,13-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Oct-2018 - 00:00,2.14,2.83,1.23,3.65,753.98,124.78,45.92,0.0,49.79,222.51,26.29,259.58,0.96,1.4,22.21,22.59,29.83,52.82,37.62,5.34,14-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Oct-2018 - 00:00,1.68,2.32,0.89,2.77,754.02,107.06,40.72,0.0,45.59,227.25,26.71,272.12,1.09,1.05,20.1,21.85,27.41,49.26,32.93,6.53,15-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Oct-2018 - 00:00,1.42,1.93,0.86,2.4,753.99,318.72,23.9,0.0,38.85,224.93,26.58,280.16,1.05,1.35,21.41,26.69,28.79,54.06,35.06,4.33,16-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Oct-2018 - 00:00,2.02,2.82,1.35,3.83,753.97,111.3,36.18,0.0,40.48,222.39,26.15,290.39,1.1,1.12,21.73,25.02,27.92,52.87,28.87,7.76,17-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Oct-2018 - 00:00,1.61,2.25,0.95,3.04,754.01,100.04,34.83,0.0,41.63,225.21,26.81,297.41,1.09,1.05,20.03,21.23,25.83,47.08,36.61,5.29,18-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Oct-2018 - 00:00,1.78,2.61,1.25,3.5,754.98,97.42,33.89,0.0,42.79,222.62,26.77,252.2,1.02,1.0,19.54,21.74,27.54,49.28,31.8,9.5,19-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Oct-2018 - 00:00,1.74,2.36,1.04,3.14,757.0,87.9,32.47,0.0,42.22,224.7,26.64,273.76,1.02,1.23,20.38,24.86,25.73,50.59,25.05,9.62,20-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Oct-2018 - 00:00,1.99,2.91,1.42,3.27,756.97,80.01,25.42,0.0,42.03,222.48,26.29,286.94,1.08,1.15,23.64,27.88,26.81,54.67,23.17,8.46,21-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Oct-2018 - 00:00,1.4,2.17,0.84,2.32,756.89,91.99,28.7,0.0,28.22,213.61,25.56,285.41,1.1,0.98,26.01,24.23,33.33,55.37,43.62,7.36,22-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Oct-2018 - 00:00,2.12,3.27,1.33,3.74,756.95,108.89,35.05,0.0,37.74,219.39,24.53,257.74,1.04,1.35,31.25,24.09,38.03,62.12,32.23,5.11,23-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Oct-2018 - 00:00,2.11,3.11,1.32,3.63,756.99,99.43,47.67,0.0,38.6,222.55,24.74,272.14,1.05,1.08,26.63,23.78,30.78,52.41,37.03,7.17,24-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Oct-2018 - 00:00,2.49,3.66,1.57,4.42,756.96,105.11,47.24,0.0,37.96,218.41,25.3,287.18,1.12,1.45,27.68,29.03,29.89,58.9,22.74,4.99,25-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Oct-2018 - 00:00,1.84,2.83,1.11,3.43,756.82,82.9,27.6,0.0,39.3,202.11,25.09,275.27,1.09,1.01,24.57,24.7,27.03,51.73,19.97,5.3,26-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Oct-2018 - 00:00,2.48,3.81,1.7,4.39,756.87,101.99,32.53,0.0,44.22,207.46,24.93,268.08,0.99,1.53,25.05,29.39,26.72,55.34,21.13,6.99,27-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Oct-2018 - 00:00,1.84,2.72,1.2,3.2,756.9,90.01,28.63,0.0,42.87,211.31,24.87,268.71,1.03,1.11,22.91,24.48,26.51,50.97,25.59,8.6,28-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Oct-2018 - 00:00,1.95,2.63,1.08,3.18,756.86,88.42,29.68,0.0,41.29,207.22,24.87,256.6,0.98,1.17,21.84,26.1,27.06,53.16,28.65,9.2,29-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Oct-2018 - 00:00,2.84,3.94,1.83,4.74,759.09,112.33,34.24,0.0,43.81,184.43,23.29,266.42,1.01,1.48,18.91,29.28,36.19,60.79,24.78,11.99,30-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Oct-2018 - 00:00,2.7,3.73,1.67,4.54,761.6,148.57,48.58,0.0,41.68,208.86,22.98,253.04,0.99,1.46,33.88,27.22,56.45,83.06,34.61,7.17,31-Oct-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
31-Oct-2018 - 00:00,3.18,4.2,1.94,5.26,761.64,211.35,66.04,0.0,41.37,213.91,23.17,231.01,0.98,1.86,50.49,35.36,72.65,108.22,35.16,7.1,01-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Nov-2018 - 00:00,3.02,4.16,1.95,5.15,761.62,258.28,57.33,0.0,47.18,210.46,23.17,266.25,1.01,1.69,50.27,37.31,65.75,102.96,40.54,12.33,02-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Nov-2018 - 00:00,2.78,4.02,1.85,4.67,759.06,168.79,47.95,0.0,46.19,191.14,23.64,263.41,0.97,1.67,40.39,44.33,52.22,89.3,34.7,12.48,03-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Nov-2018 - 00:00,2.49,3.73,1.6,4.36,756.88,144.81,43.12,0.0,44.38,210.46,24.57,244.91,1.07,1.61,29.76,31.89,24.77,56.71,30.57,7.95,04-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Nov-2018 - 00:00,1.78,2.25,0.78,2.33,756.8,198.45,62.78,0.0,42.89,199.62,24.22,235.29,0.95,1.01,20.85,18.71,18.81,37.51,54.22,12.05,05-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Nov-2018 - 00:00,2.41,3.67,1.56,4.07,756.86,164.42,43.29,0.0,28.97,206.55,22.77,246.65,0.88,1.44,20.07,27.91,20.22,48.16,43.74,11.4,06-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Nov-2018 - 00:00,2.39,3.37,1.42,3.65,756.85,189.2,61.12,0.0,32.22,206.34,21.33,258.0,0.99,1.28,24.67,26.63,20.69,47.31,44.67,11.61,07-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Nov-2018 - 00:00,2.42,3.09,1.2,3.23,759.87,240.92,98.66,0.0,37.87,206.56,20.6,249.2,0.99,1.41,27.9,25.67,24.68,50.31,43.95,15.82,08-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Nov-2018 - 00:00,2.28,2.71,1.03,2.84,756.84,269.69,140.08,0.0,40.39,206.21,21.01,260.28,0.99,1.47,31.46,25.91,21.19,47.08,45.94,15.33,09-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Nov-2018 - 00:00,2.67,3.74,1.49,3.8,756.8,190.79,82.02,0.0,42.47,201.32,21.79,234.84,1.07,1.54,24.7,27.79,20.49,48.26,45.62,12.64,10-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Nov-2018 - 00:00,2.86,4.07,1.64,4.1,756.79,187.8,79.49,0.0,43.15,200.35,22.12,262.77,1.04,1.82,25.2,30.45,21.93,52.37,40.21,9.87,11-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Nov-2018 - 00:00,2.49,3.12,1.21,3.25,756.81,242.29,73.74,0.0,42.59,202.01,22.47,240.54,1.06,1.41,20.92,28.03,21.34,49.37,37.1,12.85,12-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Nov-2018 - 00:00,3.41,4.87,2.2,5.17,756.82,188.93,67.53,0.0,43.17,203.26,22.86,279.04,1.04,1.62,22.48,32.78,19.82,51.9,29.65,8.5,13-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Nov-2018 - 00:00,2.6,3.87,1.54,4.11,756.82,161.09,56.48,0.0,42.15,202.7,23.15,273.02,1.16,1.36,20.02,23.7,19.47,43.17,33.61,10.56,14-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Nov-2018 - 00:00,2.65,4.07,1.67,4.24,756.81,166.76,59.4,0.0,45.83,200.93,23.61,279.79,1.06,1.6,21.95,25.44,16.27,41.0,33.33,10.5,15-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Nov-2018 - 00:00,2.12,3.12,1.16,3.45,756.81,143.66,49.75,0.0,42.34,199.61,23.39,259.74,1.01,1.37,21.58,23.2,11.88,34.84,28.29,8.83,16-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Nov-2018 - 00:00,3.04,4.25,2.0,4.87,756.78,202.55,78.22,0.0,34.61,196.76,21.79,238.82,1.03,1.72,23.59,27.9,24.84,52.74,38.38,12.84,17-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Nov-2018 - 00:00,3.25,4.62,1.99,5.18,756.83,191.84,75.14,0.0,40.52,201.39,21.62,239.15,0.97,1.92,24.76,31.04,20.45,51.9,34.0,10.76,18-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Nov-2018 - 00:00,2.61,3.31,1.37,3.78,756.81,187.01,67.99,0.0,42.62,202.92,22.16,236.97,1.11,1.46,24.08,27.53,19.81,47.31,35.83,10.78,19-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Nov-2018 - 00:00,3.63,5.24,2.35,6.06,756.79,202.47,98.03,0.0,45.61,202.57,22.62,241.84,1.03,2.0,26.79,36.0,23.52,59.4,26.78,11.05,20-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Nov-2018 - 00:00,4.08,6.11,2.7,6.84,756.78,227.16,114.36,0.0,44.21,202.63,23.19,243.25,1.0,1.99,27.4,37.97,25.42,63.31,26.56,12.39,21-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Nov-2018 - 00:00,3.12,4.72,1.98,5.28,756.77,203.96,78.77,0.0,44.71,197.73,23.04,238.43,0.94,2.11,24.5,31.61,23.58,54.9,36.94,12.11,22-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Nov-2018 - 00:00,2.67,3.68,1.39,3.84,756.76,188.84,84.36,0.0,49.18,195.61,22.99,266.78,1.06,1.14,20.17,22.29,19.62,41.9,36.62,11.29,23-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Nov-2018 - 00:00,3.38,5.24,2.46,5.75,756.67,174.54,72.36,0.0,36.6,183.98,22.6,244.11,0.99,1.72,20.53,33.97,18.27,51.67,23.34,9.58,24-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Nov-2018 - 00:00,2.54,3.77,1.55,4.0,756.75,201.08,73.51,0.0,36.96,194.78,22.08,245.56,0.95,1.61,21.38,22.42,17.2,39.48,48.74,11.72,25-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Nov-2018 - 00:00,2.74,3.62,1.48,4.01,756.79,194.92,51.18,0.0,41.32,197.77,20.96,249.17,1.0,1.63,23.53,27.07,17.81,44.82,35.0,11.71,26-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Nov-2018 - 00:00,3.88,5.64,2.7,6.56,756.73,221.75,91.42,0.0,44.45,189.76,20.17,259.07,1.08,1.76,24.06,34.65,20.52,55.06,24.31,14.74,27-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Nov-2018 - 00:00,3.46,5.08,2.29,5.76,756.72,200.46,67.86,0.0,44.3,187.51,19.68,232.99,1.01,1.97,23.8,32.15,20.29,52.58,23.66,13.56,28-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Nov-2018 - 00:00,3.93,5.39,3.05,6.32,762.02,225.49,72.34,0.0,49.45,184.04,19.7,242.36,1.01,1.85,24.29,27.37,23.49,50.86,28.93,14.26,29-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Nov-2018 - 00:00,3.22,4.16,1.79,4.86,766.75,205.85,82.6,0.0,52.87,194.95,19.14,253.49,0.92,1.72,31.03,22.52,9.58,57.86,39.34,8.32,30-Nov-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Nov-2018 - 00:00,3.49,5.0,2.17,5.75,766.78,220.31,87.77,0.0,52.07,175.11,18.95,234.77,0.99,1.71,34.15,24.41,53.57,78.13,30.87,6.9,01-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Dec-2018 - 00:00,3.56,4.68,2.23,5.62,766.69,196.72,67.93,0.0,49.92,147.07,17.98,264.17,1.0,1.66,31.43,24.27,43.36,67.63,28.08,6.92,02-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Dec-2018 - 00:00,3.33,4.06,1.79,4.96,766.71,142.59,53.58,0.0,49.83,149.08,17.31,241.08,0.97,2.03,29.65,24.88,40.33,65.15,35.44,7.86,03-Dec-2018 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
