from date,Ozone,NO,NO2,NOx,SO2,Benzene,Xylene,Toluene,WS,RH,WD,SR,PM2.5,PM10,Temp,RF,AP,CO,to date,station
01-Jan-2018 - 00:00,0.0,0.0,0.0,27.43,0.0,0.0,,0.0,0.0,925.38,53.04,0.0,0.0,0.0,31.85,0.12,22.75,1.21,02-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
02-Jan-2018 - 00:00,0.0,0.0,0.0,30.94,0.0,0.0,,0.0,0.0,896.95,39.64,0.0,0.0,0.0,34.09,0.26,55.2,1.54,03-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
03-Jan-2018 - 00:00,0.0,0.0,0.0,30.09,0.0,0.0,,0.0,0.0,921.44,48.39,0.0,0.0,0.0,32.48,0.25,62.67,1.5,04-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
04-Jan-2018 - 00:00,0.0,0.0,0.0,33.36,0.0,0.0,,0.0,0.0,878.13,24.09,0.0,0.0,0.0,32.66,0.37,63.87,1.76,05-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
05-Jan-2018 - 00:00,0.0,0.0,0.0,26.44,0.0,0.0,,0.0,0.0,900.21,25.44,0.0,0.0,0.0,34.05,0.19,44.76,1.4,06-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
06-Jan-2018 - 00:00,0.0,0.0,0.0,27.33,0.0,0.0,,0.0,0.0,791.93,27.72,0.0,0.0,0.0,18.61,0.09,41.68,1.16,07-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
07-Jan-2018 - 00:00,0.0,0.0,0.0,28.04,0.0,0.0,,0.0,0.0,947.85,47.97,0.0,0.0,0.0,32.9,0.07,46.26,1.08,08-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
08-Jan-2018 - 00:00,0.0,0.0,0.0,29.68,0.0,0.0,,0.0,0.0,948.26,44.21,0.0,0.0,0.0,35.03,0.15,72.7,1.29,09-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
09-Jan-2018 - 00:00,0.0,0.0,0.0,30.62,0.0,0.0,,0.0,0.0,947.53,44.54,0.0,0.0,0.0,33.75,0.19,94.92,1.39,10-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
10-Jan-2018 - 00:00,0.0,0.0,0.0,35.06,0.0,0.0,,0.0,0.0,944.97,39.24,0.0,0.0,0.0,29.02,0.35,124.89,1.76,11-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
11-Jan-2018 - 00:00,0.0,0.0,0.0,36.01,0.0,0.0,,0.0,0.0,941.24,36.98,0.0,0.0,83.33,33.41,0.4,85.35,1.85,12-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
12-Jan-2018 - 00:00,0.0,0.0,0.0,30.93,0.0,0.0,,0.0,0.0,913.3,38.36,0.0,0.0,0.0,28.49,0.28,91.69,1.6,13-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
13-Jan-2018 - 00:00,0.0,0.0,0.0,30.25,0.0,0.0,,0.0,0.0,796.91,19.66,0.0,0.0,0.0,18.0,0.28,83.04,1.55,14-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
14-Jan-2018 - 00:00,0.0,0.0,0.0,30.95,0.0,0.0,,0.0,0.0,949.4,1.28,0.0,0.0,0.0,31.2,0.18,36.47,1.38,15-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
15-Jan-2018 - 00:00,0.0,0.0,0.0,32.37,0.0,0.0,,0.0,0.0,949.46,28.32,0.0,0.0,0.0,29.63,0.23,56.12,1.48,16-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
16-Jan-2018 - 00:00,0.0,0.0,0.0,29.64,0.0,0.0,,0.0,0.0,948.31,39.87,0.0,0.0,0.0,27.17,0.15,59.32,1.27,17-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
17-Jan-2018 - 00:00,0.0,0.0,0.0,31.63,0.0,0.0,,0.0,0.0,948.15,61.39,0.0,0.0,0.0,24.19,0.1,44.25,1.16,18-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
18-Jan-2018 - 00:00,0.0,0.0,0.0,34.04,0.0,0.0,,0.0,0.0,948.94,66.25,0.0,0.0,0.0,18.39,0.2,80.72,1.35,19-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
19-Jan-2018 - 00:00,0.0,0.0,0.0,33.19,0.0,0.0,,0.0,0.0,911.09,60.12,0.0,0.0,0.0,19.21,0.19,85.15,1.35,20-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
20-Jan-2018 - 00:00,0.0,0.0,0.0,29.9,0.0,0.0,,0.0,0.0,526.07,64.56,0.0,0.0,0.0,0.0,0.17,74.22,1.28,21-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
21-Jan-2018 - 00:00,0.0,0.0,0.0,31.07,0.0,0.0,,0.0,0.0,946.75,67.21,0.0,0.0,0.0,21.4,0.13,77.89,1.21,22-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
22-Jan-2018 - 00:00,0.0,0.0,0.0,29.55,0.0,0.0,,0.0,0.0,946.02,53.96,0.0,0.0,0.0,26.77,0.09,42.0,1.18,23-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
23-Jan-2018 - 00:00,0.0,0.0,0.0,29.28,0.0,0.0,,0.0,0.0,938.8,72.68,0.0,0.0,0.0,30.06,0.04,14.16,1.02,24-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
24-Jan-2018 - 00:00,0.0,0.0,0.0,32.09,0.0,0.0,,0.0,0.0,946.83,70.94,0.0,0.0,0.0,33.47,0.14,71.89,1.3,25-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
25-Jan-2018 - 00:00,0.0,0.0,0.0,30.43,0.0,0.0,,0.0,0.0,936.15,72.22,0.0,0.0,0.0,27.98,0.15,51.74,1.34,26-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
26-Jan-2018 - 00:00,0.0,0.0,0.0,29.79,0.0,0.0,,0.0,0.0,871.18,75.41,0.0,0.0,0.0,25.37,0.14,64.4,1.3,27-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
27-Jan-2018 - 00:00,0.0,0.0,0.0,28.29,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,57.07,1.27,28-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
28-Jan-2018 - 00:00,0.0,0.0,0.0,26.66,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,49.39,1.31,29-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
29-Jan-2018 - 00:00,0.0,0.0,0.0,26.16,0.0,0.0,,0.0,0.0,79.2,0.0,0.0,0.0,0.0,1.53,0.28,74.21,1.67,30-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
30-Jan-2018 - 00:00,0.0,0.0,0.0,30.35,0.0,0.0,145.6,0.0,0.0,768.78,52.06,0.0,0.0,0.0,21.19,0.38,88.06,1.81,31-Jan-2018 - 00:00,"Karve Road, Pune - MPCB"
31-Jan-2018 - 00:00,0.0,0.0,0.0,33.39,0.0,0.0,70.27,0.0,0.0,950.16,78.46,0.0,0.0,0.0,19.23,0.29,85.61,1.56,01-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
01-Feb-2018 - 00:00,0.0,0.0,0.0,34.83,0.0,0.0,70.89,0.0,0.0,441.61,5.63,0.0,0.0,0.0,14.09,0.29,73.15,1.56,02-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
02-Feb-2018 - 00:00,0.0,0.0,0.0,53.55,0.0,0.0,53.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,52.84,1.41,03-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
03-Feb-2018 - 00:00,0.0,0.0,0.0,49.69,0.0,0.0,,0.0,0.0,11.17,4.5,0.0,0.0,0.0,0.0,0.23,62.98,1.43,04-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
04-Feb-2018 - 00:00,0.0,0.0,0.0,26.66,0.0,0.0,,0.0,0.0,354.99,30.83,0.0,0.0,0.0,0.08,0.12,58.23,1.21,05-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
05-Feb-2018 - 00:00,0.0,0.0,0.0,29.29,0.0,0.0,,0.0,0.0,38.21,0.0,0.0,0.0,0.0,2.73,0.17,81.57,1.33,06-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
06-Feb-2018 - 00:00,0.0,0.0,0.0,31.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,92.79,1.46,07-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
07-Feb-2018 - 00:00,0.0,0.0,0.0,26.45,0.0,0.0,,0.0,0.0,50.04,0.0,0.0,0.0,0.0,0.0,0.11,33.05,1.23,08-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
08-Feb-2018 - 00:00,0.0,0.0,0.0,26.12,0.0,0.0,,0.0,0.0,573.19,13.6,0.0,0.0,58.54,9.24,0.06,14.11,1.05,09-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
09-Feb-2018 - 00:00,0.0,0.0,0.0,25.31,0.0,0.0,125.56,0.0,0.0,948.35,75.25,0.0,0.0,0.0,22.39,0.05,19.32,0.99,10-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
10-Feb-2018 - 00:00,0.0,0.0,0.0,29.8,0.0,0.0,179.25,0.0,0.0,394.03,19.41,0.0,0.0,13.89,0.0,0.13,63.72,1.3,11-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
11-Feb-2018 - 00:00,0.0,0.0,0.0,24.77,0.0,0.0,,0.0,0.0,948.54,79.88,0.0,0.0,81.94,13.04,0.06,29.43,1.0,12-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
12-Feb-2018 - 00:00,0.0,0.0,0.0,26.06,0.0,0.0,,0.0,0.0,950.67,80.55,0.0,0.0,0.0,20.9,0.04,39.89,1.02,13-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
13-Feb-2018 - 00:00,0.0,0.0,0.0,27.22,0.0,0.0,,0.0,0.0,952.15,89.26,0.0,0.0,0.0,23.99,0.09,47.53,1.12,14-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
14-Feb-2018 - 00:00,0.0,0.0,0.0,29.19,0.0,0.0,,0.0,0.0,952.77,72.29,0.0,0.0,0.0,15.07,0.15,89.8,1.32,15-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
15-Feb-2018 - 00:00,0.0,0.0,0.0,30.06,0.0,0.0,,0.0,0.0,912.95,73.69,0.0,0.0,0.0,21.87,0.16,109.41,1.39,16-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
16-Feb-2018 - 00:00,0.0,0.0,0.0,27.61,0.0,0.0,,0.0,0.0,952.37,68.73,0.0,0.0,0.0,20.7,0.17,66.25,1.34,17-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
17-Feb-2018 - 00:00,0.0,0.0,0.0,25.62,0.0,0.0,,0.0,0.0,899.6,80.67,0.0,0.0,0.0,16.87,0.09,38.11,1.2,18-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
18-Feb-2018 - 00:00,0.0,0.0,0.0,24.85,0.0,0.0,,0.0,0.0,947.17,81.31,0.0,0.0,0.0,19.42,0.09,49.08,1.14,19-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
19-Feb-2018 - 00:00,0.0,0.0,0.0,24.52,0.0,0.0,,0.0,0.0,947.22,68.84,0.0,0.0,0.0,8.78,0.1,51.0,1.2,20-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
20-Feb-2018 - 00:00,0.0,0.0,0.0,28.34,0.0,0.0,,0.0,0.0,947.47,77.4,0.0,0.0,0.0,6.56,0.18,60.85,1.41,21-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
21-Feb-2018 - 00:00,0.0,0.0,0.0,29.35,0.0,0.0,,0.0,0.0,890.07,72.86,0.0,0.0,20.83,9.06,0.21,59.57,1.43,22-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
22-Feb-2018 - 00:00,0.0,0.0,0.0,24.28,0.0,0.0,,0.0,0.0,886.25,68.25,0.0,0.0,0.0,8.28,0.09,46.93,1.19,23-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
23-Feb-2018 - 00:00,0.0,0.0,0.0,24.06,0.0,0.0,,0.0,0.0,914.95,62.21,0.0,0.0,0.0,7.66,0.07,38.57,1.22,24-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
24-Feb-2018 - 00:00,0.0,0.0,0.0,25.09,0.0,0.0,,0.0,0.0,919.98,48.8,0.0,0.0,77.78,15.18,0.09,65.84,1.24,25-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
25-Feb-2018 - 00:00,0.0,0.0,0.0,27.28,0.0,0.0,,0.0,0.0,109.05,0.0,0.0,0.0,0.0,1.44,0.14,85.98,1.24,26-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
26-Feb-2018 - 00:00,0.0,0.0,0.0,26.04,0.0,0.0,,0.0,0.0,397.4,70.46,0.0,0.0,56.94,0.0,0.16,86.24,1.26,27-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
27-Feb-2018 - 00:00,0.0,0.0,0.0,23.04,0.0,0.0,,0.0,0.0,700.42,64.7,0.0,0.0,0.0,0.0,0.25,87.44,1.51,28-Feb-2018 - 00:00,"Karve Road, Pune - MPCB"
28-Feb-2018 - 00:00,0.0,0.0,0.0,37.18,0.0,0.0,,0.0,0.0,708.66,64.33,0.0,0.0,0.0,0.0,0.14,85.77,1.28,01-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
01-Mar-2018 - 00:00,0.0,0.0,0.0,42.12,0.42,0.0,,0.0,0.0,812.16,36.02,0.0,0.0,0.0,0.0,0.12,58.51,1.25,02-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
02-Mar-2018 - 00:00,0.0,0.0,0.0,39.65,0.0,0.0,,0.0,0.0,511.31,36.05,0.0,0.0,0.0,0.0,0.12,52.43,1.22,03-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
03-Mar-2018 - 00:00,0.0,0.0,0.0,47.32,4.72,0.0,,0.0,0.0,285.25,71.02,0.0,0.0,0.0,0.0,0.07,51.1,1.08,04-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
04-Mar-2018 - 00:00,0.0,0.0,0.0,38.47,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,47.37,1.01,05-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
05-Mar-2018 - 00:00,0.0,0.0,0.0,37.12,0.0,0.0,,0.0,0.0,494.89,51.43,0.0,0.0,0.0,0.0,0.1,50.89,1.24,06-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
06-Mar-2018 - 00:00,0.0,0.0,0.0,33.44,0.0,0.0,,0.0,0.0,534.34,53.44,0.0,0.0,0.0,4.56,0.19,85.44,1.38,07-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
07-Mar-2018 - 00:00,0.0,0.0,0.0,43.99,0.0,0.0,,0.0,0.0,776.99,55.62,0.0,0.0,0.0,3.68,0.0,26.62,1.07,08-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
08-Mar-2018 - 00:00,0.0,0.0,0.0,37.52,0.0,0.0,,0.0,0.0,729.79,68.74,0.0,0.0,0.0,13.47,0.0,52.16,1.05,09-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
09-Mar-2018 - 00:00,0.0,0.0,0.0,42.52,0.0,0.0,,0.0,0.0,704.42,45.23,0.0,0.0,0.0,16.79,0.0,61.35,1.23,10-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
10-Mar-2018 - 00:00,0.0,0.0,0.0,46.84,0.0,0.0,,0.0,0.0,684.3,57.57,0.0,0.0,0.0,1.52,0.05,34.17,1.14,11-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
11-Mar-2018 - 00:00,0.0,0.0,0.0,42.85,0.0,0.0,,0.0,0.0,697.87,71.87,0.0,0.0,0.0,1.02,0.06,37.54,1.12,12-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
12-Mar-2018 - 00:00,0.0,0.0,0.0,35.6,0.0,0.0,,0.0,0.0,947.76,72.16,0.0,0.0,0.0,0.0,0.15,86.64,1.3,13-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
13-Mar-2018 - 00:00,0.0,0.0,0.0,46.98,0.29,0.0,,0.0,0.0,947.26,55.72,0.0,0.0,0.0,0.0,0.09,49.83,0.98,14-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
14-Mar-2018 - 00:00,0.0,0.0,0.0,47.18,0.28,0.0,,0.0,0.0,945.86,51.59,0.0,0.0,0.0,0.0,0.08,60.15,1.02,15-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
15-Mar-2018 - 00:00,0.0,0.0,0.0,30.32,0.0,0.0,,0.0,0.0,946.79,5.08,0.0,0.0,0.0,0.0,0.1,81.45,1.08,16-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
16-Mar-2018 - 00:00,0.0,0.0,0.0,34.52,0.0,0.0,,0.0,0.0,946.76,7.33,0.0,0.0,0.0,0.0,0.06,118.02,1.01,17-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
17-Mar-2018 - 00:00,0.0,0.0,0.0,36.78,0.0,0.0,,0.0,0.0,946.42,77.13,0.0,0.0,0.0,5.03,0.09,114.99,1.07,18-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
18-Mar-2018 - 00:00,0.0,0.0,0.0,39.02,0.0,0.0,,0.0,0.0,945.74,28.01,0.0,0.0,0.0,21.5,0.04,66.17,0.95,19-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
19-Mar-2018 - 00:00,0.0,0.0,0.0,42.72,0.0,0.0,,0.0,0.0,947.94,97.2,0.0,0.0,0.0,24.99,0.04,33.1,0.91,20-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
20-Mar-2018 - 00:00,0.0,0.0,0.0,42.58,0.0,0.0,,0.0,0.0,947.53,105.76,0.0,0.0,0.0,16.1,0.04,41.82,0.91,21-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
21-Mar-2018 - 00:00,0.0,0.0,0.0,42.29,0.0,0.0,,0.0,0.0,946.9,111.94,0.0,0.0,0.0,0.0,0.03,26.42,0.88,22-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
22-Mar-2018 - 00:00,0.0,0.0,0.0,43.45,0.0,0.0,,0.0,0.0,946.35,119.19,0.0,0.0,0.0,7.47,0.03,34.78,0.88,23-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
23-Mar-2018 - 00:00,0.0,0.0,0.0,45.02,0.0,0.0,,0.0,0.0,946.17,116.4,0.0,0.0,0.0,1.13,0.04,34.61,0.92,24-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
24-Mar-2018 - 00:00,0.0,0.0,0.0,38.45,0.0,0.0,,0.0,0.0,859.76,103.13,0.0,0.0,0.0,16.03,0.07,55.39,1.07,25-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
25-Mar-2018 - 00:00,0.0,0.0,0.0,37.42,0.0,0.0,,0.0,0.0,948.76,101.63,0.0,0.0,0.0,0.0,0.24,75.57,1.45,26-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
26-Mar-2018 - 00:00,0.0,0.0,0.0,37.26,0.0,0.0,,0.0,0.0,948.6,87.73,0.0,0.0,0.0,0.0,0.16,79.13,1.23,27-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
27-Mar-2018 - 00:00,0.0,0.0,0.0,50.87,2.12,0.0,,0.0,0.0,947.0,94.85,0.0,0.0,0.0,11.97,0.05,36.75,0.97,28-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
28-Mar-2018 - 00:00,0.0,0.0,0.0,46.91,0.0,0.0,,0.0,0.0,946.41,107.64,0.0,0.0,0.0,23.0,0.03,26.66,0.89,29-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
29-Mar-2018 - 00:00,0.0,0.0,0.0,32.82,0.0,0.0,,0.0,0.0,666.32,72.87,0.0,0.0,46.53,18.53,0.03,32.31,0.87,30-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
30-Mar-2018 - 00:00,0.0,0.0,0.0,32.36,0.0,0.0,,0.0,0.0,915.41,113.05,0.0,0.0,0.0,0.0,0.03,30.9,0.87,31-Mar-2018 - 00:00,"Karve Road, Pune - MPCB"
31-Mar-2018 - 00:00,0.0,0.0,0.0,32.65,0.0,0.0,,0.0,0.41,938.99,107.55,0.0,0.0,82.16,12.18,0.02,26.04,0.85,01-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
01-Apr-2018 - 00:00,0.0,0.0,0.0,36.93,0.0,0.0,,0.0,0.71,944.82,113.51,0.0,0.0,0.0,4.93,0.03,47.41,0.89,02-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
02-Apr-2018 - 00:00,0.0,0.0,0.0,35.05,0.0,0.0,,0.0,0.73,935.06,104.93,0.0,0.0,0.0,2.4,0.04,63.11,0.98,03-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
03-Apr-2018 - 00:00,0.0,0.0,0.0,32.81,0.0,0.0,,0.0,0.68,945.49,97.04,0.0,0.0,0.0,0.0,0.05,57.01,1.03,04-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
04-Apr-2018 - 00:00,0.0,0.0,0.0,32.72,0.0,0.0,,0.0,0.55,943.3,97.15,0.0,0.0,0.0,6.91,0.07,68.72,1.08,05-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
05-Apr-2018 - 00:00,0.0,0.0,0.0,34.91,0.0,0.0,340.31,0.0,0.81,794.82,94.58,0.0,0.0,166.94,3.14,0.04,44.09,0.95,06-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
06-Apr-2018 - 00:00,0.0,0.0,0.0,32.67,0.0,0.0,0.0,0.0,0.58,477.97,29.6,0.0,0.0,0.0,0.0,0.04,29.86,0.96,07-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
07-Apr-2018 - 00:00,0.0,0.0,0.0,33.35,0.0,0.0,75.0,0.0,0.66,679.3,55.45,0.0,0.0,0.0,0.0,0.04,51.55,0.98,08-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
08-Apr-2018 - 00:00,0.0,0.0,0.0,34.11,0.0,0.0,0.0,0.0,0.66,645.56,45.94,0.0,0.0,0.0,0.0,0.04,58.72,0.99,09-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
09-Apr-2018 - 00:00,0.0,0.0,0.0,35.35,0.0,0.0,0.0,0.0,0.64,621.91,51.06,0.0,0.0,0.0,0.0,0.05,59.76,1.03,10-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
10-Apr-2018 - 00:00,0.0,0.0,0.0,35.3,0.0,0.0,0.0,0.0,0.6,584.44,36.78,0.0,0.0,0.0,0.0,0.04,47.85,1.0,11-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
11-Apr-2018 - 00:00,0.0,0.0,0.0,32.08,0.0,0.0,0.0,0.0,0.7,604.36,86.0,0.0,0.0,0.0,0.0,0.04,56.61,1.01,12-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
12-Apr-2018 - 00:00,0.0,0.0,0.0,29.77,0.0,0.0,0.0,0.0,0.65,430.17,7.68,0.0,0.0,0.0,0.3,0.03,35.87,0.89,13-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
13-Apr-2018 - 00:00,0.0,0.0,0.0,31.78,0.56,0.0,0.0,0.0,0.62,435.6,83.29,0.0,0.0,0.0,0.0,0.04,47.77,0.92,14-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
14-Apr-2018 - 00:00,0.0,0.0,0.0,28.35,0.0,0.0,0.0,0.0,0.73,839.14,89.03,0.0,0.0,0.0,0.0,0.03,32.56,0.88,15-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
15-Apr-2018 - 00:00,0.0,0.0,0.0,32.29,0.0,0.0,0.0,0.0,0.78,876.87,63.04,0.0,0.0,0.0,0.0,0.03,48.17,0.87,16-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
16-Apr-2018 - 00:00,0.0,0.0,0.0,29.89,0.0,0.0,0.0,0.0,0.66,856.68,89.75,0.0,0.0,0.0,8.43,0.03,63.55,0.94,17-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
17-Apr-2018 - 00:00,0.0,0.0,0.0,33.71,0.0,0.0,0.0,0.0,0.72,771.78,62.52,0.0,0.0,0.0,17.11,0.05,61.45,0.97,18-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
18-Apr-2018 - 00:00,0.0,0.0,0.0,29.97,0.0,0.0,11.35,0.0,0.74,506.06,74.97,0.0,0.0,11.35,2.3,0.03,31.09,0.92,19-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
19-Apr-2018 - 00:00,0.0,0.0,0.0,32.03,0.0,0.0,0.0,0.0,0.89,908.6,112.88,0.0,0.0,0.0,18.78,0.04,19.94,0.93,20-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
20-Apr-2018 - 00:00,0.0,0.0,0.0,30.05,0.0,0.0,0.0,0.0,1.2,944.57,130.67,0.0,0.0,0.0,0.0,0.02,17.98,0.89,21-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
21-Apr-2018 - 00:00,0.0,0.0,0.0,29.62,0.0,0.0,0.0,0.0,0.89,692.36,100.36,0.0,0.0,0.0,9.22,0.03,27.44,0.86,22-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
22-Apr-2018 - 00:00,0.0,0.0,0.0,32.74,0.0,0.0,0.0,0.0,0.71,130.57,0.0,0.0,0.0,0.0,0.0,0.03,40.77,0.91,23-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
23-Apr-2018 - 00:00,0.0,0.0,0.0,31.42,0.0,0.0,0.0,0.0,0.69,452.13,76.58,0.0,0.0,0.0,0.0,0.03,46.56,0.96,24-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
24-Apr-2018 - 00:00,0.0,0.0,0.0,31.83,0.0,0.0,0.0,0.0,0.75,561.38,41.44,0.0,0.0,0.0,3.47,0.03,36.0,0.91,25-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
25-Apr-2018 - 00:00,0.0,0.0,0.0,34.18,0.0,0.0,0.0,0.0,0.81,482.52,82.95,0.0,0.0,0.0,0.0,0.03,22.43,0.92,26-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
26-Apr-2018 - 00:00,0.0,0.0,0.0,33.19,0.0,0.0,128.58,0.0,0.76,634.67,69.19,0.0,0.0,0.0,0.0,0.03,37.71,0.96,27-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
27-Apr-2018 - 00:00,0.0,0.0,0.0,35.54,0.0,0.0,,0.0,0.8,553.87,124.34,0.0,0.0,0.0,0.0,0.03,54.06,1.0,28-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
28-Apr-2018 - 00:00,0.0,0.0,0.0,41.16,0.0,0.0,,0.0,0.68,773.76,41.36,0.0,0.0,0.0,5.15,0.03,51.46,0.98,29-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
29-Apr-2018 - 00:00,0.0,0.0,0.0,41.34,0.0,0.0,,0.0,1.03,738.35,79.85,0.0,0.0,0.0,1.12,0.02,18.33,0.89,30-Apr-2018 - 00:00,"Karve Road, Pune - MPCB"
