from date,PM2.5,BP,Temp,SR,RH,RF,WS,WD,PM10,VWS,SO2,NO,NOx,NO2,CO,Benzene,Toluene,MP-Xylene,Xylene,Eth-Benzene,Ozone,to date,station
12-Aug-2018 - 00:00,9.74,760.35,27.53,80.07,86.65,0.0,0.19,282.84,42.4,0.5,11.93,12.36,33.03,20.66,1.23,0.3,,,,,38.68,13-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
13-Aug-2018 - 00:00,13.6,759.48,27.61,59.41,86.44,0.01,0.19,265.6,45.7,0.51,9.21,13.42,31.28,17.87,1.13,0.39,,,,,38.27,14-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
14-Aug-2018 - 00:00,408.07,760.37,28.74,120.15,84.31,0.0,0.09,240.21,65.79,0.49,11.91,15.4,36.39,21.0,0.92,0.32,,,,,39.29,15-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
15-Aug-2018 - 00:00,26.5,760.52,27.92,75.25,86.74,0.0,0.07,232.85,89.27,0.48,14.35,16.17,38.0,21.82,1.12,0.3,,,,,44.35,16-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
16-Aug-2018 - 00:00,26.78,760.09,27.78,46.87,87.68,0.0,0.08,190.43,92.6,0.43,11.47,15.75,38.01,22.26,1.1,0.44,,,,,41.48,17-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
17-Aug-2018 - 00:00,23.47,759.51,27.62,67.64,87.88,0.01,0.13,287.02,74.1,0.46,11.62,14.57,36.01,21.44,1.09,0.36,,,,,41.2,18-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
18-Aug-2018 - 00:00,24.24,760.55,27.35,85.35,88.93,0.02,0.14,278.62,73.67,0.52,14.03,16.38,39.81,23.43,1.06,0.32,,,,,41.49,19-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
19-Aug-2018 - 00:00,22.93,761.35,27.78,141.88,87.69,0.01,0.1,238.54,83.64,0.45,11.74,15.59,34.9,19.3,1.02,0.33,,,,,44.07,20-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
20-Aug-2018 - 00:00,27.03,761.59,27.09,67.91,89.97,0.03,0.09,261.37,76.0,0.47,11.96,17.63,38.37,20.74,0.99,0.32,,,,,37.32,21-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
21-Aug-2018 - 00:00,30.38,761.52,26.67,49.71,91.83,0.01,0.12,274.49,68.94,0.5,13.63,18.64,43.5,24.85,1.03,0.34,,,,,46.84,22-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
22-Aug-2018 - 00:00,25.93,762.38,27.08,90.57,91.06,0.03,0.1,248.07,62.3,0.5,15.86,14.18,36.38,22.2,1.03,0.37,,,,,47.25,23-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
23-Aug-2018 - 00:00,22.73,763.35,27.72,144.71,87.44,0.01,0.12,278.63,61.65,0.52,15.03,16.75,43.72,26.96,1.01,0.26,,,,,45.17,24-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
24-Aug-2018 - 00:00,18.9,763.25,27.86,153.59,85.48,0.0,0.11,268.11,54.49,0.51,11.95,14.79,41.9,27.15,1.19,0.25,,,,,48.54,25-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
25-Aug-2018 - 00:00,25.16,762.64,27.82,116.88,84.92,0.01,0.15,274.99,54.75,0.53,14.99,14.0,39.85,25.84,1.33,0.29,,,,,49.41,26-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
26-Aug-2018 - 00:00,23.81,761.41,27.19,120.51,88.41,0.01,0.15,269.46,53.56,0.5,14.8,14.57,39.42,24.84,1.36,0.49,,,,,55.51,27-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
27-Aug-2018 - 00:00,27.42,761.42,27.67,120.76,85.45,0.0,0.11,245.48,69.03,0.56,14.01,40.16,71.48,31.31,1.46,0.55,,,,,50.48,28-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
28-Aug-2018 - 00:00,30.34,761.69,27.63,97.53,83.84,0.0,0.04,221.15,74.33,0.57,9.34,18.81,51.68,32.86,1.37,0.32,,,,,54.49,29-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
29-Aug-2018 - 00:00,28.45,762.85,28.79,150.57,81.78,0.0,0.07,219.31,70.22,0.5,7.7,10.58,42.93,32.34,1.3,0.3,,,,,45.52,30-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
30-Aug-2018 - 00:00,26.29,763.11,28.89,160.2,79.86,0.0,0.05,216.01,67.85,0.42,11.23,9.1,40.32,31.21,1.29,0.46,,,,,46.89,31-Aug-2018 - 00:00,"Bandra, Mumbai - MPCB"
31-Aug-2018 - 00:00,25.57,763.47,28.71,177.46,80.42,0.0,0.1,225.5,60.85,0.43,11.43,12.34,41.79,29.44,1.31,0.34,,,,,47.94,01-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
01-Sep-2018 - 00:00,28.12,763.78,28.69,166.22,81.46,0.03,0.11,250.77,72.15,0.46,13.6,14.63,42.07,27.43,1.31,0.29,,,,,45.21,02-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
02-Sep-2018 - 00:00,24.08,763.97,27.82,112.48,84.36,0.0,0.13,271.82,56.22,0.5,12.48,13.6,39.65,26.03,1.33,0.41,,,,,48.04,03-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
03-Sep-2018 - 00:00,26.64,763.99,28.38,139.01,81.31,0.01,0.11,277.72,57.13,0.5,15.62,15.06,37.88,22.81,1.3,0.28,,,,,49.08,04-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
04-Sep-2018 - 00:00,23.42,764.81,28.83,155.64,78.87,0.0,0.09,254.38,55.12,0.49,14.71,17.53,38.82,21.29,1.31,0.41,,,,,42.68,05-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
05-Sep-2018 - 00:00,22.38,764.52,28.79,180.22,78.7,0.0,0.05,205.57,55.23,0.44,14.22,12.98,37.34,24.45,1.21,0.37,,,,,47.23,06-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
06-Sep-2018 - 00:00,25.8,763.66,29.24,205.09,74.74,0.0,0.05,207.8,61.97,0.46,13.58,10.16,36.41,26.92,0.98,0.28,,,,,43.13,07-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
07-Sep-2018 - 00:00,27.41,763.47,28.58,149.52,75.2,0.0,0.05,263.42,67.75,0.48,15.18,14.61,46.15,31.55,0.97,0.43,,,,,39.23,08-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
08-Sep-2018 - 00:00,26.3,763.52,28.91,207.61,73.41,0.0,0.08,247.17,64.3,0.53,15.76,12.99,43.22,30.23,0.99,0.37,,,,,42.81,09-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
09-Sep-2018 - 00:00,24.43,764.31,28.38,165.84,76.56,0.0,0.12,260.74,66.9,0.54,16.28,18.83,49.77,30.96,1.1,0.97,,,,,39.14,10-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
10-Sep-2018 - 00:00,21.74,766.15,28.66,154.51,75.67,0.0,0.06,230.44,62.67,0.58,12.44,49.58,74.58,26.21,1.28,1.28,,,,,24.82,11-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
11-Sep-2018 - 00:00,26.71,766.54,28.87,191.5,74.93,0.0,0.06,185.87,72.69,0.51,13.74,52.19,75.14,23.08,1.55,1.02,,,,,22.41,12-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
12-Sep-2018 - 00:00,21.79,765.4,28.83,197.65,73.63,0.0,0.05,179.55,53.25,0.47,12.04,31.87,53.36,21.48,1.41,0.75,,,,,23.66,13-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
13-Sep-2018 - 00:00,18.98,764.45,28.18,168.75,78.12,0.0,0.11,259.02,47.86,0.58,17.65,35.04,56.26,21.21,1.44,0.84,,,,,25.71,14-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
14-Sep-2018 - 00:00,24.45,764.75,27.58,82.05,82.81,0.0,0.07,175.05,61.48,0.57,18.39,38.86,61.93,23.12,1.63,1.1,,,,,27.44,15-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
15-Sep-2018 - 00:00,21.56,765.27,28.92,182.7,80.65,0.0,0.12,226.69,64.94,0.59,17.66,30.25,55.03,24.77,1.73,1.9,,,,,30.54,16-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
16-Sep-2018 - 00:00,25.26,764.46,28.3,116.79,83.49,0.0,0.13,140.46,76.02,0.58,16.74,29.29,54.9,25.62,1.75,1.43,,,,,33.96,17-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
17-Sep-2018 - 00:00,20.73,763.75,28.99,193.94,76.74,0.0,0.07,123.25,67.42,0.54,12.96,27.55,49.25,21.68,1.61,0.89,,,,,29.64,18-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
18-Sep-2018 - 00:00,25.61,763.98,29.21,181.78,74.49,0.01,0.07,202.55,79.33,0.53,10.67,30.19,52.91,22.75,1.58,0.79,,,,,31.02,19-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
19-Sep-2018 - 00:00,18.03,764.14,27.42,72.16,82.51,0.01,0.09,155.53,55.7,0.55,10.43,20.57,44.16,23.61,1.4,0.56,,,,,28.36,20-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
20-Sep-2018 - 00:00,25.71,762.51,28.59,128.13,82.54,0.0,0.07,134.86,93.33,0.59,12.01,35.43,62.18,26.76,1.75,0.91,,,,,38.56,21-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
21-Sep-2018 - 00:00,42.4,761.49,29.22,149.2,81.62,0.0,0.08,180.87,111.21,0.54,14.24,36.12,63.62,27.51,1.86,1.33,,,,,43.83,22-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
22-Sep-2018 - 00:00,31.33,762.9,29.06,95.68,85.48,0.0,0.11,279.25,59.91,0.55,17.09,16.24,38.33,22.11,1.36,0.55,,,,,49.25,23-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
23-Sep-2018 - 00:00,36.01,765.49,29.31,161.25,81.33,0.0,0.16,256.35,66.46,0.54,18.74,22.99,48.2,25.21,1.49,0.57,,,,,45.75,24-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
24-Sep-2018 - 00:00,32.67,765.8,29.25,125.38,81.64,0.0,0.09,175.58,70.27,0.56,14.61,33.87,57.92,24.04,1.61,1.18,,,,,46.15,25-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
25-Sep-2018 - 00:00,34.21,765.46,29.37,182.82,77.44,0.0,0.07,84.8,77.37,0.54,14.21,25.77,50.66,25.08,1.55,0.62,,,,,36.49,26-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
26-Sep-2018 - 00:00,32.26,764.1,29.81,182.9,77.51,0.0,0.08,87.8,72.23,0.56,15.13,23.47,52.91,29.51,1.57,0.65,,,,,39.37,27-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
27-Sep-2018 - 00:00,37.63,763.78,29.95,131.1,79.48,0.0,0.09,127.02,77.48,0.53,13.68,40.83,73.78,33.18,1.6,0.93,,,,,48.78,28-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
28-Sep-2018 - 00:00,45.03,764.16,29.8,148.55,80.37,0.0,0.1,234.87,107.67,0.59,15.35,51.16,87.83,37.09,2.02,2.18,,,,,50.45,29-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
29-Sep-2018 - 00:00,44.66,764.73,29.74,91.71,79.64,0.0,0.1,142.18,115.73,0.64,17.19,41.39,73.27,31.87,1.96,1.4,,,,,49.06,30-Sep-2018 - 00:00,"Bandra, Mumbai - MPCB"
30-Sep-2018 - 00:00,56.2,764.14,32.12,158.73,69.99,0.0,0.1,137.93,145.57,0.63,20.81,44.88,77.34,32.47,2.33,1.64,,,,,55.92,01-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
01-Oct-2018 - 00:00,47.73,763.68,31.98,166.96,66.41,0.0,0.07,165.62,125.85,0.57,16.12,40.2,72.11,32.13,2.18,2.02,,,,,45.36,02-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
02-Oct-2018 - 00:00,48.91,764.18,31.77,153.97,67.35,0.0,0.08,202.32,114.54,0.58,15.12,43.59,80.5,36.92,1.98,1.47,,,,,49.35,03-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
03-Oct-2018 - 00:00,50.7,764.05,31.37,145.19,70.3,0.0,0.08,187.28,119.67,0.6,15.64,25.04,58.85,33.82,1.96,1.84,,,,,61.73,04-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
04-Oct-2018 - 00:00,43.75,764.16,31.24,143.98,67.58,0.0,0.13,174.66,102.32,0.59,18.53,23.65,53.37,29.71,2.09,1.6,,,,,46.97,05-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
05-Oct-2018 - 00:00,42.99,764.2,31.32,109.28,65.1,0.0,0.15,189.13,105.65,0.61,15.74,34.0,63.93,29.94,2.2,1.73,,,,,41.75,06-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
06-Oct-2018 - 00:00,47.43,764.38,32.3,164.25,61.25,0.0,0.16,138.28,119.75,0.55,16.98,39.16,68.67,29.5,2.06,1.5,,,,,41.98,07-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
07-Oct-2018 - 00:00,54.65,763.82,32.51,157.22,65.28,0.0,0.42,152.5,120.13,0.72,22.58,30.11,61.83,31.73,1.87,1.01,,,,,52.46,08-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
08-Oct-2018 - 00:00,48.52,763.64,31.77,141.57,75.57,0.0,0.1,196.4,103.96,0.59,20.45,24.71,55.59,30.87,1.76,2.09,,,,,64.77,09-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
09-Oct-2018 - 00:00,45.15,763.94,31.4,119.45,78.62,0.0,0.06,198.76,102.64,0.58,19.99,22.6,47.34,24.76,1.76,1.74,,,,,65.68,10-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
10-Oct-2018 - 00:00,41.94,763.88,30.88,121.65,79.79,0.0,0.05,136.56,98.22,0.54,18.45,32.47,58.43,27.41,1.68,0.95,,,,,59.96,11-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
11-Oct-2018 - 00:00,34.46,763.76,30.98,134.01,77.23,0.0,0.13,148.5,89.94,0.56,16.71,37.02,58.78,21.75,1.66,0.77,,,,,66.0,12-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
12-Oct-2018 - 00:00,45.52,764.0,31.44,136.4,75.29,0.0,0.1,176.25,121.64,0.6,17.3,35.49,66.67,31.47,1.77,0.95,,,,,66.54,13-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
13-Oct-2018 - 00:00,55.0,764.97,32.46,129.31,71.54,0.0,0.14,117.66,168.07,0.61,17.92,37.63,66.05,28.41,1.97,1.8,,,,,73.02,14-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
14-Oct-2018 - 00:00,47.5,765.77,31.68,135.88,65.62,0.0,0.14,119.65,165.11,0.56,18.98,43.11,73.21,30.1,2.16,2.45,,,,,49.72,15-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
15-Oct-2018 - 00:00,50.39,765.88,31.89,140.44,61.36,0.0,0.12,146.09,156.2,0.57,20.37,48.53,81.07,32.53,2.39,1.89,,,,,51.39,16-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
16-Oct-2018 - 00:00,54.02,766.05,31.77,141.34,60.38,0.0,0.15,153.02,157.79,0.75,20.11,48.23,81.55,33.31,2.35,2.26,,,,,52.53,17-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
17-Oct-2018 - 00:00,45.43,765.92,30.85,113.61,73.09,0.0,0.12,161.8,125.66,0.71,18.37,44.43,75.82,31.38,1.95,3.09,,,,,51.78,18-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
18-Oct-2018 - 00:00,25.62,765.82,29.94,102.99,74.82,0.0,0.11,173.05,71.26,0.72,19.85,42.3,71.15,28.85,1.66,2.69,,,,,58.51,19-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
19-Oct-2018 - 00:00,50.43,766.31,34.05,582.01,64.74,0.0,0.1,130.49,139.16,0.77,26.06,37.75,62.51,24.75,1.57,0.81,,,,,71.97,20-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
20-Oct-2018 - 00:00,48.11,766.22,32.9,179.65,68.49,0.0,0.15,167.02,120.56,0.69,16.52,31.56,57.32,25.74,1.6,0.86,,,,,39.64,21-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
21-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
22-Oct-2018 - 00:00,65.55,766.26,34.72,333.59,60.19,0.0,0.15,127.94,158.77,0.73,17.61,32.18,51.33,19.15,1.81,0.8,,,,,38.03,23-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
23-Oct-2018 - 00:00,32.0,766.05,34.52,243.81,42.58,0.0,0.13,139.32,89.01,0.74,18.72,34.11,52.58,18.47,1.77,0.84,,,,,24.09,24-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
24-Oct-2018 - 00:00,45.99,765.74,30.62,141.61,50.72,0.0,0.14,137.45,157.33,0.74,20.92,41.94,61.78,19.84,2.43,1.34,,,,,25.86,25-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
25-Oct-2018 - 00:00,55.9,766.42,29.97,91.3,59.9,0.0,0.12,95.95,180.63,0.72,21.99,49.1,68.88,19.77,2.77,1.62,,,,,26.19,26-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
26-Oct-2018 - 00:00,40.04,767.66,31.43,121.61,53.88,0.0,0.34,147.37,119.66,0.74,19.29,35.36,54.8,19.44,2.01,1.22,,,,,24.56,27-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
27-Oct-2018 - 00:00,54.42,767.61,31.81,156.75,53.4,0.0,0.22,174.9,172.38,0.72,21.81,41.6,63.13,21.52,2.64,2.39,,,,,27.4,28-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
28-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
29-Oct-2018 - 00:00,35.02,765.54,33.4,182.68,40.83,0.0,0.09,94.49,99.52,0.52,19.55,35.09,63.39,28.29,1.87,0.9,,,,,41.59,30-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
30-Oct-2018 - 00:00,35.89,765.65,30.64,138.03,43.13,0.0,0.09,149.24,108.33,0.49,17.97,46.27,82.2,36.18,1.84,1.02,,,,,31.67,31-Oct-2018 - 00:00,"Bandra, Mumbai - MPCB"
31-Oct-2018 - 00:00,41.96,765.66,30.36,135.15,48.5,0.0,0.09,152.07,111.85,0.46,16.51,40.67,81.63,40.94,1.97,0.96,,,,,38.2,01-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
01-Nov-2018 - 00:00,50.06,765.38,30.74,137.15,57.1,0.0,0.08,160.44,139.47,0.48,16.35,63.96,123.65,59.69,2.06,2.79,,,,,40.37,02-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
02-Nov-2018 - 00:00,42.06,764.99,31.51,141.05,56.64,0.0,0.11,152.94,121.95,0.56,18.89,63.26,122.5,59.22,2.04,2.31,,,,,44.09,03-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
03-Nov-2018 - 00:00,40.29,765.05,31.53,135.47,60.49,0.0,0.17,179.47,98.73,0.55,14.21,48.52,98.09,49.56,1.92,2.05,,,,,42.58,04-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
04-Nov-2018 - 00:00,37.11,765.7,31.76,113.92,66.93,0.0,0.07,111.42,78.18,0.53,13.1,27.8,58.09,30.28,1.71,1.89,,,,,55.63,05-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
05-Nov-2018 - 00:00,34.92,766.06,31.09,124.91,66.81,0.0,0.14,151.42,67.8,0.56,19.92,28.0,63.06,35.09,1.7,1.73,,,,,43.86,06-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
06-Nov-2018 - 00:00,65.15,766.34,31.86,118.62,66.58,0.0,0.08,123.95,152.62,0.6,28.31,51.17,92.3,41.13,2.14,2.5,,,,,47.34,07-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
07-Nov-2018 - 00:00,76.57,766.49,30.94,119.59,49.17,0.0,0.09,109.78,182.13,0.62,29.32,106.14,165.21,59.11,2.36,2.58,,,,,39.09,08-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
08-Nov-2018 - 00:00,124.08,765.9,29.91,118.83,55.7,0.0,0.07,101.66,265.49,0.58,40.37,75.9,139.51,63.63,2.79,3.26,,,,,46.85,09-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
09-Nov-2018 - 00:00,105.66,765.14,30.55,107.74,62.08,0.0,0.07,173.18,231.71,0.55,38.85,97.24,148.49,51.24,2.79,3.36,,,,,47.54,10-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
10-Nov-2018 - 00:00,107.07,765.82,30.28,105.83,59.71,0.0,0.07,108.93,244.69,0.59,29.45,127.14,167.35,40.21,2.88,3.81,,,,,62.71,11-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
11-Nov-2018 - 00:00,63.44,766.47,29.78,107.86,58.75,0.0,0.07,121.22,156.97,0.59,25.88,105.53,150.1,47.93,2.68,3.25,,,,,66.12,12-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
12-Nov-2018 - 00:00,54.63,766.13,29.87,106.29,57.63,0.0,0.08,165.19,146.16,0.62,24.71,66.66,109.9,43.24,2.53,3.18,,,,,58.4,13-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
13-Nov-2018 - 00:00,52.62,765.06,29.77,116.55,64.89,0.0,0.09,132.57,137.14,0.62,24.29,33.82,67.29,32.49,2.18,2.37,,,,,69.0,14-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
14-Nov-2018 - 00:00,46.57,765.1,28.07,93.97,73.83,0.0,0.07,138.75,128.19,0.56,24.64,50.86,87.26,36.4,2.26,2.69,,,,,55.82,15-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
15-Nov-2018 - 00:00,51.32,766.13,29.36,96.66,64.61,0.0,0.07,130.91,136.93,0.55,23.54,55.95,106.65,50.67,2.38,2.93,,,,,64.86,16-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
16-Nov-2018 - 00:00,50.01,766.3,29.89,97.21,49.63,0.0,0.07,118.74,133.28,0.58,21.69,62.72,122.29,59.56,2.35,2.86,,,,,57.21,17-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
17-Nov-2018 - 00:00,58.23,765.28,29.31,95.35,54.2,0.0,0.08,95.56,158.69,0.56,21.63,81.04,137.37,56.32,2.78,3.38,,,,,57.76,18-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
18-Nov-2018 - 00:00,65.21,765.0,29.06,95.31,61.41,0.0,0.07,173.03,168.92,0.56,18.89,58.62,99.59,40.97,2.76,3.23,,,,,80.42,19-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
19-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
20-Nov-2018 - 00:00,75.47,766.39,33.68,226.28,60.45,0.0,0.06,117.37,181.67,0.5,21.85,13.2,38.9,25.71,2.03,2.14,,,,,102.22,21-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
21-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
22-Nov-2018 - 00:00,63.58,766.95,32.57,122.09,55.44,0.0,0.15,124.69,155.13,0.43,21.56,46.32,151.93,105.6,2.45,2.03,,,,,70.17,23-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
23-Nov-2018 - 00:00,46.93,768.09,32.08,119.87,51.15,0.0,0.14,127.59,108.46,0.42,18.34,36.24,79.77,50.41,2.33,1.05,,,,,57.38,24-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
24-Nov-2018 - 00:00,48.79,768.59,29.8,87.73,55.74,0.0,0.08,132.65,141.02,0.55,21.42,46.39,85.43,39.04,2.59,1.45,,,,,53.65,25-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
25-Nov-2018 - 00:00,52.35,767.82,29.11,79.76,58.39,0.0,0.08,174.66,174.46,0.6,22.09,55.81,94.84,39.02,2.92,2.09,,,,,64.81,26-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
26-Nov-2018 - 00:00,60.51,766.58,27.6,45.99,65.8,0.0,0.12,158.05,176.07,0.63,22.33,57.18,95.52,38.34,3.07,2.11,,,,,58.16,27-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
27-Nov-2018 - 00:00,58.2,766.4,29.58,85.77,52.78,0.0,0.16,140.64,162.13,0.57,18.56,47.96,98.0,50.04,2.88,1.5,,,,,51.63,28-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
28-Nov-2018 - 00:00,53.92,767.03,29.18,84.89,54.24,0.0,0.19,115.61,171.72,0.56,13.56,44.95,94.33,49.38,2.74,2.21,,,,,67.5,29-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
29-Nov-2018 - 00:00,54.85,768.22,28.86,84.58,53.48,0.0,0.18,118.14,175.37,0.56,15.2,45.56,85.56,40.0,2.91,2.15,,,,,64.23,30-Nov-2018 - 00:00,"Bandra, Mumbai - MPCB"
30-Nov-2018 - 00:00,56.62,768.18,28.95,85.77,48.55,0.0,0.16,132.84,172.66,0.5,17.34,40.51,77.98,37.46,2.91,2.12,,,,,69.64,01-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
01-Dec-2018 - 00:00,62.91,765.35,27.88,79.24,52.59,0.0,0.16,141.28,201.4,0.62,17.54,49.26,90.53,41.26,3.07,2.3,,,,,63.36,02-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
02-Dec-2018 - 00:00,62.04,765.16,27.94,74.72,52.02,0.0,0.13,150.55,199.45,0.62,17.76,45.16,81.55,36.38,2.12,2.66,,,,,71.19,03-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
03-Dec-2018 - 00:00,77.53,765.5,27.79,72.29,59.39,0.0,0.12,138.12,213.36,0.56,16.21,36.88,79.49,42.62,1.87,2.21,,,,,74.8,04-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
04-Dec-2018 - 00:00,64.64,766.46,28.95,84.16,55.91,0.0,0.21,136.31,188.07,0.54,15.05,57.3,119.58,62.27,2.48,1.86,,,,,65.47,05-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
05-Dec-2018 - 00:00,75.28,765.87,28.53,73.32,60.15,0.0,0.09,160.53,205.07,0.6,15.67,87.29,156.33,69.01,3.34,2.16,,,,,75.83,06-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
06-Dec-2018 - 00:00,68.01,765.27,28.37,80.0,54.06,0.0,0.12,141.04,165.84,0.53,13.75,56.93,110.43,53.49,2.49,1.84,,,,,48.92,07-Dec-2018 - 00:00,"Bandra, Mumbai - MPCB"
