from date,PM2.5,Benzene,Temp,RH,SR,RF,Toluene,Eth-Benzene,MP-Xylene,O Xylene,WS,NO2,NO,WD,NOx,NH3,SO2,CO,Ozone,PM10,to date,station
11-Nov-2018 - 00:00,94.02,3.09,27.01,33.19,705.37,0.0,27.51,19.46,0.5,12.83,1.35,12.51,16.52,188.3,7.21,19.74,4.72,0.79,74.96,98.97,12-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Nov-2018 - 00:00,98.96,2.27,26.68,30.55,694.3,0.0,30.84,22.8,0.63,14.61,1.32,12.46,15.45,228.09,6.33,19.78,5.11,0.84,63.12,126.2,13-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Nov-2018 - 00:00,69.16,3.18,25.98,29.67,679.24,0.0,36.63,38.6,0.76,16.32,1.48,12.55,14.98,170.82,5.2,19.87,3.59,1.25,51.99,149.71,14-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Nov-2018 - 00:00,88.67,2.81,26.35,31.88,673.31,0.0,32.69,37.48,0.8,16.35,1.58,,,188.11,,,4.89,1.3,48.44,169.97,15-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Nov-2018 - 00:00,65.76,2.52,26.92,28.8,674.92,0.0,23.34,26.21,0.61,12.46,1.65,15.04,14.39,255.59,6.96,19.87,6.63,0.96,47.18,138.06,16-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Nov-2018 - 00:00,86.77,4.24,26.97,30.26,670.99,0.0,28.27,29.26,0.87,15.13,1.24,14.27,15.96,214.25,7.95,20.17,5.98,1.25,48.12,142.19,17-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Nov-2018 - 00:00,90.26,4.24,26.89,34.36,689.91,0.0,27.16,29.36,0.92,14.53,1.46,15.54,19.64,190.22,10.63,20.48,6.34,1.2,48.0,135.88,18-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Nov-2018 - 00:00,21.06,1.19,22.46,44.61,,0.0,7.4,8.36,0.23,4.24,0.8,14.91,16.92,202.32,2.3,20.74,2.62,0.25,8.23,98.04,19-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Nov-2018 - 00:00,67.29,0.89,28.4,30.7,618.46,0.0,15.88,0.0,0.53,9.26,1.56,18.28,15.33,228.33,7.91,20.19,5.51,1.05,81.57,135.72,27-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Nov-2018 - 00:00,56.77,0.85,25.39,35.44,690.17,0.0,12.87,0.0,0.41,9.32,1.76,18.0,16.01,236.27,8.31,20.19,4.28,0.86,72.97,128.61,28-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Nov-2018 - 00:00,55.19,0.91,24.92,35.38,685.73,0.0,14.7,1.53,0.54,9.8,1.66,18.12,16.27,232.36,8.56,20.18,4.44,0.93,61.88,136.25,29-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Nov-2018 - 00:00,59.58,1.19,24.88,36.76,682.59,0.0,17.66,0.0,0.48,11.04,1.56,18.45,16.35,237.2,8.61,20.61,7.09,0.91,58.09,138.51,30-Nov-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Nov-2018 - 00:00,53.39,0.37,24.85,36.96,673.09,0.0,10.5,0.0,0.24,8.25,1.28,17.92,15.49,232.91,7.92,20.14,4.46,1.01,64.22,135.05,01-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
01-Dec-2018 - 00:00,48.38,0.22,23.54,42.96,407.63,0.0,7.1,0.0,0.46,7.39,1.11,17.86,15.43,218.94,7.84,20.17,4.05,1.0,64.28,136.01,02-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
02-Dec-2018 - 00:00,55.88,0.03,23.68,47.46,548.96,0.0,8.01,0.0,0.78,6.74,1.25,17.95,18.4,212.85,10.66,20.72,4.64,1.05,55.13,143.49,03-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
03-Dec-2018 - 00:00,48.91,0.07,24.81,43.78,601.36,0.0,9.61,0.0,1.18,6.61,1.47,17.99,15.51,252.04,7.97,20.08,4.97,0.86,66.4,134.7,04-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
04-Dec-2018 - 00:00,50.04,0.01,25.02,46.05,564.56,0.0,5.43,0.0,1.99,4.27,1.87,18.42,15.31,254.85,8.04,20.0,4.33,0.9,71.68,127.61,05-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
05-Dec-2018 - 00:00,50.75,0.14,25.71,45.78,575.26,0.0,12.97,7.33,1.93,5.37,1.45,18.01,15.85,188.51,8.29,20.15,8.0,1.22,53.29,135.12,06-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
06-Dec-2018 - 00:00,58.39,0.33,25.81,46.61,646.89,0.0,22.83,17.56,0.86,8.6,1.46,18.08,16.14,184.27,8.5,20.14,5.71,1.21,42.84,138.96,07-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
07-Dec-2018 - 00:00,51.76,0.21,26.16,50.83,562.73,0.0,17.92,14.1,0.67,6.62,1.56,17.69,15.81,196.47,8.05,20.13,4.34,1.3,47.8,134.4,08-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
08-Dec-2018 - 00:00,55.01,0.2,27.2,52.15,621.54,0.0,19.03,13.07,0.67,6.45,1.62,18.2,19.11,204.52,10.04,20.63,3.69,0.99,51.91,123.16,09-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
09-Dec-2018 - 00:00,44.87,0.09,26.53,47.4,650.14,0.0,18.17,12.39,0.83,5.88,1.78,17.33,51.1,153.44,41.73,25.43,5.44,0.93,60.35,116.64,10-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
10-Dec-2018 - 00:00,46.12,0.14,24.78,36.39,712.91,0.0,18.13,12.52,0.69,5.94,1.68,18.05,75.7,185.83,70.89,29.42,3.39,1.05,52.47,114.33,11-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
11-Dec-2018 - 00:00,48.88,0.1,23.61,35.75,762.61,0.0,15.68,9.19,0.65,4.49,1.18,17.11,15.37,220.34,7.4,20.01,4.31,0.84,57.91,106.93,12-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
12-Dec-2018 - 00:00,46.27,0.11,23.53,34.16,705.42,0.0,16.02,10.08,0.57,4.92,1.27,17.69,15.92,235.2,8.14,19.99,4.8,0.9,56.51,105.0,13-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
13-Dec-2018 - 00:00,33.91,0.04,24.34,36.6,703.77,0.0,9.73,7.0,0.35,3.38,1.22,17.56,15.33,252.36,7.61,19.95,5.35,0.47,78.66,71.98,14-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
14-Dec-2018 - 00:00,32.72,0.03,23.35,38.5,582.34,0.0,7.77,7.09,0.2,2.72,1.84,17.52,15.88,272.94,7.76,19.92,4.69,0.49,90.6,73.6,15-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
15-Dec-2018 - 00:00,41.01,0.04,23.03,42.31,496.36,0.0,8.49,8.19,0.29,3.48,2.68,17.75,19.22,289.88,9.59,20.12,5.17,0.62,80.77,92.55,16-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
16-Dec-2018 - 00:00,35.55,0.06,22.14,37.76,654.98,0.0,10.54,5.86,0.34,2.77,2.25,17.47,15.29,274.81,7.53,19.94,5.41,0.56,68.57,83.56,17-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
17-Dec-2018 - 00:00,35.77,0.04,22.12,40.05,604.92,0.0,9.85,7.37,0.34,3.24,1.9,17.54,15.83,274.57,7.89,20.04,4.9,0.58,80.32,78.45,18-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
18-Dec-2018 - 00:00,28.8,0.03,21.97,43.12,692.61,0.0,8.55,7.49,0.34,3.1,1.3,18.63,17.4,267.37,8.98,19.91,4.69,0.53,68.38,67.03,19-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
19-Dec-2018 - 00:00,27.29,0.08,20.64,48.78,714.83,0.0,11.1,7.6,0.42,3.48,1.61,17.58,15.83,263.81,7.96,20.13,5.73,0.68,48.26,78.6,20-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
20-Dec-2018 - 00:00,40.1,0.15,21.45,46.12,732.84,0.0,16.13,11.47,0.67,5.08,1.29,17.18,16.22,227.34,8.03,20.28,4.24,0.95,39.19,98.38,21-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
21-Dec-2018 - 00:00,44.34,0.14,22.72,41.23,693.28,0.0,16.57,11.52,0.66,5.28,0.94,17.54,16.35,223.68,8.28,20.18,4.65,1.06,41.72,105.13,22-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
22-Dec-2018 - 00:00,35.09,0.09,23.14,36.16,669.66,0.0,18.85,10.34,0.66,4.73,1.25,17.73,16.0,202.78,8.19,20.16,4.98,0.95,50.27,96.33,23-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
23-Dec-2018 - 00:00,40.45,0.09,23.84,40.28,635.01,0.0,16.17,10.89,0.57,4.81,1.36,17.97,16.01,217.41,8.24,20.25,5.03,0.87,58.86,98.41,24-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
24-Dec-2018 - 00:00,39.05,0.13,25.36,38.62,665.13,0.0,16.04,10.47,0.58,4.62,1.49,17.68,16.43,188.19,8.46,20.24,9.22,1.16,57.46,105.74,25-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
25-Dec-2018 - 00:00,44.86,0.08,26.03,41.21,574.58,0.0,18.25,13.23,0.72,5.9,1.63,18.58,16.56,179.08,8.9,20.13,6.68,1.1,58.72,118.02,26-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
26-Dec-2018 - 00:00,40.52,0.09,25.02,39.34,729.65,0.0,16.88,7.15,0.53,3.12,2.51,18.32,16.11,178.15,8.61,20.07,5.46,0.78,46.03,104.41,27-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
27-Dec-2018 - 00:00,25.41,0.02,21.26,32.7,739.31,0.0,6.78,4.1,0.21,1.74,1.14,17.8,16.07,232.91,6.16,20.03,7.45,0.58,103.28,79.06,28-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
28-Dec-2018 - 00:00,2.05,0.01,19.64,29.24,718.94,0.0,1.35,0.83,0.06,0.39,1.41,16.35,38.96,256.24,1.62,34.23,5.31,0.1,54.3,98.81,29-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
29-Dec-2018 - 00:00,18.88,0.03,19.46,25.21,718.68,0.0,4.39,5.09,0.24,2.4,1.59,16.73,16.39,251.35,4.65,20.21,6.91,0.5,71.46,93.86,30-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
30-Dec-2018 - 00:00,17.56,0.04,19.83,25.64,693.98,0.0,0.0,4.52,0.25,2.01,1.34,18.02,15.37,249.15,4.19,20.36,4.62,0.45,64.53,87.43,31-Dec-2018 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
31-Dec-2018 - 00:00,42.29,,16.15,32.96,,0.0,0.0,9.77,0.43,4.16,0.66,17.22,76.49,244.1,79.65,27.05,9.15,0.99,42.67,,01-Jan-2019 - 00:00,"More Chowk Waluj, Aurangabad - MPCB"
