from date,CO,RH,NO,NO2,NOx,NH3,Ozone,PM10,PM2.5,RF,SO2,SR,Temp,WD,WS,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,to date,station
20-Sep-2018 - 00:00,1.22,91.73,7.15,27.47,34.62,11.24,10.5,33.09,17.37,1.05,1.74,22.89,26.58,107.89,0.86,5.06,7.42,0.21,0.78,1.77,21-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Sep-2018 - 00:00,1.04,92.45,3.36,20.21,23.58,10.28,24.3,15.72,7.95,0.52,1.63,24.72,25.36,118.35,1.06,1.88,6.69,0.13,0.35,1.05,22-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Sep-2018 - 00:00,1.17,85.19,8.78,23.29,32.07,9.12,14.61,32.85,16.02,0.2,3.36,125.21,27.52,151.91,0.5,2.07,7.8,0.17,0.57,1.41,23-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Sep-2018 - 00:00,1.09,78.65,15.48,19.53,33.34,9.11,14.7,43.19,19.69,0.2,5.49,192.42,28.95,228.67,0.47,1.57,8.51,0.16,0.48,1.37,24-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Sep-2018 - 00:00,1.11,81.09,4.58,25.85,30.43,10.76,14.94,46.48,21.92,0.4,5.89,107.6,29.45,238.59,0.75,1.29,6.52,0.19,0.69,1.29,25-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Sep-2018 - 00:00,1.28,83.55,10.61,43.94,54.55,7.75,15.06,63.87,36.42,0.2,3.7,46.59,28.44,207.44,0.61,5.04,6.58,0.25,1.03,2.03,26-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Sep-2018 - 00:00,1.46,84.17,20.76,43.85,64.6,7.83,17.46,76.96,45.3,1.8,3.34,77.44,28.35,196.35,0.38,4.0,7.72,0.39,1.68,2.81,27-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Sep-2018 - 00:00,1.55,86.91,12.56,49.74,62.3,4.78,16.85,88.6,57.7,0.2,2.93,38.11,28.09,191.2,0.38,4.06,9.0,0.29,1.04,2.27,28-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Sep-2018 - 00:00,1.51,85.79,10.83,51.96,62.79,5.21,19.72,97.58,63.63,1.37,5.03,98.09,29.03,202.58,0.37,6.75,9.0,0.31,1.37,2.5,29-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Sep-2018 - 00:00,1.54,80.99,7.96,52.69,60.64,6.35,23.87,95.81,61.12,0.2,4.37,89.53,29.66,192.63,0.34,3.97,9.12,0.28,1.08,2.22,30-Sep-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Sep-2018 - 00:00,1.52,74.95,6.05,42.87,48.92,8.63,35.63,110.05,66.84,,3.17,131.84,29.82,215.37,0.22,2.49,9.53,0.21,0.75,1.79,01-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Oct-2018 - 00:00,1.75,69.67,47.39,61.08,108.47,9.98,32.56,136.86,70.67,,5.98,155.17,29.63,211.19,0.23,3.43,7.85,0.33,1.46,2.72,02-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Oct-2018 - 00:00,1.37,70.57,3.35,37.42,40.77,13.8,43.03,111.73,61.37,,6.75,166.13,30.12,235.45,0.45,2.06,8.59,0.19,0.66,1.57,03-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Oct-2018 - 00:00,1.45,70.19,12.14,41.19,53.32,10.48,45.56,113.06,61.58,,9.28,109.15,30.09,223.41,0.5,2.04,8.53,0.22,1.14,1.87,04-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-Oct-2018 - 00:00,1.61,71.76,19.98,61.96,81.95,12.15,34.12,139.81,79.91,,8.77,112.58,29.4,190.69,0.2,3.34,7.91,0.28,1.76,2.47,05-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Oct-2018 - 00:00,2.05,73.22,75.37,49.19,111.52,15.65,33.55,149.96,93.22,,5.7,117.33,29.4,142.8,0.25,4.88,10.36,0.43,3.64,3.92,06-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Oct-2018 - 00:00,2.87,73.96,87.89,49.97,134.86,14.52,29.8,163.69,101.59,,5.55,96.85,28.99,202.96,0.16,9.28,11.03,0.46,1.99,3.76,07-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Oct-2018 - 00:00,2.95,72.71,89.28,48.3,137.58,11.31,31.5,162.41,101.97,,10.01,99.33,28.69,187.09,0.15,9.88,10.73,0.52,2.41,4.05,08-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Oct-2018 - 00:00,2.73,66.45,88.3,61.24,147.55,13.96,38.63,168.84,98.76,,7.87,96.84,29.1,178.04,0.2,5.42,7.35,0.45,2.42,3.71,09-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Oct-2018 - 00:00,2.17,72.63,7.74,39.72,47.46,15.58,38.68,87.82,47.74,,4.11,65.63,28.42,131.33,0.63,2.95,6.8,0.18,0.58,1.38,10-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Oct-2018 - 00:00,1.52,86.53,4.59,23.77,28.36,14.55,21.91,23.9,8.91,1.0,1.86,18.75,25.58,64.37,0.6,5.02,8.52,0.17,0.47,1.35,11-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Oct-2018 - 00:00,2.77,88.52,6.43,20.39,26.46,14.93,15.95,20.63,9.01,0.28,1.8,17.36,25.98,83.45,0.65,6.42,6.38,0.19,0.56,1.47,12-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Oct-2018 - 00:00,2.55,92.13,6.05,21.85,27.89,15.74,11.52,35.99,17.52,0.32,1.97,4.19,25.32,77.48,0.55,6.96,7.15,0.2,0.61,1.62,13-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Oct-2018 - 00:00,1.09,93.37,4.35,18.32,22.67,14.68,22.2,32.6,22.37,1.56,2.64,18.13,24.03,169.95,0.69,2.46,8.07,0.18,0.83,1.54,14-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Oct-2018 - 00:00,1.3,82.85,36.01,21.3,46.83,16.5,29.29,60.07,37.28,,6.89,72.18,25.64,207.32,0.23,2.06,8.28,0.28,2.96,2.64,15-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Oct-2018 - 00:00,1.21,77.77,9.14,37.48,45.28,15.72,28.18,77.14,47.34,,8.75,77.38,27.19,210.6,0.3,2.24,5.87,0.24,0.89,1.85,16-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Oct-2018 - 00:00,1.45,73.77,34.8,36.39,70.4,17.12,35.66,102.94,60.77,,9.3,92.3,26.45,214.9,0.2,2.44,9.08,0.29,1.27,2.55,17-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Oct-2018 - 00:00,2.18,73.26,95.54,45.18,116.02,11.43,44.29,132.58,86.25,,9.36,82.9,26.27,219.01,0.24,5.61,10.21,0.57,1.77,4.88,18-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Oct-2018 - 00:00,1.37,73.35,3.39,46.81,50.2,14.08,56.95,125.66,80.27,,21.16,79.85,27.86,222.6,0.46,2.43,8.86,0.25,0.64,2.16,19-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Oct-2018 - 00:00,1.67,76.39,61.61,44.74,104.03,8.71,37.03,127.69,83.88,,8.24,94.66,27.74,215.68,0.23,3.25,8.8,0.31,0.88,2.64,20-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-Oct-2018 - 00:00,2.01,77.85,74.6,52.75,122.95,8.32,33.59,152.18,99.8,,10.65,84.02,27.24,203.67,0.19,4.73,8.6,0.47,1.39,3.83,21-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Oct-2018 - 00:00,1.69,72.57,58.85,48.0,103.59,9.87,33.49,150.6,97.27,,7.14,95.22,26.9,144.08,0.2,4.76,10.91,0.46,1.71,3.91,22-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Oct-2018 - 00:00,1.81,74.7,81.56,70.25,151.41,14.46,30.79,158.94,100.56,,11.26,91.55,26.64,168.67,0.16,5.36,8.78,0.54,3.87,4.48,23-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Oct-2018 - 00:00,2.03,74.12,91.87,82.66,166.41,15.46,36.95,173.48,107.43,,10.09,84.89,27.09,200.73,0.16,5.8,8.96,0.64,7.3,5.78,24-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Oct-2018 - 00:00,1.54,74.41,27.49,84.92,112.42,18.23,30.77,162.0,99.69,,13.0,72.29,26.35,177.76,0.18,5.71,8.64,0.39,2.16,3.37,25-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Oct-2018 - 00:00,1.59,64.95,127.98,76.8,181.12,13.72,35.77,154.61,93.82,,8.41,92.26,25.0,182.37,0.18,5.75,8.61,0.5,3.47,4.45,26-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Oct-2018 - 00:00,1.87,66.77,148.08,87.16,235.05,18.1,30.94,203.07,123.05,,11.7,57.92,24.35,150.87,0.17,13.35,12.31,0.78,5.12,6.42,27-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Oct-2018 - 00:00,1.68,72.01,131.51,68.83,192.55,19.03,30.93,163.59,105.31,,6.9,70.85,24.46,201.82,0.17,7.0,12.63,0.67,6.12,5.87,28-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Oct-2018 - 00:00,1.12,73.92,37.27,60.2,97.46,22.29,37.06,135.9,80.78,,7.75,29.65,24.83,122.95,0.35,4.73,10.19,0.38,2.7,3.37,29-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Oct-2018 - 00:00,0.91,83.65,6.62,47.23,53.85,20.72,21.89,45.97,27.62,0.3,2.68,4.61,23.72,51.03,0.48,3.65,9.21,0.23,0.71,1.93,30-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Oct-2018 - 00:00,0.85,88.06,5.87,38.01,43.88,19.11,16.91,33.61,17.04,0.23,2.32,4.42,23.53,52.12,0.55,4.64,8.62,0.23,0.66,1.87,31-Oct-2018 - 00:00,"Victoria, Kolkata - WBPCB"
31-Oct-2018 - 00:00,0.75,76.36,7.12,41.12,48.24,17.7,23.23,27.68,9.49,0.2,2.49,46.43,25.62,86.62,0.55,3.51,9.21,0.25,0.76,2.03,01-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Nov-2018 - 00:00,0.88,77.34,39.88,42.23,81.37,15.61,21.34,41.62,23.17,,2.64,73.21,26.15,126.69,0.41,4.42,8.01,0.29,0.9,2.44,02-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Nov-2018 - 00:00,1.09,80.95,55.38,61.21,116.51,11.3,18.46,63.79,31.95,,4.53,29.43,26.02,174.25,0.23,4.4,9.08,0.35,1.37,2.89,03-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Nov-2018 - 00:00,1.1,74.77,30.28,67.7,97.98,15.37,26.19,79.4,41.91,,5.79,69.11,26.82,164.05,0.25,4.44,7.8,0.32,1.36,2.7,04-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-Nov-2018 - 00:00,0.85,73.1,4.23,43.29,47.52,17.62,31.83,51.01,30.32,,6.42,51.19,26.74,217.53,0.68,1.9,7.33,0.21,0.61,1.76,05-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Nov-2018 - 00:00,0.95,77.52,4.23,45.77,50.0,13.49,28.95,56.83,32.25,,11.69,47.72,26.86,219.27,0.87,1.62,6.92,0.19,0.59,1.71,06-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Nov-2018 - 00:00,1.25,69.44,20.83,68.79,89.61,12.59,30.67,151.54,106.15,,14.84,73.9,27.35,148.28,0.42,5.38,9.1,1.7,2.95,2.87,07-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Nov-2018 - 00:00,1.78,83.82,41.67,71.47,113.13,15.77,12.69,248.21,196.9,0.9,5.42,4.64,23.73,145.3,0.21,6.31,9.15,1.86,3.76,1.85,08-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Nov-2018 - 00:00,1.59,69.46,33.39,70.34,103.73,33.56,29.08,354.31,302.94,,13.07,58.25,23.94,142.89,0.22,6.44,7.28,1.7,3.61,1.92,09-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Nov-2018 - 00:00,1.5,64.23,47.33,84.13,131.46,27.76,37.1,209.75,145.31,,13.39,50.44,23.51,184.49,0.2,5.17,6.06,1.93,4.24,4.78,10-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Nov-2018 - 00:00,1.68,67.3,64.43,59.43,123.86,61.5,30.66,203.53,144.66,,12.3,55.19,22.64,188.66,0.21,5.59,6.91,2.2,4.74,3.62,11-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Nov-2018 - 00:00,1.5,70.18,78.46,38.98,117.44,64.19,28.05,159.37,108.51,,9.24,61.73,23.14,157.5,0.31,5.88,6.86,2.02,4.53,2.5,12-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Nov-2018 - 00:00,1.72,69.48,148.93,51.36,189.71,92.3,19.5,184.35,111.07,,17.38,52.48,23.14,142.17,0.31,7.74,9.89,2.86,5.74,3.52,13-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Nov-2018 - 00:00,2.07,70.03,133.09,86.23,196.57,11.42,27.93,239.76,157.74,,12.28,58.12,23.44,157.03,0.2,11.82,13.22,3.99,7.47,5.34,14-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Nov-2018 - 00:00,1.41,70.36,55.64,98.76,154.4,24.33,38.15,210.18,149.84,,11.97,41.71,24.2,169.4,0.23,8.62,11.88,2.48,4.41,2.06,15-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Nov-2018 - 00:00,1.12,66.55,23.48,100.62,123.22,23.34,40.38,188.87,125.01,,17.1,62.44,25.35,178.44,0.29,6.38,13.1,1.61,3.1,2.34,16-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Nov-2018 - 00:00,1.02,59.43,18.66,102.4,121.07,21.41,41.74,181.68,108.21,,20.75,69.89,25.64,206.21,0.31,5.15,26.11,1.67,3.19,1.81,17-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Nov-2018 - 00:00,1.27,66.19,49.41,83.15,132.56,25.5,45.23,183.17,103.38,,13.86,54.32,24.7,172.27,0.35,4.6,17.64,1.59,3.04,1.49,18-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Nov-2018 - 00:00,1.07,55.66,62.11,66.22,128.32,36.68,46.84,186.96,106.69,,7.89,46.12,24.05,99.96,0.45,5.78,21.26,1.67,3.24,1.28,19-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Nov-2018 - 00:00,1.73,60.11,94.13,68.96,160.18,54.12,39.24,199.05,117.07,,9.12,49.87,23.31,158.16,0.21,15.0,27.09,3.28,5.91,3.02,20-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-Nov-2018 - 00:00,2.52,74.76,160.17,52.62,210.46,59.67,32.07,236.29,152.27,,11.8,35.3,23.14,200.4,0.18,15.5,23.16,4.14,7.5,4.06,21-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Nov-2018 - 00:00,2.47,65.26,107.6,70.4,162.2,38.21,35.32,221.37,146.02,,9.94,49.94,23.12,129.27,0.27,8.6,18.89,2.45,4.89,3.23,22-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Nov-2018 - 00:00,2.67,63.37,159.03,73.1,218.92,46.99,29.57,291.19,185.62,,13.75,33.14,21.67,118.94,0.35,12.58,28.27,3.85,8.17,6.71,23-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Nov-2018 - 00:00,1.81,63.5,81.31,92.49,174.87,42.71,28.31,243.31,150.8,,11.74,38.15,21.04,172.49,0.24,9.5,19.94,3.88,6.8,6.67,24-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Nov-2018 - 00:00,2.2,66.2,130.44,73.27,180.59,53.9,33.58,291.86,187.09,,9.56,33.89,20.64,204.11,0.2,9.88,27.65,4.03,8.47,9.58,25-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Nov-2018 - 00:00,2.23,72.69,88.1,70.37,157.31,52.62,29.35,318.37,217.11,,10.9,25.2,21.1,136.3,0.29,11.26,27.58,3.85,8.2,7.69,26-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Nov-2018 - 00:00,1.96,67.43,125.61,75.04,175.36,54.72,22.82,232.76,144.71,,13.09,24.77,21.94,164.94,0.21,16.09,22.82,3.1,5.68,2.58,27-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Nov-2018 - 00:00,1.6,64.27,154.31,61.69,208.12,56.23,23.35,136.31,78.34,,5.0,29.61,22.35,137.49,0.36,17.63,23.38,3.25,5.69,2.47,28-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Nov-2018 - 00:00,1.75,63.88,176.61,49.04,224.82,56.55,21.07,135.29,80.5,,5.17,50.48,22.83,161.71,0.29,19.06,25.58,3.66,6.99,3.37,29-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Nov-2018 - 00:00,2.13,63.93,202.24,48.64,246.63,69.68,19.03,140.48,83.48,,4.85,49.53,22.07,154.56,0.35,19.66,26.1,4.25,8.14,5.51,30-Nov-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Nov-2018 - 00:00,1.85,62.11,149.06,72.4,209.16,72.37,22.31,164.23,94.39,,8.92,26.02,22.27,163.01,0.25,16.16,22.73,3.69,6.82,4.01,01-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
01-Dec-2018 - 00:00,1.93,61.69,126.14,88.46,215.82,74.46,26.03,225.49,130.83,,17.86,38.72,22.56,152.56,0.27,11.5,23.9,3.46,6.38,3.78,02-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
02-Dec-2018 - 00:00,1.48,64.39,115.42,87.78,145.85,59.46,30.0,182.33,113.02,,5.74,19.2,20.91,155.33,0.39,5.9,21.1,2.15,4.06,2.13,03-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
03-Dec-2018 - 00:00,1.74,63.78,191.03,92.09,269.77,50.99,30.66,226.49,142.22,,7.27,18.87,20.62,117.73,0.4,9.56,18.96,3.14,5.55,2.79,04-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
04-Dec-2018 - 00:00,2.23,63.91,114.93,102.73,212.17,15.54,31.57,257.1,162.55,,17.56,25.28,19.99,136.08,0.34,8.93,23.65,3.12,6.27,5.04,05-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
05-Dec-2018 - 00:00,2.44,64.36,174.66,121.74,210.83,32.83,34.36,301.84,201.35,,13.35,27.54,19.52,197.42,0.23,11.3,22.63,3.81,7.96,7.48,06-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
06-Dec-2018 - 00:00,2.01,65.39,114.05,91.19,188.22,58.7,34.58,301.44,204.2,,17.06,22.22,19.77,149.81,0.3,10.56,21.59,3.24,6.78,6.83,07-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
07-Dec-2018 - 00:00,3.05,67.95,196.13,76.91,247.39,85.67,27.27,360.93,243.01,,24.0,18.59,19.28,169.84,0.25,18.76,31.1,4.87,9.62,8.74,08-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
08-Dec-2018 - 00:00,2.8,74.98,146.74,87.48,228.88,76.43,12.13,365.14,245.54,,22.22,5.01,16.77,157.19,0.19,17.06,26.76,4.26,8.14,6.1,09-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
09-Dec-2018 - 00:00,1.82,65.49,139.9,69.33,208.86,58.78,31.96,297.92,197.69,,11.08,22.24,18.08,155.4,0.29,8.65,19.05,3.01,6.29,5.35,10-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
10-Dec-2018 - 00:00,2.38,67.01,166.74,60.56,204.19,85.87,26.02,255.23,161.93,,11.69,22.33,18.63,157.21,0.37,11.2,20.13,4.05,7.89,5.08,11-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
11-Dec-2018 - 00:00,2.11,68.05,97.34,68.38,173.3,73.07,21.84,261.62,173.55,,16.5,13.39,19.36,147.59,0.27,11.36,23.59,4.21,8.94,9.57,12-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
12-Dec-2018 - 00:00,1.89,63.89,128.23,78.25,164.25,71.01,28.52,239.29,146.85,1.25,22.12,21.22,20.64,180.82,0.21,10.88,20.81,2.76,5.39,2.95,13-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
13-Dec-2018 - 00:00,1.57,57.32,93.78,77.73,171.51,63.81,27.4,184.94,106.73,,15.47,30.36,21.4,160.92,0.38,7.05,16.99,2.09,3.93,2.05,14-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
14-Dec-2018 - 00:00,1.37,55.81,52.68,77.27,129.94,55.34,28.61,183.81,108.68,,16.58,15.76,21.56,149.64,0.51,6.98,15.9,1.84,3.61,2.12,15-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
15-Dec-2018 - 00:00,1.26,49.84,55.21,75.07,130.27,54.49,31.14,182.76,99.61,,21.91,4.88,20.76,118.8,0.53,7.41,12.14,1.55,3.0,1.43,16-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
16-Dec-2018 - 00:00,1.07,52.25,23.27,61.26,84.53,49.6,33.37,194.93,102.51,,24.67,4.85,20.85,83.83,0.52,4.73,9.71,1.05,2.22,1.0,17-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
17-Dec-2018 - 00:00,1.02,77.77,6.66,50.03,56.68,54.33,25.86,143.56,84.52,0.33,11.97,4.79,18.32,39.37,0.9,3.65,8.36,0.59,1.31,0.6,18-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
18-Dec-2018 - 00:00,0.84,86.37,6.7,38.2,44.9,50.76,24.14,74.53,43.82,0.55,7.01,5.0,16.55,18.96,1.06,2.74,8.87,0.45,0.92,0.4,19-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
19-Dec-2018 - 00:00,1.0,76.07,28.55,48.03,76.53,62.34,23.51,97.18,54.26,,15.88,13.37,17.49,140.14,0.63,3.62,11.66,0.88,1.66,0.93,20-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
20-Dec-2018 - 00:00,1.49,76.24,99.47,48.53,139.88,62.01,29.13,157.56,91.78,,12.26,11.73,17.4,105.73,0.43,6.07,13.34,1.83,3.35,1.65,21-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
21-Dec-2018 - 00:00,2.52,73.31,141.19,61.8,187.13,103.04,32.32,255.73,159.53,,9.07,65.81,17.04,181.47,0.29,11.01,18.72,4.05,7.45,5.41,22-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
22-Dec-2018 - 00:00,2.2,72.85,112.98,70.33,185.11,34.19,27.85,305.76,197.38,,16.63,4.66,16.65,115.88,0.37,12.25,24.45,3.55,7.16,5.15,23-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
23-Dec-2018 - 00:00,1.44,72.47,71.69,69.74,140.99,29.96,28.66,246.58,156.75,,8.36,12.54,16.93,140.25,0.31,6.33,18.13,2.31,4.98,3.16,24-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
24-Dec-2018 - 00:00,0.99,72.23,75.92,88.13,118.95,18.1,21.7,200.29,124.95,,10.3,20.23,17.32,150.47,0.28,6.51,15.2,2.27,4.3,2.25,25-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
25-Dec-2018 - 00:00,2.01,65.75,112.05,115.23,181.56,11.65,32.72,314.04,179.34,,14.13,29.49,16.94,169.8,0.25,8.81,20.82,3.37,7.3,4.99,26-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
26-Dec-2018 - 00:00,2.05,64.89,108.26,122.02,176.83,15.74,29.77,274.81,182.25,0.3,12.26,27.98,15.91,179.66,0.29,9.66,17.36,2.82,5.98,4.13,27-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
27-Dec-2018 - 00:00,2.84,66.28,103.89,135.34,194.67,21.55,24.85,351.48,240.02,,18.28,67.36,15.95,166.62,0.29,15.29,24.76,5.57,11.92,10.76,28-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
28-Dec-2018 - 00:00,2.26,61.57,94.29,132.36,183.7,25.24,23.35,287.89,192.34,,13.05,87.79,15.46,180.41,0.35,6.37,11.03,2.57,5.57,5.47,29-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
29-Dec-2018 - 00:00,2.18,66.31,133.41,122.03,220.1,26.33,26.04,309.52,206.17,,13.83,114.61,14.86,164.85,0.29,0.0,0.0,0.0,0.0,0.0,30-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
30-Dec-2018 - 00:00,1.16,62.5,25.82,107.08,132.9,30.68,29.13,249.19,161.95,,19.35,150.74,16.29,83.61,0.53,0.0,0.0,0.0,0.0,0.0,31-Dec-2018 - 00:00,"Victoria, Kolkata - WBPCB"
31-Dec-2018 - 00:00,1.08,74.59,6.9,96.74,103.65,30.32,8.48,248.35,202.1,,9.82,4.6,13.82,321.81,0.17,0.0,0.0,0.0,0.0,0.0,01-Jan-2019 - 00:00,"Victoria, Kolkata - WBPCB"
