from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
16-Jul-2018 - 00:00,29.09,0.48,6.61,8.91,46.86,30.05,21.61,10.48,7.44,18.95,1.12,3.52,0.74,25.16,78.1,4.95,240.5,87.3,704.38,0.16,0.0,17-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Jul-2018 - 00:00,27.94,0.33,5.09,7.4,55.66,34.12,6.32,2.39,10.46,25.88,0.71,2.7,0.62,26.39,72.32,4.52,237.94,158.93,706.05,0.02,0.0,18-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Jul-2018 - 00:00,28.18,0.4,5.19,9.9,60.82,38.4,7.75,3.22,12.31,38.58,1.53,13.25,23.32,27.24,68.39,3.86,248.21,160.75,708.8,0.0,0.0,19-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Jul-2018 - 00:00,28.55,0.31,6.29,11.06,54.91,39.37,9.01,2.78,10.1,32.28,0.84,4.39,5.39,26.96,67.65,4.37,242.19,187.88,709.32,0.0,0.0,20-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Jul-2018 - 00:00,29.53,0.41,6.18,8.52,55.44,34.71,7.24,2.94,8.24,25.03,0.97,3.76,0.81,26.41,69.97,4.26,242.15,110.57,709.1,0.0,0.0,21-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Jul-2018 - 00:00,28.43,0.41,6.71,3.52,60.3,34.22,5.25,2.53,15.61,45.56,1.28,12.33,19.37,26.82,67.3,4.04,250.59,152.35,710.59,0.0,0.0,22-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Jul-2018 - 00:00,28.52,0.35,7.26,8.16,57.02,35.32,5.78,3.17,14.39,42.24,0.98,3.19,1.19,26.88,65.78,4.24,247.79,136.21,710.55,0.0,0.0,23-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Jul-2018 - 00:00,28.28,0.36,6.66,8.58,58.01,36.11,5.31,2.6,16.66,40.67,0.84,3.33,0.39,27.07,65.55,4.21,239.18,195.44,709.69,0.0,0.0,24-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Jul-2018 - 00:00,28.84,0.39,5.88,8.88,59.52,37.11,5.81,2.39,12.96,38.75,0.8,7.46,1.33,27.46,65.2,3.86,234.11,187.43,712.21,0.0,0.0,25-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Jul-2018 - 00:00,28.38,0.36,6.42,8.63,53.85,33.94,5.19,2.97,14.27,43.52,0.7,3.28,0.22,28.11,61.66,4.22,252.38,228.09,713.04,0.0,0.0,26-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Jul-2018 - 00:00,29.47,0.38,5.29,15.09,54.32,42.42,10.79,7.64,11.14,32.92,0.98,3.54,0.42,27.16,64.15,4.4,286.82,126.99,714.41,0.01,0.0,27-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Jul-2018 - 00:00,31.33,0.42,6.41,15.34,72.73,48.03,15.53,8.44,12.02,37.33,1.28,6.7,1.22,28.26,61.33,4.38,282.7,229.4,712.33,0.01,0.0,28-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Jul-2018 - 00:00,28.25,0.52,5.56,14.32,74.03,48.11,11.95,3.26,16.6,56.08,1.56,4.86,1.74,29.81,56.2,3.75,295.76,226.2,711.74,0.0,0.0,29-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Jul-2018 - 00:00,28.3,0.47,6.06,9.19,72.46,44.15,6.26,1.17,18.14,53.59,0.9,2.68,0.82,28.1,60.33,3.87,296.67,198.85,712.26,0.0,0.0,30-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Jul-2018 - 00:00,28.33,0.44,5.43,9.74,74.09,45.36,6.53,0.95,20.71,66.83,1.71,3.19,1.43,28.39,58.03,3.95,298.49,217.4,712.05,0.0,0.0,31-Jul-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
31-Jul-2018 - 00:00,28.4,0.38,5.25,10.06,74.06,45.56,6.24,2.21,15.04,55.95,1.27,3.03,2.36,27.93,60.17,4.34,293.08,204.08,712.61,0.0,0.0,01-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Aug-2018 - 00:00,28.4,0.34,5.34,10.83,76.83,47.47,6.12,2.83,20.51,72.2,1.98,19.26,16.56,26.77,65.74,3.92,263.66,183.59,713.23,0.25,0.0,02-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Aug-2018 - 00:00,28.38,0.34,4.23,14.58,77.91,50.34,7.07,2.27,25.42,80.23,4.45,32.2,12.49,27.41,65.03,3.9,289.51,217.8,714.93,0.0,0.0,03-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Aug-2018 - 00:00,28.45,0.4,4.37,13.58,83.54,52.74,6.46,4.07,26.53,93.36,4.25,26.97,48.15,28.23,60.7,3.59,292.19,232.5,716.34,0.0,0.0,04-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Aug-2018 - 00:00,28.46,0.38,4.92,10.76,74.52,46.23,5.63,2.71,20.39,60.34,1.51,5.41,7.68,28.06,61.7,4.13,291.62,216.9,715.71,0.0,0.0,05-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Aug-2018 - 00:00,29.83,0.35,5.14,11.36,76.19,47.49,6.56,2.55,15.51,50.57,2.3,7.81,3.11,27.66,61.78,3.97,287.89,206.06,715.01,0.0,0.0,06-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Aug-2018 - 00:00,28.55,0.41,5.64,9.95,69.26,42.94,5.57,3.54,33.22,51.41,1.3,2.91,1.31,27.6,60.04,4.62,295.73,150.91,712.29,0.0,0.0,07-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Aug-2018 - 00:00,28.25,0.47,5.01,11.13,75.97,47.24,5.54,2.95,16.76,54.22,1.54,3.92,2.88,26.83,62.8,4.1,294.43,109.01,709.42,0.0,0.0,08-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Aug-2018 - 00:00,28.32,0.37,4.65,12.25,79.89,50.0,5.51,2.72,11.57,41.19,1.36,11.23,4.91,26.71,65.52,3.85,286.91,122.3,708.43,0.03,0.0,09-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Aug-2018 - 00:00,28.18,0.39,3.62,16.22,85.13,55.19,6.48,3.08,12.78,42.15,2.68,48.97,12.82,26.04,72.06,2.92,253.43,141.73,712.72,0.69,0.0,10-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Aug-2018 - 00:00,28.2,0.52,4.06,16.09,79.38,52.05,6.1,1.87,14.81,45.09,2.36,42.45,24.67,26.42,70.83,3.29,276.57,203.5,714.02,0.16,0.0,11-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Aug-2018 - 00:00,28.72,0.29,3.28,16.04,76.58,50.53,7.29,3.3,11.1,24.99,1.34,10.34,3.59,24.57,77.15,3.25,288.63,41.07,711.04,0.13,0.0,12-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Aug-2018 - 00:00,43.2,0.62,2.45,19.14,65.54,42.08,55.25,2.05,4.23,25.19,3.25,4.16,2.01,24.35,78.75,3.08,292.0,84.5,711.0,0.03,0.0,13-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Aug-2018 - 00:00,28.42,0.28,3.96,20.04,64.48,46.51,21.11,3.63,12.06,23.72,1.63,5.72,1.47,26.65,70.4,3.61,278.98,135.98,708.36,0.1,0.0,14-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Aug-2018 - 00:00,28.91,0.39,2.64,27.67,80.71,59.77,14.59,1.25,16.07,48.55,2.41,22.31,19.75,25.76,74.33,3.29,290.29,108.58,707.33,0.01,0.0,15-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Aug-2018 - 00:00,31.04,0.67,5.21,7.63,57.36,31.85,24.21,18.55,16.12,43.78,2.04,6.27,1.36,25.31,76.11,3.19,298.89,36.82,705.71,0.07,0.0,16-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Aug-2018 - 00:00,29.64,0.37,6.03,7.97,62.34,38.05,7.19,1.66,4.8,11.89,1.2,3.78,0.34,24.14,80.46,4.82,289.36,54.51,702.93,0.42,0.0,17-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Aug-2018 - 00:00,32.85,0.47,8.61,12.98,63.73,41.56,10.49,2.86,16.54,42.81,1.23,4.19,0.64,25.8,71.84,4.95,288.69,184.76,705.11,0.0,0.0,18-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Aug-2018 - 00:00,27.46,0.3,5.43,6.06,59.61,33.54,18.95,9.38,5.76,32.36,1.39,4.48,0.74,27.57,66.98,4.3,299.79,147.08,706.73,0.06,0.0,19-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Aug-2018 - 00:00,25.96,0.36,3.43,47.96,77.86,70.57,12.24,3.77,8.47,23.18,2.69,7.2,5.6,25.21,75.82,3.86,305.66,79.44,707.64,0.16,0.0,20-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Aug-2018 - 00:00,25.48,0.4,3.77,14.49,67.04,44.5,10.99,1.86,6.73,20.12,1.39,3.01,0.34,23.68,81.7,4.06,298.92,46.33,708.97,0.31,0.0,21-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Aug-2018 - 00:00,27.51,0.37,4.51,13.49,59.33,39.79,10.71,3.33,7.16,19.0,0.83,3.18,0.18,25.14,74.23,4.39,290.02,174.35,712.59,0.01,0.0,22-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Aug-2018 - 00:00,27.96,0.38,3.6,16.49,68.69,46.62,8.87,4.41,7.09,27.2,0.94,3.93,0.74,25.78,72.52,3.88,289.8,179.17,715.55,0.0,0.0,23-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Aug-2018 - 00:00,27.39,0.41,3.24,18.52,76.46,51.96,8.03,2.58,6.97,28.31,1.77,2.81,0.74,26.63,69.76,3.52,293.31,180.38,717.14,0.0,0.0,24-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Aug-2018 - 00:00,28.11,0.41,3.47,15.91,74.83,49.52,9.09,2.67,10.66,44.05,2.52,5.23,6.73,26.67,68.42,3.45,300.45,202.59,717.28,0.0,0.0,25-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Aug-2018 - 00:00,27.16,0.44,3.24,15.89,78.29,51.35,7.86,1.96,9.72,45.14,2.13,12.73,17.52,26.41,69.32,3.44,296.15,220.26,716.68,0.0,0.0,26-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Aug-2018 - 00:00,26.98,0.36,3.21,15.52,78.66,51.31,7.62,2.07,8.18,28.82,1.18,5.21,4.75,25.43,72.5,3.32,298.75,174.32,714.08,0.06,0.0,27-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Aug-2018 - 00:00,27.0,0.41,2.57,30.46,85.04,63.77,7.35,3.19,7.62,26.7,1.95,8.41,2.71,24.93,76.6,2.95,292.01,131.54,713.11,0.14,0.0,28-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Aug-2018 - 00:00,27.84,0.38,3.18,18.23,84.69,56.17,9.45,3.02,13.73,44.42,2.73,39.81,21.05,25.47,74.28,2.72,268.08,176.5,712.8,0.45,0.0,29-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Aug-2018 - 00:00,27.87,0.37,3.41,15.65,74.69,49.29,6.52,3.49,15.95,64.03,3.2,14.88,8.72,26.69,67.56,2.62,291.04,240.21,716.11,0.0,0.0,30-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Aug-2018 - 00:00,28.6,0.38,2.66,20.52,74.79,52.22,7.53,20.4,27.54,105.66,4.9,51.72,68.28,27.01,66.01,2.67,296.21,241.07,716.25,0.0,0.0,31-Aug-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
31-Aug-2018 - 00:00,27.29,0.43,2.55,16.77,75.99,50.64,7.26,5.82,23.64,99.55,5.03,71.22,91.33,26.82,68.34,2.33,231.47,193.27,716.83,0.0,0.0,01-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Sep-2018 - 00:00,27.95,0.51,2.82,15.31,68.97,46.04,8.21,7.03,19.68,81.82,4.98,57.92,53.51,26.63,67.62,2.62,263.7,241.05,717.83,0.05,0.0,02-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Sep-2018 - 00:00,26.8,0.52,2.21,12.99,68.17,44.19,9.38,2.79,11.97,43.31,3.93,33.57,8.24,26.51,67.16,2.59,289.39,200.23,717.73,0.08,0.0,03-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Sep-2018 - 00:00,27.29,0.52,2.26,11.57,62.87,40.5,9.24,3.75,9.23,38.26,2.42,9.96,6.78,26.39,66.17,2.81,291.78,202.46,718.12,0.01,0.0,04-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Sep-2018 - 00:00,26.96,0.45,2.2,14.4,69.43,45.72,8.86,6.83,20.52,85.05,3.82,38.24,56.96,26.95,64.18,2.75,295.59,222.67,718.98,0.0,0.0,05-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Sep-2018 - 00:00,27.75,0.57,2.46,13.94,74.77,48.28,8.29,7.09,25.53,102.19,4.77,48.93,87.81,26.8,63.95,2.52,291.69,177.78,717.77,0.0,0.0,06-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Sep-2018 - 00:00,27.71,0.43,3.21,13.11,70.08,45.28,10.06,4.95,29.34,102.09,6.14,76.14,107.4,26.05,66.22,2.6,298.94,167.47,715.02,0.12,0.0,07-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Sep-2018 - 00:00,28.28,0.39,3.41,14.21,66.7,44.17,9.9,5.0,21.3,77.23,4.16,33.91,41.93,26.05,63.53,3.85,303.15,333.3,716.4,0.0,0.0,08-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Sep-2018 - 00:00,27.31,0.58,7.43,9.48,79.74,48.21,12.38,4.11,35.18,108.66,8.08,117.7,61.29,29.41,56.86,1.62,149.73,244.48,722.96,0.0,0.0,11-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Sep-2018 - 00:00,27.18,0.53,5.82,9.62,77.05,46.85,10.27,4.4,25.03,61.64,5.43,68.83,8.93,27.59,65.18,1.37,153.84,220.93,723.47,0.0,0.0,12-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Sep-2018 - 00:00,27.41,0.51,4.36,14.01,72.72,47.24,9.45,3.7,28.69,48.98,7.72,66.11,52.57,26.29,72.41,1.5,222.6,163.58,720.32,0.5,0.0,13-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Sep-2018 - 00:00,27.05,0.57,3.72,17.3,76.61,51.28,12.08,3.48,33.5,70.74,9.96,149.76,34.02,26.98,70.48,0.66,177.15,182.47,717.95,0.17,0.0,14-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Sep-2018 - 00:00,27.33,0.54,4.49,14.35,80.73,51.69,13.88,4.39,41.33,93.26,9.0,149.89,43.02,27.92,64.59,0.64,167.21,204.58,718.9,0.02,0.0,15-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Sep-2018 - 00:00,27.82,0.55,3.04,12.43,73.76,45.95,14.93,5.94,37.6,87.7,9.16,157.15,22.4,28.24,63.1,1.09,151.47,230.18,719.81,0.0,0.0,16-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Sep-2018 - 00:00,29.25,0.76,2.04,26.29,79.75,54.94,59.22,3.86,53.42,124.44,11.66,140.85,50.79,26.38,70.75,1.1,159.73,187.06,718.71,0.0,0.0,17-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Sep-2018 - 00:00,45.84,0.9,7.35,13.44,55.66,28.48,69.79,4.63,21.19,67.04,6.32,23.46,12.34,29.11,60.85,2.31,225.15,485.3,715.45,0.0,0.0,18-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Sep-2018 - 00:00,29.74,0.54,6.36,8.17,67.16,37.26,14.09,5.51,0.0,107.88,5.87,155.0,49.83,28.28,63.77,1.28,103.41,140.61,716.39,0.0,0.0,19-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Sep-2018 - 00:00,29.35,0.58,3.58,12.85,69.38,43.36,15.55,2.76,21.48,90.69,6.07,98.98,39.33,26.03,70.95,2.01,230.7,158.46,715.54,0.01,0.0,20-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Sep-2018 - 00:00,29.48,0.56,4.73,8.01,76.13,45.34,11.95,3.66,38.35,109.28,4.93,79.23,71.82,26.49,69.32,1.84,259.34,150.82,712.12,0.0,0.0,21-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Sep-2018 - 00:00,32.36,0.59,4.02,14.89,58.36,34.46,27.02,8.07,32.49,73.41,5.23,16.92,5.28,23.73,75.56,3.07,263.15,45.59,709.98,0.09,0.02,22-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Sep-2018 - 00:00,34.17,0.49,10.45,10.47,52.05,31.87,38.07,9.36,22.71,50.38,2.14,5.75,2.59,27.73,65.94,3.5,247.56,222.83,723.52,0.01,-0.1,23-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Sep-2018 - 00:00,30.39,0.58,7.57,9.12,59.47,36.17,27.25,10.86,23.32,47.08,2.03,14.84,1.72,29.32,58.74,1.71,199.3,230.76,722.76,0.01,0.0,24-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Sep-2018 - 00:00,29.51,0.69,4.67,9.0,64.96,39.71,17.01,4.37,28.68,62.72,3.58,27.34,2.71,27.13,68.31,1.43,182.38,189.22,723.42,0.0,0.0,25-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Sep-2018 - 00:00,29.96,0.67,3.74,11.34,69.99,44.09,20.24,4.44,31.42,80.49,5.36,70.61,12.29,27.68,67.1,1.11,191.09,208.35,721.62,0.0,0.0,26-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Sep-2018 - 00:00,29.79,0.58,4.49,14.76,69.95,45.21,20.77,4.4,39.84,88.6,7.67,81.87,45.57,26.29,72.48,0.98,213.24,139.92,719.53,0.04,0.0,27-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Sep-2018 - 00:00,29.41,0.46,3.79,13.08,65.93,41.01,20.27,6.32,35.83,71.52,6.13,75.21,9.29,26.75,68.47,1.16,184.78,212.7,719.8,0.03,0.0,28-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Sep-2018 - 00:00,29.38,0.62,3.78,27.9,74.98,55.71,22.99,6.72,46.14,112.02,13.85,157.04,85.58,26.32,72.75,0.85,231.98,147.74,720.4,0.0,0.0,29-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Sep-2018 - 00:00,29.24,0.76,4.51,37.49,75.35,61.88,24.17,4.34,51.84,121.62,14.91,191.3,134.44,25.82,75.75,1.02,264.01,143.65,721.08,0.24,0.0,30-Sep-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Sep-2018 - 00:00,30.33,0.65,4.43,34.86,79.58,61.03,43.98,10.26,70.83,143.37,23.93,242.73,77.06,27.2,70.24,0.94,221.14,247.7,720.75,0.0,0.0,01-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Oct-2018 - 00:00,28.74,0.31,6.09,16.9,71.31,46.6,25.07,6.56,62.41,125.49,10.56,134.98,14.59,27.07,69.26,1.69,140.09,200.0,721.0,0.43,0.0,02-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Oct-2018 - 00:00,29.61,0.73,6.33,18.97,66.27,45.27,22.38,4.51,37.25,79.33,7.92,78.54,23.49,27.7,66.8,0.8,127.96,219.84,,0.01,0.0,03-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Oct-2018 - 00:00,29.71,0.58,6.23,9.37,67.6,41.16,18.16,5.15,32.11,74.53,4.79,69.53,3.25,27.88,66.63,1.35,139.04,229.93,,0.0,0.0,04-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Oct-2018 - 00:00,29.63,0.5,7.08,12.52,67.98,41.16,19.63,4.43,36.9,77.61,7.1,62.08,3.12,27.61,67.02,1.5,134.34,174.82,,0.0,0.0,05-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Oct-2018 - 00:00,29.59,0.5,13.92,15.48,69.41,43.81,18.59,5.15,38.44,104.71,11.84,80.32,3.31,27.7,56.99,2.69,126.47,283.59,,0.0,0.0,06-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Oct-2018 - 00:00,29.66,0.79,10.19,14.96,83.32,49.88,19.43,6.42,60.69,147.07,15.88,149.39,28.92,27.1,59.52,1.82,118.85,194.37,,0.0,0.0,07-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Oct-2018 - 00:00,29.69,0.28,9.31,12.22,76.26,46.82,18.01,7.23,67.09,144.65,9.92,121.17,32.33,27.37,62.77,2.07,116.24,199.41,,0.0,0.0,08-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Oct-2018 - 00:00,29.6,0.95,9.29,12.66,79.78,49.81,20.04,8.93,66.86,151.65,11.43,153.2,12.34,27.47,58.9,2.01,91.67,192.64,,0.0,0.0,09-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Oct-2018 - 00:00,29.55,0.74,8.31,13.07,86.83,53.52,31.93,7.44,63.57,149.74,17.43,224.94,87.82,27.16,54.71,1.82,85.8,190.62,,0.0,0.0,10-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Oct-2018 - 00:00,29.6,0.61,7.64,11.0,95.23,57.38,19.94,6.54,64.95,171.88,8.96,146.79,143.52,27.25,49.97,1.82,232.48,194.69,,0.0,0.0,11-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Oct-2018 - 00:00,29.37,0.59,7.79,8.61,94.66,55.48,15.21,5.68,53.74,153.18,10.27,88.45,119.88,27.05,46.74,2.34,257.8,194.69,,0.0,0.0,12-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Oct-2018 - 00:00,29.6,0.72,5.34,16.67,85.79,54.37,10.51,5.39,58.79,158.51,9.78,161.49,107.09,26.51,53.03,1.95,174.05,209.41,,0.0,0.0,13-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Oct-2018 - 00:00,29.47,0.77,7.99,14.35,80.28,50.86,2.06,3.39,62.43,142.88,13.88,167.61,65.23,26.81,58.72,1.31,160.41,193.92,,0.0,0.0,14-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Oct-2018 - 00:00,29.59,0.57,9.21,13.74,72.82,46.72,1.51,2.91,57.85,122.51,12.49,155.11,69.06,27.83,57.68,1.27,147.94,184.8,,0.0,0.0,15-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Oct-2018 - 00:00,29.72,0.66,9.89,8.35,70.75,42.36,1.26,3.5,59.8,113.43,11.81,146.53,6.65,27.65,61.35,1.46,100.45,96.0,719.82,0.0,0.0,16-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Oct-2018 - 00:00,29.69,0.39,11.61,11.54,64.56,40.41,1.52,3.24,56.97,105.9,9.75,112.12,8.08,26.75,68.48,1.55,124.59,146.21,717.98,0.0,0.0,17-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Oct-2018 - 00:00,30.34,0.54,6.81,9.49,60.36,36.85,0.98,2.37,32.85,49.67,4.0,37.52,3.54,25.5,72.53,0.98,190.04,154.74,717.73,0.3,0.0,18-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Oct-2018 - 00:00,29.33,0.41,9.48,10.42,59.92,37.37,0.74,2.16,35.27,52.62,3.25,29.17,1.79,26.3,68.98,0.91,169.0,154.53,717.68,0.0,0.0,19-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Oct-2018 - 00:00,29.36,0.48,12.4,12.62,63.88,40.43,0.72,1.74,41.56,77.4,5.08,43.15,6.39,26.43,60.15,1.36,165.92,202.39,717.5,0.0,0.0,20-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Oct-2018 - 00:00,29.31,0.71,13.2,11.06,79.32,48.51,0.87,4.15,62.03,134.83,9.67,132.58,20.83,27.04,54.7,1.5,159.38,183.88,717.34,0.0,0.0,21-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Oct-2018 - 00:00,29.39,0.61,14.4,11.36,71.92,44.42,0.71,2.59,59.26,128.41,6.93,80.19,19.67,27.98,54.89,1.28,164.4,189.09,717.32,0.0,0.0,22-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Oct-2018 - 00:00,29.4,0.66,14.7,11.56,75.23,46.38,1.25,6.85,66.54,142.89,12.84,150.7,27.44,28.19,52.91,0.99,144.24,176.88,717.57,0.0,0.0,23-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Oct-2018 - 00:00,29.3,0.63,18.13,8.56,66.93,39.87,0.77,4.69,64.32,123.4,8.27,67.79,11.31,27.81,55.74,1.37,173.57,177.74,717.49,0.0,0.0,24-Oct-2018 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
