from date,NO2,NOx,NH3,NO,SO2,CO,PM2.5,PM10,Benzene,O Xylene,MP-Xylene,Toluene,Ozone,Temp,VWS,SR,RH,RF,WD,WS,BP,to date,station
26-Apr-2018 - 00:00,29.37,34.46,36.58,5.09,5.28,0.68,36.63,69.2,5.4,1.61,4.94,39.66,65.38,24.08,-0.05,174.54,67.51,0.0,90.35,0.94,,27-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Apr-2018 - 00:00,34.76,40.81,37.43,6.07,4.98,0.78,38.99,95.61,2.76,1.32,0.21,32.5,53.23,25.86,-0.01,216.14,62.94,0.0,90.43,0.8,,28-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Apr-2018 - 00:00,28.51,36.83,47.85,8.33,7.97,0.68,48.6,107.37,2.65,1.37,0.19,33.66,46.33,25.53,-0.05,183.58,66.68,0.0,135.03,0.86,,29-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Apr-2018 - 00:00,28.2,34.55,50.4,6.35,5.02,0.81,43.36,101.89,2.09,1.57,0.38,35.24,46.16,24.48,-0.07,152.93,73.06,0.0,96.11,0.95,,30-Apr-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Apr-2018 - 00:00,28.04,35.35,41.64,7.31,3.63,0.92,29.78,57.37,8.27,1.66,4.85,46.07,42.72,22.93,-0.12,122.87,80.57,0.08,72.86,1.27,,01-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-May-2018 - 00:00,21.93,28.31,51.43,6.38,3.09,0.64,29.85,58.99,1.43,1.43,0.16,34.94,46.72,25.1,-0.03,249.64,71.64,0.0,77.56,1.07,,02-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-May-2018 - 00:00,21.7,26.15,40.07,4.45,3.11,0.73,18.22,38.15,1.45,1.34,0.1,31.66,48.46,24.72,-0.06,204.39,74.74,0.04,78.98,1.14,,03-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-May-2018 - 00:00,32.27,39.4,52.01,7.14,15.12,0.73,26.49,64.21,2.04,1.29,0.2,28.28,32.0,25.18,-0.01,157.92,73.18,0.0,103.63,0.8,,04-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-May-2018 - 00:00,27.7,33.83,51.69,6.13,4.02,0.78,25.06,46.7,1.76,1.06,0.91,29.43,47.62,24.22,-0.1,205.59,73.96,0.03,102.77,1.14,,05-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-May-2018 - 00:00,27.74,32.75,52.68,5.01,6.57,0.75,31.55,60.61,1.97,1.33,1.28,27.99,42.35,25.37,-0.02,230.53,74.68,0.0,115.33,0.74,,06-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-May-2018 - 00:00,18.71,23.02,51.86,4.32,3.65,0.68,27.06,53.39,,,,,42.87,25.34,-0.08,178.58,78.04,0.0,61.83,1.07,,07-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-May-2018 - 00:00,22.49,27.79,46.0,5.3,3.35,0.81,25.36,60.64,3.52,1.35,0.07,31.88,30.04,24.59,-0.05,134.33,83.62,0.12,73.27,0.95,,08-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-May-2018 - 00:00,21.56,26.87,50.24,5.31,3.6,0.8,24.63,58.66,6.36,2.71,3.1,38.31,30.15,24.99,-0.01,147.62,85.62,0.0,87.63,0.78,,09-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-May-2018 - 00:00,20.58,24.6,45.09,4.02,22.38,0.61,25.96,58.25,1.75,1.18,0.26,30.74,49.38,25.87,-0.02,250.91,79.91,0.13,96.79,0.91,,10-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-May-2018 - 00:00,22.01,25.61,39.69,3.6,4.29,0.74,26.4,57.16,6.43,2.75,5.48,38.79,51.5,24.46,-0.05,210.19,80.4,0.04,95.64,1.04,,11-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-May-2018 - 00:00,22.92,26.61,36.61,3.69,5.1,0.76,22.95,59.64,1.5,1.02,0.13,30.57,59.53,24.88,-0.03,258.36,71.57,0.0,80.7,1.06,,12-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-May-2018 - 00:00,28.75,33.62,35.44,4.87,4.75,0.93,36.93,79.31,2.19,1.15,0.02,33.43,53.68,26.61,-0.01,243.31,67.78,0.0,116.93,0.79,,13-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-May-2018 - 00:00,26.51,32.92,39.5,6.42,4.7,0.76,31.39,90.71,2.08,1.44,0.0,33.94,48.79,26.67,-0.04,228.59,68.49,0.0,112.01,0.81,,14-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-May-2018 - 00:00,19.79,24.95,35.66,5.16,2.91,0.96,20.3,37.82,7.61,1.89,2.79,46.27,45.39,23.72,-0.07,143.91,84.61,0.43,117.64,1.0,,15-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-May-2018 - 00:00,22.58,28.34,39.5,5.77,3.28,0.55,22.5,45.87,1.46,1.42,0.02,31.62,42.92,24.67,-0.04,216.45,78.63,0.0,141.31,0.77,,16-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-May-2018 - 00:00,20.0,23.22,33.37,3.22,4.16,0.81,24.37,50.55,5.44,2.63,3.99,42.25,56.33,25.09,-0.05,272.68,76.61,0.0,109.64,1.08,,17-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-May-2018 - 00:00,27.83,32.48,31.16,4.65,3.91,0.82,36.4,81.11,2.32,1.46,0.07,32.15,43.79,25.92,0.0,222.93,75.09,0.0,96.79,0.7,,18-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-May-2018 - 00:00,22.8,26.8,35.42,4.0,3.56,0.62,32.73,69.12,1.65,1.15,0.0,30.74,48.22,26.96,-0.01,255.71,72.38,0.0,92.13,0.84,,19-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-May-2018 - 00:00,27.91,34.98,32.6,7.07,3.14,0.9,35.59,70.05,2.85,2.12,0.06,33.41,33.22,25.61,-0.01,158.35,82.08,0.22,72.91,0.66,,20-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-May-2018 - 00:00,18.87,23.02,37.75,4.15,3.0,0.71,34.09,72.28,1.67,1.31,0.02,31.18,35.78,27.09,-0.01,220.05,76.31,0.0,99.57,0.7,,21-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-May-2018 - 00:00,24.97,29.54,32.61,4.57,2.85,0.96,36.29,63.4,2.63,1.45,0.0,33.34,33.05,27.17,-0.02,213.35,79.58,0.03,96.1,0.65,,22-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-May-2018 - 00:00,23.2,27.02,34.87,3.84,14.2,0.79,57.25,78.94,2.93,1.76,0.0,30.2,26.22,27.25,-0.01,167.13,81.05,0.02,104.76,0.58,,23-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-May-2018 - 00:00,18.63,22.42,33.4,3.79,2.54,0.8,27.06,44.9,1.55,1.23,0.0,27.15,30.87,26.17,-0.04,191.33,84.88,0.01,70.61,0.97,,24-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-May-2018 - 00:00,18.79,22.83,31.23,4.04,2.61,0.94,19.61,43.4,7.12,8.3,0.0,37.78,36.54,24.98,-0.06,147.95,88.26,0.64,63.58,1.05,,25-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-May-2018 - 00:00,22.89,28.79,29.96,5.9,2.53,0.91,33.0,59.59,1.99,1.53,0.02,29.09,20.89,25.67,-0.01,141.47,88.09,0.0,68.93,0.78,,26-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-May-2018 - 00:00,18.52,22.31,31.99,3.79,2.37,0.79,27.14,53.56,1.77,1.45,0.0,32.02,32.46,25.75,-0.02,158.75,88.23,0.15,75.67,0.77,,27-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-May-2018 - 00:00,15.1,18.26,30.16,3.17,2.25,0.81,26.92,44.47,1.51,1.28,0.0,33.46,44.07,26.25,-0.04,215.49,84.33,0.11,69.22,0.96,,28-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-May-2018 - 00:00,18.46,21.15,26.45,2.68,2.91,0.76,26.74,42.79,1.3,1.14,0.0,32.94,67.93,24.81,-0.05,209.77,81.18,0.36,78.13,0.97,,29-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-May-2018 - 00:00,23.46,27.6,23.45,4.14,2.72,0.86,25.94,49.05,8.69,8.57,10.24,44.83,59.11,25.02,-0.02,226.34,75.83,0.01,58.26,0.81,,30-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-May-2018 - 00:00,27.94,34.3,22.53,6.36,3.83,0.77,34.69,68.82,2.74,2.0,4.56,32.3,34.02,27.15,0.01,222.14,71.9,0.02,132.25,0.51,,31-May-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
31-May-2018 - 00:00,16.79,20.65,25.01,3.86,3.01,0.68,28.86,52.54,1.27,1.1,2.54,29.38,41.97,26.81,-0.11,278.23,75.7,0.18,55.82,1.21,,01-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Jun-2018 - 00:00,24.38,30.86,21.91,6.48,2.56,0.86,22.03,33.28,3.04,2.52,6.01,30.63,44.85,25.64,-0.0,206.81,84.09,0.04,79.68,0.6,,02-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Jun-2018 - 00:00,22.27,27.04,22.28,4.77,3.09,0.78,29.33,56.52,2.2,1.66,4.0,31.94,35.52,27.24,0.0,245.68,76.86,0.0,105.88,0.58,,03-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Jun-2018 - 00:00,18.1,22.11,22.42,4.01,3.01,0.9,29.59,48.29,2.16,1.71,4.0,33.28,31.0,26.38,0.0,232.46,83.52,0.62,112.98,0.69,,04-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Jun-2018 - 00:00,21.47,26.47,20.92,4.9,2.68,0.9,34.04,59.95,2.49,2.01,4.61,35.11,30.82,28.01,0.0,263.48,77.33,0.13,86.74,0.79,,05-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Jun-2018 - 00:00,22.89,27.44,20.0,4.93,3.23,0.83,41.35,67.61,2.6,1.71,3.85,33.35,25.75,29.08,0.0,252.31,74.13,0.0,160.77,0.57,,06-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Jun-2018 - 00:00,21.07,26.56,19.93,5.49,2.29,0.69,45.27,72.01,2.3,1.34,3.1,32.55,29.29,28.07,-0.0,259.24,81.14,0.21,186.88,0.61,,07-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Jun-2018 - 00:00,21.38,27.05,18.82,5.46,2.24,0.86,26.77,46.18,8.78,8.13,13.26,41.8,23.56,27.03,-0.0,225.47,84.23,0.0,141.32,0.57,,08-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Jun-2018 - 00:00,21.58,28.66,17.36,6.52,2.4,0.87,27.83,41.32,2.94,1.5,4.09,27.94,19.31,25.96,-0.01,128.31,88.42,0.6,134.88,0.7,,09-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Jun-2018 - 00:00,21.16,28.28,19.65,7.2,3.61,0.69,36.47,57.59,3.26,2.41,5.88,44.07,22.36,28.89,0.01,294.73,73.65,0.0,160.02,0.44,996.84,10-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Jun-2018 - 00:00,20.38,29.24,18.8,8.86,2.83,0.81,28.42,56.91,2.06,1.35,2.98,30.57,23.32,29.93,0.01,314.86,73.03,0.0,222.93,0.4,994.9,11-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Jun-2018 - 00:00,16.66,20.38,18.22,3.72,2.41,0.86,19.34,33.91,1.36,1.1,2.66,28.93,24.26,27.91,-0.01,214.76,78.55,0.01,127.72,0.7,993.9,12-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Jun-2018 - 00:00,17.75,21.57,17.68,3.85,2.46,0.94,15.55,25.01,1.58,1.16,2.96,28.48,27.15,26.62,0.0,240.28,84.64,0.56,137.7,0.52,994.03,13-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Jun-2018 - 00:00,16.0,19.9,18.12,3.85,2.51,0.87,17.63,27.48,5.27,2.53,8.31,35.48,25.45,26.92,-0.03,286.06,84.92,0.15,94.73,0.88,993.99,14-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Jun-2018 - 00:00,23.99,24.49,16.74,3.4,37.81,0.94,25.67,50.33,1.98,0.9,3.29,37.6,48.84,26.2,-0.02,238.39,84.85,0.53,77.6,0.82,995.83,15-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Jun-2018 - 00:00,20.35,23.61,17.14,3.63,2.32,0.77,49.6,101.57,2.32,1.5,3.04,32.08,25.97,26.2,-0.01,151.62,87.97,0.21,95.0,0.72,997.63,16-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Jun-2018 - 00:00,17.13,20.64,17.38,3.51,2.44,0.83,44.08,82.6,1.37,1.23,2.92,29.05,27.71,24.1,-0.04,85.5,91.42,0.3,97.07,1.05,,17-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Jun-2018 - 00:00,15.84,18.83,16.7,3.3,2.35,0.96,27.49,48.62,1.61,1.33,3.16,30.97,27.29,24.41,-0.01,107.27,91.8,0.74,73.02,0.68,,18-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Jun-2018 - 00:00,19.39,23.02,14.97,3.64,2.47,0.91,27.76,55.1,2.18,1.34,3.79,31.4,28.67,25.61,-0.01,191.78,87.84,0.21,78.41,0.69,999.86,19-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Jun-2018 - 00:00,19.57,22.56,15.74,4.19,27.39,0.9,42.56,93.25,2.11,1.15,3.55,30.37,27.6,27.26,-0.0,219.95,85.69,0.06,119.37,0.64,,20-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Jun-2018 - 00:00,19.73,22.8,15.01,3.45,2.32,0.82,37.62,68.01,2.31,1.4,3.45,28.09,33.98,26.64,-0.02,217.41,85.5,0.16,73.5,0.74,,21-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Jun-2018 - 00:00,16.72,19.59,16.17,2.87,2.38,0.78,36.15,52.15,4.15,1.15,6.43,30.6,38.62,27.52,-0.01,179.71,83.26,0.01,84.67,0.7,,22-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Jun-2018 - 00:00,18.6,22.1,13.73,3.54,2.3,0.88,31.97,53.96,1.81,0.97,2.62,25.83,35.65,26.96,-0.01,242.76,85.45,0.01,82.08,0.8,,23-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Jun-2018 - 00:00,17.28,21.33,14.87,4.05,2.17,0.89,28.51,36.74,2.03,1.25,3.38,30.51,31.77,26.84,-0.01,249.37,87.49,1.11,144.23,0.68,,24-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Jun-2018 - 00:00,15.03,16.59,16.7,2.73,17.93,0.82,29.5,36.43,1.48,1.16,2.24,30.93,32.81,26.37,-0.0,198.56,89.57,0.01,100.88,0.79,,25-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Jun-2018 - 00:00,19.34,21.82,13.88,3.22,9.96,0.89,30.57,41.41,1.73,0.94,2.5,25.78,33.52,26.4,-0.01,141.41,87.37,0.0,70.62,0.79,999.07,26-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Jun-2018 - 00:00,19.2,22.61,13.27,3.67,2.12,0.83,39.67,54.06,2.35,1.01,3.21,25.93,30.91,26.18,-0.0,119.67,90.17,0.2,61.58,0.79,,27-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Jun-2018 - 00:00,15.01,19.8,13.45,4.79,2.29,0.82,29.07,47.5,6.43,1.08,9.68,29.48,19.83,26.87,-0.12,194.72,85.12,0.0,48.83,1.34,,28-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Jun-2018 - 00:00,15.69,20.82,11.87,5.35,2.26,0.9,18.39,31.51,1.28,0.81,2.45,23.27,17.49,26.87,-0.07,214.48,81.68,0.02,54.46,1.16,,29-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Jun-2018 - 00:00,19.36,25.1,10.6,5.74,2.31,0.82,22.8,31.21,5.98,0.93,8.59,30.59,11.73,25.98,0.0,77.72,88.05,0.56,80.56,0.52,,30-Jun-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Jun-2018 - 00:00,16.74,20.62,11.66,4.21,2.43,0.82,18.37,28.68,1.47,0.91,2.63,28.55,16.39,26.64,0.0,235.44,86.75,0.38,137.08,0.51,,01-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Jul-2018 - 00:00,13.99,17.0,12.86,3.02,2.39,0.86,15.39,21.51,1.49,0.92,2.21,26.76,21.66,24.82,0.0,81.73,94.44,0.86,98.23,0.57,,02-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Jul-2018 - 00:00,20.21,26.05,10.15,5.81,2.34,0.86,15.58,32.44,2.06,1.68,3.77,28.89,15.26,24.42,0.0,58.21,95.63,0.99,51.58,0.72,,03-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Jul-2018 - 00:00,14.69,17.73,12.77,3.04,2.06,0.58,21.47,32.32,1.46,1.08,2.48,23.84,12.65,24.77,0.01,81.87,95.89,0.87,181.66,0.31,998.45,04-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Jul-2018 - 00:00,20.39,24.5,10.02,4.13,1.94,0.76,24.22,27.95,2.1,1.42,3.38,27.64,17.56,24.86,-0.0,80.68,95.73,1.92,110.35,0.55,998.17,05-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Jul-2018 - 00:00,18.61,23.06,10.99,4.83,2.07,0.93,30.24,33.58,2.83,2.14,4.86,30.52,22.33,25.65,0.0,172.79,91.64,0.3,95.55,0.59,999.84,06-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Jul-2018 - 00:00,19.18,23.51,10.61,4.33,2.08,0.6,38.08,66.12,10.71,12.21,14.95,41.56,15.78,27.11,-0.0,163.46,87.06,0.0,76.34,0.6,999.79,07-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Jul-2018 - 00:00,18.59,22.72,10.35,4.02,2.02,0.59,41.03,61.46,2.36,1.67,3.73,30.61,15.89,26.39,-0.01,110.93,91.46,0.33,108.27,0.63,999.85,08-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Jul-2018 - 00:00,19.92,23.45,13.08,5.09,18.7,0.71,17.56,34.71,1.34,1.27,2.87,32.23,9.51,26.35,-0.0,172.21,87.94,0.01,94.61,0.68,,09-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Jul-2018 - 00:00,18.43,25.01,9.69,6.78,18.1,0.74,15.03,30.21,1.57,1.5,3.31,30.98,11.05,25.82,-0.03,95.9,92.18,0.33,42.46,0.99,,10-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Jul-2018 - 00:00,17.18,22.72,10.0,5.55,2.11,0.7,18.09,33.81,1.61,1.42,3.19,28.15,12.35,26.61,-0.02,194.9,87.32,0.13,63.49,0.79,,11-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Jul-2018 - 00:00,16.14,21.82,10.83,5.67,2.29,0.9,14.67,37.64,5.94,6.59,8.74,37.51,14.98,27.04,-0.03,256.8,86.26,0.02,75.54,0.92,,12-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Jul-2018 - 00:00,16.12,23.09,9.92,6.97,2.15,0.74,18.56,50.19,1.88,1.66,3.69,29.8,9.42,27.7,-0.03,251.88,83.75,0.19,77.47,0.78,999.25,13-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Jul-2018 - 00:00,14.06,17.97,10.38,4.51,16.76,0.74,14.86,35.62,1.19,1.0,2.23,28.83,14.37,27.26,-0.01,303.29,84.59,0.0,84.05,0.87,999.82,14-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Jul-2018 - 00:00,18.42,25.66,9.74,7.25,2.1,0.82,13.71,37.24,2.29,1.84,3.97,33.69,11.14,27.96,0.0,186.88,82.41,0.01,136.37,0.52,998.97,15-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Jul-2018 - 00:00,15.89,21.84,12.57,6.68,5.43,0.43,19.06,45.92,2.37,2.07,4.62,35.55,6.89,27.04,-0.01,119.54,86.49,0.91,81.67,0.7,999.41,16-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Jul-2018 - 00:00,13.39,18.59,10.33,5.2,2.06,0.62,11.67,29.1,1.31,1.25,2.85,30.4,10.76,28.05,-0.06,210.94,80.1,0.17,56.49,1.06,,17-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Jul-2018 - 00:00,14.66,20.04,9.53,5.56,2.09,0.73,11.0,28.31,1.47,1.35,3.06,27.51,11.54,28.01,-0.02,197.89,80.05,0.0,70.88,0.98,,18-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Jul-2018 - 00:00,18.17,23.87,9.39,7.02,19.35,0.8,18.16,41.61,8.11,8.43,11.04,36.1,11.07,27.93,-0.01,183.06,82.35,0.01,75.64,0.69,,19-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Jul-2018 - 00:00,16.82,24.51,7.98,7.69,2.22,0.72,18.25,49.45,2.6,1.65,4.12,25.67,9.63,29.67,0.0,245.11,75.76,0.0,149.81,0.52,998.91,20-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Jul-2018 - 00:00,14.79,19.95,8.98,5.59,10.57,0.6,18.23,53.41,1.42,1.2,2.45,22.44,11.49,29.61,-0.01,234.19,74.17,0.02,140.34,0.57,997.7,21-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Jul-2018 - 00:00,10.78,15.07,10.43,4.41,2.27,0.8,13.24,22.83,0.77,0.82,1.72,20.9,12.39,27.28,-0.16,222.45,81.9,0.02,48.21,1.4,,22-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Jul-2018 - 00:00,9.94,13.75,9.99,3.95,2.34,0.85,10.72,21.95,0.95,0.93,2.26,22.84,14.01,27.1,-0.12,109.07,82.1,0.03,41.78,1.46,,23-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Jul-2018 - 00:00,10.74,14.61,10.37,3.86,2.33,0.65,13.35,29.27,4.67,5.37,6.3,28.64,16.76,27.72,-0.09,241.63,80.0,0.0,61.99,1.23,,24-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Jul-2018 - 00:00,11.22,15.18,10.01,3.96,1.96,0.73,11.08,26.19,1.09,0.67,1.56,20.8,14.86,26.47,-0.03,155.82,87.67,0.09,75.05,0.98,,25-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Jul-2018 - 00:00,14.29,18.81,8.8,4.52,1.97,0.71,16.03,33.14,4.94,4.07,6.79,25.9,13.61,25.91,-0.03,153.8,90.21,0.03,59.51,0.88,,26-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Jul-2018 - 00:00,14.7,18.86,8.61,4.82,2.11,0.67,18.58,34.42,1.46,0.99,2.39,19.51,12.35,27.02,-0.03,203.56,85.7,0.0,61.15,0.83,,27-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Jul-2018 - 00:00,16.02,19.92,7.68,4.69,1.96,0.67,15.23,36.39,8.79,7.14,10.92,33.34,15.02,27.31,-0.02,193.96,84.19,0.1,69.65,0.77,,28-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Jul-2018 - 00:00,12.87,16.32,9.0,4.45,2.01,0.67,9.48,29.96,1.06,0.98,2.14,25.48,13.47,26.41,-0.07,237.75,88.8,0.3,58.19,1.05,,29-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Jul-2018 - 00:00,13.69,17.48,8.37,3.78,2.34,0.8,13.04,28.27,1.4,1.09,2.51,25.55,14.41,25.67,-0.04,104.95,92.35,0.17,54.58,0.94,,30-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Jul-2018 - 00:00,19.94,23.58,7.35,5.52,1.98,0.71,19.94,32.23,1.7,1.39,3.21,28.23,14.31,25.58,-0.01,60.97,92.22,0.32,62.74,0.83,999.96,31-Jul-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
31-Jul-2018 - 00:00,16.93,22.1,7.78,5.16,2.11,0.58,18.79,39.04,1.58,1.31,2.81,26.74,14.78,25.31,-0.04,91.3,92.34,0.19,43.06,1.07,999.73,01-Aug-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Aug-2018 - 00:00,19.03,28.87,7.32,9.97,2.35,0.91,15.65,34.51,2.9,2.54,4.91,35.09,14.49,25.29,-0.03,135.32,90.88,0.65,48.47,0.89,999.83,02-Aug-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Aug-2018 - 00:00,13.83,18.58,9.25,4.96,2.28,0.47,15.85,33.85,1.33,1.23,2.98,25.69,12.56,25.97,-0.01,157.27,86.97,0.02,81.2,0.75,,03-Aug-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Aug-2018 - 00:00,16.5,19.59,8.6,5.11,9.74,0.76,20.01,35.8,1.09,0.64,2.06,22.87,15.37,25.94,-0.03,135.67,88.14,0.01,54.51,0.99,,04-Aug-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Aug-2018 - 00:00,16.28,20.86,8.4,4.57,2.07,0.56,18.88,47.08,1.66,1.04,2.88,23.97,17.06,26.67,-0.03,231.64,86.09,0.08,60.25,0.89,,05-Aug-2018 - 00:00,"Ward-32 Bapupara, Siliguri - WBPCB"
