from date,PM10,PM2.5,NO2,NO,NOx,CO,to date,station
24-Aug-2018 - 00:00,,,,,,,25-Aug-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Aug-2018 - 00:00,,,,,,,26-Aug-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Aug-2018 - 00:00,,,,,,,27-Aug-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Aug-2018 - 00:00,,,,,,,28-Aug-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Aug-2018 - 00:00,,,,,,,29-Aug-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Aug-2018 - 00:00,,,,,,,30-Aug-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Aug-2018 - 00:00,,,,,,,31-Aug-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Aug-2018 - 00:00,,,,,,,01-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Sep-2018 - 00:00,,,,,,,02-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Sep-2018 - 00:00,,,,,,,03-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Sep-2018 - 00:00,,,,,,,04-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Sep-2018 - 00:00,,,,,,,05-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Sep-2018 - 00:00,,,,,,,06-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Sep-2018 - 00:00,,,,,,,07-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Sep-2018 - 00:00,,,,,,,08-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Sep-2018 - 00:00,,,,,,,09-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Sep-2018 - 00:00,,,,,,,10-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Sep-2018 - 00:00,,,,,,,11-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Sep-2018 - 00:00,,,,,,,12-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Sep-2018 - 00:00,,,,,,,13-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Sep-2018 - 00:00,,,,,,,14-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Sep-2018 - 00:00,,,,,,,15-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Sep-2018 - 00:00,,,,,,,16-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Sep-2018 - 00:00,,,,,,,17-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Sep-2018 - 00:00,,,,,,,18-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Sep-2018 - 00:00,,,,,,,19-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Sep-2018 - 00:00,,,,,,,20-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Sep-2018 - 00:00,,,,,,,21-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Sep-2018 - 00:00,,,,,,,22-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Sep-2018 - 00:00,,,,,,,23-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Sep-2018 - 00:00,,,,,,,24-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Sep-2018 - 00:00,,,,,,,25-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Sep-2018 - 00:00,,,,,,,26-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Sep-2018 - 00:00,,,,,,,27-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Sep-2018 - 00:00,,,,,,,28-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Sep-2018 - 00:00,,,,,,,29-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Sep-2018 - 00:00,,,,,,,30-Sep-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Sep-2018 - 00:00,,,,,,,01-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Oct-2018 - 00:00,,,,,,,02-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Oct-2018 - 00:00,,,,,,,03-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Oct-2018 - 00:00,,,,,,,04-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Oct-2018 - 00:00,,,,,,,05-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Oct-2018 - 00:00,,,,,,,06-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Oct-2018 - 00:00,,,,,,,07-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Oct-2018 - 00:00,,,,,,,08-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Oct-2018 - 00:00,,,,,,,09-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Oct-2018 - 00:00,,,,,,,10-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Oct-2018 - 00:00,,,,,,,11-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Oct-2018 - 00:00,,,,,,,12-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Oct-2018 - 00:00,,,,,,,13-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Oct-2018 - 00:00,,,,,,,14-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Oct-2018 - 00:00,,,,,,,15-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Oct-2018 - 00:00,,,,,,,16-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Oct-2018 - 00:00,,,,,,,17-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Oct-2018 - 00:00,,,,,,,18-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Oct-2018 - 00:00,,,,,,,19-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Oct-2018 - 00:00,,,,,,,20-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Oct-2018 - 00:00,,,,,,,21-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Oct-2018 - 00:00,,,,,,,22-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Oct-2018 - 00:00,,,,,,,23-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Oct-2018 - 00:00,,,,,,,24-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Oct-2018 - 00:00,,,,,,,25-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Oct-2018 - 00:00,,,,,,,26-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Oct-2018 - 00:00,,,,,,,27-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Oct-2018 - 00:00,,,,,,,28-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Oct-2018 - 00:00,,,,,,,29-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Oct-2018 - 00:00,,,,,,,30-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Oct-2018 - 00:00,,,,,,,31-Oct-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Oct-2018 - 00:00,,,,,,,01-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Nov-2018 - 00:00,,,,,,,02-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Nov-2018 - 00:00,,,,,,,03-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Nov-2018 - 00:00,,,,,,,04-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Nov-2018 - 00:00,,,,,,,05-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Nov-2018 - 00:00,,,,,,,06-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Nov-2018 - 00:00,,,,,,,07-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Nov-2018 - 00:00,,,,,,,08-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Nov-2018 - 00:00,,,,,,,09-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Nov-2018 - 00:00,,,,,,,10-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Nov-2018 - 00:00,,,,,,,11-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Nov-2018 - 00:00,,,,,,,12-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Nov-2018 - 00:00,,,,,,,13-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Nov-2018 - 00:00,,,,,,,14-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Nov-2018 - 00:00,,,,,,,15-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Nov-2018 - 00:00,,,,,,,16-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Nov-2018 - 00:00,,,,,,,17-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Nov-2018 - 00:00,,,,,,,18-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Nov-2018 - 00:00,,,,,,,19-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Nov-2018 - 00:00,,,,,,,20-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Nov-2018 - 00:00,,,,,,,21-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Nov-2018 - 00:00,,,,,,,22-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Nov-2018 - 00:00,,,,,,,23-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Nov-2018 - 00:00,,,,,,,24-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Nov-2018 - 00:00,,,,,,,25-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Nov-2018 - 00:00,,,,,,,26-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Nov-2018 - 00:00,,,,,,,27-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Nov-2018 - 00:00,,,,,,,28-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Nov-2018 - 00:00,,,,,,,29-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Nov-2018 - 00:00,,,,,,,30-Nov-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Nov-2018 - 00:00,,,,,,,01-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
01-Dec-2018 - 00:00,,,,,,,02-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
02-Dec-2018 - 00:00,,,,,,,03-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
03-Dec-2018 - 00:00,,,,,,,04-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
04-Dec-2018 - 00:00,,,,,,,05-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
05-Dec-2018 - 00:00,,,,,,,06-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
06-Dec-2018 - 00:00,,,,,,,07-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
07-Dec-2018 - 00:00,,,,,,,08-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
08-Dec-2018 - 00:00,,,,,,,09-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
09-Dec-2018 - 00:00,,,,,,,10-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
10-Dec-2018 - 00:00,,,,,,,11-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
11-Dec-2018 - 00:00,,,14.26,,21.36,0.88,12-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
12-Dec-2018 - 00:00,193.59,110.37,14.32,7.38,21.69,0.81,13-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
13-Dec-2018 - 00:00,165.39,124.45,14.31,7.5,21.8,0.73,14-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
14-Dec-2018 - 00:00,139.36,92.3,14.31,7.47,21.93,0.65,15-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
15-Dec-2018 - 00:00,122.96,73.36,14.34,7.5,21.88,0.56,16-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
16-Dec-2018 - 00:00,101.31,62.54,14.34,7.4,21.75,0.46,17-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
17-Dec-2018 - 00:00,65.0,92.0,14.33,6.63,21.78,0.39,18-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
18-Dec-2018 - 00:00,146.5,90.89,14.31,7.68,21.67,1.17,19-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
19-Dec-2018 - 00:00,167.5,66.35,14.34,7.38,21.7,0.88,20-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
20-Dec-2018 - 00:00,147.71,120.55,14.3,7.58,21.84,1.63,21-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
21-Dec-2018 - 00:00,102.72,101.13,14.31,7.44,21.69,0.92,22-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
22-Dec-2018 - 00:00,225.22,63.94,14.31,7.56,21.87,0.51,23-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
23-Dec-2018 - 00:00,107.0,77.17,14.37,7.49,21.74,0.96,24-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
24-Dec-2018 - 00:00,173.34,98.56,14.32,7.43,21.71,0.89,25-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
25-Dec-2018 - 00:00,144.9,89.33,14.32,7.47,21.8,0.76,26-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
26-Dec-2018 - 00:00,115.92,66.23,14.3,7.43,21.75,0.48,27-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
27-Dec-2018 - 00:00,733.51,72.41,14.32,7.45,21.79,0.69,28-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
28-Dec-2018 - 00:00,128.82,68.19,14.31,7.45,21.76,0.66,29-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
29-Dec-2018 - 00:00,238.5,176.15,14.33,7.51,21.77,1.08,30-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
30-Dec-2018 - 00:00,179.6,138.54,14.34,7.45,21.79,1.07,31-Dec-2018 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
31-Dec-2018 - 00:00,232.35,182.0,14.34,7.4,21.75,1.85,01-Jan-2019 - 00:00,"Shrivastav Colony, Damoh - MPPCB"
