from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
19-Nov-2018 - 00:00,34.95,2.65,69.26,30.21,105.34,79.44,15.19,182.9,1.24,2.72,2.13,22.06,66.67,1.2,171.28,108.68,753.61,0.0,-0.02,20-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Nov-2018 - 00:00,33.69,1.87,53.18,86.32,117.51,131.16,17.83,202.28,1.2,2.56,1.95,22.63,68.95,0.88,170.98,102.79,753.0,0.0,-0.0,21-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Nov-2018 - 00:00,35.19,3.22,44.08,131.49,130.61,175.36,46.3,246.51,1.23,2.7,1.92,22.42,69.42,0.81,153.73,113.82,753.62,0.0,-0.01,22-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Nov-2018 - 00:00,36.23,1.95,52.78,106.71,124.2,151.56,18.84,183.79,1.26,2.8,2.14,21.83,62.05,0.74,114.85,111.32,754.34,0.0,-0.0,23-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Nov-2018 - 00:00,34.92,2.67,55.83,30.66,105.17,80.82,19.9,144.51,1.23,2.67,2.0,21.5,61.65,1.4,104.93,91.58,754.93,0.0,0.0,24-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Nov-2018 - 00:00,33.71,2.54,61.7,37.74,83.63,75.1,14.25,122.18,1.21,2.58,1.92,21.23,59.75,2.59,121.28,121.42,754.12,0.0,0.01,25-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Nov-2018 - 00:00,36.06,2.93,47.39,34.53,105.5,84.12,12.51,137.66,1.27,2.52,1.94,20.7,64.73,1.39,132.2,117.41,753.52,0.0,0.01,26-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Nov-2018 - 00:00,35.04,1.65,56.15,76.53,122.52,127.33,15.5,208.37,1.23,2.36,1.84,20.66,72.01,0.87,91.39,100.79,752.62,0.0,-0.01,27-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Nov-2018 - 00:00,35.29,2.84,46.26,75.1,112.85,121.07,16.15,211.36,1.24,2.61,1.99,20.41,74.15,1.13,125.34,86.08,754.58,0.0,-0.02,28-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Nov-2018 - 00:00,34.58,2.96,45.42,54.85,101.76,96.75,11.18,189.13,1.23,2.76,2.02,20.99,75.81,0.81,102.68,81.37,754.84,0.0,-0.01,29-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Nov-2018 - 00:00,34.86,1.85,38.07,63.45,92.11,116.06,13.68,157.23,1.23,2.55,1.89,20.94,77.77,0.82,114.57,90.73,755.35,0.0,-0.01,30-Nov-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Nov-2018 - 00:00,34.68,2.44,50.35,69.67,114.77,117.32,13.05,233.62,1.23,2.49,1.84,20.58,77.34,0.86,124.6,78.21,755.01,0.0,0.0,01-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Dec-2018 - 00:00,34.14,2.05,48.74,95.84,106.35,131.97,13.66,172.49,1.23,2.4,1.78,20.09,67.98,0.97,135.69,100.51,752.89,0.0,-0.01,02-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Dec-2018 - 00:00,34.78,3.42,35.24,179.16,130.43,215.04,18.99,186.14,1.26,2.4,1.75,19.47,68.04,0.74,131.68,102.32,751.93,0.0,-0.0,03-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Dec-2018 - 00:00,34.15,2.74,40.71,106.05,143.45,162.53,40.67,215.34,1.23,2.28,1.67,19.05,68.82,0.63,161.37,91.09,752.9,0.0,-0.0,04-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Dec-2018 - 00:00,33.11,3.12,42.11,89.6,142.05,148.31,18.01,225.61,1.21,2.07,1.53,18.79,73.58,0.54,115.2,84.47,754.26,0.0,-0.0,05-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Dec-2018 - 00:00,33.04,1.47,51.47,113.57,133.39,153.54,20.85,206.89,1.24,2.19,1.58,18.86,71.21,0.8,114.51,91.98,752.16,0.0,-0.01,06-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Dec-2018 - 00:00,32.63,3.75,30.36,168.36,153.02,216.44,39.91,344.11,1.24,2.6,1.67,18.19,73.52,0.55,127.2,76.46,751.5,0.0,-0.01,07-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Dec-2018 - 00:00,32.48,3.22,35.61,66.38,115.89,115.55,16.52,179.12,1.22,2.34,1.67,18.37,71.53,0.99,127.33,91.01,752.36,0.0,-0.0,08-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Dec-2018 - 00:00,33.43,2.09,43.2,114.32,125.62,155.82,25.02,234.69,1.23,2.46,1.69,18.21,72.35,0.65,145.22,83.5,753.71,0.0,-0.0,09-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Dec-2018 - 00:00,33.4,2.54,40.3,106.28,124.48,152.62,21.1,233.86,1.23,2.24,1.61,17.52,71.91,0.62,100.82,88.63,752.56,0.0,-0.0,10-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Dec-2018 - 00:00,32.02,3.58,36.04,95.63,124.98,144.23,17.54,262.27,1.22,2.17,1.57,17.37,70.74,0.96,124.82,91.65,752.04,0.0,-0.02,11-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Dec-2018 - 00:00,32.64,2.2,35.11,84.72,111.67,117.14,15.52,249.69,1.23,2.32,1.65,17.27,72.95,0.86,106.73,80.76,752.92,0.0,-0.01,12-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Dec-2018 - 00:00,32.67,2.34,36.97,21.76,95.18,68.29,10.86,207.59,1.24,2.44,1.68,17.01,73.19,1.45,111.91,62.86,754.22,0.0,-0.02,13-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Dec-2018 - 00:00,32.08,1.73,32.2,12.67,74.03,49.67,7.09,140.78,1.2,2.12,1.51,17.24,76.77,1.45,76.25,71.47,756.06,0.0,-0.01,14-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Dec-2018 - 00:00,31.64,1.8,38.14,25.42,72.28,58.65,8.26,123.58,1.2,1.95,1.41,17.06,74.1,1.71,68.18,87.95,758.0,0.0,-0.0,15-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Dec-2018 - 00:00,31.57,2.08,40.85,110.69,85.33,135.3,15.03,144.33,1.22,2.1,1.47,16.27,70.86,1.72,99.64,103.74,758.39,0.0,-0.01,16-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Dec-2018 - 00:00,31.22,2.36,43.75,99.29,103.64,133.93,15.68,165.78,1.22,2.13,1.49,16.29,66.54,0.86,108.99,96.72,758.51,0.0,-0.01,17-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Dec-2018 - 00:00,31.58,3.52,41.1,68.52,104.18,111.12,17.36,207.36,1.24,2.36,1.62,16.96,67.07,0.96,122.59,125.22,756.6,0.0,-0.01,18-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Dec-2018 - 00:00,32.98,2.79,35.69,63.5,102.08,104.8,13.18,166.99,1.22,2.58,1.76,17.06,68.53,1.02,95.8,121.44,755.18,0.0,-0.01,19-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Dec-2018 - 00:00,32.17,2.15,51.17,67.03,103.37,108.78,47.09,217.28,1.24,2.58,1.75,15.89,69.61,1.09,167.4,125.37,755.2,0.0,-0.01,20-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Dec-2018 - 00:00,30.74,2.17,49.23,68.38,103.61,110.66,32.39,211.52,1.21,2.44,1.66,16.04,68.81,1.19,97.68,121.01,755.15,0.0,-0.0,21-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Dec-2018 - 00:00,29.78,1.77,46.74,92.01,104.7,129.24,33.56,255.8,1.22,2.29,1.59,15.41,66.77,1.09,106.72,125.51,754.34,0.0,-0.01,22-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Dec-2018 - 00:00,30.36,3.41,39.45,101.38,119.72,146.11,33.46,323.82,1.24,2.42,1.6,15.18,70.02,0.81,117.23,122.71,755.0,0.0,-0.01,23-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Dec-2018 - 00:00,29.97,1.99,53.56,83.29,88.33,113.21,14.84,230.89,1.23,2.18,1.55,15.13,67.85,0.93,116.49,125.53,755.27,0.0,-0.01,24-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Dec-2018 - 00:00,29.46,2.37,45.07,103.09,104.66,138.34,17.86,234.19,1.25,2.18,1.53,15.3,63.81,1.28,95.78,134.65,754.13,0.0,0.0,25-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Dec-2018 - 00:00,30.02,2.29,54.22,33.05,91.96,75.7,16.1,201.65,1.26,2.2,1.53,15.57,66.79,1.6,106.86,117.0,753.54,0.0,0.0,26-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Dec-2018 - 00:00,29.59,2.04,48.17,89.23,93.25,122.21,18.16,246.49,1.23,2.22,1.52,14.86,67.93,1.04,119.87,117.46,752.82,0.0,-0.01,27-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Dec-2018 - 00:00,30.06,2.48,41.96,74.25,102.13,114.64,23.58,222.04,1.26,2.39,1.57,15.45,62.37,1.11,133.27,115.54,753.41,0.0,0.0,28-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Dec-2018 - 00:00,30.39,1.68,54.1,16.46,76.77,54.2,14.05,167.22,1.27,2.42,1.66,14.63,63.95,2.44,101.82,118.35,753.7,0.0,-0.0,29-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Dec-2018 - 00:00,30.49,1.35,52.98,83.73,89.21,115.54,17.11,247.31,1.29,2.39,1.63,13.92,66.79,1.8,124.01,118.3,756.32,0.0,0.0,30-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Dec-2018 - 00:00,30.49,2.48,39.68,93.39,124.28,136.12,26.98,341.02,1.29,2.21,1.54,14.19,69.62,0.69,125.93,102.16,758.01,0.0,-0.01,31-Dec-2018 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Dec-2018 - 00:00,32.0,6.12,2.5,108.85,185.35,187.1,15.7,548.0,1.3,2.3,1.6,12.15,76.5,0.5,33.0,12.0,758.0,0.0,0.0,01-Jan-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
