from date,Benzene,Toluene,Xylene,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,RF,CO,NO,NO2,NOx,Ozone,SO2,to date,station
14-Aug-2018 - 00:00,0.06,0.73,0.59,747.16,30.42,73.6,13.18,28.47,-0.2,350.66,1.33,0.0,0.53,24.16,36.18,38.88,13.01,16.65,15-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Aug-2018 - 00:00,0.19,1.52,0.86,746.51,31.84,88.18,28.33,28.66,-0.21,319.32,1.32,1.8,0.64,30.07,36.97,44.12,12.46,15.59,16-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Aug-2018 - 00:00,0.09,0.76,0.76,746.72,23.64,83.95,26.81,34.36,-0.21,289.73,1.67,0.0,0.86,50.18,61.04,72.92,12.31,14.31,17-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Aug-2018 - 00:00,0.03,0.33,0.4,747.28,25.41,76.63,9.95,27.13,-0.2,285.54,2.24,0.0,0.44,18.43,38.02,35.2,12.12,19.0,18-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Aug-2018 - 00:00,0.05,0.46,0.48,747.36,34.75,67.56,11.22,27.87,-0.2,312.65,1.3,0.0,0.61,13.36,34.9,29.01,12.24,20.01,19-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Aug-2018 - 00:00,0.16,0.99,0.81,747.16,37.66,79.51,16.51,28.02,-0.21,321.2,1.13,0.54,0.68,15.24,35.18,31.09,12.23,13.35,20-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Aug-2018 - 00:00,0.06,0.94,0.77,747.12,27.65,83.99,18.45,29.0,-0.21,261.12,0.95,0.02,0.56,13.86,34.33,29.52,12.21,17.34,21-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Aug-2018 - 00:00,0.16,1.23,0.77,747.35,24.14,67.08,12.17,28.28,-0.2,260.02,2.13,0.0,0.59,9.32,37.46,27.52,12.22,19.62,22-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Aug-2018 - 00:00,1.88,0.43,0.43,747.21,35.14,73.85,12.7,28.59,-0.2,253.21,1.62,0.0,0.5,11.54,34.69,27.84,12.25,17.64,23-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Aug-2018 - 00:00,0.03,0.42,0.57,746.71,17.86,87.15,14.45,29.54,-0.22,341.85,2.28,0.48,0.5,30.61,37.36,44.75,12.1,19.31,24-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Aug-2018 - 00:00,0.05,0.89,0.83,746.31,22.15,92.16,33.46,29.51,-0.24,342.03,2.51,0.48,0.53,52.77,34.47,61.24,12.13,18.24,25-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Aug-2018 - 00:00,0.08,0.99,0.86,746.59,22.43,84.12,13.92,29.22,-0.29,359.03,3.14,0.0,0.51,38.29,35.24,49.88,12.09,16.61,26-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Aug-2018 - 00:00,0.0,0.14,0.47,746.59,22.9,80.31,14.01,29.26,-0.27,345.96,2.86,0.57,0.42,25.52,36.57,40.2,12.17,27.01,27-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Aug-2018 - 00:00,0.0,0.19,0.66,746.2,21.72,93.53,26.69,29.27,-0.34,352.45,2.59,0.28,0.56,17.88,37.66,34.57,12.12,21.79,28-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Aug-2018 - 00:00,0.02,0.33,0.68,746.68,25.5,87.47,15.06,27.74,-0.15,297.14,1.25,0.34,0.57,18.61,35.1,33.8,12.1,19.23,29-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Aug-2018 - 00:00,0.06,1.02,0.83,746.54,19.69,92.6,25.69,27.71,-0.19,261.88,1.4,0.17,0.54,22.33,32.66,35.51,12.04,16.99,30-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Aug-2018 - 00:00,0.05,0.8,1.07,746.68,25.94,87.6,12.03,27.71,-0.23,333.94,1.23,0.0,0.66,22.89,33.14,36.23,12.11,16.6,31-Aug-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-Aug-2018 - 00:00,0.12,1.02,1.22,746.71,30.34,89.96,12.59,28.1,-0.23,327.62,1.87,0.0,0.68,35.14,32.07,45.64,12.08,22.1,01-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Sep-2018 - 00:00,4.04,1.58,1.46,746.35,27.24,91.85,23.64,29.04,-0.25,356.83,2.27,0.28,0.73,32.31,36.5,45.69,13.37,18.67,02-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Sep-2018 - 00:00,0.0,0.59,0.77,746.22,26.82,93.4,31.8,29.08,-0.19,359.4,1.8,0.08,0.62,7.58,32.23,23.31,3.6,2.82,03-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Sep-2018 - 00:00,0.02,1.71,1.38,746.31,35.73,93.11,58.73,28.83,-0.2,352.99,0.65,0.23,0.8,6.44,34.81,23.75,6.9,2.81,04-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Sep-2018 - 00:00,0.02,1.53,1.2,746.38,32.25,90.39,14.18,28.8,-0.2,334.73,1.02,0.01,0.73,5.84,33.11,22.35,8.9,4.53,05-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Sep-2018 - 00:00,0.05,1.98,1.63,746.54,32.5,90.42,33.33,28.91,-0.2,311.7,1.69,0.08,0.83,10.42,39.16,29.23,4.6,4.97,06-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Sep-2018 - 00:00,0.01,1.54,0.94,746.29,22.14,88.17,26.96,28.93,-0.2,318.2,2.05,0.41,0.59,6.9,41.33,27.57,11.7,5.46,07-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Sep-2018 - 00:00,0.02,1.78,1.62,746.45,29.4,88.21,28.7,28.8,-0.2,328.63,0.91,0.46,0.78,9.7,34.96,25.95,9.98,4.91,08-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Sep-2018 - 00:00,0.0,0.01,0.25,746.47,19.23,85.64,12.65,28.15,-0.42,349.6,5.06,0.0,0.41,6.14,21.24,15.85,15.18,5.85,09-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Sep-2018 - 00:00,0.0,0.03,0.29,746.43,22.42,84.45,13.35,28.69,-0.25,334.26,3.37,0.0,0.38,2.24,20.94,12.9,9.82,1.74,10-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Sep-2018 - 00:00,0.46,1.02,1.25,746.44,27.9,86.48,13.58,28.83,-0.2,351.14,2.57,0.0,0.51,6.5,25.68,23.13,9.96,3.32,11-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Sep-2018 - 00:00,1.03,1.99,1.83,746.49,29.28,85.71,13.09,28.63,-0.21,345.18,3.5,0.0,0.47,8.59,23.73,19.61,8.45,3.33,12-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Sep-2018 - 00:00,1.08,2.54,1.96,746.67,21.61,79.0,13.22,28.71,-0.17,315.52,4.04,0.0,0.45,5.0,25.24,17.49,9.62,5.92,13-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Sep-2018 - 00:00,1.04,2.15,1.81,746.78,22.35,73.44,12.98,28.53,-0.2,296.28,3.63,0.0,0.42,3.96,23.3,15.54,9.98,5.42,14-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Sep-2018 - 00:00,1.1,2.51,2.02,746.82,29.01,69.41,12.98,28.53,-0.2,307.42,2.73,0.0,0.54,8.45,28.71,22.14,12.97,3.21,15-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Sep-2018 - 00:00,1.44,3.28,2.33,746.84,31.99,63.49,12.96,28.58,-0.18,319.53,2.42,0.0,0.59,9.63,35.2,26.55,15.17,4.67,16-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Sep-2018 - 00:00,1.38,2.68,2.31,746.89,31.5,61.61,13.61,28.98,-0.14,321.56,2.97,0.0,0.6,10.1,34.81,26.74,18.65,3.24,17-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Sep-2018 - 00:00,1.4,2.34,2.11,746.99,41.07,61.33,13.1,28.6,-0.17,336.3,2.03,0.0,0.59,4.62,40.7,25.31,22.8,4.17,18-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Sep-2018 - 00:00,1.75,3.82,2.78,747.03,56.09,59.23,13.03,28.64,-0.17,323.41,2.12,0.0,0.55,6.27,45.59,29.21,29.83,5.32,19-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Sep-2018 - 00:00,1.7,3.42,2.53,747.25,56.19,56.1,12.67,28.47,-0.17,331.57,1.63,0.0,0.51,4.42,47.38,28.76,32.14,3.97,20-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Sep-2018 - 00:00,1.45,2.65,2.08,747.18,59.15,57.07,12.55,28.35,-0.21,352.71,1.44,0.0,0.35,1.4,35.12,19.48,58.34,4.25,21-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Sep-2018 - 00:00,1.12,1.7,1.75,746.52,30.51,80.36,16.34,28.21,-0.37,347.81,3.98,0.2,0.35,1.07,22.52,12.62,17.28,3.32,22-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Sep-2018 - 00:00,1.04,1.58,1.54,746.36,27.27,84.39,12.62,28.33,-0.39,347.07,4.57,0.0,0.33,1.07,21.68,12.11,17.32,3.66,23-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Sep-2018 - 00:00,0.99,1.49,1.56,746.43,29.28,78.08,16.18,28.4,-0.38,323.19,4.96,0.02,0.15,1.16,20.18,11.36,21.33,4.09,24-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Sep-2018 - 00:00,1.1,2.19,2.21,746.12,17.66,88.17,29.01,28.7,-0.28,326.05,3.42,0.12,0.07,5.06,27.67,18.51,14.39,4.79,25-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Sep-2018 - 00:00,1.17,2.14,1.86,746.45,20.66,77.46,12.98,28.79,-0.19,340.6,2.59,0.0,0.06,2.52,27.8,16.7,38.05,2.74,26-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Sep-2018 - 00:00,1.56,3.54,2.63,746.83,39.93,69.47,12.57,28.52,-0.19,339.54,1.34,0.0,0.04,3.55,40.61,24.41,32.64,5.96,27-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Sep-2018 - 00:00,1.45,3.31,2.44,747.17,58.74,63.53,12.12,28.21,-0.2,347.57,0.98,0.0,0.04,2.04,40.24,22.89,48.36,2.67,28-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Sep-2018 - 00:00,2.1,6.8,3.76,747.24,61.34,55.4,11.91,28.15,-0.2,305.14,1.28,0.0,0.03,11.58,56.07,39.01,42.3,4.13,29-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Sep-2018 - 00:00,1.8,4.64,2.75,747.03,37.65,45.17,11.8,28.19,-0.2,346.05,2.28,0.0,0.04,8.36,49.04,32.88,44.41,3.47,30-Sep-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Sep-2018 - 00:00,1.53,2.92,2.34,747.01,52.83,55.22,12.53,28.54,-0.21,346.72,2.27,0.0,0.02,2.85,44.11,25.71,54.01,4.68,01-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Oct-2018 - 00:00,1.81,3.63,3.25,747.06,51.99,50.89,12.07,28.32,-0.2,350.83,1.64,0.0,0.03,8.04,54.96,35.74,56.68,4.55,02-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Oct-2018 - 00:00,1.92,4.68,3.48,747.19,60.05,48.57,11.84,28.15,-0.2,351.9,1.6,0.0,0.03,10.17,56.75,38.26,52.03,2.56,03-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Oct-2018 - 00:00,1.84,4.48,2.92,746.89,42.23,51.11,12.58,28.26,-0.2,337.52,2.32,0.04,0.03,6.65,47.9,30.89,49.61,5.9,04-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Oct-2018 - 00:00,1.97,6.08,3.42,746.95,40.58,46.57,12.53,28.51,-0.2,350.08,1.3,0.0,0.03,5.64,53.74,33.06,52.57,4.95,05-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Oct-2018 - 00:00,1.88,4.52,2.95,747.06,49.9,49.28,12.19,28.39,-0.2,351.16,1.49,0.0,0.03,8.43,53.34,35.04,57.57,4.14,06-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Oct-2018 - 00:00,1.54,2.86,2.21,746.92,44.35,47.79,12.53,28.54,-0.2,340.67,1.38,0.0,0.03,13.55,52.84,38.3,66.28,4.98,07-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Oct-2018 - 00:00,,,,746.93,66.17,46.51,12.45,28.29,-0.2,322.13,0.77,0.0,0.05,4.04,54.38,32.02,79.2,5.58,08-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Oct-2018 - 00:00,,,,747.06,75.27,48.32,11.74,27.94,-0.2,337.26,1.12,0.0,0.04,3.68,58.83,34.13,65.53,6.52,09-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Oct-2018 - 00:00,,,,747.03,45.18,43.42,13.55,29.14,-0.2,276.55,1.62,0.0,0.07,2.55,37.65,21.81,44.81,5.05,10-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,11-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Oct-2018 - 00:00,,,,746.56,47.44,58.19,13.17,28.63,-0.29,350.97,3.31,0.0,0.64,31.07,26.84,53.45,170.19,4.16,12-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Oct-2018 - 00:00,,,,746.78,49.41,57.78,13.51,29.02,-0.21,346.75,1.14,0.0,1.71,4.76,90.27,79.27,95.15,5.47,13-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Oct-2018 - 00:00,,,,746.5,97.1,54.53,13.57,29.06,-0.2,356.47,1.47,0.0,2.99,30.21,287.16,211.41,115.46,5.66,14-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Oct-2018 - 00:00,,,,746.52,96.33,46.25,13.33,29.06,-0.21,352.79,1.81,0.0,0.91,17.31,37.43,33.99,90.8,6.97,15-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Oct-2018 - 00:00,,,,746.83,117.6,42.61,12.78,28.76,-0.2,353.85,0.76,0.0,1.36,30.59,46.12,49.4,39.42,7.98,16-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Oct-2018 - 00:00,,,,746.91,101.25,43.72,12.52,28.58,-0.21,343.89,1.11,0.0,1.02,11.97,39.14,30.54,68.46,3.62,17-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Oct-2018 - 00:00,,,,746.92,76.44,40.02,12.77,28.79,-0.2,348.97,1.0,0.0,1.03,10.24,37.83,28.45,71.08,6.43,18-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Oct-2018 - 00:00,,,,746.74,99.48,46.6,14.62,28.63,-0.2,328.33,1.08,0.0,1.0,14.22,37.93,31.74,51.1,6.47,19-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Oct-2018 - 00:00,,,,746.77,84.28,39.54,12.91,28.88,-0.21,334.96,1.49,0.0,0.98,12.52,39.88,31.39,57.64,3.96,20-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Oct-2018 - 00:00,,,,746.78,108.4,44.85,12.84,28.83,-0.2,304.34,1.13,0.0,1.09,5.95,31.32,21.82,92.78,6.86,21-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Oct-2018 - 00:00,,,,746.67,94.86,43.66,12.86,28.91,-0.21,358.73,1.31,0.0,0.72,6.54,29.77,21.16,82.89,6.02,22-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Oct-2018 - 00:00,,,,746.44,109.93,42.15,13.11,29.18,-0.23,356.92,1.54,0.0,1.03,19.28,57.98,52.4,66.65,6.17,23-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Oct-2018 - 00:00,,,,746.47,127.04,38.59,12.76,28.91,-0.21,338.08,1.24,0.0,1.54,42.11,60.9,66.82,59.74,6.25,24-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Oct-2018 - 00:00,,,,746.65,131.88,41.09,12.55,28.76,-0.21,349.95,0.9,0.0,1.86,58.84,70.8,85.5,43.74,11.33,25-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Oct-2018 - 00:00,,,,746.65,108.33,42.57,12.63,28.77,-0.2,284.78,1.4,0.0,0.87,8.43,42.95,29.6,61.45,7.15,26-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Oct-2018 - 00:00,,,,746.66,121.51,45.12,12.7,28.88,-0.2,359.52,1.03,0.0,1.03,14.31,47.26,36.67,63.98,15.8,27-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Oct-2018 - 00:00,0.71,2.6,1.92,746.62,148.94,44.08,12.75,28.78,-0.2,298.86,0.58,0.0,1.31,15.69,53.15,41.19,81.63,7.76,28-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Oct-2018 - 00:00,0.65,2.44,2.23,746.44,155.61,46.28,13.02,28.92,-0.2,266.34,0.89,0.0,1.24,13.61,62.89,44.52,67.76,9.3,29-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Oct-2018 - 00:00,0.97,3.08,3.23,746.43,177.84,48.54,13.19,29.1,-0.2,347.97,0.91,0.0,1.53,17.05,72.62,52.93,69.35,8.82,30-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Oct-2018 - 00:00,1.67,6.18,3.83,746.43,228.55,50.45,12.98,28.97,-0.2,319.66,0.52,0.0,1.95,16.74,77.57,55.28,44.21,13.88,31-Oct-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-Oct-2018 - 00:00,1.28,5.2,3.33,746.44,192.05,50.08,13.04,29.07,-0.2,346.19,0.72,0.0,1.58,13.25,65.88,46.24,64.72,13.29,01-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Nov-2018 - 00:00,1.45,6.02,3.61,746.57,186.53,49.21,13.12,29.1,-0.2,354.96,0.6,0.0,1.58,12.45,60.84,42.48,21.21,10.72,02-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Nov-2018 - 00:00,1.01,5.1,2.84,746.54,144.05,47.0,13.05,29.11,-0.2,353.06,1.01,0.0,1.3,9.54,56.88,37.78,91.81,7.61,03-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Nov-2018 - 00:00,0.45,3.08,1.94,746.53,93.6,46.24,31.31,29.8,-0.2,343.22,2.31,0.02,0.95,28.46,41.42,45.16,60.2,10.86,04-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Nov-2018 - 00:00,0.46,1.57,1.36,746.44,108.38,52.25,14.05,29.19,-0.2,328.33,2.48,0.0,0.8,6.51,38.18,25.61,58.99,11.74,05-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Nov-2018 - 00:00,0.35,1.74,1.41,745.99,244.13,56.49,14.02,29.39,-0.2,338.61,2.56,0.0,1.09,6.34,51.01,32.29,58.6,12.81,06-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Nov-2018 - 00:00,0.19,1.08,1.25,746.12,163.34,46.27,14.05,29.57,-0.2,338.64,2.92,0.0,0.87,8.61,57.69,37.7,66.98,19.15,07-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Nov-2018 - 00:00,0.83,3.12,3.72,745.97,141.02,38.99,13.81,29.61,-0.2,320.46,1.39,0.0,1.19,54.7,71.65,82.59,58.61,23.12,08-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Nov-2018 - 00:00,1.83,4.61,5.59,746.06,231.75,43.75,13.66,29.52,-0.2,357.52,0.47,0.0,1.89,51.18,80.83,84.61,61.87,36.7,09-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Nov-2018 - 00:00,1.59,2.94,3.67,746.08,289.5,49.02,15.39,29.54,-0.2,350.61,0.59,0.0,1.64,23.22,76.28,59.44,66.4,23.47,10-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Nov-2018 - 00:00,1.29,3.42,3.84,746.19,253.27,49.0,15.02,29.44,-0.2,358.99,0.47,0.0,1.61,31.16,83.67,69.84,48.23,21.08,11-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Nov-2018 - 00:00,1.17,2.69,3.16,746.23,232.03,49.97,13.72,29.27,-0.2,348.3,0.79,0.0,1.54,15.57,73.95,51.99,66.79,15.23,12-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Nov-2018 - 00:00,1.12,4.1,4.22,746.45,176.45,45.21,13.51,28.84,-0.2,340.78,0.82,0.0,1.62,26.14,78.49,63.01,67.97,16.63,13-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Nov-2018 - 00:00,0.96,2.13,2.71,746.38,160.38,49.59,13.45,28.97,-0.2,354.43,1.09,0.0,1.31,12.28,61.3,42.58,62.14,16.35,14-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Nov-2018 - 00:00,0.12,0.69,0.83,746.35,87.26,58.05,17.84,28.67,-0.21,339.41,1.99,0.02,0.69,3.94,29.76,19.03,60.0,14.7,15-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Nov-2018 - 00:00,0.1,0.7,0.91,746.23,120.99,65.9,13.57,28.83,-0.2,357.18,1.77,0.0,0.8,4.96,37.68,24.08,54.36,13.46,16-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Nov-2018 - 00:00,0.53,2.48,1.62,745.93,125.22,59.75,14.12,29.36,-0.2,359.97,2.97,0.0,0.92,11.25,48.89,35.14,57.07,18.38,17-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Nov-2018 - 00:00,0.25,1.44,1.29,745.86,141.0,50.3,14.3,29.48,-0.2,359.95,1.39,0.0,0.84,8.14,49.42,32.9,74.59,13.49,18-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Nov-2018 - 00:00,0.8,2.12,2.08,746.45,203.36,44.5,14.5,29.14,-0.2,358.93,1.05,0.0,1.42,4.77,73.62,40.59,68.74,5.46,19-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Nov-2018 - 00:00,0.44,1.06,1.35,746.12,161.05,53.0,14.59,29.67,-0.2,359.03,1.93,0.0,0.93,3.64,54.98,32.21,79.29,11.87,20-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Nov-2018 - 00:00,0.78,4.19,2.3,746.2,189.52,58.06,14.44,29.31,-0.2,353.25,1.06,0.0,1.35,16.15,80.18,55.78,59.21,16.16,21-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Nov-2018 - 00:00,1.83,8.18,4.55,746.21,204.06,54.97,14.11,29.44,-0.2,356.31,1.04,0.0,1.54,60.48,86.91,90.41,45.13,17.39,22-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Nov-2018 - 00:00,2.09,8.88,5.88,746.11,195.07,48.96,13.95,29.41,-0.2,359.98,0.44,0.0,1.88,67.64,90.9,103.35,47.3,8.29,23-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Nov-2018 - 00:00,1.25,5.77,4.19,746.02,160.34,50.6,14.04,29.52,-0.2,349.62,1.55,0.0,1.08,58.82,65.8,82.82,46.62,9.36,24-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Nov-2018 - 00:00,0.54,4.0,2.11,745.94,87.59,46.79,14.0,29.49,-0.2,353.92,3.12,0.0,0.36,30.14,50.77,51.51,48.31,12.14,25-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Nov-2018 - 00:00,0.59,3.08,2.48,745.96,102.83,48.97,13.98,29.41,-0.2,359.43,1.38,0.0,0.36,50.08,58.59,71.89,37.41,7.61,26-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Nov-2018 - 00:00,1.79,7.97,9.13,745.93,182.79,56.5,14.03,29.39,-0.2,358.75,1.12,0.0,1.27,100.66,54.8,110.98,46.46,14.04,27-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Nov-2018 - 00:00,1.89,7.2,7.14,745.92,251.98,63.15,14.56,29.68,-0.2,355.41,0.9,0.0,0.77,89.25,49.34,98.81,36.55,10.73,28-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Nov-2018 - 00:00,0.89,3.22,3.35,745.83,201.76,67.8,14.46,29.57,-0.2,353.16,0.54,0.0,0.63,49.56,48.77,66.23,3.52,6.83,29-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Nov-2018 - 00:00,1.47,5.87,3.38,745.72,213.61,71.3,14.35,29.37,-0.2,360.0,0.84,0.0,0.65,46.36,46.08,62.19,44.65,8.07,30-Nov-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Nov-2018 - 00:00,1.5,5.84,3.14,745.83,183.11,66.39,14.51,29.4,-0.2,359.73,1.17,0.0,0.62,39.74,44.58,56.02,67.78,8.84,01-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Dec-2018 - 00:00,1.83,6.8,6.05,745.86,157.79,56.03,14.3,29.54,-0.2,354.11,1.22,0.0,1.6,72.7,43.61,86.88,43.42,15.75,02-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Dec-2018 - 00:00,1.74,7.8,6.13,745.89,196.89,52.12,13.08,28.73,-0.2,357.49,0.53,0.0,2.26,85.17,27.2,83.71,5.25,17.56,03-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Dec-2018 - 00:00,1.79,8.0,8.77,745.86,187.54,54.01,10.97,27.25,-0.2,353.78,0.7,0.0,2.62,106.09,45.67,110.55,4.2,12.22,04-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Dec-2018 - 00:00,2.47,12.13,9.44,745.73,220.61,57.65,12.79,28.24,-0.2,354.67,0.69,0.0,2.69,118.45,43.9,119.66,4.59,11.4,05-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Dec-2018 - 00:00,2.01,10.38,7.93,745.68,209.17,57.06,12.3,28.16,-0.2,357.81,0.81,0.0,2.31,90.51,46.49,98.3,4.61,10.66,06-Dec-2018 - 00:00,"Sanjay Palace, Agra - UPPCB"
