from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,PM10,PM2.5,RH,SR,WD,WS,Temp,CO,NH3,NO,NO2,NOx,O Xylene,SO2,Ozone,to date,station
01-Jan-2018 - 00:00,12.57,7.78,25.15,38.26,155.9,96.8,63.16,48.65,174.84,0.41,22.17,1.71,24.7,13.28,40.0,29.21,11.63,16.71,44.62,02-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Jan-2018 - 00:00,11.06,7.39,23.53,35.67,150.75,96.68,63.08,54.08,174.16,0.48,22.42,1.59,24.36,13.87,38.11,28.05,10.7,18.26,43.36,03-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Jan-2018 - 00:00,10.4,7.7,23.64,36.53,111.47,70.67,59.51,4.78,174.5,1.93,21.25,1.77,25.96,15.39,41.27,33.01,10.86,9.53,34.72,04-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Jan-2018 - 00:00,12.95,9.02,27.83,41.5,133.72,79.32,55.03,53.08,187.52,1.44,20.89,1.97,28.67,23.37,41.5,38.18,12.75,31.78,36.26,05-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Jan-2018 - 00:00,12.6,9.64,25.87,38.85,151.72,93.9,63.29,57.45,193.49,0.51,21.45,1.71,24.74,15.46,41.11,32.07,11.79,11.2,40.51,06-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Jan-2018 - 00:00,11.22,7.95,23.69,34.63,143.25,85.82,63.37,58.0,197.67,0.72,21.94,1.87,28.83,21.08,41.22,37.88,10.58,15.81,33.29,07-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Jan-2018 - 00:00,10.2,5.69,17.98,28.47,139.4,87.94,64.12,54.02,180.33,0.47,22.02,1.36,22.85,13.54,36.99,27.3,8.2,16.44,39.63,08-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Jan-2018 - 00:00,11.91,8.97,27.62,39.38,138.57,81.61,60.08,53.37,151.55,0.6,21.91,1.63,27.07,20.63,37.3,34.94,12.38,33.29,35.36,09-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Jan-2018 - 00:00,11.48,8.26,26.15,38.33,126.04,68.13,59.11,56.87,157.95,0.54,21.41,1.75,30.19,26.55,37.24,38.81,11.97,29.26,37.25,10-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Jan-2018 - 00:00,10.42,8.36,25.31,36.32,124.71,69.46,57.42,59.53,179.96,0.87,22.52,1.35,21.77,14.41,33.05,27.01,11.34,12.74,40.73,11-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Jan-2018 - 00:00,13.78,8.09,25.06,35.13,116.43,77.8,54.06,58.56,197.01,1.01,23.23,1.77,25.26,19.76,34.85,33.09,10.99,16.09,37.36,12-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Jan-2018 - 00:00,10.02,7.82,23.96,35.34,113.1,61.11,53.42,60.34,190.8,0.94,23.28,1.77,27.41,24.78,36.28,37.14,10.92,17.48,36.39,13-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Jan-2018 - 00:00,9.48,6.25,19.76,30.35,118.75,67.44,52.62,67.17,184.35,0.91,23.56,1.51,21.82,17.12,32.53,27.95,9.12,8.03,39.56,14-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Jan-2018 - 00:00,9.34,5.26,16.88,26.55,141.27,80.52,61.57,53.2,172.36,0.83,23.8,1.33,22.96,13.96,34.96,26.95,7.66,23.38,28.55,15-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Jan-2018 - 00:00,9.26,6.39,20.84,30.89,121.61,73.31,61.06,53.01,159.23,1.09,24.25,1.26,22.44,11.9,34.52,25.0,9.32,19.53,32.97,16-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Jan-2018 - 00:00,8.19,5.81,18.8,28.78,98.64,55.49,54.81,71.17,185.67,2.55,23.13,1.35,20.62,15.79,29.86,25.45,8.65,11.1,30.74,17-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Jan-2018 - 00:00,8.92,6.83,22.14,33.44,106.77,57.51,52.37,70.68,196.73,1.06,23.49,1.28,21.26,14.14,34.99,27.57,10.0,13.99,37.67,18-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Jan-2018 - 00:00,8.33,6.46,20.39,30.94,90.31,45.77,46.9,76.22,192.03,1.05,23.28,1.49,24.84,22.84,33.22,33.41,9.32,29.03,31.23,19-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Jan-2018 - 00:00,11.76,9.65,30.34,43.95,116.92,62.35,54.96,66.95,170.07,0.52,21.99,1.84,33.01,33.9,40.75,46.51,13.84,33.27,28.63,20-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Jan-2018 - 00:00,9.54,7.21,23.3,35.3,104.26,57.22,56.62,79.78,177.23,0.89,22.9,1.56,24.56,22.31,36.29,34.78,10.79,32.87,31.04,21-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Jan-2018 - 00:00,9.16,5.8,18.54,29.25,108.92,73.07,60.25,81.05,183.21,0.54,23.06,1.41,23.68,17.59,36.81,31.18,8.55,30.23,34.29,22-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Jan-2018 - 00:00,13.49,21.54,37.89,49.83,126.89,72.99,60.63,83.32,178.52,1.28,23.01,2.05,30.14,26.95,42.23,41.35,16.57,25.65,35.38,23-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Jan-2018 - 00:00,13.8,15.09,35.33,50.62,131.2,76.62,61.64,85.16,217.13,1.28,23.7,1.99,29.81,21.85,45.16,40.84,16.05,15.83,30.31,24-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Jan-2018 - 00:00,3.65,2.79,8.06,12.72,81.49,48.91,50.19,84.42,217.35,1.32,25.0,0.41,9.49,2.05,20.44,8.78,3.32,8.5,41.05,25-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Jan-2018 - 00:00,9.11,7.9,23.11,33.48,102.33,53.28,47.63,92.25,196.56,0.52,21.76,1.66,25.33,21.89,35.05,34.62,10.35,16.29,33.31,26-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Jan-2018 - 00:00,8.31,5.78,17.3,25.53,103.74,60.14,50.13,88.57,182.97,0.61,21.24,1.47,10.8,6.79,27.66,15.06,7.62,30.07,34.31,27-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Jan-2018 - 00:00,9.56,6.86,19.98,30.67,112.69,63.17,50.1,92.74,191.2,0.62,21.49,1.41,,,,,8.91,18.48,37.4,28-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Jan-2018 - 00:00,9.4,6.34,17.09,27.07,123.72,73.51,52.46,86.45,161.1,0.58,22.31,1.19,,,,,7.65,22.35,38.04,29-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Jan-2018 - 00:00,10.97,9.55,27.04,39.39,130.21,73.24,50.86,89.94,188.08,1.17,23.43,1.7,34.88,33.2,42.36,49.17,11.92,18.42,35.05,30-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Jan-2018 - 00:00,10.72,8.76,25.63,37.65,111.66,60.92,53.54,94.76,195.32,0.9,23.89,1.55,23.2,15.3,40.34,31.35,11.21,27.61,32.65,31-Jan-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Jan-2018 - 00:00,7.72,6.1,19.09,28.25,91.42,47.83,43.57,103.73,209.54,0.55,25.51,0.99,17.84,14.62,27.62,23.59,8.38,9.72,32.02,01-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Feb-2018 - 00:00,3.66,2.45,7.43,11.97,83.22,39.44,42.73,101.04,175.55,0.52,25.04,1.6,23.88,25.32,31.18,34.49,3.05,17.25,28.29,02-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Feb-2018 - 00:00,7.21,7.27,19.83,28.7,107.78,55.51,46.62,106.55,190.7,0.54,24.6,1.66,22.75,17.22,38.95,32.24,8.97,11.74,34.16,03-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Feb-2018 - 00:00,12.99,10.37,30.3,46.59,123.21,67.95,49.65,106.87,210.26,0.53,25.33,1.95,30.92,26.5,47.64,44.51,13.76,23.71,31.35,04-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Feb-2018 - 00:00,8.13,5.18,16.13,26.52,114.04,66.04,52.72,101.59,187.33,0.49,25.83,1.26,19.73,8.91,39.26,25.62,7.26,18.54,39.97,05-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Feb-2018 - 00:00,11.1,8.14,24.46,39.68,137.78,80.47,58.96,100.78,194.11,0.54,26.2,1.8,25.79,16.29,42.03,32.4,11.02,17.42,37.81,06-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Feb-2018 - 00:00,13.45,10.96,30.89,50.47,141.94,87.15,57.36,88.27,194.9,0.56,27.03,1.75,27.94,16.46,43.78,33.55,14.19,15.45,37.31,07-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Feb-2018 - 00:00,10.58,7.57,22.39,37.06,143.33,80.18,59.66,58.01,191.35,0.5,26.48,1.41,26.68,10.97,47.19,31.72,10.36,22.49,26.29,08-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Feb-2018 - 00:00,11.41,8.17,24.4,38.36,124.11,73.81,61.17,114.98,227.18,0.69,26.48,1.82,29.63,18.84,40.71,34.31,10.81,7.25,28.91,09-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Feb-2018 - 00:00,6.3,3.77,12.5,20.57,93.12,46.31,46.63,95.99,206.42,0.79,27.34,0.79,14.87,4.66,28.52,15.18,5.37,8.24,32.68,10-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Feb-2018 - 00:00,15.36,13.66,24.87,34.37,111.76,59.9,54.58,52.69,147.35,1.05,25.08,1.48,21.28,16.72,38.99,36.14,14.94,11.94,31.43,11-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Feb-2018 - 00:00,6.03,2.24,7.67,13.01,102.01,65.01,70.8,34.93,136.28,0.77,22.74,0.67,14.26,3.54,32.62,16.45,3.25,13.83,33.0,12-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Feb-2018 - 00:00,4.01,1.28,5.38,9.75,60.47,42.59,82.66,84.59,136.36,0.83,24.25,0.71,16.02,2.43,23.91,10.09,2.17,8.7,35.74,13-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Feb-2018 - 00:00,3.31,0.93,3.83,7.95,71.36,54.25,78.19,111.57,153.76,6.47,25.16,0.63,16.45,2.52,19.68,8.37,1.53,6.24,46.86,14-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Feb-2018 - 00:00,5.75,4.2,12.33,19.54,58.25,41.54,76.4,101.43,128.22,6.99,23.49,0.97,16.92,9.83,26.36,18.92,5.41,17.83,35.38,15-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Feb-2018 - 00:00,7.12,5.65,17.43,26.89,67.92,41.86,57.12,136.01,179.16,4.83,23.86,1.19,17.23,22.07,31.67,31.98,7.85,12.72,40.42,16-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Feb-2018 - 00:00,8.38,6.68,19.92,30.69,86.21,44.3,55.4,138.02,183.19,6.27,24.82,1.37,19.97,26.26,38.3,39.15,8.85,30.44,35.26,17-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Feb-2018 - 00:00,9.51,6.92,21.26,34.49,103.79,57.33,55.12,136.47,200.23,6.81,25.98,1.48,20.45,28.36,39.82,42.86,9.88,17.22,39.02,18-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Feb-2018 - 00:00,7.22,4.44,14.11,24.45,103.99,56.45,54.52,134.44,189.88,4.01,26.71,1.13,15.53,15.8,38.22,31.4,6.24,12.63,40.34,19-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Feb-2018 - 00:00,7.04,4.57,14.53,25.12,117.96,66.7,54.09,120.45,194.22,2.13,27.69,1.15,15.1,11.2,40.31,28.56,6.47,16.42,44.71,20-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Feb-2018 - 00:00,8.19,5.72,17.87,32.97,125.01,66.74,50.9,124.3,164.31,4.96,28.42,1.32,15.76,13.56,41.7,28.68,7.98,20.85,48.91,21-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Feb-2018 - 00:00,8.19,7.28,22.25,35.09,89.76,47.26,47.02,138.85,189.46,5.5,27.87,1.53,18.93,26.14,42.09,41.08,9.77,25.05,40.51,22-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Feb-2018 - 00:00,9.88,7.39,22.09,36.08,144.12,62.98,50.09,122.3,206.21,4.28,28.08,1.47,17.13,18.4,46.61,37.27,9.9,15.46,42.81,23-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Feb-2018 - 00:00,8.66,6.26,20.12,33.3,116.01,61.43,49.97,133.5,195.96,3.13,29.09,1.43,15.4,9.81,47.64,31.4,9.09,14.86,39.51,24-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Feb-2018 - 00:00,9.69,7.07,21.6,39.47,130.95,77.3,53.57,133.07,206.92,1.19,29.65,1.66,21.37,24.35,48.87,43.34,9.8,20.43,45.06,25-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Feb-2018 - 00:00,9.86,7.34,21.87,37.18,128.29,85.45,53.82,127.43,207.34,1.16,29.98,1.61,19.87,20.44,47.26,40.35,9.93,11.14,41.77,26-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Feb-2018 - 00:00,8.19,5.62,17.21,28.39,130.7,76.45,50.02,120.15,179.26,1.52,30.38,1.09,15.69,11.6,38.46,26.12,7.61,19.73,44.56,27-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Feb-2018 - 00:00,7.24,5.24,16.34,26.01,94.53,52.23,39.98,136.53,148.98,1.72,30.53,1.4,15.61,17.89,33.4,29.78,7.08,24.07,44.15,28-Feb-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Feb-2018 - 00:00,8.06,6.39,19.31,31.03,93.76,48.58,44.69,146.76,183.09,1.66,29.18,1.71,18.79,25.67,40.93,39.19,8.5,19.54,38.71,01-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Mar-2018 - 00:00,9.23,5.99,18.54,30.15,106.82,62.83,45.27,141.77,178.86,2.1,30.02,1.7,15.94,13.25,43.15,30.96,8.1,14.36,40.3,02-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Mar-2018 - 00:00,10.71,4.3,11.47,22.97,151.66,112.73,45.47,118.9,185.41,2.18,30.61,1.35,11.19,3.8,32.28,16.54,5.3,14.11,47.14,03-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Mar-2018 - 00:00,7.62,5.08,15.99,27.04,99.81,64.49,43.52,134.3,201.88,0.77,30.91,1.66,14.91,12.08,38.93,28.74,7.12,31.94,44.79,04-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Mar-2018 - 00:00,6.98,4.54,14.09,22.9,101.57,59.5,40.31,122.73,173.07,0.89,30.82,1.24,16.21,17.55,34.86,29.93,5.95,21.71,45.12,05-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Mar-2018 - 00:00,2.01,0.47,2.89,5.75,91.81,43.5,46.2,0.0,226.95,0.44,26.62,0.38,5.9,2.06,21.22,8.86,0.89,10.3,31.52,06-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Mar-2018 - 00:00,6.14,3.87,12.4,21.27,112.31,62.17,42.53,129.78,136.98,0.98,31.46,1.01,12.06,8.15,33.73,20.66,5.5,25.19,54.57,07-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Mar-2018 - 00:00,7.38,5.08,14.4,24.63,105.22,56.45,42.94,123.8,148.74,0.8,30.82,1.45,12.25,6.47,35.8,21.61,6.25,22.09,48.46,08-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Mar-2018 - 00:00,3.17,1.32,5.73,10.04,85.4,43.45,38.45,73.75,136.53,0.95,30.95,0.62,7.44,1.82,21.2,8.55,2.49,13.91,9.2,09-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Mar-2018 - 00:00,9.81,7.72,22.1,35.38,102.41,57.92,44.54,72.2,154.49,1.23,29.6,1.88,20.23,22.53,48.38,42.93,9.94,16.54,41.86,10-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Mar-2018 - 00:00,10.75,8.17,21.96,34.99,152.92,99.12,47.53,93.15,189.53,1.1,30.72,1.46,16.24,8.01,50.98,32.84,9.98,16.63,13.32,11-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Mar-2018 - 00:00,7.14,4.48,14.55,25.21,114.46,75.24,48.53,81.57,198.37,0.98,30.36,1.29,16.09,11.96,43.89,30.16,6.25,17.29,1.59,12-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Mar-2018 - 00:00,11.41,10.33,29.28,47.99,133.33,83.04,50.46,133.39,217.54,2.28,30.64,2.06,25.27,22.3,60.93,49.35,13.26,7.98,7.06,13-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Mar-2018 - 00:00,10.25,9.41,26.92,47.23,128.46,71.56,45.26,149.49,201.44,0.9,32.15,1.77,23.74,22.57,58.5,46.78,12.24,8.95,38.06,14-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Mar-2018 - 00:00,9.29,7.6,23.74,37.28,127.85,70.72,40.17,136.46,214.45,0.77,33.13,1.59,20.18,15.95,55.19,38.47,10.59,12.98,43.82,15-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Mar-2018 - 00:00,2.92,1.13,5.44,9.63,87.27,55.71,33.31,96.98,200.73,0.62,33.04,0.55,6.91,2.07,22.7,9.48,2.04,13.49,63.21,16-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Mar-2018 - 00:00,3.84,2.77,9.72,16.32,77.84,51.38,68.73,47.07,191.74,1.11,27.15,0.72,13.33,2.0,25.59,10.8,4.05,10.15,49.82,17-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Mar-2018 - 00:00,4.66,3.17,10.58,17.39,90.29,60.84,66.6,166.18,206.6,1.57,28.31,1.07,20.57,6.22,35.78,21.12,4.77,13.96,42.1,18-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Mar-2018 - 00:00,8.19,5.24,16.02,26.61,135.87,72.93,54.48,139.86,199.44,1.52,30.11,1.51,22.95,13.56,47.87,33.36,7.48,16.25,42.87,19-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Mar-2018 - 00:00,9.38,7.14,21.16,34.04,134.61,74.0,42.95,150.43,170.49,2.33,31.74,1.67,20.21,15.91,52.29,37.37,9.54,14.52,46.28,20-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Mar-2018 - 00:00,9.73,6.67,20.91,34.65,142.65,87.21,40.96,109.46,193.97,3.09,32.83,1.67,19.14,5.23,51.05,31.79,9.38,18.3,41.36,21-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Mar-2018 - 00:00,5.67,3.61,12.58,20.02,103.31,68.65,41.35,91.07,223.32,1.04,32.64,1.04,13.73,7.83,34.36,22.46,5.31,13.15,42.01,22-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Mar-2018 - 00:00,3.29,2.24,7.75,13.8,80.57,39.66,28.73,161.74,219.34,0.55,32.75,0.83,10.25,6.58,29.67,19.19,3.3,11.86,35.37,23-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Mar-2018 - 00:00,7.67,5.77,19.38,30.89,95.68,46.5,25.43,92.63,226.86,0.53,34.86,1.67,18.31,16.92,54.08,42.96,8.42,6.85,25.06,24-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Mar-2018 - 00:00,3.92,2.04,7.35,13.12,96.71,42.89,29.06,157.98,193.5,0.58,32.91,0.87,9.62,6.74,30.51,18.85,3.25,11.74,47.12,25-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Mar-2018 - 00:00,3.87,2.16,7.32,12.74,84.29,40.42,28.7,159.86,208.67,0.52,33.02,0.75,8.45,4.47,31.37,19.15,3.31,11.27,45.78,26-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Mar-2018 - 00:00,5.53,3.37,11.53,19.4,91.82,46.71,27.08,172.02,198.61,0.45,33.21,1.08,9.72,6.76,35.76,21.76,5.07,10.35,45.4,27-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Mar-2018 - 00:00,8.87,6.24,19.68,32.83,108.02,56.07,30.5,168.35,221.59,0.67,32.22,1.63,18.46,18.82,54.49,39.67,8.65,15.83,40.98,28-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Mar-2018 - 00:00,7.22,4.2,14.08,24.92,131.84,76.39,28.88,148.16,201.19,0.82,33.71,1.04,11.6,4.76,40.45,22.91,6.09,15.29,54.77,29-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Mar-2018 - 00:00,7.31,4.69,13.99,24.72,114.67,65.57,26.99,144.98,187.32,1.25,33.84,1.2,14.81,10.31,46.85,31.09,6.24,19.71,44.27,30-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Mar-2018 - 00:00,8.1,5.09,15.16,26.63,134.58,78.11,25.62,164.2,194.1,0.79,34.02,1.52,15.66,9.44,50.65,31.59,7.02,34.54,42.52,31-Mar-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Mar-2018 - 00:00,9.25,6.41,19.11,33.27,165.49,88.47,28.93,145.06,184.66,1.23,33.66,1.76,22.43,20.65,62.46,47.61,8.23,27.21,40.1,01-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Apr-2018 - 00:00,5.48,3.47,10.91,19.1,125.79,72.27,36.5,152.57,209.07,2.02,35.17,0.9,25.54,6.83,33.58,20.75,4.83,9.15,41.1,02-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Apr-2018 - 00:00,7.93,6.02,18.11,29.22,117.57,67.51,37.98,171.04,165.53,0.93,32.96,1.31,24.02,13.06,46.33,33.38,7.71,17.13,50.32,03-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Apr-2018 - 00:00,10.78,8.2,24.09,39.21,145.0,71.86,37.19,154.78,208.69,0.93,33.92,1.75,23.82,13.04,57.95,37.67,10.39,15.21,38.96,04-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Apr-2018 - 00:00,9.73,6.44,19.48,33.64,148.93,42.42,36.68,155.26,204.55,0.96,34.57,1.47,18.55,6.42,50.11,30.41,8.68,21.91,44.06,05-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Apr-2018 - 00:00,6.23,4.32,14.82,24.7,112.87,33.12,39.3,154.81,169.57,1.11,35.17,1.11,17.38,6.77,42.5,24.19,6.43,14.47,42.89,06-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Apr-2018 - 00:00,8.53,7.19,20.66,35.76,121.76,39.93,39.28,129.47,191.74,0.72,35.67,1.48,24.0,19.49,52.67,40.11,9.27,23.52,41.17,07-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Apr-2018 - 00:00,3.74,2.5,8.58,18.01,105.78,28.11,31.92,134.36,204.27,1.1,36.45,0.78,10.42,3.07,27.18,14.26,3.51,14.23,54.99,08-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Apr-2018 - 00:00,2.45,1.2,4.17,8.55,62.44,57.78,42.65,131.89,177.42,1.89,33.61,0.64,11.02,2.99,24.04,12.44,1.7,16.73,57.25,09-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Apr-2018 - 00:00,3.88,2.16,8.23,15.11,64.81,33.28,44.57,171.33,186.45,2.26,33.28,0.74,12.27,4.38,31.5,16.84,3.44,13.88,44.95,10-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Apr-2018 - 00:00,3.46,1.81,7.67,13.79,75.66,28.59,50.59,157.89,171.85,1.89,32.01,0.68,8.94,0.96,18.65,10.41,3.07,6.64,46.51,11-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Apr-2018 - 00:00,4.84,3.37,12.06,21.16,70.18,28.81,55.54,185.69,187.97,2.39,32.33,1.11,24.51,6.49,37.27,22.4,5.23,9.93,36.26,12-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Apr-2018 - 00:00,5.39,4.35,13.35,23.83,72.69,28.39,41.47,198.19,149.73,3.73,34.7,1.17,24.41,10.12,45.85,28.86,5.66,31.84,52.43,13-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Apr-2018 - 00:00,7.05,5.04,15.91,30.68,86.56,29.88,46.45,129.88,165.1,2.83,34.13,1.04,20.85,6.5,40.18,24.64,7.06,10.18,39.65,14-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Apr-2018 - 00:00,1.77,0.55,3.27,7.03,53.62,24.49,50.38,173.76,157.78,3.78,34.48,0.51,13.31,1.48,19.68,8.15,1.14,9.98,55.27,15-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Apr-2018 - 00:00,1.28,0.38,2.26,5.02,46.8,21.04,61.33,187.43,167.44,5.19,32.73,0.58,13.62,1.64,16.6,6.56,0.8,6.41,47.45,16-Apr-2018 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
