from date,PM10,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM2.5,NH3,SO2,Benzene,Toluene,MP-Xylene,Eth-Benzene,to date,station
11-Sep-2018 - 00:00,88.29,0.0,274.14,37.57,182.16,18.98,91.05,62.67,15.48,28.82,0.31,0.79,0.0,21.9,99.22,5.32,0.47,2.32,0.02,0.0,12-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
12-Sep-2018 - 00:00,121.84,0.0,280.04,35.65,210.02,6.88,82.73,30.39,14.62,29.17,0.36,1.35,0.0,20.4,85.41,5.29,0.63,2.21,0.0,0.0,13-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
13-Sep-2018 - 00:00,138.99,0.0,277.28,36.82,248.19,,,0.0,14.01,29.18,0.47,1.3,0.0,19.51,,5.59,0.7,2.03,0.0,0.0,14-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
14-Sep-2018 - 00:00,136.34,0.0,276.17,35.61,306.84,,,0.0,13.54,28.85,0.61,0.93,0.0,24.57,,5.76,0.73,2.12,0.0,0.0,15-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
15-Sep-2018 - 00:00,153.95,0.0,267.02,35.79,242.59,,,0.0,13.5,28.95,0.4,0.83,0.0,31.45,,6.11,0.73,2.27,0.0,0.0,16-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
16-Sep-2018 - 00:00,149.76,0.0,255.74,38.45,263.21,,,0.0,13.15,29.05,0.46,0.84,0.0,37.98,,5.95,0.66,2.37,0.0,0.0,17-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
17-Sep-2018 - 00:00,177.36,0.0,258.5,38.47,238.13,,,0.0,13.14,29.25,0.61,0.76,0.0,47.73,,6.01,0.58,2.37,0.0,0.0,18-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
18-Sep-2018 - 00:00,191.04,0.0,289.34,38.7,263.33,,,0.0,12.18,29.36,0.52,0.67,0.0,49.15,,5.79,0.56,2.41,0.0,0.0,19-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
19-Sep-2018 - 00:00,201.72,0.0,253.25,40.92,246.76,,,0.0,11.96,29.24,0.71,0.57,0.0,52.66,,6.39,0.55,2.57,0.0,0.0,20-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
20-Sep-2018 - 00:00,222.8,0.0,143.71,37.73,194.61,,,0.0,12.53,29.33,0.84,0.23,0.0,68.76,,7.2,0.54,2.8,0.0,0.0,21-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
21-Sep-2018 - 00:00,103.15,0.0,131.29,36.09,182.87,,,,8.59,27.91,0.45,1.1,0.0,34.07,,9.26,0.9,3.15,0.0,0.0,22-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
22-Sep-2018 - 00:00,41.53,0.0,99.56,34.09,35.88,,,,7.11,24.88,0.64,0.78,0.01,15.65,,15.9,1.39,3.78,0.0,0.0,23-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
23-Sep-2018 - 00:00,53.42,0.0,130.54,34.32,55.33,,,,2.77,26.03,0.6,1.11,0.0,25.0,,15.95,3.66,5.17,0.0,0.0,24-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
24-Sep-2018 - 00:00,33.2,0.0,194.25,34.89,35.31,,,,3.78,24.45,0.71,0.98,0.0,15.64,,16.08,18.99,8.35,0.0,0.0,25-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
25-Sep-2018 - 00:00,53.66,0.0,300.58,36.74,53.89,,,0.0,2.61,23.41,0.7,1.0,0.0,12.55,,16.33,32.13,9.65,0.06,0.0,26-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
26-Sep-2018 - 00:00,116.61,4.0,267.68,34.34,217.58,,,,8.6,26.24,0.85,0.57,0.0,25.82,,17.03,3.87,23.99,0.73,0.37,27-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
27-Sep-2018 - 00:00,195.26,19.92,232.68,35.05,157.08,,,,14.15,27.04,0.97,0.33,0.0,54.78,,17.81,7.63,64.3,1.71,5.33,28-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
28-Sep-2018 - 00:00,246.32,20.31,215.17,35.22,144.74,,,,12.37,28.05,0.95,0.4,0.0,61.51,,18.22,9.13,79.01,2.4,3.95,29-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
29-Sep-2018 - 00:00,262.0,20.25,233.28,35.67,52.19,,,0.0,4.29,26.03,0.92,0.19,0.0,73.77,,18.72,14.21,86.06,2.67,2.25,30-Sep-2018 - 00:00,"Sirifort, Delhi - CPCB"
30-Sep-2018 - 00:00,174.79,9.42,276.05,35.02,144.1,,,,20.77,27.74,0.87,0.73,0.0,53.46,,16.74,4.61,33.24,1.63,3.46,01-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
01-Oct-2018 - 00:00,228.84,16.16,254.52,35.63,142.5,,,,18.93,27.89,0.96,0.47,0.0,58.62,,17.25,2.93,48.45,2.8,7.1,02-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
02-Oct-2018 - 00:00,192.53,13.08,230.4,35.76,132.03,,,,17.92,28.18,0.91,0.45,0.0,60.85,,17.08,4.16,49.01,1.87,5.58,03-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
03-Oct-2018 - 00:00,204.1,7.49,230.55,34.87,147.92,,,,15.33,28.14,0.94,0.34,0.0,45.54,,17.64,3.8,37.22,1.18,0.0,04-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
04-Oct-2018 - 00:00,256.67,12.39,193.12,37.56,120.36,,,,25.88,28.2,1.39,0.34,0.0,73.92,,17.79,6.14,58.52,1.92,0.23,05-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
05-Oct-2018 - 00:00,290.79,18.65,155.45,37.94,109.26,,,,22.41,27.17,2.65,0.22,0.0,99.55,,18.76,9.28,82.03,2.6,2.07,06-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
06-Oct-2018 - 00:00,232.6,13.35,252.84,37.36,131.05,,,,17.67,27.11,1.8,0.45,0.0,69.45,,18.02,4.8,64.07,2.32,1.86,07-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
07-Oct-2018 - 00:00,240.08,11.01,221.22,37.19,134.94,,,,25.21,26.61,1.77,0.33,0.0,66.67,,18.05,4.48,55.22,2.25,0.31,08-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
08-Oct-2018 - 00:00,284.8,14.45,160.46,37.93,123.29,,,,26.08,27.19,2.08,0.23,0.0,99.16,,18.12,5.01,66.5,2.09,2.32,09-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
09-Oct-2018 - 00:00,275.68,16.6,126.09,37.65,120.52,,,,22.75,27.32,2.06,0.45,0.0,93.73,,18.09,9.71,57.56,1.92,3.95,10-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
10-Oct-2018 - 00:00,230.73,12.4,130.48,38.13,120.6,,,,24.99,27.59,1.58,0.7,0.0,78.75,,19.62,6.1,48.25,2.2,2.28,11-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
11-Oct-2018 - 00:00,203.94,4.29,127.23,35.15,107.58,42.7,93.76,83.25,55.86,25.48,1.1,0.73,0.0,58.7,6.0,18.47,2.61,21.94,1.35,0.03,12-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
12-Oct-2018 - 00:00,193.66,6.16,118.91,35.03,124.56,84.42,137.8,140.95,40.97,24.59,1.43,0.25,0.0,53.84,10.28,19.1,4.8,35.3,1.43,0.0,13-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
13-Oct-2018 - 00:00,277.77,12.09,239.16,36.15,127.36,141.06,113.72,174.24,25.58,24.06,2.06,0.38,0.0,99.27,21.4,19.95,9.98,80.94,3.26,0.0,14-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
14-Oct-2018 - 00:00,218.07,9.02,252.45,35.56,129.98,28.08,39.88,43.35,19.84,24.15,1.65,0.62,0.0,75.38,23.55,19.4,4.3,41.31,2.3,0.0,15-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
15-Oct-2018 - 00:00,283.81,12.58,194.86,36.02,118.39,52.96,45.47,66.17,56.38,24.98,2.48,0.32,0.0,93.93,26.85,20.29,9.03,60.95,3.07,0.0,16-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
16-Oct-2018 - 00:00,346.55,19.21,150.1,36.29,88.86,76.17,35.12,79.33,41.38,25.64,3.31,0.25,0.0,104.6,35.46,21.15,10.46,93.11,4.16,0.0,17-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
17-Oct-2018 - 00:00,315.37,16.37,180.61,36.34,122.5,77.48,36.4,81.02,32.12,26.03,3.02,0.34,0.0,105.8,37.12,21.29,25.72,73.34,3.33,0.64,18-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
18-Oct-2018 - 00:00,318.07,23.6,143.45,36.42,96.99,105.95,32.2,101.61,18.61,25.05,4.02,0.34,0.0,109.93,43.13,22.37,19.69,107.48,6.18,0.0,19-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
19-Oct-2018 - 00:00,310.37,13.46,190.58,37.15,103.42,25.91,45.97,44.8,31.87,24.98,2.14,0.24,0.0,108.88,15.29,20.79,9.02,56.25,3.25,0.0,20-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
20-Oct-2018 - 00:00,324.41,11.97,179.39,37.22,110.24,47.66,37.76,57.9,46.58,24.76,2.36,0.21,0.0,140.48,12.94,25.1,11.12,61.64,3.56,0.0,21-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
21-Oct-2018 - 00:00,283.19,11.53,209.46,39.16,108.31,51.53,31.03,57.47,72.97,23.83,2.15,0.29,0.0,115.33,14.91,22.18,9.38,61.69,3.62,0.0,22-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
22-Oct-2018 - 00:00,262.6,9.28,269.64,40.77,117.9,46.31,39.84,57.72,55.25,23.22,1.99,0.59,0.0,94.71,12.31,21.76,6.66,49.5,2.97,0.0,23-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
23-Oct-2018 - 00:00,324.57,20.32,240.32,39.36,117.67,76.4,55.82,89.92,55.43,23.59,2.71,0.39,0.0,85.86,13.83,22.53,10.02,62.86,3.24,0.31,24-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
24-Oct-2018 - 00:00,365.2,20.58,162.12,36.92,85.03,107.54,60.11,108.54,63.37,23.6,3.52,0.21,0.0,120.66,19.58,22.65,17.76,98.03,4.81,0.0,25-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
25-Oct-2018 - 00:00,361.09,22.91,129.57,36.89,98.52,108.62,51.38,110.25,55.86,23.67,3.74,0.23,0.0,124.96,20.84,22.41,17.57,109.87,5.03,0.0,26-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
26-Oct-2018 - 00:00,362.11,27.11,169.26,37.13,90.04,146.3,49.68,142.25,46.45,23.7,4.65,0.2,0.0,138.88,19.36,23.3,25.03,119.44,4.99,0.0,27-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
27-Oct-2018 - 00:00,403.54,30.11,204.33,37.88,90.47,130.8,51.39,130.75,54.74,23.69,4.42,0.21,0.0,169.24,23.99,22.88,26.05,120.81,6.22,0.0,28-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
28-Oct-2018 - 00:00,344.57,21.23,239.32,39.14,104.38,80.63,42.04,85.71,58.83,23.85,3.14,0.39,0.0,167.71,19.71,21.15,15.33,83.47,3.82,2.24,29-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
29-Oct-2018 - 00:00,430.97,20.67,233.52,46.39,94.04,106.04,48.19,109.28,59.13,23.63,3.76,0.33,0.0,181.74,18.43,21.97,16.39,93.38,3.96,1.45,30-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
30-Oct-2018 - 00:00,452.6,31.94,178.66,61.48,86.78,141.37,51.2,138.55,59.95,23.9,4.65,0.19,0.0,194.5,18.34,23.21,21.38,111.14,5.22,4.41,31-Oct-2018 - 00:00,"Sirifort, Delhi - CPCB"
31-Oct-2018 - 00:00,414.4,33.08,169.29,60.35,85.75,134.01,46.81,130.92,62.0,23.52,4.88,0.19,0.0,180.94,21.79,22.92,22.99,118.01,5.66,5.86,01-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
01-Nov-2018 - 00:00,418.55,30.2,149.46,59.04,79.05,126.26,46.22,124.41,59.83,23.47,4.61,0.25,0.0,184.83,26.46,23.01,22.89,121.46,3.63,2.23,02-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
02-Nov-2018 - 00:00,411.71,35.51,119.55,53.53,83.65,55.93,45.06,67.53,58.33,23.73,3.24,0.32,0.0,191.47,19.96,20.74,15.28,89.43,3.46,15.48,03-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
03-Nov-2018 - 00:00,313.3,15.38,115.84,51.73,73.31,5.83,31.4,20.3,48.05,23.65,1.51,0.6,0.0,151.21,14.72,17.74,6.89,35.71,2.48,7.58,04-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
04-Nov-2018 - 00:00,186.43,9.18,191.21,48.72,93.47,3.09,27.95,16.3,53.22,22.53,1.03,0.71,0.0,85.91,13.79,17.83,3.56,24.4,1.37,4.52,05-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
05-Nov-2018 - 00:00,496.95,15.5,273.98,56.93,70.21,13.64,41.35,31.75,52.43,19.48,2.09,0.68,0.0,329.76,14.78,15.84,9.82,42.24,1.84,6.83,06-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
06-Nov-2018 - 00:00,349.5,13.4,287.19,50.42,103.82,10.6,41.12,29.2,54.15,20.43,1.53,0.97,0.0,167.64,15.36,12.37,5.66,34.27,1.62,5.45,07-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
07-Nov-2018 - 00:00,268.86,11.83,270.49,52.38,102.96,14.3,36.65,29.83,54.69,19.19,1.48,0.62,0.0,163.92,14.82,13.76,5.64,28.84,1.89,4.93,08-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
08-Nov-2018 - 00:00,560.03,31.82,185.27,66.84,69.52,64.27,53.56,78.65,45.74,18.2,3.07,0.17,0.0,484.19,22.71,25.18,18.12,66.82,8.22,10.74,09-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
09-Nov-2018 - 00:00,409.22,40.21,222.25,53.8,87.21,76.92,56.04,90.08,42.69,19.44,3.37,0.22,0.0,226.76,26.21,21.61,19.96,81.5,9.49,13.63,10-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
10-Nov-2018 - 00:00,419.79,50.52,177.65,54.53,70.17,88.66,57.69,100.34,43.84,19.4,4.11,0.21,0.0,233.21,28.24,25.05,25.04,129.17,10.02,21.45,11-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
11-Nov-2018 - 00:00,388.43,55.44,164.25,53.2,84.62,88.74,48.87,95.78,57.09,20.42,4.02,0.24,0.0,187.32,26.59,23.42,22.07,109.36,6.92,26.12,12-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
12-Nov-2018 - 00:00,457.73,69.75,147.43,55.8,79.56,122.64,60.22,129.37,55.23,20.81,5.19,0.2,0.0,224.04,28.86,24.79,28.35,137.87,8.61,30.58,13-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
13-Nov-2018 - 00:00,425.94,52.97,139.5,56.51,49.55,58.6,55.64,75.24,52.52,20.88,3.58,0.25,0.0,217.02,22.79,23.22,21.31,111.24,8.55,22.62,14-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
14-Nov-2018 - 00:00,215.32,28.68,148.77,56.19,72.23,30.37,37.54,43.15,55.04,21.22,2.18,0.39,0.0,112.86,14.31,18.87,9.48,64.68,3.63,12.92,15-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
15-Nov-2018 - 00:00,182.55,23.69,198.48,52.73,88.7,14.02,38.08,30.35,56.41,20.66,1.68,0.42,0.0,91.06,13.38,18.53,7.17,64.1,4.13,9.42,16-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
16-Nov-2018 - 00:00,250.76,11.68,292.76,58.23,141.77,4.75,32.22,19.34,55.67,19.08,1.45,1.23,0.0,146.14,14.31,19.32,3.85,32.25,3.88,3.75,17-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
17-Nov-2018 - 00:00,270.35,22.88,253.75,52.91,63.12,47.73,60.41,62.43,61.7,20.43,2.33,0.45,0.0,90.19,22.52,19.98,10.14,61.16,4.38,8.36,18-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
18-Nov-2018 - 00:00,297.48,35.21,155.47,53.11,98.72,46.13,57.25,66.08,55.77,19.49,2.61,0.39,0.0,138.45,21.87,21.05,11.62,76.16,4.25,17.84,19-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
19-Nov-2018 - 00:00,335.78,23.52,127.64,52.97,77.91,17.29,44.93,36.56,53.1,20.69,2.03,0.69,0.0,165.01,15.77,19.14,8.65,56.54,4.68,11.18,20-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
20-Nov-2018 - 00:00,398.56,30.3,206.34,55.78,90.25,29.16,53.81,50.7,53.32,20.65,2.64,0.34,0.0,196.82,18.64,21.2,12.99,77.98,3.66,14.38,21-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
21-Nov-2018 - 00:00,363.46,19.77,258.68,55.37,97.33,20.99,49.36,41.83,54.84,19.7,2.05,0.52,0.0,185.39,16.78,21.42,8.18,46.08,5.37,8.34,22-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
22-Nov-2018 - 00:00,343.13,49.53,226.75,49.46,89.41,67.83,69.67,89.94,56.73,19.68,3.06,0.22,0.0,112.5,26.84,21.97,13.7,90.92,3.94,33.36,23-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
23-Nov-2018 - 00:00,333.62,37.46,265.71,51.27,75.64,60.84,62.17,80.42,54.33,19.36,2.78,0.66,0.0,148.34,24.9,22.36,15.51,100.28,8.4,18.24,24-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
24-Nov-2018 - 00:00,248.9,3.13,279.58,47.22,105.0,9.87,41.98,29.08,56.87,19.13,1.34,1.07,0.0,87.74,14.2,18.53,2.72,28.55,5.22,5.03,25-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
25-Nov-2018 - 00:00,268.45,8.2,254.76,47.64,98.42,25.0,50.82,45.81,58.01,18.77,1.78,0.41,0.0,98.23,17.59,19.96,3.94,62.39,7.98,7.41,26-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
26-Nov-2018 - 00:00,375.89,26.59,228.77,50.4,92.29,70.58,60.33,87.25,56.58,18.43,3.41,0.32,0.0,166.89,26.22,23.69,10.87,78.07,13.97,15.15,27-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
27-Nov-2018 - 00:00,376.36,56.19,170.12,50.59,79.69,105.85,64.32,117.55,54.57,18.98,4.39,0.36,0.0,171.89,32.49,25.31,23.28,117.72,24.31,32.82,28-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
28-Nov-2018 - 00:00,360.46,44.72,166.07,54.61,67.29,79.97,61.34,95.29,52.9,19.25,3.9,0.2,0.0,164.66,27.86,21.8,18.64,96.6,21.41,23.92,29-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
29-Nov-2018 - 00:00,358.28,43.07,257.38,53.21,74.87,56.76,61.14,76.62,52.34,18.92,3.19,0.46,0.0,162.81,23.94,18.43,20.46,102.58,21.24,29.69,30-Nov-2018 - 00:00,"Sirifort, Delhi - CPCB"
30-Nov-2018 - 00:00,367.17,20.05,266.6,52.99,84.25,24.47,52.7,46.3,52.62,18.39,2.16,0.57,0.0,157.54,17.62,17.48,6.63,46.12,9.28,10.27,01-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
01-Dec-2018 - 00:00,314.56,25.1,258.74,48.76,90.87,37.62,49.6,55.25,56.18,17.95,2.25,0.54,0.0,118.23,19.51,17.97,9.39,50.17,9.43,16.86,02-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
02-Dec-2018 - 00:00,298.7,52.77,218.02,48.89,87.07,105.27,64.87,117.38,59.47,17.37,3.71,0.23,0.0,118.39,32.4,20.06,20.61,115.46,18.12,37.61,03-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
03-Dec-2018 - 00:00,362.76,47.52,245.2,49.28,82.03,103.1,72.57,119.67,57.48,17.18,3.92,0.27,0.0,139.01,32.9,20.19,19.87,111.12,16.6,26.55,04-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
04-Dec-2018 - 00:00,399.12,62.09,228.38,49.92,76.49,108.08,73.05,123.92,56.27,16.81,4.01,0.25,0.0,154.89,33.8,20.53,23.81,127.18,20.1,43.28,05-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
05-Dec-2018 - 00:00,355.01,45.4,241.59,50.92,82.2,93.05,63.55,107.24,45.97,16.54,3.33,0.38,0.0,142.8,30.25,20.27,16.97,104.45,17.59,27.53,06-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
06-Dec-2018 - 00:00,413.54,59.21,227.09,50.85,74.9,131.08,63.52,137.02,37.41,16.52,3.92,0.27,0.0,172.61,36.31,21.28,35.65,149.99,27.6,32.58,07-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
07-Dec-2018 - 00:00,400.35,38.34,259.66,55.77,80.31,64.15,54.63,80.12,33.91,15.84,2.25,0.47,0.0,167.36,24.45,19.36,21.88,104.27,17.23,21.87,08-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
08-Dec-2018 - 00:00,372.73,45.08,235.84,52.83,80.56,69.55,68.86,92.56,36.19,15.8,2.71,0.28,0.0,163.89,27.02,19.6,19.51,95.05,17.49,38.37,09-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
09-Dec-2018 - 00:00,440.43,52.82,208.74,51.76,75.2,111.87,73.14,127.99,36.28,15.66,3.97,0.2,0.0,200.97,34.45,21.01,32.93,140.93,20.38,31.4,10-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
10-Dec-2018 - 00:00,504.24,59.26,134.24,53.77,65.75,92.99,66.24,109.27,36.71,15.21,4.31,0.35,0.0,251.03,30.56,20.66,31.41,126.3,24.0,33.98,11-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
11-Dec-2018 - 00:00,505.43,54.95,129.27,54.14,42.17,65.62,68.82,87.27,33.69,14.86,3.78,0.18,0.0,260.26,26.01,19.79,27.28,118.45,22.08,33.28,12-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
12-Dec-2018 - 00:00,297.49,35.15,140.07,49.92,62.84,26.44,53.03,49.12,33.51,16.06,1.94,0.52,0.0,154.94,18.03,18.62,15.52,75.23,14.86,20.1,13-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
13-Dec-2018 - 00:00,246.4,24.56,208.78,47.52,78.28,15.96,50.97,39.66,34.09,15.46,1.17,0.4,0.0,95.28,16.02,18.32,11.4,60.01,10.09,12.04,14-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
14-Dec-2018 - 00:00,251.19,20.51,283.55,47.83,86.13,16.72,47.5,38.45,33.92,14.52,0.97,0.68,0.0,102.96,16.91,18.47,8.53,45.35,9.71,11.68,15-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
15-Dec-2018 - 00:00,265.13,17.4,284.6,48.13,92.34,11.73,46.82,34.1,35.92,14.38,0.92,0.73,0.0,110.31,15.9,18.38,9.12,44.82,8.67,9.78,16-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
16-Dec-2018 - 00:00,285.74,18.54,263.71,50.26,95.51,21.88,48.43,43.06,36.59,14.21,1.25,0.55,0.0,136.28,17.27,18.65,9.75,45.15,8.29,9.9,17-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
17-Dec-2018 - 00:00,415.07,32.2,263.91,50.62,74.87,47.44,65.01,72.19,36.79,13.35,2.38,0.48,0.0,172.43,22.15,19.57,16.96,73.04,13.41,16.58,18-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
18-Dec-2018 - 00:00,426.66,30.31,284.25,51.21,90.12,19.7,63.45,49.18,36.75,13.73,1.69,0.71,0.0,187.26,18.51,19.07,15.51,73.83,15.55,16.12,19-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
19-Dec-2018 - 00:00,458.64,24.27,263.18,50.73,89.86,30.02,64.73,58.12,37.71,13.77,1.88,0.5,0.0,175.19,20.31,19.24,13.84,54.73,11.53,13.77,20-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
20-Dec-2018 - 00:00,493.73,39.05,251.32,51.92,89.65,86.65,71.5,106.95,37.35,13.38,3.22,0.33,0.0,204.85,29.94,21.2,23.9,92.58,19.7,29.98,21-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
21-Dec-2018 - 00:00,462.44,22.24,251.11,52.17,86.99,70.92,48.4,82.28,34.54,12.55,2.58,0.46,0.0,210.91,25.98,21.43,19.7,76.83,12.51,23.55,22-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
22-Dec-2018 - 00:00,566.58,46.38,195.65,55.58,76.18,78.3,46.36,86.88,31.87,12.48,3.08,0.25,0.0,277.17,27.91,20.63,26.25,92.2,8.38,29.96,23-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
23-Dec-2018 - 00:00,570.09,63.78,166.83,56.74,76.9,136.54,29.14,124.69,33.44,12.4,4.65,0.27,0.0,325.09,35.08,23.08,34.18,123.53,9.6,36.02,24-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
24-Dec-2018 - 00:00,653.81,50.48,244.65,59.5,69.52,110.95,57.6,119.12,34.16,12.72,4.09,0.32,0.0,352.48,32.92,22.55,29.96,106.56,13.25,29.19,25-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
25-Dec-2018 - 00:00,478.12,7.07,282.85,55.6,80.43,12.66,61.25,42.39,35.54,12.23,1.68,0.77,0.0,296.56,18.15,19.78,15.21,59.32,13.57,14.25,26-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
26-Dec-2018 - 00:00,453.07,4.75,256.15,52.61,85.77,26.8,57.88,51.95,38.39,12.07,1.84,0.54,0.0,222.26,18.72,19.96,15.51,51.41,11.4,13.59,27-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
27-Dec-2018 - 00:00,524.11,19.7,219.37,56.08,73.0,58.53,80.95,89.41,44.64,12.41,3.25,0.35,0.0,285.23,26.47,21.05,26.88,113.66,23.61,29.57,28-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
28-Dec-2018 - 00:00,456.96,5.8,276.79,53.65,78.65,29.23,44.72,46.99,61.31,11.43,1.59,0.82,0.0,247.99,19.14,20.38,9.24,37.22,6.95,7.62,29-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
29-Dec-2018 - 00:00,456.03,1.66,259.87,52.23,91.31,42.01,50.41,60.2,45.8,12.7,1.88,0.65,0.0,212.57,20.78,20.65,7.32,63.73,14.87,14.49,30-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
30-Dec-2018 - 00:00,513.99,5.56,241.65,55.09,82.26,84.39,83.14,111.24,48.68,12.4,3.47,0.27,0.0,283.86,30.7,23.03,28.31,92.39,17.9,19.9,31-Dec-2018 - 00:00,"Sirifort, Delhi - CPCB"
