from date,AT,BP,PM10,PM2.5,RH,SR,Toluene,WD,WS,CO,Benzene,P-Xylene,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
08-Sep-2018 - 00:00,27.9,984.45,99.48,34.35,81.4,201.82,109.42,105.94,1.94,1.76,0.86,,37.29,32.5,48.87,52.5,40.11,20.78,09-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
09-Sep-2018 - 00:00,27.72,984.77,68.22,24.54,77.78,207.78,70.55,109.6,2.67,1.53,0.4,,30.08,11.72,31.88,26.51,33.48,20.35,10-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
10-Sep-2018 - 00:00,28.42,984.51,136.82,41.64,78.38,199.06,73.63,169.93,0.81,1.99,0.76,,31.06,51.47,55.04,71.23,42.86,21.52,11-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
11-Sep-2018 - 00:00,29.82,984.52,167.18,34.77,76.17,205.31,77.13,252.35,0.57,2.05,1.04,,27.08,116.09,70.34,131.99,33.19,20.03,12-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
12-Sep-2018 - 00:00,30.49,984.44,200.44,35.6,70.46,210.31,78.48,272.01,1.16,1.78,1.68,,29.9,126.94,62.16,136.55,29.73,20.9,13-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
13-Sep-2018 - 00:00,30.47,984.28,210.65,35.29,64.28,206.49,68.1,263.35,1.02,1.71,0.72,,28.49,165.66,67.9,171.23,28.4,20.68,14-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
14-Sep-2018 - 00:00,30.3,984.37,191.56,41.13,63.73,206.74,70.22,277.1,0.94,2.06,0.86,,30.23,127.98,65.59,139.13,32.32,20.35,15-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
15-Sep-2018 - 00:00,30.65,984.34,219.18,41.42,59.58,205.91,70.87,278.88,1.0,1.96,1.17,,36.3,126.33,73.42,142.05,33.42,24.53,16-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
16-Sep-2018 - 00:00,28.58,984.11,193.68,50.71,69.71,62.93,65.3,264.13,0.6,2.11,1.35,,35.6,93.18,57.54,106.57,30.02,21.17,17-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
17-Sep-2018 - 00:00,30.33,984.06,235.77,62.97,64.97,204.56,69.02,249.84,1.3,1.74,1.03,,41.28,97.35,74.84,119.13,22.77,23.37,18-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
18-Sep-2018 - 00:00,32.33,984.39,231.56,51.31,52.87,225.68,64.16,266.09,1.23,2.47,0.82,,35.63,73.11,83.47,104.03,20.13,19.48,19-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
19-Sep-2018 - 00:00,30.64,984.27,277.13,70.21,58.79,231.36,58.89,276.79,1.15,2.11,1.39,,47.13,129.58,94.2,155.8,22.82,25.41,20-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
20-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,21-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
21-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,22-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
22-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,23-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
23-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,24-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
24-Sep-2018 - 00:00,25.04,983.97,49.8,39.55,82.01,125.44,50.95,241.26,0.56,2.12,2.04,,29.23,166.55,79.32,177.95,12.58,21.59,25-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
25-Sep-2018 - 00:00,24.35,984.49,64.36,28.99,79.79,182.92,36.02,285.7,0.76,2.42,1.62,,33.4,140.98,67.7,150.98,10.49,21.7,26-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
26-Sep-2018 - 00:00,28.31,983.99,202.69,51.38,66.75,206.58,35.43,272.15,0.67,2.18,2.04,,38.32,177.33,89.45,192.17,20.1,21.72,27-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
27-Sep-2018 - 00:00,29.59,984.37,364.92,100.64,64.17,200.17,41.96,228.08,0.55,3.71,3.86,,49.91,209.17,114.55,238.73,21.72,23.63,28-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
28-Sep-2018 - 00:00,30.71,984.44,501.93,123.84,55.98,190.99,47.22,238.7,0.46,3.65,4.73,,70.94,241.95,131.61,273.04,23.48,22.59,29-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
29-Sep-2018 - 00:00,31.05,984.3,363.05,124.32,55.74,194.72,31.7,219.43,0.7,2.46,2.92,,67.18,130.44,111.56,167.66,25.51,20.87,30-Sep-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
30-Sep-2018 - 00:00,30.22,984.15,201.12,64.91,54.45,196.88,20.04,284.86,1.01,2.34,1.42,,59.5,105.34,100.37,139.23,22.27,20.74,01-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
01-Oct-2018 - 00:00,30.36,983.97,208.39,68.36,54.48,248.94,22.77,273.07,0.69,2.01,1.95,,61.13,138.25,112.65,172.59,26.59,22.57,02-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
02-Oct-2018 - 00:00,32.9,983.68,241.07,58.48,41.81,179.26,30.87,238.93,0.61,1.89,1.83,,79.26,128.24,98.7,156.99,,23.56,03-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
03-Oct-2018 - 00:00,32.51,983.59,310.48,75.24,40.52,145.07,34.58,202.94,0.5,3.25,4.59,,68.31,142.68,126.49,183.63,34.38,23.08,04-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
04-Oct-2018 - 00:00,31.46,984.21,332.11,134.73,48.43,232.99,35.74,180.45,0.5,3.4,6.59,,66.85,74.49,117.45,120.45,57.1,21.18,05-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
05-Oct-2018 - 00:00,30.46,983.98,374.22,140.02,48.78,189.13,52.83,181.02,0.45,2.32,9.62,,78.4,182.97,120.39,215.8,38.46,20.23,06-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
06-Oct-2018 - 00:00,30.0,984.03,340.44,86.23,46.42,192.05,62.32,268.94,0.59,,9.57,,58.93,186.69,115.14,213.51,24.69,21.22,07-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
07-Oct-2018 - 00:00,29.55,983.85,356.23,95.2,44.31,191.11,58.93,229.5,0.52,,8.43,,54.15,146.56,113.36,179.8,29.87,21.02,08-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
08-Oct-2018 - 00:00,30.01,984.03,397.66,151.45,43.99,189.94,112.04,143.31,0.46,3.84,8.68,,56.86,81.48,124.28,132.52,56.9,21.09,09-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
09-Oct-2018 - 00:00,29.92,983.88,319.77,104.92,46.29,193.19,60.97,93.06,1.33,2.78,7.28,,48.55,25.13,79.18,61.27,62.41,20.84,10-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
10-Oct-2018 - 00:00,30.63,983.69,332.36,98.44,49.48,156.55,57.61,87.87,1.64,3.45,7.77,,44.02,26.71,84.33,66.62,45.49,21.11,11-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
11-Oct-2018 - 00:00,26.63,983.84,238.18,70.32,54.1,194.42,37.34,108.14,2.02,1.95,3.74,,41.86,17.96,54.17,43.45,41.81,20.55,12-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
12-Oct-2018 - 00:00,26.46,983.7,247.92,78.92,44.04,194.35,49.38,159.01,0.45,2.19,6.58,,43.0,95.72,96.5,129.35,25.05,20.31,13-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
13-Oct-2018 - 00:00,26.63,984.4,433.23,200.07,45.57,193.72,54.5,230.82,0.62,2.52,9.31,,62.97,183.57,129.1,218.31,15.99,20.93,14-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
14-Oct-2018 - 00:00,27.09,983.57,325.66,101.62,42.74,193.03,43.73,276.0,0.68,2.75,9.07,,52.92,187.04,139.39,225.17,14.08,21.0,15-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
15-Oct-2018 - 00:00,27.58,983.84,381.02,137.74,44.17,189.76,73.04,199.96,0.45,2.78,9.74,,62.11,163.42,144.4,210.88,18.26,20.56,16-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
16-Oct-2018 - 00:00,28.22,984.69,546.43,178.92,45.95,185.86,102.56,140.35,0.51,3.58,12.79,,85.55,127.99,145.14,189.21,52.26,18.47,17-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
17-Oct-2018 - 00:00,28.68,984.02,472.96,171.62,42.36,187.27,91.94,163.49,0.53,3.45,11.96,,67.52,85.39,137.41,132.53,40.74,25.16,18-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
18-Oct-2018 - 00:00,27.74,984.01,446.89,169.46,47.72,185.84,137.53,125.28,0.81,3.64,11.79,,70.44,96.98,112.49,140.89,66.51,21.03,19-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
19-Oct-2018 - 00:00,27.47,983.98,432.25,173.17,46.56,185.84,65.21,202.69,0.4,3.09,12.01,,64.41,126.04,130.39,172.16,37.26,20.06,20-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
20-Oct-2018 - 00:00,27.49,983.64,435.86,213.25,37.51,185.5,48.73,157.74,0.38,2.76,10.68,,47.02,125.94,117.31,166.77,27.38,21.07,21-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
21-Oct-2018 - 00:00,26.46,984.16,394.27,175.7,37.75,185.31,52.21,221.36,0.57,2.94,11.05,,50.26,149.13,114.1,182.15,26.06,20.56,22-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
22-Oct-2018 - 00:00,25.47,984.31,387.15,147.14,41.08,187.97,47.07,260.04,0.76,3.12,10.98,,44.21,209.58,126.3,240.74,21.13,21.2,23-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
23-Oct-2018 - 00:00,26.18,984.27,461.61,162.53,40.42,185.73,71.0,217.93,0.41,3.45,14.59,,47.2,190.58,136.49,225.72,26.2,22.96,24-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
24-Oct-2018 - 00:00,26.0,984.12,551.34,217.26,44.82,183.22,82.9,161.39,0.37,3.36,16.3,,92.44,219.49,164.23,273.9,66.94,21.93,25-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
25-Oct-2018 - 00:00,25.24,984.24,506.08,210.05,47.12,183.41,158.7,156.0,0.46,2.85,14.19,,32.63,189.99,161.28,239.17,70.84,27.85,26-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
26-Oct-2018 - 00:00,24.8,983.98,597.96,282.55,48.01,179.69,142.72,182.37,0.34,3.71,19.58,,63.64,207.23,174.0,271.48,33.43,27.29,27-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
27-Oct-2018 - 00:00,24.94,984.35,628.36,266.7,51.84,180.06,119.1,224.54,0.38,5.2,24.17,,76.23,147.0,199.29,191.96,24.99,26.3,28-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
28-Oct-2018 - 00:00,25.13,984.93,511.34,263.84,52.31,180.56,85.88,246.94,0.55,3.91,18.69,,73.12,140.97,157.53,201.56,19.42,14.93,29-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
29-Oct-2018 - 00:00,24.96,984.4,655.63,312.94,53.28,177.09,81.94,236.12,0.41,5.75,22.08,,76.65,161.59,192.36,239.3,22.9,16.2,30-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
30-Oct-2018 - 00:00,24.71,984.59,672.94,357.19,55.05,171.81,117.22,202.43,0.4,5.18,23.06,,88.21,165.95,212.78,258.94,22.62,16.45,31-Oct-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
31-Oct-2018 - 00:00,24.63,984.61,581.16,256.26,54.56,175.6,99.96,163.05,0.4,4.26,15.02,,108.3,172.44,144.07,209.23,23.39,8.69,01-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
01-Nov-2018 - 00:00,24.57,984.75,591.92,312.0,54.22,178.35,140.72,128.46,0.57,4.55,18.63,,67.86,128.43,157.74,184.96,19.11,17.93,02-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
02-Nov-2018 - 00:00,25.19,984.44,412.91,215.47,48.53,179.91,77.63,85.08,0.96,2.19,10.38,,72.38,60.96,127.14,117.32,26.43,9.74,03-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
03-Nov-2018 - 00:00,24.94,984.07,313.17,165.14,51.11,176.7,45.35,97.87,1.96,2.28,5.68,,59.47,24.83,82.8,64.25,21.13,13.09,04-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
04-Nov-2018 - 00:00,23.76,983.88,220.71,112.71,49.45,182.94,36.98,175.26,1.88,2.06,4.07,,33.84,47.15,79.34,80.69,20.83,20.84,05-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
05-Nov-2018 - 00:00,21.77,983.76,593.99,463.68,55.88,178.24,35.93,281.35,0.68,3.73,11.23,,46.72,194.64,126.6,223.84,9.63,21.34,06-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
06-Nov-2018 - 00:00,22.62,983.31,375.88,202.62,36.16,184.51,29.15,284.02,1.14,2.14,8.15,,29.4,172.63,112.36,200.64,13.74,18.66,07-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
07-Nov-2018 - 00:00,21.56,982.93,431.19,238.31,34.67,178.06,28.06,262.54,0.6,3.25,8.37,,24.28,165.36,127.31,198.09,18.92,19.62,08-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
08-Nov-2018 - 00:00,20.3,983.2,722.05,503.94,48.8,176.59,63.77,204.18,0.33,4.72,23.94,,40.49,176.0,189.67,245.49,14.02,24.93,09-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
09-Nov-2018 - 00:00,21.55,983.78,708.55,443.0,50.03,178.17,99.04,225.31,0.32,5.07,20.32,,35.61,165.31,253.33,232.02,14.93,20.35,10-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
10-Nov-2018 - 00:00,21.24,983.75,631.05,376.11,54.24,176.11,115.84,149.87,0.5,4.86,20.58,,37.72,215.18,275.68,231.65,21.21,19.53,11-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
11-Nov-2018 - 00:00,22.58,983.7,579.75,345.6,52.34,174.88,94.05,173.18,0.43,4.5,15.95,,49.34,190.31,233.31,206.42,18.76,20.31,12-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
12-Nov-2018 - 00:00,22.57,983.8,631.59,358.78,56.97,173.62,84.66,125.78,0.53,4.42,15.37,,83.41,181.03,174.2,222.29,16.75,31.8,13-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
13-Nov-2018 - 00:00,22.32,983.64,557.94,332.9,58.25,161.58,106.13,127.45,0.75,3.11,16.35,,114.67,105.66,141.0,160.75,18.46,16.96,14-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
14-Nov-2018 - 00:00,22.68,983.46,278.91,169.27,59.65,173.08,69.59,136.8,0.84,2.36,9.27,,102.26,109.37,119.4,152.66,26.2,22.22,15-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
15-Nov-2018 - 00:00,22.32,983.56,227.17,115.82,57.34,178.86,44.76,208.05,0.73,1.97,6.49,,87.03,124.91,102.12,158.38,31.15,22.51,16-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
16-Nov-2018 - 00:00,21.26,983.71,290.95,141.71,46.31,182.8,30.33,281.16,1.11,2.19,7.06,,92.13,197.81,116.02,222.96,25.86,18.72,17-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
17-Nov-2018 - 00:00,20.97,983.58,417.52,184.16,47.66,181.6,37.16,266.64,0.58,3.93,10.19,,129.06,215.34,140.95,225.28,22.79,7.4,18-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
18-Nov-2018 - 00:00,21.7,983.85,429.45,211.56,49.94,178.63,46.3,134.5,0.81,3.72,12.51,,134.54,57.85,126.34,109.42,33.23,9.16,19-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
19-Nov-2018 - 00:00,22.09,984.25,354.41,225.89,50.27,169.41,32.92,90.84,1.51,3.83,6.59,,130.34,12.46,88.26,56.42,44.86,3.77,20-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
20-Nov-2018 - 00:00,22.48,984.79,490.73,268.73,54.56,175.16,59.81,205.79,0.46,4.04,13.3,,136.61,189.73,151.83,223.4,32.3,10.31,21-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
21-Nov-2018 - 00:00,21.93,984.91,497.73,236.23,46.58,176.16,41.96,261.57,0.52,4.26,11.8,,124.49,267.69,145.3,292.52,23.32,8.07,22-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
22-Nov-2018 - 00:00,21.7,983.79,486.07,176.23,42.31,172.88,40.23,229.24,0.33,4.58,12.23,,127.98,229.81,160.92,284.08,28.13,9.72,23-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
23-Nov-2018 - 00:00,21.76,983.01,464.41,209.58,42.25,174.92,47.82,263.21,0.8,3.22,12.91,,124.45,182.05,121.3,216.53,23.88,7.95,24-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
24-Nov-2018 - 00:00,21.22,984.32,330.34,125.04,41.26,177.55,33.04,270.6,1.01,2.76,8.86,,118.6,174.01,104.84,206.74,23.68,6.92,25-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
25-Nov-2018 - 00:00,20.91,983.59,480.39,195.4,46.06,174.24,49.33,256.44,0.45,3.21,14.04,,130.5,215.06,141.62,239.76,24.55,13.05,26-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
26-Nov-2018 - 00:00,20.9,984.39,528.72,256.43,53.25,171.24,65.74,224.3,0.42,3.26,17.12,,135.31,153.65,160.67,208.23,23.79,14.38,27-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
27-Nov-2018 - 00:00,21.24,984.09,524.88,253.29,53.75,169.92,87.73,170.41,0.66,3.4,19.13,,,158.65,152.2,192.43,21.46,11.28,28-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
28-Nov-2018 - 00:00,21.31,984.17,496.57,242.94,57.29,164.16,89.95,178.72,0.44,3.39,13.35,,137.8,207.46,120.17,241.48,53.97,10.27,29-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
29-Nov-2018 - 00:00,20.68,983.73,563.42,299.03,57.88,167.4,63.36,247.72,0.46,4.1,19.11,,134.5,287.54,133.45,300.13,23.94,5.53,30-Nov-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
30-Nov-2018 - 00:00,20.29,983.38,501.49,238.5,52.58,169.32,52.77,262.17,0.52,3.3,14.46,,131.67,273.77,118.97,287.54,19.16,4.15,01-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
01-Dec-2018 - 00:00,19.7,982.79,443.86,180.43,49.12,169.65,49.96,258.06,0.51,2.21,11.53,,129.77,219.91,120.3,237.42,19.13,6.28,02-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
02-Dec-2018 - 00:00,19.39,982.99,542.49,266.94,49.63,165.99,76.41,218.69,0.37,5.91,19.39,,123.5,227.33,151.68,256.63,40.58,11.51,03-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
03-Dec-2018 - 00:00,19.4,984.1,532.82,272.49,49.31,164.95,60.33,247.69,0.39,1.95,15.43,,131.07,166.44,129.4,238.07,23.85,9.01,04-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
04-Dec-2018 - 00:00,18.91,983.08,605.89,333.27,53.92,165.34,93.98,220.79,0.36,3.77,19.67,,135.63,242.69,139.13,272.34,42.77,18.97,05-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
05-Dec-2018 - 00:00,18.64,983.23,493.51,257.87,53.97,165.06,77.81,254.72,0.41,3.92,18.55,,71.88,220.83,115.77,244.63,21.55,24.58,06-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
06-Dec-2018 - 00:00,18.15,983.26,576.29,305.74,55.67,161.26,94.78,202.94,0.39,4.48,19.65,,87.96,235.22,124.35,274.54,56.52,27.94,07-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
07-Dec-2018 - 00:00,17.78,983.21,513.1,245.19,55.0,162.17,61.96,251.34,0.51,3.67,14.89,,87.12,251.9,134.35,278.79,28.06,22.48,08-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
08-Dec-2018 - 00:00,17.76,983.28,500.84,258.36,53.66,162.03,63.72,221.71,0.36,4.0,14.84,,78.46,221.07,138.29,280.82,29.9,23.12,09-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
09-Dec-2018 - 00:00,17.41,982.91,530.17,298.88,49.59,158.26,64.54,192.8,0.33,3.7,14.91,,81.01,218.92,145.39,253.46,39.93,29.87,10-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
10-Dec-2018 - 00:00,16.94,983.24,525.67,334.42,54.92,159.05,101.61,114.92,0.66,4.17,13.78,,85.85,176.79,115.08,230.85,61.23,27.51,11-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
11-Dec-2018 - 00:00,16.83,982.78,580.09,344.0,60.34,156.26,108.1,137.63,0.45,4.42,15.01,,84.52,169.62,117.2,228.64,59.66,24.21,12-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
12-Dec-2018 - 00:00,17.4,982.91,362.68,233.11,57.05,145.21,71.83,110.48,1.02,3.51,10.76,,69.47,95.66,82.41,121.81,50.68,21.65,13-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
13-Dec-2018 - 00:00,16.54,983.75,181.06,110.43,60.74,175.16,45.75,248.6,0.58,2.09,7.88,,54.17,104.62,75.08,125.19,29.94,15.55,14-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
14-Dec-2018 - 00:00,16.74,984.15,214.34,118.47,57.69,175.89,42.93,288.03,0.57,3.07,8.08,,58.47,160.96,96.99,182.79,26.03,16.17,15-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
15-Dec-2018 - 00:00,16.68,983.46,233.55,129.48,55.58,176.62,40.53,285.19,0.6,1.45,8.17,,61.47,170.87,108.7,197.11,23.15,16.09,16-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
16-Dec-2018 - 00:00,16.26,983.36,339.72,180.36,53.67,174.73,43.47,256.7,0.46,2.91,10.4,,72.93,219.31,125.57,246.4,25.27,17.16,17-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
17-Dec-2018 - 00:00,15.67,983.14,366.85,187.88,50.5,171.82,48.24,241.72,0.49,3.37,11.92,,77.29,222.2,127.98,249.37,24.92,19.33,18-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
18-Dec-2018 - 00:00,15.75,984.17,420.59,221.27,47.48,174.67,48.66,279.48,0.65,3.45,12.19,,80.13,228.28,147.62,261.2,24.81,19.59,19-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
19-Dec-2018 - 00:00,15.61,983.79,442.49,258.56,50.47,173.45,48.35,261.42,0.46,3.35,12.77,,74.44,239.33,158.73,270.67,20.11,20.33,20-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
20-Dec-2018 - 00:00,15.21,983.32,552.34,322.86,52.08,180.3,65.47,253.78,0.41,3.97,18.89,,89.02,228.06,159.28,286.18,20.29,20.17,21-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
21-Dec-2018 - 00:00,14.04,986.4,493.56,301.34,60.21,177.08,49.21,200.12,0.74,4.04,12.05,,67.55,169.25,180.91,153.17,17.6,14.76,22-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
22-Dec-2018 - 00:00,13.99,982.56,617.64,442.95,55.89,169.8,95.81,209.22,0.34,3.6,18.29,,105.93,198.92,179.55,214.65,32.25,15.85,23-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
23-Dec-2018 - 00:00,14.17,982.85,651.59,564.15,58.48,172.02,136.06,175.02,0.51,3.28,20.07,,119.92,118.02,162.75,182.69,68.31,19.0,24-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
24-Dec-2018 - 00:00,14.43,982.35,556.83,557.14,57.86,166.33,78.6,229.36,0.49,4.28,21.24,,107.96,184.16,145.06,234.68,33.23,15.81,25-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
25-Dec-2018 - 00:00,13.98,982.56,430.01,278.46,57.34,171.04,39.01,276.3,0.71,3.02,11.18,,96.85,206.03,125.25,239.74,14.13,9.62,26-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
26-Dec-2018 - 00:00,13.8,982.65,484.05,302.2,52.57,171.34,57.79,256.62,0.44,2.67,15.02,,77.94,207.91,144.32,237.12,15.09,12.0,27-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
27-Dec-2018 - 00:00,14.18,983.39,505.95,361.68,48.47,167.58,78.28,210.87,0.53,3.8,15.26,,87.47,189.74,131.05,226.01,24.64,18.09,28-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
28-Dec-2018 - 00:00,13.1,982.54,424.69,274.34,53.86,170.38,40.9,275.33,0.75,4.05,9.79,,81.31,173.52,117.15,206.51,14.74,8.68,29-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
29-Dec-2018 - 00:00,13.02,983.2,536.31,330.41,52.78,169.94,51.67,255.61,0.57,3.27,15.09,,78.95,255.41,146.57,279.88,13.94,15.93,30-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
30-Dec-2018 - 00:00,14.13,985.29,597.78,521.26,53.3,160.35,74.15,239.02,0.32,3.27,22.35,,101.79,131.99,181.95,208.46,13.98,16.72,31-Dec-2018 - 00:00,"Anand Vihar, Delhi - DPCC"
31-Dec-2018 - 00:00,9.95,985.5,,929.0,65.0,12.3,84.0,239.1,0.3,,32.7,,118.7,,165.05,,13.0,16.0,01-Jan-2019 - 00:00,"Anand Vihar, Delhi - DPCC"
