from date,MP-Xylene,Benzene,Toluene,O Xylene,NO,NO2,NOx,NH3,WS,SO2,CO,PM10,PM2.5,Ozone,Eth-Benzene,BP,RH,SR,VWS,WD,to date,station
15-Nov-2018 - 00:00,3.53,2.35,7.07,1.39,28.81,65.94,57.37,13.68,0.9,9.54,1.41,206.97,133.52,27.5,1.15,760.7,38.99,135.24,-0.14,248.99,16-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Nov-2018 - 00:00,2.21,1.53,4.27,0.76,22.95,64.46,51.98,14.19,0.82,9.57,1.48,186.22,134.36,33.74,0.56,760.79,38.52,135.28,-0.06,198.21,17-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Nov-2018 - 00:00,3.6,2.47,7.43,1.35,94.57,57.03,105.33,12.6,0.57,10.2,2.11,195.45,119.82,24.94,1.14,759.37,31.23,138.93,0.14,157.37,18-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Nov-2018 - 00:00,2.73,1.53,5.38,0.99,27.08,63.82,54.8,13.57,0.7,9.84,1.31,146.91,85.0,38.49,0.81,759.64,33.41,134.64,-0.04,117.43,19-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Nov-2018 - 00:00,3.63,2.48,7.18,1.77,35.27,82.09,70.87,11.56,0.65,10.57,1.38,139.89,76.85,34.2,1.31,760.85,32.4,113.71,-0.07,125.46,20-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Nov-2018 - 00:00,2.17,1.4,4.79,1.38,52.97,70.19,79.08,12.5,0.56,10.11,0.94,168.59,91.62,17.49,0.97,761.95,31.44,131.98,0.13,179.14,21-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Nov-2018 - 00:00,3.44,2.21,7.43,1.65,54.26,59.58,74.52,13.1,0.64,10.78,1.32,178.62,108.6,39.86,1.08,762.38,32.25,109.05,0.19,136.26,22-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Nov-2018 - 00:00,2.88,1.89,6.32,1.38,8.62,65.66,41.17,13.37,1.07,10.55,0.81,157.66,90.35,54.29,0.98,762.45,31.23,113.34,0.3,73.48,23-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Nov-2018 - 00:00,2.41,1.62,5.08,1.07,18.44,58.41,45.24,15.97,0.73,10.32,1.18,159.63,86.15,31.05,0.73,763.96,28.8,106.14,-0.03,189.31,24-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Nov-2018 - 00:00,2.77,1.84,5.95,1.35,53.73,49.36,69.61,16.56,0.84,9.76,1.33,177.48,100.29,35.76,0.86,763.4,28.5,128.48,0.07,250.44,25-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Nov-2018 - 00:00,4.28,2.79,9.13,2.23,142.8,36.57,141.84,11.83,0.57,10.3,1.46,223.48,128.79,28.11,1.44,762.41,33.09,137.53,0.17,190.24,26-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Nov-2018 - 00:00,3.4,2.07,7.25,1.85,47.27,62.16,70.3,15.77,0.67,9.79,1.34,165.51,85.28,27.42,1.18,761.55,29.3,136.48,0.1,135.02,27-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Nov-2018 - 00:00,2.5,1.53,5.3,1.32,8.02,60.16,37.8,17.27,0.88,10.15,1.14,146.97,87.01,56.1,0.93,762.33,34.99,122.39,0.26,70.51,28-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Nov-2018 - 00:00,1.15,1.13,2.73,0.77,7.75,56.44,35.68,14.8,0.98,9.73,1.04,161.86,98.99,63.2,0.43,763.07,46.27,111.93,0.09,78.42,29-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Nov-2018 - 00:00,2.07,1.9,5.17,1.41,56.74,69.53,81.2,9.4,0.54,10.81,1.14,176.49,80.35,32.01,1.07,763.8,46.59,125.31,0.11,111.44,30-Nov-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Nov-2018 - 00:00,5.7,3.16,10.43,2.87,168.91,33.8,151.88,10.4,0.55,15.28,1.52,192.29,95.08,22.99,2.03,763.61,42.4,123.76,0.13,197.62,01-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
01-Dec-2018 - 00:00,3.48,1.85,6.21,1.69,132.82,51.2,132.78,9.98,0.5,17.76,1.57,192.71,105.88,24.2,1.14,761.46,35.35,127.19,0.17,200.46,02-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
02-Dec-2018 - 00:00,2.58,1.31,4.51,1.29,59.75,68.8,83.53,12.69,0.53,16.64,1.25,158.25,102.69,35.89,0.83,760.46,36.38,123.14,0.01,126.71,03-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
03-Dec-2018 - 00:00,2.7,1.59,4.94,1.29,55.7,69.16,80.58,13.28,0.5,16.56,1.42,167.18,101.75,31.92,0.93,761.29,37.17,121.62,-0.0,118.57,04-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
04-Dec-2018 - 00:00,2.81,1.44,5.13,1.3,52.95,68.54,76.63,14.06,0.56,27.25,1.28,156.85,77.73,33.83,0.98,762.49,36.24,123.89,0.2,98.65,05-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
05-Dec-2018 - 00:00,2.85,1.54,5.48,1.35,72.96,67.98,93.58,12.37,0.5,30.09,1.28,157.08,94.7,34.4,0.92,760.85,35.46,120.35,0.12,153.31,06-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
06-Dec-2018 - 00:00,3.11,1.58,5.42,1.41,58.87,70.58,83.54,13.19,0.64,28.91,1.31,164.4,113.59,30.4,1.04,760.2,33.77,117.92,0.11,118.89,07-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
07-Dec-2018 - 00:00,2.2,1.05,3.71,1.01,47.13,64.17,71.01,14.31,0.53,37.94,1.18,129.81,86.09,33.99,0.66,760.86,34.42,115.26,0.03,151.62,08-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
08-Dec-2018 - 00:00,2.02,0.97,3.78,0.84,49.14,64.79,73.01,14.32,0.7,42.46,1.2,132.5,96.0,34.54,0.58,761.44,36.9,118.7,-0.09,124.58,09-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
09-Dec-2018 - 00:00,2.14,1.08,3.75,1.04,56.52,64.55,78.82,13.3,0.61,41.54,1.29,142.38,103.97,34.11,0.63,760.58,38.34,119.92,0.04,144.77,10-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
10-Dec-2018 - 00:00,2.99,1.62,5.15,1.31,72.04,67.34,92.66,12.07,0.74,32.91,1.44,165.17,116.9,27.9,0.93,760.03,38.85,118.47,-0.01,117.37,11-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
11-Dec-2018 - 00:00,1.46,0.75,2.33,0.6,24.17,63.35,46.5,16.43,1.03,30.57,1.02,137.97,90.44,47.22,0.36,760.52,43.08,101.1,-0.29,104.93,12-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
12-Dec-2018 - 00:00,1.17,0.61,1.75,0.37,5.26,62.25,35.78,17.97,1.11,9.93,0.9,103.36,78.57,41.19,0.16,761.37,63.29,122.1,0.03,92.57,13-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
13-Dec-2018 - 00:00,1.06,0.69,1.93,0.5,12.63,66.47,44.23,17.24,0.98,9.98,1.22,97.51,54.98,24.7,0.34,764.14,65.93,110.67,-0.26,191.54,14-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
14-Dec-2018 - 00:00,1.23,0.65,1.91,0.42,9.7,70.32,43.93,17.32,0.86,10.09,1.06,92.97,47.45,30.97,0.18,765.96,49.13,120.39,-0.1,158.9,15-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
15-Dec-2018 - 00:00,1.19,0.78,2.17,0.4,21.16,74.31,55.59,16.23,0.91,10.13,0.9,102.91,60.9,30.78,0.24,765.86,44.23,115.28,0.22,111.09,16-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
16-Dec-2018 - 00:00,0.8,1.5,3.38,0.98,68.26,78.88,95.83,12.13,0.45,10.31,1.09,147.8,79.39,15.09,0.84,765.92,49.87,26.96,-0.01,148.82,17-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
17-Dec-2018 - 00:00,0.78,1.66,3.32,0.95,2.4,69.99,38.0,17.68,1.15,10.75,0.99,109.01,60.35,57.57,0.75,764.7,30.66,232.69,0.07,56.23,18-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
18-Dec-2018 - 00:00,0.81,1.56,3.61,0.98,60.9,80.24,90.52,12.6,0.74,9.57,1.19,138.64,71.97,30.55,0.79,763.44,19.4,191.16,-0.01,239.28,19-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
19-Dec-2018 - 00:00,0.82,1.47,3.44,1.0,139.79,77.71,154.2,9.65,0.54,9.94,1.27,179.53,95.93,22.48,0.8,762.95,31.11,123.84,0.16,153.23,20-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
20-Dec-2018 - 00:00,0.76,1.49,3.45,1.01,161.31,61.63,172.29,10.42,0.49,9.92,1.41,206.05,117.7,30.98,0.81,762.87,38.02,125.31,0.24,134.39,21-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
21-Dec-2018 - 00:00,2.78,2.1,5.98,1.63,173.99,36.29,178.63,14.03,0.61,9.96,1.52,253.01,146.2,25.88,1.22,762.02,40.88,123.13,0.27,138.48,22-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
22-Dec-2018 - 00:00,2.63,1.39,4.19,1.1,26.38,44.09,44.16,20.55,0.72,10.16,1.03,159.21,59.72,30.68,0.86,761.94,43.01,114.37,0.11,113.26,23-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
23-Dec-2018 - 00:00,1.43,0.8,2.2,0.49,11.04,33.79,26.5,22.64,0.98,10.16,0.92,133.9,52.24,42.64,0.34,762.31,42.18,120.13,0.27,88.72,24-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
24-Dec-2018 - 00:00,1.98,1.1,3.26,0.73,29.37,53.63,51.54,20.09,0.87,17.86,1.06,149.84,60.07,36.2,0.5,761.98,44.97,116.21,0.07,109.48,25-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
25-Dec-2018 - 00:00,2.2,1.17,3.51,0.81,23.3,66.27,54.14,19.53,0.92,29.28,0.92,148.81,55.79,27.02,0.73,761.82,33.72,122.57,0.16,91.29,26-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
26-Dec-2018 - 00:00,2.72,1.53,4.4,1.08,92.55,51.79,118.46,17.7,0.61,33.87,1.27,155.55,65.73,23.23,0.79,760.76,28.92,104.11,0.22,161.55,27-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
27-Dec-2018 - 00:00,2.82,1.86,5.46,1.43,121.78,55.01,126.03,15.18,0.83,30.6,1.05,186.98,113.75,11.93,1.17,761.93,31.22,126.85,-0.15,197.33,28-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
28-Dec-2018 - 00:00,1.1,1.08,3.23,1.04,94.49,58.11,102.97,22.78,0.65,29.4,1.26,173.53,136.86,19.05,1.01,762.29,26.92,128.02,-0.01,227.45,29-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
29-Dec-2018 - 00:00,0.96,1.0,2.98,0.99,68.6,59.76,111.4,25.0,0.53,20.21,1.41,201.3,126.75,24.22,1.01,763.68,32.19,122.44,0.25,207.8,30-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
30-Dec-2018 - 00:00,1.03,0.99,2.99,0.96,97.47,51.37,123.56,22.8,0.57,22.3,1.19,195.58,105.01,32.47,0.99,764.86,32.39,128.46,0.16,159.44,31-Dec-2018 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
31-Dec-2018 - 00:00,0.97,1.12,3.03,1.18,200.6,52.87,188.13,8.13,0.17,26.65,2.5,288.32,119.41,5.88,0.9,765.14,48.25,17.0,0.17,183.7,01-Jan-2019 - 00:00,"Police Commissionerate, Jaipur - RSPCB"
