from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
19-May-2018 - 00:00,1.64,0.41,1.43,0.52,761.62,291.68,104.44,0.0,16.17,37.34,237.4,1.71,0.92,0.42,5.25,12.19,17.44,46.93,11.53,20-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-May-2018 - 00:00,5.0,1.87,6.02,2.52,761.74,202.83,92.61,0.0,24.99,35.94,175.04,0.92,1.33,0.46,7.15,11.7,18.84,8.49,10.68,21-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-May-2018 - 00:00,3.97,1.46,3.15,1.75,761.48,224.62,129.79,0.0,18.17,37.8,164.18,0.99,0.69,1.47,9.58,8.68,18.26,58.95,9.4,22-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-May-2018 - 00:00,0.9,0.31,0.97,0.42,762.66,200.97,91.86,0.0,15.07,39.08,216.32,1.31,0.56,4.28,12.15,6.57,18.72,41.71,16.58,23-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-May-2018 - 00:00,0.13,0.02,0.02,0.0,763.1,195.6,85.62,0.0,11.47,39.63,277.09,2.24,0.24,3.21,10.01,6.77,16.79,39.49,4.88,24-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-May-2018 - 00:00,0.73,0.06,0.1,0.03,762.43,186.07,76.42,0.0,12.83,38.47,273.66,2.52,0.4,1.0,11.07,5.87,16.93,51.36,14.62,25-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-May-2018 - 00:00,1.45,0.17,0.41,0.14,762.94,137.36,69.84,0.0,10.07,37.77,241.27,1.41,0.44,1.1,10.38,6.78,16.82,34.76,13.39,26-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-May-2018 - 00:00,3.35,1.47,4.45,1.9,761.69,142.09,60.05,0.0,11.51,38.19,247.14,1.41,0.68,0.45,12.75,7.87,20.59,35.73,16.68,27-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-May-2018 - 00:00,1.37,0.15,0.4,0.13,762.45,188.94,87.68,0.0,8.01,38.59,266.57,1.58,0.28,1.67,10.66,6.24,16.9,38.07,15.02,28-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-May-2018 - 00:00,1.63,0.28,0.87,0.3,760.99,179.23,78.06,0.0,8.3,39.15,263.92,1.48,0.42,0.18,12.36,7.34,19.69,38.78,12.26,29-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-May-2018 - 00:00,0.38,0.07,0.09,0.02,759.81,143.0,60.44,0.0,14.71,40.95,238.8,1.69,0.23,1.65,10.36,6.43,16.79,38.82,9.31,30-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-May-2018 - 00:00,1.14,0.71,0.75,0.73,759.57,237.89,72.39,0.0,30.27,37.22,210.03,1.9,0.25,1.21,11.07,4.88,15.91,40.49,4.51,31-May-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-May-2018 - 00:00,0.3,0.05,0.07,0.02,759.5,207.22,80.24,0.0,29.14,35.63,196.41,1.38,0.22,1.63,11.81,4.53,16.34,60.68,18.14,01-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Jun-2018 - 00:00,0.36,0.05,0.06,0.01,760.82,173.05,71.75,0.0,24.83,37.57,263.83,1.71,0.25,1.26,10.88,5.31,16.19,59.22,4.28,02-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Jun-2018 - 00:00,0.97,0.05,0.05,0.01,761.2,169.64,65.63,0.0,24.26,37.58,275.09,2.22,0.25,0.95,10.32,6.02,16.35,53.06,3.44,03-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Jun-2018 - 00:00,0.3,0.04,0.03,0.0,761.84,188.38,71.71,0.0,22.61,37.46,270.11,2.96,0.24,0.97,10.03,6.23,16.26,48.29,2.9,04-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Jun-2018 - 00:00,0.26,0.02,0.01,0.0,760.93,153.51,43.44,0.0,18.59,38.14,288.83,2.19,0.21,0.92,10.19,6.5,12.78,44.27,4.85,05-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Jun-2018 - 00:00,0.18,0.03,0.05,0.02,761.65,179.24,17.91,0.0,24.45,37.4,264.69,2.06,0.1,0.89,10.74,6.28,4.41,25.3,14.75,06-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Jun-2018 - 00:00,1.1,0.72,1.05,0.75,762.32,173.9,20.21,0.0,29.37,37.27,171.86,1.79,0.17,7.77,11.34,6.18,4.75,27.83,12.28,07-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Jun-2018 - 00:00,0.41,0.09,0.26,0.09,762.71,226.17,44.9,0.0,26.97,38.26,218.87,1.65,0.09,5.31,11.37,8.04,4.64,32.27,12.87,08-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Jun-2018 - 00:00,0.11,0.03,0.05,0.02,762.26,211.03,27.24,0.0,30.08,38.67,249.31,2.69,0.06,5.71,10.42,7.94,4.35,24.34,3.11,09-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Jun-2018 - 00:00,0.14,0.01,0.03,0.01,763.14,218.55,11.77,0.02,47.76,33.86,215.13,2.11,0.19,4.45,10.53,6.52,4.21,17.55,1.97,10-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Jun-2018 - 00:00,0.04,0.01,0.02,0.0,762.26,95.46,12.27,0.0,64.85,31.36,185.68,2.14,0.3,2.79,22.92,5.74,6.79,15.61,1.06,11-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Jun-2018 - 00:00,0.05,0.01,0.03,0.01,762.63,242.71,14.01,0.0,52.87,33.48,258.46,1.99,0.29,5.76,19.19,7.1,6.72,18.91,1.08,12-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Jun-2018 - 00:00,0.02,0.0,0.0,0.0,762.56,155.64,12.69,0.0,44.19,35.77,242.91,2.59,0.22,8.58,20.08,10.19,7.47,17.5,1.15,13-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Jun-2018 - 00:00,0.01,0.0,0.0,0.0,762.33,226.06,13.76,0.0,38.5,36.08,257.68,3.02,0.22,8.68,22.69,9.35,7.8,18.61,1.04,14-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Jun-2018 - 00:00,0.0,0.0,0.0,0.0,763.62,208.5,11.22,0.0,35.04,35.52,262.78,3.31,0.22,9.92,15.73,8.89,4.46,18.95,0.89,15-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Jun-2018 - 00:00,0.0,0.0,0.0,0.0,763.61,184.25,12.92,0.0,38.85,34.95,245.95,2.8,0.25,6.96,15.76,4.2,4.26,17.95,1.79,16-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Jun-2018 - 00:00,0.01,0.0,0.0,0.0,763.66,114.04,13.15,0.0,41.45,34.49,243.69,2.58,0.18,6.07,17.7,4.13,5.61,17.63,1.15,17-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Jun-2018 - 00:00,0.0,0.0,0.0,0.0,764.26,90.61,4.32,0.0,46.14,33.2,237.44,2.57,0.07,6.21,15.08,6.7,1.76,5.19,1.31,18-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Jun-2018 - 00:00,0.01,0.0,0.0,0.0,763.69,126.64,14.42,0.0,38.47,35.99,259.1,2.27,0.14,5.7,17.73,5.13,5.85,21.07,1.63,19-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Jun-2018 - 00:00,0.05,0.0,0.01,0.0,763.38,126.23,15.98,0.0,43.52,34.78,279.3,1.61,0.2,7.88,13.87,5.88,5.09,26.36,2.33,20-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Jun-2018 - 00:00,0.03,0.02,0.04,0.01,763.05,107.68,14.36,0.0,36.86,35.31,179.96,1.24,0.2,12.53,6.32,7.46,3.09,38.02,4.95,21-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Jun-2018 - 00:00,0.06,0.04,0.09,0.02,763.51,155.69,19.62,0.0,32.08,37.12,207.52,1.65,0.2,14.39,8.05,12.56,4.66,47.53,6.78,22-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Jun-2018 - 00:00,0.01,0.0,0.0,0.0,763.72,135.85,18.21,0.0,36.94,36.41,216.17,2.02,0.15,22.28,5.74,16.89,6.03,56.49,7.7,23-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Jun-2018 - 00:00,0.01,0.0,0.0,0.0,763.35,130.98,14.15,0.0,44.57,35.51,252.93,1.99,0.14,25.47,5.64,17.37,5.04,37.3,3.26,24-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Jun-2018 - 00:00,0.02,0.01,0.02,0.0,763.38,83.31,15.03,0.01,56.56,32.33,270.85,2.04,0.15,26.38,5.43,17.22,5.6,37.74,3.09,25-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Jun-2018 - 00:00,0.01,0.0,0.0,0.0,763.87,75.85,13.21,0.0,57.85,32.24,261.37,1.75,0.13,25.62,5.82,17.58,5.63,38.59,2.85,26-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Jun-2018 - 00:00,0.0,0.0,0.0,0.0,762.86,65.75,12.95,0.01,76.5,28.78,265.94,1.93,0.13,25.9,5.46,16.97,5.78,37.08,3.45,27-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Jun-2018 - 00:00,0.03,0.0,0.01,0.0,759.67,78.65,13.56,0.0,79.05,28.58,254.31,1.21,0.16,21.02,6.01,16.03,6.3,42.3,5.64,28-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Jun-2018 - 00:00,0.08,0.0,0.0,0.0,762.26,96.65,12.24,0.0,81.13,28.52,179.27,1.2,0.15,15.19,6.71,17.77,6.08,30.88,5.9,29-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Jun-2018 - 00:00,0.08,0.0,0.0,0.0,759.65,87.01,11.62,0.02,87.46,27.73,236.6,1.17,0.12,15.58,5.08,16.72,4.81,10.12,5.97,30-Jun-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Jun-2018 - 00:00,0.09,0.0,0.0,0.0,760.12,133.75,16.28,0.0,70.13,30.08,244.44,1.67,0.13,15.93,5.65,16.73,6.09,11.84,5.75,01-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Jul-2018 - 00:00,0.08,0.0,0.0,0.0,759.92,131.73,12.98,0.0,61.59,31.7,247.51,1.9,0.11,15.18,5.27,18.35,5.59,13.88,5.86,02-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Jul-2018 - 00:00,0.09,0.0,0.01,0.0,756.55,102.47,11.85,0.0,57.07,32.21,235.54,2.1,0.12,15.85,7.18,16.53,5.75,12.7,5.92,03-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Jul-2018 - 00:00,0.08,0.01,0.01,0.0,758.35,81.89,12.1,0.0,61.72,31.91,226.06,2.42,0.13,14.97,5.1,18.68,5.82,12.04,5.87,04-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Jul-2018 - 00:00,0.09,0.0,0.0,0.0,760.9,80.08,11.05,0.0,65.88,30.57,225.78,2.23,0.14,15.75,6.11,16.39,5.94,11.02,6.1,05-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Jul-2018 - 00:00,0.14,0.02,0.07,0.02,761.62,141.17,14.48,0.0,65.87,30.88,235.51,2.13,0.16,15.38,12.17,21.02,8.51,10.74,5.6,06-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Jul-2018 - 00:00,0.11,0.0,0.01,0.0,757.37,134.63,16.17,0.0,61.97,31.62,267.1,1.8,0.19,16.25,21.73,25.4,14.53,16.98,6.04,07-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Jul-2018 - 00:00,0.09,0.0,0.01,0.0,758.68,168.05,16.87,0.0,57.19,32.94,265.33,2.1,0.14,16.48,21.55,26.21,12.94,23.5,6.79,08-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Jul-2018 - 00:00,0.09,0.0,0.0,0.0,758.8,138.69,17.1,0.0,59.33,32.38,264.16,2.3,0.15,15.45,22.55,26.83,14.61,23.7,8.32,09-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Jul-2018 - 00:00,0.23,0.17,0.2,0.2,756.54,123.34,15.01,0.0,63.39,32.2,274.4,2.34,0.2,14.35,19.92,28.13,11.51,17.22,6.82,10-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Jul-2018 - 00:00,0.1,0.12,0.09,0.11,750.74,121.05,17.02,0.0,68.08,31.43,270.27,2.55,0.25,6.37,21.47,28.47,13.38,18.09,13.28,11-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Jul-2018 - 00:00,0.21,0.33,0.17,0.29,758.24,94.34,14.09,0.0,75.01,30.34,256.32,2.19,0.21,5.66,23.19,28.07,11.84,15.18,14.29,12-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Jul-2018 - 00:00,0.2,0.28,0.14,0.22,793.2,109.11,43.62,0.02,85.06,28.74,267.38,1.82,0.27,7.07,21.04,27.28,12.15,13.36,7.7,13-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Jul-2018 - 00:00,0.04,0.01,0.03,0.01,796.65,87.5,17.71,0.0,84.78,27.86,252.48,1.75,0.21,8.05,19.5,26.72,12.49,21.17,8.28,14-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Jul-2018 - 00:00,0.03,0.01,0.02,0.0,737.4,79.2,9.28,0.0,87.41,27.73,252.15,1.24,0.16,6.97,20.59,27.34,11.2,20.46,7.59,15-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Jul-2018 - 00:00,0.07,0.03,0.12,0.03,754.3,88.64,12.29,0.0,80.23,29.42,170.45,0.97,0.21,7.67,20.69,25.43,11.39,22.49,7.95,16-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Jul-2018 - 00:00,0.06,0.02,0.06,0.01,735.83,254.3,85.4,0.0,79.75,30.5,142.88,1.19,0.19,6.66,21.65,27.89,12.32,21.25,8.03,17-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Jul-2018 - 00:00,0.06,0.02,0.04,0.01,753.38,103.69,77.56,0.0,78.45,30.73,178.42,1.04,0.19,7.56,20.29,25.88,11.95,19.15,9.4,18-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Jul-2018 - 00:00,0.03,0.01,0.01,0.0,751.31,93.78,13.29,0.0,80.13,29.89,260.07,1.9,0.16,6.96,20.89,25.45,10.98,16.22,9.7,19-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Jul-2018 - 00:00,0.09,0.17,0.07,0.15,747.52,94.37,9.15,0.0,88.6,27.67,280.6,1.86,0.13,7.41,19.32,27.83,9.78,18.35,6.63,20-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Jul-2018 - 00:00,0.1,0.17,0.12,0.16,745.35,96.37,32.63,0.0,88.36,28.0,293.41,1.61,0.15,7.42,20.56,27.42,11.0,16.86,6.61,21-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Jul-2018 - 00:00,0.26,0.33,0.21,0.3,753.7,106.85,34.42,0.01,82.35,28.82,269.05,2.01,0.17,7.05,20.27,27.27,12.18,16.1,9.11,22-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Jul-2018 - 00:00,0.19,0.13,0.2,0.12,765.32,112.68,14.81,0.02,88.98,27.33,261.3,1.58,0.21,7.47,21.01,26.13,13.93,16.26,11.41,23-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Jul-2018 - 00:00,0.21,0.06,0.06,0.06,760.47,92.45,14.7,0.01,93.99,26.83,278.12,1.81,0.2,12.21,20.94,25.48,11.84,12.76,13.89,24-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Jul-2018 - 00:00,0.55,0.24,0.23,0.25,735.62,126.66,15.91,0.0,88.21,27.6,268.89,1.78,0.24,10.23,25.46,24.52,13.08,11.3,16.05,25-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Jul-2018 - 00:00,0.27,0.19,0.19,0.19,754.01,128.99,13.88,0.0,84.13,28.35,254.44,1.73,0.19,10.59,26.55,23.38,13.07,16.49,13.6,26-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Jul-2018 - 00:00,0.03,0.01,0.01,0.0,750.13,180.99,20.45,0.0,77.89,28.04,250.08,2.09,0.16,11.92,23.65,21.91,12.8,11.85,10.76,27-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Jul-2018 - 00:00,0.29,0.29,0.3,0.3,749.65,121.51,11.49,0.0,77.23,28.27,242.82,1.96,0.1,10.78,24.92,22.67,11.51,15.26,9.37,28-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Jul-2018 - 00:00,0.04,0.02,0.04,0.0,751.68,144.78,12.98,0.0,71.79,29.2,245.94,2.22,0.09,11.0,24.89,22.65,11.34,18.7,11.46,29-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Jul-2018 - 00:00,0.06,0.02,0.04,0.01,746.73,159.1,16.22,0.0,70.33,29.68,256.21,2.21,0.1,11.38,24.38,23.09,13.03,17.14,8.94,30-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Jul-2018 - 00:00,0.04,0.01,0.02,0.0,742.97,132.66,12.47,0.0,74.92,28.34,264.92,2.06,0.21,11.54,25.28,23.57,12.43,14.15,14.15,31-Jul-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Jul-2018 - 00:00,0.14,0.01,0.03,0.0,744.92,122.98,34.2,0.0,62.89,30.75,272.68,2.98,0.76,9.4,26.6,17.11,48.54,26.41,5.84,01-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,02-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Aug-2018 - 00:00,0.96,0.93,0.9,0.94,744.29,188.25,76.69,0.0,56.34,31.44,252.9,1.94,0.67,5.5,16.81,21.04,36.9,14.98,4.92,03-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Aug-2018 - 00:00,0.77,0.8,0.78,0.8,741.0,78.76,30.96,0.0,59.59,30.78,271.03,2.98,0.36,7.11,7.9,28.67,27.65,21.88,3.4,04-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Aug-2018 - 00:00,0.85,0.84,0.8,0.8,741.34,121.64,92.29,0.0,56.48,31.46,245.41,1.75,0.55,9.08,8.13,18.85,23.51,24.87,6.11,05-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Aug-2018 - 00:00,0.89,0.86,0.84,0.87,741.42,131.31,50.86,0.0,63.2,29.82,242.31,2.31,0.57,9.31,7.94,19.29,24.81,13.14,9.82,06-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
06-Aug-2018 - 00:00,0.85,0.81,0.79,0.8,742.86,100.47,39.85,0.0,69.06,29.01,239.91,1.83,0.61,9.15,7.65,20.28,24.32,11.36,6.4,07-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
07-Aug-2018 - 00:00,0.91,0.95,0.91,0.93,744.17,90.65,41.62,0.0,72.82,28.89,229.19,1.63,0.82,8.9,8.13,18.57,23.24,13.46,5.52,08-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
08-Aug-2018 - 00:00,1.01,0.96,0.91,0.95,741.49,89.26,52.1,0.03,86.1,27.34,257.58,1.65,1.02,10.24,9.09,19.83,28.93,14.01,7.92,09-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
09-Aug-2018 - 00:00,1.02,0.87,0.84,0.86,743.54,71.69,45.9,0.02,88.26,28.35,266.86,1.26,0.94,10.16,9.09,19.5,27.39,11.97,8.5,10-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
10-Aug-2018 - 00:00,0.94,0.9,0.79,0.77,743.46,71.27,35.43,0.0,81.18,29.47,273.7,2.05,0.72,11.09,10.47,19.25,29.42,18.84,7.27,11-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
11-Aug-2018 - 00:00,0.99,0.96,0.92,0.96,745.61,78.29,32.74,0.0,70.86,29.95,252.24,2.27,0.93,10.48,11.93,19.74,31.68,15.61,10.76,12-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
12-Aug-2018 - 00:00,0.97,0.94,0.89,0.93,741.21,64.72,26.12,0.0,71.72,29.28,243.61,2.0,0.83,10.19,12.77,21.54,33.59,13.36,10.93,13-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
13-Aug-2018 - 00:00,0.99,0.95,0.91,0.95,741.97,73.98,28.81,0.0,68.99,29.94,235.35,1.57,0.88,12.76,15.3,20.67,35.97,14.34,7.92,14-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
14-Aug-2018 - 00:00,0.99,0.96,0.92,0.94,741.0,137.19,42.04,0.0,71.53,29.98,265.87,1.89,0.81,9.33,15.73,23.43,39.15,14.01,7.11,15-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
15-Aug-2018 - 00:00,0.98,0.98,0.91,0.93,741.0,147.69,65.08,0.0,76.08,29.23,214.68,1.83,0.68,6.06,16.0,26.53,42.53,6.15,5.83,16-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
16-Aug-2018 - 00:00,0.94,0.94,0.89,0.89,746.05,67.24,39.26,0.0,83.98,28.55,160.79,1.37,0.57,6.76,15.58,24.25,38.11,12.22,5.53,17-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
17-Aug-2018 - 00:00,0.7,0.71,0.69,0.66,751.05,56.13,50.8,0.71,85.54,29.26,130.71,1.65,0.55,5.9,14.18,19.2,24.36,18.57,5.5,18-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
18-Aug-2018 - 00:00,0.93,1.32,1.25,0.91,751.06,72.6,19.66,0.25,87.1,28.81,274.34,1.33,0.77,6.68,13.97,19.72,33.37,12.79,8.33,19-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
19-Aug-2018 - 00:00,0.96,0.97,0.91,0.92,751.06,44.07,25.17,0.23,83.54,28.57,249.07,1.66,0.74,5.68,14.29,19.36,33.26,19.32,8.47,20-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
20-Aug-2018 - 00:00,0.95,0.95,0.89,0.9,751.1,47.01,19.94,0.17,91.22,27.2,282.98,1.63,0.72,6.23,14.03,20.14,33.32,13.68,8.32,21-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
21-Aug-2018 - 00:00,1.18,1.17,1.15,1.14,751.07,57.56,25.07,0.56,91.44,27.74,272.74,1.48,0.68,7.41,15.04,19.84,34.88,14.74,8.69,22-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
22-Aug-2018 - 00:00,0.98,0.97,1.02,0.96,751.07,42.83,21.18,0.45,88.3,27.75,286.09,2.37,0.51,7.99,16.3,19.12,35.42,16.81,7.16,23-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
23-Aug-2018 - 00:00,0.91,0.89,0.93,0.89,751.37,36.78,19.92,0.05,86.09,27.22,268.91,1.71,0.54,8.19,16.16,19.78,32.93,17.27,7.78,24-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
24-Aug-2018 - 00:00,0.98,0.96,1.02,0.96,753.52,38.95,23.98,0.0,81.32,27.58,242.74,1.71,0.8,8.1,16.03,20.18,36.21,17.47,9.0,25-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
25-Aug-2018 - 00:00,0.96,0.93,1.0,0.94,752.9,67.23,30.84,0.0,76.9,28.15,242.63,1.89,0.72,7.23,14.28,19.48,33.07,15.55,9.06,26-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
26-Aug-2018 - 00:00,1.0,0.96,1.02,0.96,753.06,75.66,33.06,0.0,75.39,28.4,256.64,1.87,0.84,7.13,15.72,24.54,40.25,19.43,8.96,27-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
27-Aug-2018 - 00:00,0.98,0.94,1.01,0.94,753.09,71.07,30.15,0.0,75.49,28.68,264.33,1.73,0.8,6.01,15.34,24.62,39.52,14.83,9.04,28-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
28-Aug-2018 - 00:00,0.95,0.92,0.99,0.93,753.06,76.8,31.9,0.01,80.73,28.43,266.76,2.06,0.81,5.38,16.54,25.77,40.88,19.39,9.07,29-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
29-Aug-2018 - 00:00,0.98,0.96,1.01,0.95,753.08,74.04,35.98,0.0,85.59,27.58,281.27,1.75,0.87,6.1,23.14,31.79,53.57,18.61,8.87,30-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
30-Aug-2018 - 00:00,0.99,0.97,1.02,0.97,753.06,65.22,31.9,0.0,80.0,28.83,266.55,1.93,0.87,6.94,9.45,18.4,27.84,16.37,6.98,31-Aug-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
31-Aug-2018 - 00:00,0.97,0.94,1.0,0.94,753.04,62.05,27.52,0.0,83.59,27.55,247.15,1.62,0.81,7.19,10.47,22.07,31.89,17.11,7.66,01-Sep-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
01-Sep-2018 - 00:00,0.97,0.93,1.0,0.96,753.89,62.24,28.59,0.0,82.41,27.05,258.72,1.76,0.78,7.15,12.41,25.88,37.96,15.99,8.54,02-Sep-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
02-Sep-2018 - 00:00,0.99,0.95,1.02,0.97,755.51,61.07,25.34,0.0,82.93,26.91,250.3,1.5,0.83,7.09,12.1,25.73,37.83,15.9,9.03,03-Sep-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
03-Sep-2018 - 00:00,0.96,0.94,0.99,0.95,755.5,64.94,28.35,0.1,84.49,26.44,257.91,1.63,0.83,6.06,11.8,26.46,37.41,15.29,8.98,04-Sep-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
04-Sep-2018 - 00:00,0.98,0.94,1.01,0.96,755.52,60.87,26.7,0.02,85.96,26.58,262.08,1.55,0.78,5.23,12.76,26.1,38.45,13.43,8.81,05-Sep-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
05-Sep-2018 - 00:00,0.92,0.89,0.96,0.9,754.72,89.79,43.63,0.0,76.54,27.91,261.4,2.03,0.75,5.97,12.81,26.55,35.19,18.17,8.52,06-Sep-2018 - 00:00,"Shrinath Puram, Kota - RSPCB"
