from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,Toluene,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Jan-2018 - 00:00,3.13,0.53,1.83,0.9,743.54,173.1,102.22,0.0,40.18,232.86,16.73,0.43,76.11,1.06,1.06,51.49,9.45,38.29,16.17,89.46,14.25,02-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Jan-2018 - 00:00,3.48,0.81,2.64,1.21,752.9,189.68,112.64,0.0,43.59,207.54,16.53,0.41,75.86,0.74,1.9,55.88,31.04,27.35,0.0,65.56,17.58,03-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Jan-2018 - 00:00,6.39,2.45,7.34,3.4,753.48,237.59,125.69,0.0,42.68,206.27,16.26,0.89,75.52,0.55,1.17,86.38,83.86,31.76,0.0,48.46,18.37,04-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Jan-2018 - 00:00,4.46,1.29,4.61,2.18,753.23,183.87,84.84,0.0,36.5,211.88,17.06,0.6,79.96,0.91,0.0,67.84,33.63,38.17,0.0,43.01,10.7,05-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Jan-2018 - 00:00,7.89,7.76,13.51,9.07,752.59,161.62,89.26,0.0,35.99,218.85,17.4,9.73,80.08,0.7,0.0,54.13,22.58,35.59,0.0,69.48,12.48,06-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Jan-2018 - 00:00,10.74,3.72,12.82,5.77,752.29,182.72,91.22,0.0,40.16,232.61,18.69,15.54,79.85,0.94,0.01,59.33,32.47,33.92,0.0,78.46,14.46,07-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Jan-2018 - 00:00,7.88,2.87,8.48,3.92,753.33,140.19,68.75,0.0,34.19,121.93,16.75,13.67,74.12,0.77,0.0,41.96,15.38,24.21,31.88,69.38,18.66,08-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Jan-2018 - 00:00,13.4,8.2,24.48,11.07,754.98,178.53,78.72,0.0,26.28,241.95,18.21,24.71,78.18,0.71,0.0,68.89,49.25,29.64,82.26,67.84,27.64,09-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Jan-2018 - 00:00,6.55,1.86,6.07,2.76,756.24,197.69,104.1,0.0,33.63,222.35,17.71,8.89,79.88,0.69,0.0,75.34,76.88,27.62,64.61,71.74,18.55,10-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Jan-2018 - 00:00,2.98,0.93,3.06,1.39,756.23,161.27,92.82,0.0,27.85,207.21,17.97,4.71,76.62,0.83,0.0,62.06,25.48,28.15,53.85,54.6,22.91,11-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Jan-2018 - 00:00,2.83,0.65,2.11,0.97,755.35,151.68,78.25,0.0,24.72,210.81,18.37,3.34,77.22,1.03,0.0,55.19,21.46,35.77,57.48,56.33,41.97,12-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Jan-2018 - 00:00,3.83,2.04,6.12,2.79,754.13,204.69,110.52,0.0,27.09,200.56,18.95,6.38,80.68,0.96,0.0,91.95,87.61,21.81,84.73,58.47,39.98,13-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Jan-2018 - 00:00,3.83,1.85,5.7,2.62,754.29,190.49,100.46,0.0,29.44,218.29,20.46,6.77,77.02,0.83,,84.01,47.99,28.36,69.07,37.86,22.89,14-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Jan-2018 - 00:00,3.12,0.77,2.83,1.26,754.3,160.61,93.3,0.0,33.65,211.0,20.1,3.75,80.95,0.82,,67.52,25.38,26.16,50.84,54.43,16.16,15-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Jan-2018 - 00:00,2.93,0.91,3.24,1.44,754.68,133.49,72.76,0.0,25.8,212.09,19.3,4.53,75.83,0.96,,73.12,24.93,23.12,46.1,42.9,19.27,16-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Jan-2018 - 00:00,3.19,1.16,3.98,1.81,757.12,150.95,74.63,0.0,16.23,203.68,20.31,4.81,70.8,0.88,0.0,83.94,41.04,21.17,57.36,64.61,14.61,17-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Jan-2018 - 00:00,2.42,4.06,4.78,4.28,762.43,86.39,47.0,0.0,24.92,218.99,21.49,2.0,76.93,1.31,0.0,41.72,5.82,22.63,28.45,82.82,9.28,18-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Jan-2018 - 00:00,2.74,0.79,2.69,1.22,763.55,132.93,80.88,0.0,33.46,219.24,21.74,2.47,76.63,0.76,0.0,64.27,27.51,23.56,36.06,64.47,16.06,19-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Jan-2018 - 00:00,2.47,0.59,2.04,0.92,764.2,150.77,104.44,0.0,40.36,205.09,20.81,2.14,70.76,1.01,0.0,56.62,17.21,21.09,37.36,67.51,14.41,20-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Jan-2018 - 00:00,2.2,0.36,0.92,0.43,763.98,154.01,108.55,0.0,34.55,200.91,18.93,1.45,71.18,1.01,0.0,40.56,4.97,25.78,30.75,85.4,17.18,21-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Jan-2018 - 00:00,3.44,0.99,3.55,1.6,762.96,139.01,95.97,0.0,31.18,213.27,18.97,3.16,68.22,0.69,0.0,59.07,26.04,34.32,58.99,64.3,14.43,22-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Jan-2018 - 00:00,1.63,0.29,0.88,0.37,761.38,178.84,65.8,0.0,37.37,234.75,20.42,1.07,73.55,1.4,0.0,40.07,4.73,25.47,30.2,104.91,8.16,23-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Jan-2018 - 00:00,2.3,3.51,4.67,3.84,759.73,132.99,65.5,0.02,40.53,224.47,19.42,6.22,80.14,1.45,0.0,30.21,4.62,29.43,33.96,83.36,9.91,24-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Jan-2018 - 00:00,1.48,0.23,0.53,0.31,762.29,147.27,94.0,0.0,59.17,215.51,15.46,12.43,73.54,1.5,0.0,34.09,4.53,39.91,44.42,73.17,13.09,25-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Jan-2018 - 00:00,3.92,1.88,5.56,2.55,762.01,150.25,148.49,0.0,48.36,207.21,16.83,4.1,72.46,0.73,0.0,61.74,59.0,35.14,77.78,50.54,13.29,26-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Jan-2018 - 00:00,3.49,1.24,4.44,2.0,762.2,157.53,102.14,0.0,34.66,208.49,18.89,3.28,74.18,0.84,0.0,62.1,38.76,28.26,53.0,49.83,9.96,27-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Jan-2018 - 00:00,3.13,1.19,3.81,1.69,762.11,152.73,68.05,0.0,37.92,204.98,19.32,2.82,75.97,0.84,0.03,64.77,45.52,21.2,45.56,67.82,10.63,28-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Jan-2018 - 00:00,3.15,0.89,3.15,1.41,762.96,152.32,72.86,0.0,35.85,216.33,19.81,2.68,76.44,0.79,1.64,56.68,21.8,20.98,41.76,71.96,12.52,29-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Jan-2018 - 00:00,1.78,1.01,1.72,0.77,764.24,127.83,60.18,0.0,32.57,226.37,20.95,1.58,75.48,0.89,1.54,53.34,19.77,18.87,36.04,95.88,15.02,30-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Jan-2018 - 00:00,4.71,3.21,9.38,4.29,764.5,243.03,112.21,0.0,27.33,244.82,22.59,6.01,79.99,1.04,1.75,104.17,81.29,38.13,108.57,50.15,28.27,31-Jan-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Jan-2018 - 00:00,0.92,0.25,0.66,0.31,763.75,149.31,64.47,0.0,28.94,241.79,22.45,0.79,76.88,1.85,0.65,17.27,7.44,40.87,48.33,72.15,12.4,01-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Feb-2018 - 00:00,1.55,0.55,2.32,1.02,764.21,142.69,55.39,0.0,24.93,294.79,24.34,1.84,73.22,0.77,0.71,36.81,21.64,16.71,31.2,57.4,11.95,02-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Feb-2018 - 00:00,1.49,0.66,2.27,0.99,761.72,160.75,66.56,0.0,29.03,281.25,24.23,1.99,75.97,1.17,0.88,47.25,5.34,19.26,24.35,77.47,15.91,03-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Feb-2018 - 00:00,0.81,0.14,0.46,0.19,763.41,117.46,47.0,0.0,32.3,211.68,19.98,1.0,65.08,1.31,0.69,29.66,4.37,24.99,29.35,90.96,27.73,04-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Feb-2018 - 00:00,1.08,0.2,0.78,0.33,764.14,105.11,44.57,0.0,26.1,218.99,19.27,1.4,58.0,1.33,0.81,18.65,6.28,30.86,37.15,98.76,21.38,05-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Feb-2018 - 00:00,1.85,0.26,1.29,0.54,765.4,127.53,239.5,0.0,27.38,201.61,19.31,2.23,66.5,0.83,1.01,21.61,13.49,53.05,66.54,77.21,16.3,06-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Feb-2018 - 00:00,1.15,0.18,0.85,0.34,765.36,93.45,738.84,0.0,21.0,190.36,20.0,1.69,57.24,0.94,0.82,,,,,75.09,24.86,07-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Feb-2018 - 00:00,1.95,0.85,2.59,1.21,763.44,108.8,259.32,0.0,20.7,219.55,19.33,3.73,61.17,0.87,1.3,20.47,1.49,33.89,35.3,66.8,20.37,08-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Feb-2018 - 00:00,1.62,0.42,1.59,0.67,762.3,118.82,40.73,0.0,23.95,203.36,19.64,3.64,62.17,0.91,0.99,,22.91,80.57,103.48,76.7,13.01,09-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Feb-2018 - 00:00,2.04,0.52,2.09,0.95,762.6,120.04,52.71,0.0,23.01,210.66,20.01,4.13,61.49,0.81,1.32,,,,,58.84,11.94,10-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Feb-2018 - 00:00,1.24,0.13,0.57,0.23,763.57,103.33,108.54,0.0,24.31,210.99,20.99,2.44,62.75,1.48,0.69,,,,,107.26,10.78,11-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Feb-2018 - 00:00,1.01,0.09,0.35,0.15,762.93,138.59,83.04,0.0,35.21,207.54,19.81,2.76,67.06,2.47,0.7,,,,,108.56,13.32,12-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Feb-2018 - 00:00,0.86,0.21,0.73,0.31,764.25,75.22,73.26,0.0,50.52,235.99,19.85,3.23,71.0,1.5,0.93,33.09,3.16,69.6,72.68,66.84,10.55,13-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Feb-2018 - 00:00,0.89,0.31,0.84,0.36,768.29,112.06,56.18,0.0,53.55,222.38,19.27,6.64,65.88,1.16,0.84,40.49,5.56,47.08,52.55,70.0,10.51,14-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Feb-2018 - 00:00,0.61,0.25,0.73,0.32,768.8,85.85,187.04,0.0,33.45,225.58,19.62,5.95,65.61,1.4,1.34,12.06,9.8,58.12,67.92,74.96,10.68,15-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Feb-2018 - 00:00,0.99,0.41,1.31,0.6,767.52,103.91,33.47,0.0,38.57,230.6,20.23,11.74,72.59,1.24,1.23,17.31,21.52,88.29,109.42,56.1,16.55,16-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Feb-2018 - 00:00,0.79,0.71,2.3,1.15,766.15,136.79,53.67,0.0,33.65,229.5,22.48,31.35,76.17,0.99,1.74,37.66,62.8,91.61,154.41,50.61,14.06,17-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Feb-2018 - 00:00,0.96,1.19,3.64,1.84,762.48,184.75,142.05,0.0,31.44,218.0,23.27,49.12,76.27,1.03,1.79,41.95,71.27,87.87,159.13,46.57,22.6,18-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Feb-2018 - 00:00,0.75,0.76,2.5,1.31,761.64,173.43,139.39,0.0,31.37,222.86,22.81,43.41,73.37,0.89,1.09,49.47,35.2,88.98,124.18,70.21,8.8,19-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Feb-2018 - 00:00,0.61,0.78,2.34,1.25,762.74,147.63,57.03,0.0,28.68,225.87,23.5,46.36,74.11,1.03,1.1,47.46,46.55,97.43,143.98,98.39,14.08,20-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Feb-2018 - 00:00,2.26,1.97,6.18,2.97,762.49,154.88,66.76,0.0,23.13,237.17,25.19,35.82,77.39,0.82,1.82,41.3,60.01,108.0,139.99,69.74,9.33,21-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Feb-2018 - 00:00,2.83,1.91,6.25,2.89,761.09,194.54,123.89,0.0,26.77,219.42,26.27,8.5,79.06,0.92,1.7,36.1,48.94,100.21,146.2,29.08,14.62,22-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Feb-2018 - 00:00,4.39,3.37,10.39,4.83,760.26,215.0,186.13,0.0,28.35,229.48,26.48,13.1,78.81,0.67,1.25,,,,,53.2,12.57,23-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Feb-2018 - 00:00,4.86,3.8,12.11,5.63,760.22,171.31,174.39,0.0,25.54,229.93,27.11,17.33,81.85,0.81,1.59,,,,,38.6,12.59,24-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Feb-2018 - 00:00,5.65,1.35,5.6,2.54,761.8,157.61,67.25,0.0,29.08,229.15,26.6,18.67,77.8,0.89,1.14,,,,,43.54,34.36,25-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Feb-2018 - 00:00,0.91,0.14,0.48,0.23,764.2,114.79,40.86,0.0,34.69,256.88,24.8,5.02,72.48,1.9,0.63,,,,,70.53,7.79,26-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Feb-2018 - 00:00,0.97,0.35,0.94,0.45,763.46,103.15,36.13,0.0,34.1,250.44,24.27,4.89,78.49,1.55,0.83,,,,,61.36,14.9,27-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Feb-2018 - 00:00,0.95,0.29,1.12,0.51,761.74,112.35,42.36,0.0,31.92,248.63,25.78,3.96,75.04,1.39,0.82,56.97,21.48,16.15,37.22,63.98,14.75,28-Feb-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Feb-2018 - 00:00,1.69,0.78,2.8,1.29,762.41,138.87,50.61,0.0,33.88,216.59,26.87,6.24,77.42,0.94,1.32,,,,,64.44,9.0,01-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Mar-2018 - 00:00,1.69,0.42,1.63,0.74,761.07,88.25,59.66,0.0,33.24,238.88,27.71,7.79,80.9,1.07,1.35,,,,,80.1,15.32,02-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Mar-2018 - 00:00,1.13,0.32,1.34,0.63,760.5,50.95,49.13,0.0,25.51,243.02,27.4,9.49,77.23,1.0,1.03,36.34,9.6,51.71,55.32,57.24,7.44,03-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Mar-2018 - 00:00,1.08,0.3,1.4,0.67,759.01,73.85,48.71,0.0,24.47,238.89,27.5,8.84,81.32,1.0,0.89,40.63,8.49,75.89,83.63,50.84,5.74,04-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Mar-2018 - 00:00,0.81,0.19,0.71,0.37,759.64,50.87,33.49,0.0,36.16,212.49,24.76,7.45,67.3,1.32,0.86,48.35,4.59,53.17,54.85,62.24,9.48,05-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Mar-2018 - 00:00,0.58,0.13,0.49,0.22,762.37,51.25,28.55,0.0,34.98,250.58,24.06,5.25,71.04,1.28,0.66,35.34,1.07,43.4,41.27,76.74,8.17,06-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Mar-2018 - 00:00,0.8,0.23,0.81,0.37,763.24,67.44,27.17,0.0,27.21,254.2,24.24,5.73,67.97,1.29,0.79,27.31,4.35,57.56,57.07,60.87,16.08,07-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Mar-2018 - 00:00,1.21,0.43,1.51,0.7,762.45,82.25,33.5,0.0,23.62,250.33,25.34,6.23,70.19,1.17,1.25,28.67,20.3,62.67,74.77,37.39,15.13,08-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Mar-2018 - 00:00,2.02,0.91,2.11,1.22,762.56,74.25,28.31,0.0,17.6,246.36,27.12,8.07,72.44,1.25,0.9,35.64,18.98,82.25,101.25,43.94,14.63,09-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Mar-2018 - 00:00,1.27,0.65,1.4,0.83,762.52,98.72,30.33,0.0,20.59,233.65,27.58,4.91,74.25,1.3,0.92,30.58,8.96,60.62,69.55,51.27,14.68,10-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Mar-2018 - 00:00,1.14,0.22,0.85,0.37,762.34,94.54,37.86,0.0,21.15,247.37,28.3,3.19,67.37,1.33,0.67,16.97,2.83,38.54,41.33,105.66,15.97,11-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Mar-2018 - 00:00,1.03,0.32,1.2,0.55,761.75,96.27,36.57,0.0,19.06,244.66,28.15,6.69,69.14,1.09,0.58,20.4,7.14,45.56,52.7,84.22,10.5,12-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Mar-2018 - 00:00,1.45,0.57,2.27,1.04,761.76,122.82,46.34,0.0,19.87,251.08,28.58,8.16,70.3,0.89,0.97,27.82,12.18,60.48,72.65,67.86,7.54,13-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Mar-2018 - 00:00,2.04,0.82,2.7,1.25,760.64,143.07,48.72,0.0,15.4,251.34,30.03,5.78,72.88,0.96,0.74,29.05,22.34,63.77,86.04,72.26,9.28,14-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Mar-2018 - 00:00,0.99,0.42,1.63,0.79,759.37,164.24,48.78,0.0,18.3,217.97,27.47,4.75,65.23,1.33,0.49,24.04,11.25,47.19,58.18,37.38,11.42,15-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Mar-2018 - 00:00,0.8,0.47,1.42,0.67,759.58,150.43,40.85,0.0,25.8,269.31,27.13,4.12,60.92,1.57,0.69,27.44,8.44,42.52,50.96,43.97,10.12,16-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Mar-2018 - 00:00,0.89,0.28,0.95,0.42,760.0,127.55,44.84,0.0,24.34,250.56,26.98,2.63,53.61,1.46,0.48,22.47,2.66,31.05,33.7,69.89,9.96,17-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Mar-2018 - 00:00,0.81,0.21,0.95,0.41,761.07,108.2,39.16,0.0,21.54,265.31,26.96,2.54,56.22,1.24,0.54,19.3,3.19,35.66,38.84,84.86,9.87,18-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Mar-2018 - 00:00,0.9,0.23,0.96,0.42,762.03,93.1,32.54,0.0,18.48,269.73,27.82,2.5,56.3,1.14,0.56,16.28,2.67,33.38,36.05,96.88,11.67,19-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Mar-2018 - 00:00,1.39,0.3,1.29,0.56,762.99,110.84,39.33,0.0,19.59,208.6,27.79,2.74,56.39,1.56,0.81,17.12,3.67,38.8,42.47,96.87,9.84,20-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Mar-2018 - 00:00,0.66,0.25,1.15,0.55,760.95,110.22,41.75,0.0,26.76,255.52,28.28,2.96,59.6,1.15,0.63,23.42,3.61,45.39,48.99,75.25,8.26,21-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Mar-2018 - 00:00,0.47,0.14,0.49,0.22,759.47,179.59,50.49,0.0,20.67,266.27,27.23,2.3,61.46,1.23,0.42,14.59,3.64,31.07,34.7,61.72,9.67,22-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Mar-2018 - 00:00,0.54,0.09,0.28,0.13,759.89,139.68,48.74,0.0,34.9,271.54,25.77,1.79,57.92,1.49,0.49,23.62,2.15,23.65,25.78,76.65,9.15,23-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Mar-2018 - 00:00,0.55,0.12,0.46,0.2,760.97,99.67,37.88,0.0,34.25,279.87,25.16,2.02,56.46,1.62,0.53,21.36,1.7,24.03,25.72,83.12,5.79,24-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Mar-2018 - 00:00,0.59,0.18,0.79,0.34,762.93,92.32,33.82,0.0,24.65,281.22,27.31,2.55,56.63,1.24,0.58,17.85,2.25,33.64,35.88,82.43,6.6,25-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Mar-2018 - 00:00,0.74,0.19,0.77,0.35,763.84,122.09,42.75,0.0,23.98,273.55,28.1,2.85,56.22,1.34,0.58,18.05,3.62,36.42,40.02,83.7,9.79,26-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Mar-2018 - 00:00,2.57,3.8,11.29,5.32,762.85,120.2,41.9,0.0,18.61,267.04,29.05,12.52,54.11,1.07,1.4,29.93,34.96,55.11,90.07,58.48,10.84,27-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Mar-2018 - 00:00,3.41,5.32,17.68,8.24,760.19,162.16,66.73,0.0,11.37,256.61,31.01,20.76,55.84,0.91,1.18,35.49,34.78,74.42,109.2,62.24,12.64,28-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Mar-2018 - 00:00,0.65,0.33,1.08,0.48,759.61,129.45,45.77,0.0,9.3,260.85,32.24,2.98,50.52,1.21,0.49,17.56,4.58,37.37,41.93,64.3,16.0,29-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Mar-2018 - 00:00,0.7,0.29,1.06,0.48,759.46,123.32,43.75,0.0,11.56,257.3,32.2,2.67,53.26,1.52,0.66,19.77,10.03,41.15,51.16,71.54,12.91,30-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Mar-2018 - 00:00,0.65,0.31,0.91,0.42,758.09,167.95,58.61,0.0,14.99,248.55,31.75,2.62,50.94,1.47,0.51,21.29,4.79,35.71,40.49,71.61,13.92,31-Mar-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Mar-2018 - 00:00,0.75,0.17,0.68,0.29,758.07,127.37,40.55,0.0,13.33,235.9,31.69,2.82,49.82,1.42,0.64,17.69,2.26,32.44,34.69,92.5,14.23,01-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Apr-2018 - 00:00,0.97,0.24,0.96,0.43,759.37,144.81,51.12,0.0,24.25,255.47,30.61,2.96,51.08,1.42,0.7,26.78,3.65,33.07,36.7,81.63,9.55,02-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Apr-2018 - 00:00,0.79,0.84,2.89,1.37,759.85,159.01,58.54,0.0,23.49,256.93,31.75,3.77,56.66,1.58,1.03,36.78,31.69,41.18,70.67,106.35,11.07,03-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Apr-2018 - 00:00,0.69,0.23,0.93,0.44,759.31,167.87,60.78,0.0,16.96,234.34,32.83,3.54,52.02,1.0,0.53,25.16,4.69,40.65,45.33,75.59,9.43,04-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Apr-2018 - 00:00,0.46,0.48,1.51,0.72,757.65,156.28,55.09,0.0,11.79,249.99,33.24,4.52,46.79,1.28,0.8,21.97,12.71,40.35,53.05,47.89,18.3,05-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Apr-2018 - 00:00,0.59,0.27,1.0,0.45,756.54,159.96,63.41,0.0,17.21,251.19,33.02,4.0,41.2,1.2,0.52,25.56,3.67,38.61,42.28,85.54,12.97,06-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Apr-2018 - 00:00,0.51,0.15,0.59,0.27,757.68,180.96,56.48,0.01,25.91,230.31,31.13,3.64,44.74,1.59,0.52,29.17,2.33,28.8,31.12,99.13,10.36,07-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Apr-2018 - 00:00,0.47,0.26,0.96,0.46,759.36,143.38,51.7,0.0,32.26,278.82,29.65,3.97,47.84,1.03,0.6,43.67,4.66,42.98,47.62,86.29,9.27,08-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Apr-2018 - 00:00,0.57,0.13,0.54,0.25,759.39,130.1,54.12,0.0,33.85,262.74,31.51,3.45,54.02,1.38,0.56,72.41,2.12,26.28,28.39,119.3,7.35,09-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Apr-2018 - 00:00,0.46,0.15,0.72,0.32,760.38,116.11,43.29,0.0,32.52,241.47,31.12,3.7,51.6,1.62,0.64,48.12,2.54,31.68,34.21,87.06,6.13,10-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Apr-2018 - 00:00,0.32,0.15,0.61,0.28,759.68,131.43,44.86,0.0,32.11,290.69,30.14,3.62,51.45,1.35,0.47,48.88,2.62,25.66,28.26,79.17,6.87,11-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Apr-2018 - 00:00,0.47,0.24,1.06,0.5,758.64,105.67,37.86,0.11,35.42,295.87,29.19,4.62,52.78,1.72,0.7,39.54,3.7,37.87,41.5,67.86,4.02,12-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Apr-2018 - 00:00,0.25,0.13,0.5,0.26,758.86,62.4,23.08,0.0,43.69,308.9,27.03,9.13,53.25,1.76,0.48,50.94,1.5,24.22,25.65,90.61,0.67,13-Apr-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
