from date,NO,NO2,NOx,SO2,CO,Ozone,PM10,PM2.5,NH3,AT,RH,WS,VWS,WD,SR,BP,RF,Benzene,Toluene,MP-Xylene,Xylene,Temp,to date,station
25-Jul-2018 - 00:00,7.39,17.0,15.13,10.33,0.62,26.09,71.98,18.52,14.32,34.65,62.06,5.96,-0.37,261.14,93.24,748.92,0.0,0.16,0.09,0.1,0.2,30.37,26-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
26-Jul-2018 - 00:00,4.24,14.12,11.05,9.39,0.55,29.04,78.02,17.58,15.8,34.3,63.39,5.77,-0.32,278.47,93.41,749.56,0.0,0.15,0.09,0.09,,30.53,27-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
27-Jul-2018 - 00:00,3.29,7.95,7.0,10.54,0.59,29.48,47.01,11.92,16.01,33.75,65.05,6.25,-0.38,255.68,74.93,749.3,0.0,0.13,0.05,0.1,,30.71,28-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
28-Jul-2018 - 00:00,12.08,23.67,22.55,9.74,0.53,26.47,84.71,19.47,18.21,34.45,64.51,4.53,-0.17,207.7,73.76,748.4,0.01,0.2,0.23,0.09,0.1,31.65,29-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
29-Jul-2018 - 00:00,4.88,20.44,14.84,9.77,0.42,26.23,76.2,22.0,18.85,33.88,66.08,5.18,-0.28,246.23,74.8,747.71,0.0,0.16,0.16,0.1,0.1,30.69,30-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
30-Jul-2018 - 00:00,10.05,25.84,22.01,6.19,0.55,31.8,99.69,29.09,18.61,34.89,62.77,4.27,-0.2,228.25,93.55,747.45,0.0,0.13,0.13,0.1,0.1,30.3,31-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
31-Jul-2018 - 00:00,8.17,22.77,18.76,12.89,0.45,24.14,109.57,25.96,21.08,34.68,60.67,5.22,-0.28,257.45,95.68,748.27,0.0,0.15,0.2,0.09,0.1,31.31,01-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
01-Aug-2018 - 00:00,4.72,16.93,12.94,6.23,0.34,29.94,89.46,20.12,18.1,33.53,65.23,5.08,-0.22,220.5,99.3,749.03,0.01,0.12,0.08,0.1,0.1,30.67,02-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
02-Aug-2018 - 00:00,7.33,18.67,15.99,12.42,0.44,28.28,53.02,18.65,20.03,31.83,75.75,4.56,-0.16,179.71,109.12,750.23,0.58,0.13,0.1,0.1,0.1,31.05,03-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
03-Aug-2018 - 00:00,11.42,22.89,21.56,8.45,0.51,26.4,69.15,25.47,22.02,31.99,75.45,4.31,-0.18,235.38,77.06,750.38,0.08,0.13,0.15,0.09,0.13,30.75,04-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
04-Aug-2018 - 00:00,3.57,14.77,10.84,10.92,0.38,31.72,75.87,21.79,19.86,34.04,66.23,5.42,-0.28,281.3,109.53,749.71,0.0,0.12,0.06,0.1,0.2,31.19,05-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
05-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,06-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
06-Aug-2018 - 00:00,5.63,16.78,13.62,11.35,0.43,29.21,70.82,17.72,16.5,34.1,64.19,5.44,-0.22,273.39,96.61,747.3,0.07,0.16,0.12,0.09,,30.25,07-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
07-Aug-2018 - 00:00,7.29,16.21,14.64,11.35,0.61,22.64,53.22,19.1,16.71,31.99,69.89,7.0,-0.4,251.82,54.76,746.4,0.03,0.11,0.09,0.09,0.1,30.56,08-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
08-Aug-2018 - 00:00,6.76,16.74,14.49,8.87,0.44,20.06,39.57,16.39,19.76,30.98,78.4,5.13,-0.28,201.38,71.61,746.8,0.09,0.11,0.09,0.1,0.13,31.08,09-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
09-Aug-2018 - 00:00,7.08,25.93,19.55,13.11,0.43,18.04,58.47,18.48,22.43,31.87,76.59,2.77,-0.07,214.79,48.96,749.13,0.03,0.12,0.13,0.09,0.1,31.03,10-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
10-Aug-2018 - 00:00,4.21,10.37,9.04,8.94,0.38,21.18,26.26,10.86,24.14,29.97,84.64,6.04,-0.28,234.88,62.26,749.88,0.26,0.11,0.06,0.09,0.1,30.18,11-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
11-Aug-2018 - 00:00,3.75,10.54,8.8,9.97,0.65,13.6,21.2,10.12,16.41,29.85,82.82,6.43,-0.38,288.03,58.29,748.33,0.0,0.06,0.03,0.07,0.1,26.15,12-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
12-Aug-2018 - 00:00,2.76,8.08,6.55,8.6,0.78,14.83,14.98,7.24,11.93,29.33,85.55,5.71,-0.34,271.59,43.39,747.06,0.43,0.0,0.01,0.09,,23.36,13-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
13-Aug-2018 - 00:00,5.01,7.83,8.3,8.13,0.92,12.63,16.81,8.57,14.25,29.18,86.35,4.48,-0.23,257.32,35.18,747.54,0.22,0.04,0.03,0.09,0.1,26.44,14-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
14-Aug-2018 - 00:00,4.12,9.32,8.39,8.48,0.85,16.11,21.05,6.85,14.25,30.04,83.75,4.8,-0.28,258.6,43.9,746.15,0.09,0.05,0.05,0.08,0.1,26.95,15-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
15-Aug-2018 - 00:00,2.99,10.55,8.04,8.94,0.9,14.03,46.64,15.83,15.38,30.0,85.1,3.82,-0.22,259.7,27.45,744.65,0.03,0.1,0.05,0.09,0.1,29.38,16-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
16-Aug-2018 - 00:00,3.78,6.42,6.58,8.41,0.97,21.48,21.88,8.05,18.02,30.94,79.34,6.45,-0.35,234.0,63.22,744.68,0.07,0.1,0.01,0.09,,30.2,17-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
17-Aug-2018 - 00:00,3.01,8.24,6.92,11.94,0.94,26.42,26.14,12.22,13.53,31.37,76.06,6.12,-0.35,247.82,89.0,745.39,0.07,0.1,0.02,0.09,0.1,30.42,18-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
18-Aug-2018 - 00:00,2.69,6.39,5.67,9.25,0.87,28.84,32.02,12.05,14.8,31.32,77.46,6.24,-0.32,279.25,73.62,745.91,1.22,0.1,0.01,0.09,0.1,30.02,19-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
19-Aug-2018 - 00:00,1.41,6.3,4.48,8.62,1.01,21.02,12.2,8.05,20.7,28.14,91.6,5.0,-0.25,293.35,11.15,746.1,0.7,0.1,0.01,0.1,0.1,30.86,20-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
20-Aug-2018 - 00:00,6.01,10.82,10.25,10.54,1.07,18.21,23.56,10.96,13.57,30.16,81.91,7.44,-0.48,270.11,56.86,747.29,0.0,0.14,0.07,0.1,,29.56,21-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
21-Aug-2018 - 00:00,5.78,12.24,11.35,9.03,1.17,24.78,26.09,10.42,9.53,33.49,67.98,8.23,-0.53,275.03,125.25,748.45,0.0,0.11,0.07,0.07,,30.4,22-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
22-Aug-2018 - 00:00,1.79,6.96,5.15,8.33,1.22,17.65,8.0,2.0,17.27,30.55,78.07,3.56,-0.16,263.5,12.0,750.14,0.0,0.08,0.0,0.09,0.1,30.14,23-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
23-Aug-2018 - 00:00,2.94,12.4,8.99,8.96,0.83,32.26,33.11,11.82,12.94,34.11,69.56,5.02,-0.26,295.17,84.83,749.1,0.0,0.1,0.08,0.08,,30.96,24-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
24-Aug-2018 - 00:00,4.74,19.52,14.33,9.39,1.33,23.61,41.95,15.59,16.5,32.27,75.56,4.54,-0.27,267.01,52.73,749.6,0.01,0.1,0.09,0.09,0.15,30.33,25-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
25-Aug-2018 - 00:00,5.42,21.39,15.86,9.96,1.12,22.56,62.47,19.38,18.41,32.71,73.83,3.87,-0.19,274.06,59.66,749.03,0.0,0.1,0.07,0.09,0.1,30.39,26-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
26-Aug-2018 - 00:00,3.11,13.21,9.56,10.11,0.94,23.64,39.18,13.72,19.67,31.58,75.64,4.43,-0.24,281.21,57.8,748.22,0.03,0.09,0.03,0.09,,30.16,27-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
27-Aug-2018 - 00:00,4.64,13.48,11.03,8.87,0.88,20.86,23.67,10.35,18.95,30.05,82.57,3.78,-0.18,285.12,54.88,748.53,0.14,0.1,0.08,0.1,0.1,31.65,28-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
28-Aug-2018 - 00:00,6.71,17.27,14.73,9.88,0.97,24.68,45.8,15.05,17.42,32.29,75.18,4.09,-0.21,241.89,101.45,748.44,0.0,0.09,0.07,0.09,0.14,30.77,29-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
29-Aug-2018 - 00:00,4.56,16.44,12.54,9.08,1.21,29.98,58.92,22.9,19.76,33.06,73.38,3.87,-0.15,238.59,112.08,750.01,0.0,0.1,0.07,0.1,0.1,31.07,30-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
30-Aug-2018 - 00:00,6.82,20.3,16.42,9.82,1.37,29.64,82.1,28.83,20.75,33.48,72.96,3.99,-0.18,241.34,111.92,749.26,0.0,0.1,0.08,0.1,0.1,31.53,31-Aug-2018 - 00:00,"Secretariat, Amaravati - APPCB"
31-Aug-2018 - 00:00,3.55,18.59,12.65,12.34,1.39,29.69,64.75,23.49,19.57,32.46,73.13,4.42,-0.19,248.84,81.73,749.7,0.0,0.03,0.05,0.1,0.1,29.75,01-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
01-Sep-2018 - 00:00,4.73,22.41,15.88,10.71,1.67,28.05,66.58,29.05,24.77,32.43,76.0,3.25,-0.07,231.14,76.87,750.96,0.0,0.08,0.14,0.09,0.1,31.7,02-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
02-Sep-2018 - 00:00,7.46,25.61,19.69,11.61,1.72,24.46,76.5,28.93,22.35,33.02,72.77,4.19,-0.22,246.62,104.42,751.21,0.0,0.11,0.16,0.09,0.13,31.69,03-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
03-Sep-2018 - 00:00,12.42,24.79,23.42,11.69,1.66,29.54,80.47,22.21,21.86,33.83,67.6,4.02,-0.2,251.97,107.78,751.21,0.0,0.09,0.07,0.09,,32.03,04-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
04-Sep-2018 - 00:00,9.84,25.7,21.76,11.77,1.68,27.81,83.46,23.57,20.55,33.85,67.09,4.42,-0.22,261.36,111.25,751.77,0.0,0.09,0.09,0.09,0.1,31.63,05-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
05-Sep-2018 - 00:00,5.85,17.55,14.19,12.51,1.82,29.29,72.76,20.3,19.71,33.34,69.2,4.69,-0.2,260.36,94.31,750.74,0.0,0.07,0.08,0.09,,30.63,06-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
06-Sep-2018 - 00:00,5.47,21.93,16.21,11.94,1.54,32.66,81.97,25.95,16.63,32.88,67.29,5.39,-0.27,281.8,82.48,749.39,0.0,0.08,0.08,0.1,,30.95,07-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
07-Sep-2018 - 00:00,10.39,26.33,22.55,11.01,1.5,35.53,103.47,31.14,17.83,32.87,67.57,4.35,-0.2,254.45,88.99,750.12,0.01,0.08,0.18,0.09,0.1,30.55,08-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
08-Sep-2018 - 00:00,11.37,20.36,20.08,9.87,1.52,30.38,84.66,25.95,23.73,33.38,67.2,4.16,-0.2,244.49,139.82,751.37,0.0,0.08,0.09,0.1,0.1,31.54,09-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
09-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,10-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
10-Sep-2018 - 00:00,12.78,32.39,27.77,12.23,1.36,35.66,72.81,26.67,23.09,34.51,65.05,3.42,-0.03,139.81,120.43,754.84,0.0,0.05,0.11,0.1,0.12,30.45,11-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
11-Sep-2018 - 00:00,10.72,32.93,26.47,8.86,1.03,30.52,78.12,34.03,22.79,32.87,73.53,2.2,-0.03,172.58,76.09,755.18,0.0,0.07,0.08,0.09,0.1,29.9,12-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
12-Sep-2018 - 00:00,4.64,23.66,16.46,10.66,0.81,39.31,83.17,40.78,21.79,33.24,74.07,2.63,-0.09,202.75,93.2,753.43,0.0,0.05,0.03,0.1,,30.58,13-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
13-Sep-2018 - 00:00,2.39,16.81,10.88,11.34,0.59,37.85,62.89,40.23,22.19,31.86,81.12,2.55,-0.02,164.9,58.25,752.15,0.65,0.07,0.11,0.09,0.1,31.82,14-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
14-Sep-2018 - 00:00,3.89,20.96,14.41,8.8,0.77,35.88,68.05,37.94,19.96,33.22,76.01,2.16,0.03,131.38,95.77,752.8,0.0,0.07,0.16,0.1,0.14,30.43,15-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
15-Sep-2018 - 00:00,2.56,19.25,12.22,9.28,0.68,37.79,65.81,30.15,24.53,32.82,74.35,2.51,-0.07,245.57,95.47,753.08,0.0,0.05,0.07,0.08,0.1,30.56,16-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
16-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,17-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
17-Sep-2018 - 00:00,6.84,26.23,19.66,9.21,1.63,40.84,47.71,27.45,18.72,31.0,78.38,4.52,-0.19,259.84,77.96,749.96,0.56,0.04,0.06,0.09,0.1,31.25,18-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
18-Sep-2018 - 00:00,3.73,16.22,11.76,10.77,1.33,40.85,35.11,22.2,17.89,30.47,80.78,4.36,-0.15,281.86,76.53,750.26,0.04,0.01,0.01,0.1,,30.05,19-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
19-Sep-2018 - 00:00,4.29,18.56,13.5,11.23,0.74,41.82,53.25,29.25,17.83,32.04,76.16,4.85,-0.18,293.63,93.18,749.0,0.04,0.0,0.03,0.1,,29.62,20-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
20-Sep-2018 - 00:00,3.44,25.68,16.44,13.67,0.64,27.48,81.21,38.35,18.12,30.42,80.25,4.43,-0.18,290.46,35.48,746.96,0.03,0.05,0.17,0.1,,29.83,21-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
21-Sep-2018 - 00:00,2.93,21.67,13.9,6.01,0.76,41.45,71.89,35.23,20.03,31.08,77.48,3.3,-0.13,201.82,61.29,747.23,0.02,0.02,0.03,0.1,0.1,30.68,22-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
22-Sep-2018 - 00:00,3.46,13.92,10.39,14.73,0.99,46.89,49.68,24.77,17.96,32.58,71.98,4.56,-0.02,120.77,110.82,754.25,0.0,0.03,0.07,0.09,0.1,30.89,23-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
23-Sep-2018 - 00:00,3.09,12.03,8.91,12.13,0.41,27.08,51.51,19.26,16.59,32.07,78.42,3.88,0.0,125.11,93.27,756.34,0.0,0.0,0.02,0.1,,30.73,24-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
24-Sep-2018 - 00:00,6.62,14.42,13.14,15.28,0.95,21.01,50.45,18.73,15.63,32.41,77.25,2.79,0.0,149.3,92.26,755.78,0.0,0.02,0.02,0.09,,31.74,25-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
25-Sep-2018 - 00:00,8.68,24.19,20.04,27.46,0.88,32.1,58.14,26.41,19.43,33.61,71.07,2.7,0.02,132.47,92.41,753.86,0.0,0.02,4.23,0.8,12.4,32.0,26-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
26-Sep-2018 - 00:00,8.13,28.02,21.62,13.76,0.78,27.8,46.29,24.23,18.14,30.58,80.35,2.39,0.0,168.27,61.25,753.31,0.93,0.03,0.07,0.1,0.13,31.2,27-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
27-Sep-2018 - 00:00,6.95,29.02,21.27,18.13,0.64,27.93,38.12,22.02,19.19,32.79,75.4,1.89,0.01,178.0,120.24,752.76,0.02,0.03,0.12,0.1,,32.25,28-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
28-Sep-2018 - 00:00,9.94,13.54,15.45,11.41,0.67,20.5,34.62,11.21,21.67,34.13,70.79,3.26,0.0,138.56,99.87,753.52,0.0,0.01,0.04,0.1,,31.05,29-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
29-Sep-2018 - 00:00,15.93,15.38,21.22,15.05,0.89,20.58,42.54,14.71,15.24,33.3,74.11,1.96,-0.0,153.51,102.44,754.36,0.0,0.03,0.06,0.1,,31.22,30-Sep-2018 - 00:00,"Secretariat, Amaravati - APPCB"
30-Sep-2018 - 00:00,10.3,14.52,16.09,12.12,0.83,27.02,41.36,,16.7,33.76,73.55,2.07,0.01,134.14,103.22,753.97,0.0,0.01,0.06,0.1,,29.96,01-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
01-Oct-2018 - 00:00,7.26,12.95,12.88,8.01,0.74,21.1,36.55,9.17,19.07,32.89,74.24,3.09,-0.01,153.4,90.74,754.51,0.0,0.0,0.03,0.1,,29.87,02-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
02-Oct-2018 - 00:00,21.94,14.38,25.49,7.75,0.69,14.83,30.88,9.75,16.31,32.31,78.46,1.81,0.03,124.27,103.5,755.83,0.0,0.01,0.11,0.1,,30.88,03-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
03-Oct-2018 - 00:00,7.71,14.23,14.22,19.55,0.8,42.97,42.0,13.15,16.73,36.85,59.27,3.42,0.05,109.04,195.85,753.69,0.0,0.04,0.06,0.1,,29.5,04-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
04-Oct-2018 - 00:00,7.84,15.53,14.82,13.58,0.5,29.65,41.0,14.12,14.88,34.22,67.6,4.03,0.06,93.15,119.44,755.0,0.0,0.01,0.06,0.1,,31.56,05-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
05-Oct-2018 - 00:00,6.78,17.52,14.93,12.61,0.86,29.66,56.51,25.7,15.32,32.36,75.2,3.43,0.08,74.41,103.43,755.77,0.0,0.04,0.22,0.09,0.1,30.74,06-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
06-Oct-2018 - 00:00,8.6,25.97,20.87,14.3,0.76,46.3,112.32,51.23,18.44,32.42,72.87,2.84,0.03,127.62,99.63,755.52,0.0,0.05,0.16,0.1,0.1,30.84,07-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
07-Oct-2018 - 00:00,11.7,37.31,29.37,11.05,0.91,27.61,165.75,69.62,26.87,30.11,83.88,0.93,0.0,169.92,12.0,755.71,0.0,0.1,0.08,0.1,,31.22,08-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
08-Oct-2018 - 00:00,19.15,40.22,37.11,12.26,1.51,49.47,136.03,55.43,15.79,34.96,60.31,3.02,0.07,121.05,142.55,753.12,0.0,0.06,0.08,0.09,0.11,30.69,09-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
09-Oct-2018 - 00:00,20.48,51.23,43.91,27.0,1.05,37.92,183.57,64.53,18.86,32.47,67.52,2.46,0.0,240.03,83.76,752.54,0.0,0.08,0.13,0.08,0.1,30.55,10-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
10-Oct-2018 - 00:00,5.4,22.87,16.91,30.7,0.75,62.85,168.58,51.54,21.51,34.17,59.02,6.25,-0.14,300.04,148.04,750.04,0.0,0.04,0.04,0.13,0.1,30.51,11-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
11-Oct-2018 - 00:00,3.67,28.89,18.53,25.22,0.99,73.76,157.48,55.17,17.82,33.4,57.31,5.55,-0.24,275.44,82.0,749.5,0.0,0.06,0.03,0.1,,29.82,12-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
12-Oct-2018 - 00:00,4.37,29.27,19.22,23.26,0.59,43.76,120.34,40.43,17.11,32.8,64.67,2.96,-0.05,241.77,88.76,752.29,0.0,0.06,0.08,0.1,0.1,30.06,13-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
13-Oct-2018 - 00:00,6.19,30.59,21.3,16.31,0.95,35.35,122.54,47.6,19.61,32.37,72.55,2.23,-0.03,181.97,79.02,754.99,0.0,0.06,0.1,0.1,,27.88,14-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
14-Oct-2018 - 00:00,4.81,23.22,16.27,10.69,0.93,26.48,96.42,38.05,21.95,31.77,79.46,2.22,0.01,108.42,55.62,756.31,0.06,0.0,0.05,0.09,0.1,23.84,15-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
15-Oct-2018 - 00:00,8.56,28.27,22.08,8.95,1.09,20.93,77.22,37.65,20.61,31.04,82.92,1.96,0.02,117.35,48.67,757.52,0.13,0.02,0.13,0.09,0.17,26.66,16-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
16-Oct-2018 - 00:00,10.53,24.94,21.91,10.9,1.07,22.41,73.16,33.85,19.22,30.82,82.3,2.51,0.03,108.22,67.72,757.85,0.0,0.02,0.18,0.1,0.18,26.02,17-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
17-Oct-2018 - 00:00,5.82,18.91,15.0,10.17,0.93,29.24,43.24,21.16,19.93,30.93,80.95,2.45,0.0,147.47,70.61,756.82,0.0,0.0,0.02,0.1,,28.84,18-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
18-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,19-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
19-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,20-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
20-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,21-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
21-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,22-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
22-Oct-2018 - 00:00,9.48,41.15,29.77,36.53,1.26,41.94,186.35,73.15,15.42,34.08,67.67,2.23,0.02,127.79,84.46,756.42,0.0,0.09,0.14,0.08,,30.72,23-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
23-Oct-2018 - 00:00,10.81,25.97,22.7,10.79,1.28,35.47,153.38,71.05,14.54,31.82,76.94,2.41,0.0,166.61,81.89,757.4,0.0,0.06,0.08,0.1,,30.3,24-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
24-Oct-2018 - 00:00,4.41,24.64,16.91,21.68,1.1,52.3,124.74,61.05,15.83,34.26,60.39,3.02,0.01,147.66,144.89,756.74,0.0,0.06,0.07,0.1,,31.97,25-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
25-Oct-2018 - 00:00,4.54,41.04,25.68,13.92,1.63,42.99,129.5,53.52,13.02,33.06,64.94,2.58,0.01,107.35,82.27,758.79,0.0,0.05,0.1,0.09,0.1,30.24,26-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
26-Oct-2018 - 00:00,10.0,37.9,28.3,13.17,1.22,40.94,131.66,57.56,15.84,31.01,68.72,3.2,0.04,125.49,90.45,759.62,0.0,0.08,0.16,0.09,0.13,30.03,27-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
27-Oct-2018 - 00:00,1.68,45.38,25.05,22.29,1.32,40.83,165.61,69.7,14.21,30.04,64.3,2.28,0.02,183.77,92.8,759.02,0.0,0.08,0.38,0.1,0.14,27.0,28-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
28-Oct-2018 - 00:00,1.51,37.72,21.26,14.47,0.86,36.93,115.98,51.86,13.57,29.64,61.65,3.47,0.1,147.45,95.31,757.49,0.0,0.06,0.28,0.09,0.14,26.56,29-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
29-Oct-2018 - 00:00,1.4,37.33,20.53,26.22,1.19,38.01,119.57,48.88,15.25,29.77,64.6,2.87,0.03,182.03,90.8,755.7,0.0,0.08,0.2,0.08,0.1,28.31,30-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
30-Oct-2018 - 00:00,1.24,35.09,19.65,14.19,1.27,31.69,119.91,57.56,14.75,30.55,69.33,2.8,0.05,154.39,88.08,755.42,0.0,0.07,0.13,0.11,0.13,27.04,31-Oct-2018 - 00:00,"Secretariat, Amaravati - APPCB"
31-Oct-2018 - 00:00,1.29,19.31,11.32,10.52,0.83,32.89,65.09,32.59,12.33,31.58,73.22,4.18,0.03,97.0,65.62,755.09,0.0,0.03,0.14,0.1,,26.66,01-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
01-Nov-2018 - 00:00,5.67,39.9,23.91,12.49,0.56,39.27,38.4,17.2,15.23,31.94,71.67,4.62,0.13,114.57,97.33,755.3,0.12,0.0,0.01,0.1,,31.08,02-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
02-Nov-2018 - 00:00,9.08,36.92,27.17,8.55,0.81,20.62,53.48,14.0,1.71,32.09,73.14,3.69,0.03,118.91,89.16,756.7,0.0,0.0,0.04,0.1,,24.78,03-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
03-Nov-2018 - 00:00,4.58,30.03,19.79,8.65,0.89,24.07,37.32,13.26,1.75,31.32,76.81,4.34,0.06,87.91,74.04,757.84,0.0,0.0,0.05,0.1,,25.49,04-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
04-Nov-2018 - 00:00,5.05,27.08,18.51,10.15,0.54,21.28,38.7,16.9,2.84,31.29,76.7,3.34,0.04,101.23,78.49,758.18,0.0,0.0,0.05,0.1,,23.64,05-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
05-Nov-2018 - 00:00,22.24,39.82,39.37,10.54,0.74,18.13,70.51,22.01,3.56,31.51,75.56,1.96,0.01,143.72,73.42,757.5,0.0,0.0,0.07,0.09,0.1,25.6,06-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
06-Nov-2018 - 00:00,20.45,41.11,38.59,10.45,0.92,22.08,66.96,23.53,2.06,31.37,76.23,2.25,0.03,124.83,71.56,757.83,0.0,0.01,0.1,0.1,0.1,25.57,07-Nov-2018 - 00:00,"Secretariat, Amaravati - APPCB"
