from date,AT,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
14-Nov-2018 - 00:00,23.35,744.7,297.87,232.96,0.0,74.15,41.42,27.98,199.06,0.75,2.27,10.99,7.72,3.19,65.03,98.8,92.68,129.03,30.14,21.31,15-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Nov-2018 - 00:00,24.12,747.09,113.28,53.33,0.0,63.53,57.78,27.87,125.39,1.42,1.32,8.13,4.93,1.72,46.18,16.15,53.05,41.36,36.79,23.56,16-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Nov-2018 - 00:00,21.56,745.57,166.43,91.71,0.0,57.65,65.67,28.03,74.0,2.34,0.84,5.4,2.69,1.36,31.56,13.93,55.87,41.05,41.44,16.83,17-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Nov-2018 - 00:00,21.18,744.82,274.98,163.35,0.0,56.06,71.57,28.06,71.4,1.69,1.16,6.43,3.27,1.71,39.11,33.41,64.75,61.58,48.44,25.34,18-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Nov-2018 - 00:00,21.33,746.85,179.62,104.0,0.0,62.43,64.78,27.93,214.3,0.83,1.54,7.58,3.8,1.75,49.84,11.59,73.92,48.74,58.84,26.42,19-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Nov-2018 - 00:00,21.49,749.39,207.14,121.23,0.0,68.64,52.31,28.1,243.83,1.06,1.35,7.86,4.9,1.49,42.46,14.48,63.41,45.5,46.92,21.02,20-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Nov-2018 - 00:00,22.66,748.46,266.0,144.33,0.0,67.24,64.48,27.8,89.97,1.19,1.47,7.53,4.17,1.54,49.43,19.59,74.76,55.7,54.47,20.21,21-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Nov-2018 - 00:00,22.51,748.52,177.53,63.52,0.0,59.78,68.85,27.82,77.57,1.34,1.55,7.29,4.25,1.76,43.55,39.47,85.31,77.47,45.74,22.98,22-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Nov-2018 - 00:00,21.92,749.64,245.98,91.29,0.0,61.79,64.58,28.08,155.43,0.83,1.82,8.31,5.29,2.12,46.85,42.36,87.93,81.22,34.78,23.09,23-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Nov-2018 - 00:00,21.91,750.1,238.25,89.84,0.0,56.77,62.57,28.23,87.91,1.36,1.33,6.53,3.67,1.2,40.59,25.05,72.72,59.05,41.44,17.45,24-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Nov-2018 - 00:00,20.76,748.8,207.45,88.1,0.0,58.66,68.96,28.01,111.66,1.65,1.32,7.37,4.73,1.63,39.08,39.16,73.85,71.12,43.73,19.19,25-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Nov-2018 - 00:00,22.03,748.88,181.5,65.02,0.0,63.08,62.17,28.04,151.34,0.61,1.65,7.78,4.86,2.14,44.5,35.15,87.53,75.13,39.84,44.22,26-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Nov-2018 - 00:00,22.92,748.02,236.19,113.91,0.0,64.84,64.42,27.78,121.48,0.62,1.72,8.77,5.76,2.31,45.75,67.03,82.84,98.55,30.37,25.56,27-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Nov-2018 - 00:00,22.9,750.35,301.56,180.49,0.0,65.64,59.3,28.16,237.26,0.59,1.97,9.83,7.17,2.8,49.95,91.98,98.13,126.8,33.35,22.68,28-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Nov-2018 - 00:00,22.69,750.86,218.74,94.54,0.0,69.42,45.99,27.93,163.74,0.55,2.04,10.45,7.39,2.64,52.76,38.48,88.14,78.17,27.56,34.29,29-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Nov-2018 - 00:00,21.63,750.52,249.48,145.59,0.0,69.99,51.71,27.9,68.79,1.06,1.74,7.62,4.56,2.21,55.41,23.31,90.07,66.87,37.95,20.62,30-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Nov-2018 - 00:00,21.38,749.82,305.12,187.17,0.0,63.62,57.56,28.11,77.46,1.19,1.56,6.59,3.67,1.61,48.59,21.5,93.47,67.21,38.97,21.08,01-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Dec-2018 - 00:00,20.27,747.43,203.91,108.6,0.0,59.84,59.22,28.35,100.44,1.08,1.83,7.7,4.73,2.44,43.34,59.47,107.4,105.47,39.5,28.16,02-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Dec-2018 - 00:00,19.61,746.92,248.19,156.97,0.0,68.51,51.95,28.75,146.55,0.58,2.14,8.84,5.85,2.68,53.8,67.25,106.94,111.55,32.0,18.69,03-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Dec-2018 - 00:00,19.99,747.66,232.49,160.94,0.0,67.83,48.47,28.47,147.67,0.62,2.22,9.14,6.32,3.35,55.37,85.17,134.86,140.99,37.23,20.56,04-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Dec-2018 - 00:00,19.63,749.36,251.33,172.5,0.0,70.4,48.76,28.42,169.02,0.47,2.35,10.27,7.33,3.36,56.26,71.28,119.2,119.72,32.19,11.99,05-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Dec-2018 - 00:00,19.18,746.86,287.49,170.34,0.0,71.6,43.24,28.26,111.61,0.63,2.64,10.42,7.79,2.74,57.83,97.72,141.2,144.07,29.71,17.46,06-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Dec-2018 - 00:00,18.95,746.2,210.95,114.17,0.0,68.72,48.65,28.74,123.18,0.87,2.14,9.0,6.15,2.7,53.01,49.82,112.78,100.5,22.96,13.96,07-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Dec-2018 - 00:00,19.08,746.57,228.53,99.28,0.0,64.81,54.5,28.78,86.09,1.29,1.57,6.75,3.98,1.88,45.92,22.27,90.71,66.36,31.81,16.83,08-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Dec-2018 - 00:00,18.63,747.83,177.08,88.17,0.0,63.74,64.49,28.75,93.92,1.05,1.45,5.87,2.8,1.59,46.62,19.63,81.06,59.09,44.98,20.91,09-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Dec-2018 - 00:00,20.68,747.98,261.13,150.67,0.0,54.1,69.19,31.63,202.34,0.52,1.95,8.86,6.37,2.6,54.19,26.05,150.44,92.62,46.24,29.81,10-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Dec-2018 - 00:00,18.13,748.02,195.09,130.38,0.0,67.27,49.14,30.95,226.69,0.72,1.72,8.33,5.66,2.01,52.59,22.17,86.96,64.28,35.38,21.28,11-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Dec-2018 - 00:00,18.63,748.83,336.17,263.47,0.0,63.58,50.48,29.05,219.17,0.77,1.45,8.43,4.82,1.9,39.87,21.65,76.12,58.09,31.75,29.61,12-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Dec-2018 - 00:00,17.36,750.3,391.26,236.85,0.0,72.47,27.03,29.27,167.23,0.85,1.82,8.4,5.65,2.35,44.92,42.07,86.53,80.23,16.36,21.12,13-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Dec-2018 - 00:00,18.01,752.49,282.64,170.58,0.01,67.01,47.09,28.65,148.27,1.07,1.57,7.25,5.1,1.73,39.88,39.94,83.38,76.82,21.35,14.42,14-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Dec-2018 - 00:00,17.96,754.08,210.42,132.42,0.0,64.73,70.05,28.15,85.67,1.6,1.14,5.35,3.13,1.07,35.26,15.39,63.48,46.29,29.09,4.9,15-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Dec-2018 - 00:00,17.53,753.88,271.57,173.82,0.0,67.94,68.19,28.41,86.41,1.31,1.23,5.99,3.6,1.73,39.02,25.38,79.64,62.45,23.5,14.93,16-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Dec-2018 - 00:00,18.14,754.49,400.43,304.64,0.0,61.05,69.95,28.71,108.06,0.88,1.6,6.33,3.66,1.97,40.51,23.54,84.59,64.13,35.94,21.7,17-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Dec-2018 - 00:00,18.45,752.91,333.4,205.72,0.0,56.21,55.15,28.74,111.88,0.92,1.5,7.96,4.56,2.05,34.87,32.74,84.88,71.76,30.56,31.47,18-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Dec-2018 - 00:00,18.0,750.85,301.66,187.19,0.0,58.54,71.94,28.58,87.35,1.43,1.3,5.53,2.98,1.23,37.14,11.97,69.23,46.56,36.44,18.17,19-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Dec-2018 - 00:00,17.18,750.22,392.53,261.99,0.0,63.17,61.73,28.39,82.62,1.16,1.48,5.61,3.33,1.7,51.34,15.98,89.66,60.68,36.64,21.78,20-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Dec-2018 - 00:00,17.19,750.68,441.2,322.41,0.0,62.76,60.27,28.91,85.67,1.22,1.67,6.2,3.81,1.87,48.54,19.0,105.26,71.41,31.18,23.36,21-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Dec-2018 - 00:00,16.15,749.41,356.15,235.75,0.0,63.43,61.8,29.02,73.93,1.4,1.44,5.36,3.0,1.58,50.47,17.27,94.53,64.33,36.34,15.76,22-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Dec-2018 - 00:00,15.49,750.42,493.06,378.55,0.0,69.42,54.96,29.31,183.03,0.85,1.77,7.12,4.4,2.21,62.1,28.55,108.97,81.17,25.75,15.25,23-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Dec-2018 - 00:00,15.99,751.1,390.43,289.5,0.0,68.55,59.42,29.11,117.56,0.63,2.14,7.27,4.87,3.07,55.38,54.02,118.5,106.95,32.41,27.62,24-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Dec-2018 - 00:00,16.53,749.6,226.22,104.15,0.0,59.6,66.3,29.13,77.57,1.4,1.71,6.08,4.09,1.92,43.91,28.8,100.32,76.78,29.08,11.6,25-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Dec-2018 - 00:00,15.49,748.6,334.33,224.42,0.0,62.28,63.22,29.14,80.16,1.85,1.16,4.69,2.46,1.35,42.86,9.87,80.23,50.7,35.95,20.16,26-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Dec-2018 - 00:00,14.42,747.82,366.09,283.21,0.0,65.3,59.69,29.2,100.16,1.48,1.55,5.65,3.47,1.95,52.86,32.01,102.04,80.29,30.3,16.71,27-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Dec-2018 - 00:00,14.9,748.94,430.53,331.54,0.0,60.47,59.38,29.14,104.51,1.09,1.93,7.2,4.58,1.98,46.31,29.9,104.74,80.02,27.25,23.2,28-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Dec-2018 - 00:00,14.26,748.49,340.31,227.4,0.0,64.04,60.58,28.97,76.6,1.92,1.15,4.78,2.72,1.28,43.89,11.85,80.97,52.7,32.8,13.06,29-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Dec-2018 - 00:00,14.26,751.19,337.89,242.51,0.0,66.6,57.17,29.1,125.76,1.26,1.57,6.97,4.26,2.11,53.99,24.56,108.68,77.77,27.56,17.74,30-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Dec-2018 - 00:00,14.63,753.54,533.0,637.89,0.0,72.58,47.82,29.15,164.3,0.46,2.65,9.3,6.8,2.93,77.45,79.94,173.82,143.59,25.75,20.52,31-Dec-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Dec-2018 - 00:00,13.25,753.5,,861.0,0.0,77.0,8.0,27.35,93.0,0.35,3.4,11.25,9.15,4.13,77.35,70.65,186.95,156.9,2.0,4.1,01-Jan-2019 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
