from date,NO2,NH3,NOx,NO,CO,Ozone,SO2,Benzene,PM10,PM2.5,WD,WS,AT,to date,station
27-Oct-2018 - 00:00,20.05,19.65,26.93,16.4,0.3,8.55,12.66,0.62,110.15,0.0,113.31,0.67,21.4,28-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Oct-2018 - 00:00,21.17,17.12,31.44,17.24,0.45,9.52,12.81,0.71,106.05,0.0,110.2,0.59,21.94,29-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Oct-2018 - 00:00,21.83,16.02,27.48,19.61,0.49,12.26,12.94,0.67,106.59,0.0,118.31,0.55,22.75,30-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Oct-2018 - 00:00,26.04,18.75,27.4,17.86,0.48,7.9,12.35,0.42,91.56,15.93,114.81,0.74,23.51,31-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Oct-2018 - 00:00,19.29,19.11,24.35,16.28,0.4,6.56,12.24,0.23,58.81,28.85,104.99,0.71,24.17,01-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Nov-2018 - 00:00,20.46,16.16,35.21,26.13,0.46,7.51,12.66,0.24,95.75,52.6,117.08,0.55,24.32,02-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Nov-2018 - 00:00,20.12,14.41,30.79,22.48,0.49,9.03,12.93,0.59,118.02,72.06,135.78,0.42,24.25,03-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Nov-2018 - 00:00,20.61,13.14,39.66,24.42,0.55,7.4,13.67,0.56,109.26,68.16,141.19,0.68,24.46,04-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Nov-2018 - 00:00,23.42,12.13,38.58,28.23,0.57,9.79,14.16,0.71,115.67,73.45,164.41,0.56,24.68,05-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Nov-2018 - 00:00,26.57,11.44,34.27,25.22,0.57,11.39,13.58,0.73,113.36,71.78,170.33,0.53,24.81,06-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Nov-2018 - 00:00,28.02,11.31,34.44,22.87,0.6,10.88,13.51,0.76,118.22,81.17,172.63,0.4,25.59,07-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Nov-2018 - 00:00,16.65,11.06,26.09,16.04,0.52,11.96,12.91,0.59,159.58,123.77,117.61,0.75,24.21,08-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Nov-2018 - 00:00,22.98,11.28,26.94,12.61,0.53,8.95,13.3,0.51,157.57,114.78,135.28,0.7,23.06,09-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Nov-2018 - 00:00,22.51,13.68,28.42,14.66,0.6,15.06,13.32,0.76,145.41,78.17,119.25,0.86,21.3,10-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Nov-2018 - 00:00,24.4,14.24,41.86,17.07,0.7,10.41,13.29,0.91,156.64,102.66,124.1,0.48,20.33,11-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Nov-2018 - 00:00,26.75,13.03,34.96,18.6,0.79,9.12,13.44,0.96,147.17,102.39,121.16,0.74,20.49,12-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Nov-2018 - 00:00,21.89,12.57,39.18,23.23,0.85,6.94,14.06,1.23,139.11,92.38,113.41,0.58,20.9,13-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Nov-2018 - 00:00,24.88,11.96,33.79,23.84,0.85,7.22,13.3,0.87,145.26,92.91,108.07,0.57,20.87,14-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Nov-2018 - 00:00,23.83,11.46,31.39,20.21,0.97,9.16,13.51,1.11,172.0,102.71,117.56,0.53,21.41,15-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Nov-2018 - 00:00,14.75,11.17,29.26,20.19,1.08,3.87,13.44,1.71,125.58,81.85,80.24,0.68,17.15,16-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Nov-2018 - 00:00,,,,,,,,,,,,,,17-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Nov-2018 - 00:00,,,,,,,,,,,,,,18-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Nov-2018 - 00:00,,,,,,,,,,,,,,19-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Nov-2018 - 00:00,,,,,,,,,,,,,,20-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Nov-2018 - 00:00,,,,,,,,,,,,,,21-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Nov-2018 - 00:00,,,,,,,,,,,,,,22-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Nov-2018 - 00:00,,,,,,,,,,,,,,23-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Nov-2018 - 00:00,,,,,,,,,,,,,,24-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Nov-2018 - 00:00,,,,,,,,,,,,,,25-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Nov-2018 - 00:00,,,,,,,,,,,,,,26-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Nov-2018 - 00:00,,,,,,,,,,,,,,27-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Nov-2018 - 00:00,,,,,,,,,,,,,,28-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Nov-2018 - 00:00,,,,,,,,,,,,,,29-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Nov-2018 - 00:00,,,,,,,,,,,,,,30-Nov-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Nov-2018 - 00:00,,,,,,,,,,,,,,01-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Dec-2018 - 00:00,,,,,,,,,,,,,,02-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Dec-2018 - 00:00,,,,,,,,,,,,,,03-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Dec-2018 - 00:00,,,,,,,,,,,,,,04-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Dec-2018 - 00:00,,,,,,,,,,,,,,05-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Dec-2018 - 00:00,27.41,54.14,42.34,21.74,1.3,8.84,15.13,0.0,218.67,126.7,142.86,0.38,21.75,06-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Dec-2018 - 00:00,23.59,53.13,38.29,20.11,1.37,7.26,15.04,7.27,192.15,128.15,127.91,0.45,19.1,07-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Dec-2018 - 00:00,23.87,49.99,34.77,16.53,1.37,7.68,14.28,17.2,173.89,105.78,132.92,0.52,18.79,08-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Dec-2018 - 00:00,20.35,77.98,33.41,15.0,1.28,8.48,13.71,34.84,155.87,93.02,110.32,0.5,17.86,09-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Dec-2018 - 00:00,24.68,87.8,38.17,16.94,1.45,7.51,14.32,46.9,169.66,108.19,107.95,0.53,17.82,10-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Dec-2018 - 00:00,29.46,64.64,40.91,17.92,1.49,6.37,15.65,56.97,161.66,102.42,119.33,0.46,19.03,11-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Dec-2018 - 00:00,22.01,70.5,39.88,23.18,1.48,6.16,13.89,28.3,139.72,95.3,101.96,0.51,17.56,12-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Dec-2018 - 00:00,17.64,63.69,40.96,26.46,1.59,5.91,14.11,25.05,160.82,111.83,109.61,0.45,19.21,13-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Dec-2018 - 00:00,16.86,48.95,37.59,23.26,1.57,4.4,14.29,27.56,177.19,120.64,125.12,0.45,18.56,14-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Dec-2018 - 00:00,18.8,51.75,36.16,22.62,1.66,5.68,14.14,26.51,176.01,117.23,117.66,0.5,19.05,15-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Dec-2018 - 00:00,17.23,49.21,32.65,17.7,1.38,7.17,13.45,14.43,150.78,88.36,116.5,0.51,18.31,16-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Dec-2018 - 00:00,17.33,44.36,27.28,13.24,1.28,8.1,12.9,20.33,99.34,63.46,117.59,0.62,18.19,17-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Dec-2018 - 00:00,11.43,48.04,17.2,8.13,1.19,7.92,12.89,11.46,53.36,33.92,108.31,0.89,15.0,18-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Dec-2018 - 00:00,10.96,45.29,25.37,16.13,1.22,6.86,12.89,9.12,61.12,40.22,135.11,0.81,16.04,19-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Dec-2018 - 00:00,11.46,46.35,42.26,33.81,1.51,5.61,13.45,15.49,130.21,80.48,140.03,0.43,16.57,20-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Dec-2018 - 00:00,17.98,45.08,37.12,25.34,1.51,4.97,13.42,16.36,144.1,87.7,132.67,0.39,16.41,21-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Dec-2018 - 00:00,17.85,41.32,40.23,26.59,1.55,6.13,13.74,15.99,176.56,102.09,133.99,0.41,15.97,22-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Dec-2018 - 00:00,17.11,46.66,38.75,25.17,1.5,5.9,13.48,17.38,158.94,92.7,106.16,0.53,15.1,23-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Dec-2018 - 00:00,20.08,34.34,33.6,26.34,1.54,5.69,13.86,11.91,112.46,39.71,96.22,0.57,11.58,24-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Dec-2018 - 00:00,23.13,45.41,38.96,21.41,2.25,7.09,14.08,21.75,151.69,85.8,122.62,0.46,15.46,25-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Dec-2018 - 00:00,22.14,45.7,48.11,30.32,2.26,6.02,13.91,14.08,180.95,104.66,131.94,0.45,15.44,26-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Dec-2018 - 00:00,23.03,43.77,45.01,29.0,2.38,6.0,13.93,14.0,187.52,107.64,123.49,0.46,15.66,27-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Dec-2018 - 00:00,22.72,40.99,43.94,26.69,2.39,6.48,13.8,13.06,159.81,93.97,106.93,0.58,16.42,28-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Dec-2018 - 00:00,24.56,50.08,33.87,15.16,2.31,7.9,13.61,10.25,112.19,65.89,148.61,0.49,15.36,29-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Dec-2018 - 00:00,24.5,45.43,39.48,18.3,2.46,9.14,13.64,12.73,155.15,87.57,121.71,0.49,13.61,30-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Dec-2018 - 00:00,23.75,45.19,41.46,21.17,2.48,8.52,13.95,12.16,160.29,93.88,122.69,0.5,13.53,31-Dec-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Dec-2018 - 00:00,16.43,30.38,59.18,27.14,3.05,4.53,14.44,96.35,159.01,102.19,62.24,0.39,9.58,01-Jan-2019 - 00:00,"GM Office, Brajrajnagar - OSPCB"
