from date,NO2,NH3,NOx,NO,CO,Ozone,SO2,Benzene,PM10,PM2.5,WD,WS,AT,to date,station
05-May-2018 - 00:00,21.82,9.21,28.6,6.79,3.34,26.38,12.9,0.0,163.28,66.46,203.39,1.35,32.88,06-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-May-2018 - 00:00,20.99,8.43,25.85,4.85,3.27,29.92,12.89,0.0,162.49,65.09,206.17,1.14,34.16,07-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-May-2018 - 00:00,18.32,7.67,22.42,4.09,3.2,32.84,13.26,0.0,155.04,70.58,204.37,1.21,35.26,08-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-May-2018 - 00:00,19.42,7.76,24.79,6.53,3.27,27.57,13.33,0.0,166.93,59.88,197.92,0.98,35.49,09-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-May-2018 - 00:00,22.57,8.16,23.99,7.14,2.76,24.85,13.15,0.0,232.93,45.38,197.34,1.05,36.37,10-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-May-2018 - 00:00,18.36,10.43,23.72,5.37,3.29,30.42,13.11,0.0,160.03,66.39,173.44,1.07,33.5,11-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-May-2018 - 00:00,16.59,10.77,20.82,4.23,3.18,29.48,13.2,0.0,138.57,60.84,159.21,0.94,32.98,12-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-May-2018 - 00:00,17.53,9.39,21.22,3.69,3.14,32.07,13.04,0.0,118.07,50.71,191.19,1.06,32.95,13-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-May-2018 - 00:00,18.75,8.48,23.36,4.63,3.16,29.06,13.0,0.0,107.86,51.45,187.21,0.85,31.98,14-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-May-2018 - 00:00,15.29,8.05,20.06,4.8,3.13,17.09,12.68,0.0,62.78,34.71,171.78,1.39,26.05,15-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-May-2018 - 00:00,16.61,7.51,20.87,4.27,3.17,23.45,12.7,0.0,75.31,46.49,186.33,0.83,28.36,16-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-May-2018 - 00:00,19.1,7.61,23.01,3.91,3.14,29.13,12.71,0.0,109.14,54.15,190.41,0.95,31.0,17-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-May-2018 - 00:00,16.76,7.15,20.31,3.56,3.05,26.81,12.51,0.0,132.27,56.67,181.59,1.22,31.89,18-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-May-2018 - 00:00,13.95,6.59,16.78,2.83,3.04,32.27,12.67,0.24,118.44,51.81,193.79,1.26,30.77,19-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-May-2018 - 00:00,17.03,6.35,21.73,4.71,3.11,18.11,12.35,0.0,100.18,54.58,161.89,0.66,29.71,20-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-May-2018 - 00:00,15.49,5.91,21.17,5.69,3.13,28.81,12.67,0.0,120.26,60.1,176.39,0.91,29.87,21-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-May-2018 - 00:00,14.97,5.78,18.25,3.29,3.05,24.29,12.67,0.0,104.58,51.18,176.45,0.78,29.33,22-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-May-2018 - 00:00,17.2,5.5,22.53,5.34,3.16,22.47,12.51,0.0,136.4,73.95,183.98,0.96,29.43,23-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-May-2018 - 00:00,13.21,5.18,17.35,4.14,3.12,25.35,12.49,0.0,92.62,53.98,185.94,0.91,29.54,24-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-May-2018 - 00:00,13.81,4.7,18.06,4.26,2.99,27.52,12.46,0.0,94.3,47.25,194.47,0.96,30.91,25-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-May-2018 - 00:00,14.61,4.47,17.32,2.71,2.97,24.76,12.43,0.0,99.12,50.29,191.47,0.72,32.26,26-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-May-2018 - 00:00,15.6,4.38,18.71,3.11,2.97,25.76,12.53,0.0,107.2,50.18,181.21,1.18,32.25,27-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
