from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,SR,WD,VWS,WS,RF,AT,to date,station
22-Nov-2018 - 00:00,3.1,17.51,6.62,6.15,19.17,15.19,13.44,0.11,36.56,0.32,0.68,0.0,30.01,89.0,,3.0,94.9,-0.1,2.83,1.37,18.29,23-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
23-Nov-2018 - 00:00,30.16,57.59,5.84,7.08,31.74,22.4,16.57,0.49,58.12,0.84,1.53,0.08,34.43,88.9,897.0,3.52,124.74,-0.1,2.2,1.02,18.6,24-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
24-Nov-2018 - 00:00,75.66,136.44,10.2,15.56,52.44,40.54,12.81,0.49,64.55,2.03,2.39,0.13,29.27,85.0,,14.08,139.12,-0.04,1.62,0.0,19.48,25-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
25-Nov-2018 - 00:00,82.81,133.65,16.62,28.02,69.44,59.72,12.42,0.43,57.77,1.31,2.4,0.13,29.22,81.22,,32.15,106.24,-0.03,1.28,0.0,19.3,26-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
26-Nov-2018 - 00:00,71.19,118.39,11.76,13.67,57.74,41.83,10.62,0.37,87.6,1.1,2.12,0.11,29.41,80.01,,52.52,133.62,-0.07,1.56,0.0,18.58,27-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
27-Nov-2018 - 00:00,51.74,90.08,8.4,9.79,52.95,36.04,7.93,0.42,90.98,1.01,1.82,0.1,29.61,76.15,,38.05,144.74,-0.08,1.42,0.0,18.18,28-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
28-Nov-2018 - 00:00,46.4,85.78,9.35,6.66,39.9,26.65,8.0,0.46,75.82,1.04,1.66,0.08,29.75,83.66,,31.97,147.23,-0.06,1.91,0.0,18.64,29-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
29-Nov-2018 - 00:00,41.16,79.67,8.58,13.86,45.33,35.38,7.71,0.46,45.27,1.11,1.89,0.1,30.28,85.01,,12.66,122.71,-0.01,1.92,0.0,18.87,30-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
30-Nov-2018 - 00:00,42.52,75.2,14.87,18.02,53.94,43.35,9.54,0.55,47.96,1.15,2.4,0.18,32.85,78.58,756.0,60.81,136.56,-0.04,1.75,0.26,24.34,01-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
01-Dec-2018 - 00:00,37.46,70.89,9.36,18.6,51.98,42.76,5.5,0.48,47.05,1.07,1.93,0.11,29.48,76.48,,60.11,149.65,-0.04,1.72,0.0,19.01,02-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
02-Dec-2018 - 00:00,16.41,42.5,6.21,19.39,39.83,36.97,4.84,0.4,34.73,0.59,1.44,0.07,29.33,82.56,,58.59,165.93,-0.06,1.79,0.0,19.07,03-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
03-Dec-2018 - 00:00,29.34,63.58,9.19,12.19,39.74,31.05,6.5,0.47,45.42,0.83,1.5,0.06,29.22,83.9,,31.68,182.03,-0.04,2.12,0.0,19.11,04-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
04-Dec-2018 - 00:00,17.54,41.82,7.97,21.69,41.67,39.78,5.47,0.42,29.06,0.88,1.84,0.08,30.09,88.92,,2.43,152.77,-0.06,1.65,0.14,18.99,05-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
05-Dec-2018 - 00:00,22.01,49.59,7.06,19.13,38.44,36.0,5.62,0.49,27.16,0.92,1.98,0.09,30.29,86.56,,14.99,158.21,-0.03,1.53,0.0,19.73,06-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
06-Dec-2018 - 00:00,22.41,51.24,7.24,15.15,33.37,30.06,5.58,0.47,29.06,0.83,1.66,0.08,29.35,82.61,,57.0,149.86,-0.05,1.54,0.0,20.18,07-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
07-Dec-2018 - 00:00,44.84,79.12,7.72,12.41,41.07,31.93,10.49,0.61,43.13,1.0,1.62,0.08,30.12,83.58,,57.76,129.55,-0.06,1.45,0.0,19.78,08-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
08-Dec-2018 - 00:00,76.96,125.03,8.17,9.2,52.27,35.29,15.84,0.67,76.16,1.34,1.87,1.06,30.4,83.91,,39.17,153.65,-0.07,1.58,0.0,19.58,09-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
09-Dec-2018 - 00:00,84.72,133.4,7.12,11.44,58.77,40.54,17.02,0.62,85.64,1.23,1.74,0.07,30.31,84.46,,41.79,137.83,-0.09,1.51,0.0,19.2,10-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
10-Dec-2018 - 00:00,84.41,134.54,6.7,16.48,70.39,50.84,15.47,0.74,63.78,1.43,2.51,0.11,30.34,82.01,,45.09,150.79,-0.03,1.23,0.0,19.18,11-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
11-Dec-2018 - 00:00,73.66,117.62,8.78,29.97,84.72,69.43,12.15,0.79,55.84,1.46,2.57,0.16,30.5,79.47,,43.98,146.54,-0.05,1.22,0.0,19.11,12-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
12-Dec-2018 - 00:00,61.9,100.41,10.69,36.4,90.36,77.67,10.01,0.7,47.64,1.19,2.19,0.14,28.88,71.68,,53.72,130.58,-0.04,1.27,0.0,19.56,13-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
13-Dec-2018 - 00:00,46.38,83.03,7.34,23.53,68.76,55.7,9.59,0.56,43.49,1.29,2.3,0.12,30.04,80.34,,32.08,180.98,-0.03,1.53,0.0,19.14,14-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
14-Dec-2018 - 00:00,38.39,79.58,8.83,10.03,42.35,30.67,9.79,0.54,53.77,0.98,1.7,0.08,29.86,83.16,,37.28,180.4,-0.01,2.39,0.0,19.08,15-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
15-Dec-2018 - 00:00,65.72,120.44,9.29,6.8,41.11,27.39,12.06,0.54,96.37,1.42,1.44,0.06,29.91,81.93,,38.72,137.99,0.09,3.77,0.0,18.98,16-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
16-Dec-2018 - 00:00,63.74,112.82,10.63,6.45,45.46,29.44,10.75,0.66,92.26,1.53,1.62,0.07,29.88,78.73,,8.33,171.54,0.16,2.98,0.0,17.85,17-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
17-Dec-2018 - 00:00,30.17,57.45,8.54,8.94,56.45,37.28,7.43,0.63,57.17,1.11,2.11,0.11,30.19,67.23,,56.43,191.26,0.13,1.33,0.0,19.55,18-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
18-Dec-2018 - 00:00,44.26,80.65,9.67,10.16,51.37,34.78,9.35,0.38,66.39,1.37,2.47,0.83,30.68,76.17,,47.98,118.34,0.0,1.08,0.0,18.76,19-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
19-Dec-2018 - 00:00,15.46,38.89,8.65,20.02,55.75,45.94,6.91,0.32,30.62,1.06,2.36,0.16,30.57,81.56,,11.18,100.09,-0.01,1.28,0.0,17.47,20-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
20-Dec-2018 - 00:00,27.99,61.02,6.42,16.09,56.58,43.18,8.75,0.26,43.41,0.96,1.87,0.1,30.35,82.54,,35.78,127.89,-0.01,1.71,0.0,18.46,21-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
21-Dec-2018 - 00:00,28.72,65.86,8.39,14.17,48.93,37.53,8.92,0.29,40.47,0.89,1.79,0.09,30.32,84.01,,23.27,186.02,-0.01,1.88,0.0,19.12,22-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
22-Dec-2018 - 00:00,38.14,76.31,7.02,11.86,47.82,35.08,9.62,0.31,53.99,0.89,1.6,0.07,30.55,82.62,,42.1,203.58,-0.04,2.14,0.0,18.94,23-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
23-Dec-2018 - 00:00,60.46,118.74,9.86,14.76,59.03,43.39,12.52,0.32,52.57,1.07,1.93,0.11,30.24,85.35,,11.51,224.67,0.01,2.16,0.0,18.78,24-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
24-Dec-2018 - 00:00,73.14,137.4,11.77,17.9,73.29,53.54,12.64,0.39,58.73,1.38,2.25,0.14,30.05,82.41,,39.78,220.14,0.01,1.86,0.0,18.92,25-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
25-Dec-2018 - 00:00,65.51,117.15,11.34,26.04,92.2,70.23,10.67,0.42,52.37,1.36,2.61,0.18,30.14,71.35,,53.03,217.76,0.01,1.52,0.0,19.66,26-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
26-Dec-2018 - 00:00,41.24,71.5,13.55,21.22,80.22,59.91,8.82,0.27,52.08,1.04,2.23,0.16,30.43,64.14,,63.79,134.02,-0.05,1.13,0.0,19.51,27-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
27-Dec-2018 - 00:00,32.62,72.79,10.29,5.02,46.11,28.56,9.03,0.24,60.47,0.75,1.71,0.06,30.62,65.32,,48.28,164.88,-0.01,0.96,0.0,19.93,28-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
28-Dec-2018 - 00:00,54.88,101.4,10.1,17.89,63.68,48.39,12.19,0.32,42.27,1.1,3.79,0.12,30.31,83.07,,7.52,131.57,-0.01,0.94,0.0,19.01,29-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
29-Dec-2018 - 00:00,65.2,118.28,9.88,8.95,50.21,33.98,12.58,0.3,73.32,1.05,2.22,0.08,29.86,83.93,,27.03,192.6,-0.05,1.94,0.0,18.1,30-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
30-Dec-2018 - 00:00,56.16,100.99,10.28,9.21,54.83,36.65,11.15,0.29,86.78,1.12,1.51,0.08,30.32,78.96,,55.76,193.67,-0.02,2.22,0.0,18.2,31-Dec-2018 - 00:00,"Tirumala, Tirupati - APPCB"
31-Dec-2018 - 00:00,63.0,117.0,10.3,5.4,52.05,32.1,11.4,0.21,94.2,1.05,1.1,0.0,30.25,88.0,,2.0,211.5,0.0,2.35,0.0,16.75,01-Jan-2019 - 00:00,"Tirumala, Tirupati - APPCB"
