from date,Temp,RH,VWS,WD,WS,SR,PM2.5,CO,CH4,NO2,NO,NOx,NH3,SO2,NMHC,to date,THC,BP,station
21-Jul-2018 - 00:00,28.79,89.25,0.88,140.08,0.8,75.94,24.25,0.6,229.95,38.57,12.65,30.49,29.57,8.91,209.72,22-Jul-2018 - 00:00,439.89,995.35,"Talkatora District Industries Center, Lucknow - CPCB"
22-Jul-2018 - 00:00,31.87,75.9,0.62,103.62,0.65,120.92,20.47,0.6,229.49,38.77,12.48,30.57,29.51,8.08,209.69,23-Jul-2018 - 00:00,439.52,994.9,"Talkatora District Industries Center, Lucknow - CPCB"
23-Jul-2018 - 00:00,29.98,84.95,0.8,60.58,0.54,75.52,31.99,0.6,261.1,38.38,12.54,30.45,29.72,9.18,219.49,24-Jul-2018 - 00:00,479.63,994.07,"Talkatora District Industries Center, Lucknow - CPCB"
24-Jul-2018 - 00:00,30.12,87.2,0.44,97.25,0.69,71.33,47.86,0.56,306.67,38.39,12.61,30.5,29.68,6.57,233.04,25-Jul-2018 - 00:00,539.78,994.6,"Talkatora District Industries Center, Lucknow - CPCB"
25-Jul-2018 - 00:00,29.01,91.75,0.24,86.45,0.55,94.38,32.75,0.59,306.65,38.58,12.56,30.55,29.67,10.56,233.1,26-Jul-2018 - 00:00,540.32,994.37,"Talkatora District Industries Center, Lucknow - CPCB"
26-Jul-2018 - 00:00,27.87,94.51,0.29,153.05,0.89,76.87,22.44,0.63,306.68,44.61,22.49,33.07,29.3,8.5,233.07,27-Jul-2018 - 00:00,539.78,994.08,"Talkatora District Industries Center, Lucknow - CPCB"
27-Jul-2018 - 00:00,27.89,90.93,0.22,225.68,1.03,98.44,26.41,0.6,307.16,38.88,12.53,30.48,29.55,10.16,233.1,28-Jul-2018 - 00:00,539.84,996.07,"Talkatora District Industries Center, Lucknow - CPCB"
28-Jul-2018 - 00:00,27.83,94.14,0.28,238.06,0.85,62.53,11.34,0.6,307.34,38.51,12.99,30.63,29.63,5.28,233.15,29-Jul-2018 - 00:00,540.2,996.87,"Talkatora District Industries Center, Lucknow - CPCB"
29-Jul-2018 - 00:00,27.86,92.94,0.26,227.48,0.56,76.64,31.42,0.6,307.4,38.41,12.71,30.52,29.68,6.21,233.21,30-Jul-2018 - 00:00,539.74,995.98,"Talkatora District Industries Center, Lucknow - CPCB"
30-Jul-2018 - 00:00,26.45,94.94,0.3,188.89,0.55,67.27,48.51,0.61,306.9,38.25,12.88,30.59,29.66,5.08,232.96,31-Jul-2018 - 00:00,540.2,994.44,"Talkatora District Industries Center, Lucknow - CPCB"
31-Jul-2018 - 00:00,26.05,94.99,0.3,230.91,0.56,67.57,9.79,0.61,307.25,33.51,10.84,26.2,23.05,9.78,233.14,01-Aug-2018 - 00:00,539.45,994.09,"Talkatora District Industries Center, Lucknow - CPCB"
01-Aug-2018 - 00:00,26.25,94.43,0.29,291.94,0.82,72.09,3.95,0.54,307.03,27.06,9.0,21.58,12.85,8.62,232.9,02-Aug-2018 - 00:00,539.29,995.16,"Talkatora District Industries Center, Lucknow - CPCB"
02-Aug-2018 - 00:00,26.75,94.35,0.28,261.87,0.68,68.71,10.86,0.61,300.42,29.37,6.64,19.51,10.6,6.05,228.29,03-Aug-2018 - 00:00,528.91,997.28,"Talkatora District Industries Center, Lucknow - CPCB"
03-Aug-2018 - 00:00,26.06,94.96,0.3,258.7,0.76,56.15,19.75,0.6,306.76,28.63,8.17,20.77,11.27,6.34,232.97,04-Aug-2018 - 00:00,539.78,998.02,"Talkatora District Industries Center, Lucknow - CPCB"
04-Aug-2018 - 00:00,28.06,91.29,0.23,264.79,0.8,110.3,125.12,0.62,306.64,29.53,24.22,31.44,16.85,6.77,233.06,05-Aug-2018 - 00:00,540.1,997.64,"Talkatora District Industries Center, Lucknow - CPCB"
05-Aug-2018 - 00:00,28.14,92.27,0.25,139.93,0.28,61.66,187.45,0.61,306.47,37.53,17.56,30.03,23.04,7.44,232.93,06-Aug-2018 - 00:00,540.31,998.35,"Talkatora District Industries Center, Lucknow - CPCB"
06-Aug-2018 - 00:00,28.9,89.04,0.18,203.88,0.4,85.52,132.62,0.58,306.59,35.17,23.05,32.47,24.07,8.99,232.92,07-Aug-2018 - 00:00,540.22,997.08,"Talkatora District Industries Center, Lucknow - CPCB"
07-Aug-2018 - 00:00,29.22,89.36,0.19,88.32,0.37,96.35,135.01,0.65,307.03,37.62,17.57,29.96,22.88,14.09,232.7,08-Aug-2018 - 00:00,540.22,996.35,"Talkatora District Industries Center, Lucknow - CPCB"
08-Aug-2018 - 00:00,30.68,81.1,0.02,96.35,0.58,122.75,50.45,0.58,307.09,37.52,17.51,30.04,22.93,16.76,232.78,09-Aug-2018 - 00:00,540.11,997.29,"Talkatora District Industries Center, Lucknow - CPCB"
09-Aug-2018 - 00:00,31.19,81.44,0.03,97.8,0.49,104.87,63.33,0.61,307.19,41.16,15.48,31.02,24.05,12.19,232.88,10-Aug-2018 - 00:00,539.97,,"Talkatora District Industries Center, Lucknow - CPCB"
10-Aug-2018 - 00:00,31.89,80.26,0.01,141.82,0.44,108.12,52.13,0.58,306.63,56.19,5.76,32.92,28.89,10.13,232.85,11-Aug-2018 - 00:00,540.44,999.26,"Talkatora District Industries Center, Lucknow - CPCB"
11-Aug-2018 - 00:00,29.04,94.2,0.28,185.13,0.51,57.02,40.96,0.62,307.02,54.62,4.06,31.26,28.37,8.07,233.4,12-Aug-2018 - 00:00,539.47,995.93,"Talkatora District Industries Center, Lucknow - CPCB"
12-Aug-2018 - 00:00,26.96,95.0,0.3,205.7,0.5,49.17,39.2,0.59,307.29,55.21,3.59,30.57,28.65,7.45,233.64,13-Aug-2018 - 00:00,539.75,994.02,"Talkatora District Industries Center, Lucknow - CPCB"
13-Aug-2018 - 00:00,27.73,91.87,0.24,185.49,0.46,73.23,39.2,0.58,306.68,54.37,4.76,31.04,28.91,9.95,232.97,14-Aug-2018 - 00:00,539.78,995.32,"Talkatora District Industries Center, Lucknow - CPCB"
14-Aug-2018 - 00:00,30.16,85.75,0.11,173.27,0.27,123.52,267.81,0.61,307.44,52.73,5.44,31.2,31.04,11.05,232.96,15-Aug-2018 - 00:00,540.04,995.95,"Talkatora District Industries Center, Lucknow - CPCB"
15-Aug-2018 - 00:00,29.45,95.0,0.3,123.14,0.14,31.23,349.3,0.55,306.39,48.2,6.88,30.97,29.32,11.06,232.69,16-Aug-2018 - 00:00,540.15,996.44,"Talkatora District Industries Center, Lucknow - CPCB"
16-Aug-2018 - 00:00,31.59,83.29,-1.2,89.37,0.45,38.62,22.83,0.53,222.45,31.28,9.27,30.77,28.53,17.78,197.31,17-Aug-2018 - 00:00,420.25,997.25,"Talkatora District Industries Center, Lucknow - CPCB"
17-Aug-2018 - 00:00,32.31,80.4,-0.75,108.05,0.57,125.34,124.76,0.62,229.27,26.78,7.2,33.14,28.94,14.58,210.16,18-Aug-2018 - 00:00,439.28,996.42,"Talkatora District Industries Center, Lucknow - CPCB"
18-Aug-2018 - 00:00,32.77,76.81,-0.68,124.25,0.47,133.12,163.63,0.65,229.9,26.9,7.24,33.67,28.95,8.78,209.69,19-Aug-2018 - 00:00,439.72,995.91,"Talkatora District Industries Center, Lucknow - CPCB"
19-Aug-2018 - 00:00,32.43,78.9,-0.78,194.18,0.49,110.62,34.88,0.61,229.64,26.98,8.93,34.68,28.78,9.78,209.94,20-Aug-2018 - 00:00,439.73,995.53,"Talkatora District Industries Center, Lucknow - CPCB"
20-Aug-2018 - 00:00,31.26,83.07,-0.79,71.17,0.45,118.67,74.2,0.69,250.37,27.26,9.2,34.89,28.48,10.43,220.2,21-Aug-2018 - 00:00,470.86,997.85,"Talkatora District Industries Center, Lucknow - CPCB"
21-Aug-2018 - 00:00,31.46,81.68,-0.46,91.08,0.52,106.6,54.46,0.63,248.6,22.44,12.87,32.13,24.71,8.13,219.33,22-Aug-2018 - 00:00,468.11,997.09,"Talkatora District Industries Center, Lucknow - CPCB"
22-Aug-2018 - 00:00,31.12,83.83,-0.17,140.49,0.77,108.27,84.78,0.59,236.95,20.04,13.96,29.96,22.99,6.25,206.62,23-Aug-2018 - 00:00,440.38,996.87,"Talkatora District Industries Center, Lucknow - CPCB"
23-Aug-2018 - 00:00,28.65,91.89,-0.75,158.62,0.48,67.85,75.71,0.59,230.19,20.03,14.02,30.05,23.07,6.13,210.03,24-Aug-2018 - 00:00,440.07,997.88,"Talkatora District Industries Center, Lucknow - CPCB"
24-Aug-2018 - 00:00,28.27,94.13,-0.59,258.59,0.59,78.55,76.0,0.59,229.77,20.06,14.03,30.02,22.99,5.56,210.33,25-Aug-2018 - 00:00,439.92,997.6,"Talkatora District Industries Center, Lucknow - CPCB"
25-Aug-2018 - 00:00,28.01,92.4,0.02,287.12,0.95,80.58,89.41,0.63,271.56,24.07,10.46,31.42,26.25,4.29,206.56,26-Aug-2018 - 00:00,477.89,996.84,"Talkatora District Industries Center, Lucknow - CPCB"
26-Aug-2018 - 00:00,28.27,92.99,-0.37,204.74,0.59,72.43,634.25,0.6,346.38,26.57,7.59,33.97,29.3,2.84,198.98,27-Aug-2018 - 00:00,545.37,995.86,"Talkatora District Industries Center, Lucknow - CPCB"
27-Aug-2018 - 00:00,31.47,82.55,-0.24,146.1,0.68,140.44,438.26,0.58,313.8,26.26,9.41,34.79,28.79,4.3,175.69,28-Aug-2018 - 00:00,489.49,997.62,"Talkatora District Industries Center, Lucknow - CPCB"
28-Aug-2018 - 00:00,30.83,85.94,-0.41,113.09,0.66,101.87,47.8,0.57,335.66,19.95,13.97,29.95,23.07,5.26,195.8,29-Aug-2018 - 00:00,531.5,999.33,"Talkatora District Industries Center, Lucknow - CPCB"
29-Aug-2018 - 00:00,29.91,88.08,-0.55,108.86,0.54,95.66,52.0,0.66,224.02,19.94,14.04,29.97,22.98,7.13,129.61,30-Aug-2018 - 00:00,353.64,,"Talkatora District Industries Center, Lucknow - CPCB"
30-Aug-2018 - 00:00,28.99,89.56,-0.71,216.1,0.47,83.96,32.61,0.61,14.1,23.98,10.26,31.13,26.31,7.3,8.29,31-Aug-2018 - 00:00,22.39,998.36,"Talkatora District Industries Center, Lucknow - CPCB"
31-Aug-2018 - 00:00,27.5,94.01,-0.76,181.31,0.5,55.26,32.24,0.61,3.43,27.33,9.31,32.31,28.69,6.69,2.02,01-Sep-2018 - 00:00,5.44,998.85,"Talkatora District Industries Center, Lucknow - CPCB"
01-Sep-2018 - 00:00,29.19,89.5,-0.69,157.64,0.46,97.77,15.63,0.68,78.45,26.51,6.63,31.96,28.97,4.74,33.73,02-Sep-2018 - 00:00,451.88,999.68,"Talkatora District Industries Center, Lucknow - CPCB"
02-Sep-2018 - 00:00,27.98,92.6,-0.83,119.38,0.4,91.33,8.14,0.59,2.69,27.03,5.49,30.9,28.83,3.98,1.35,03-Sep-2018 - 00:00,4.04,,"Talkatora District Industries Center, Lucknow - CPCB"
03-Sep-2018 - 00:00,26.5,94.98,-0.95,192.25,0.36,58.39,36.97,0.66,6.1,26.96,5.72,30.98,28.84,4.66,3.05,04-Sep-2018 - 00:00,9.15,,"Talkatora District Industries Center, Lucknow - CPCB"
04-Sep-2018 - 00:00,26.78,95.0,-0.81,164.16,0.42,52.99,97.44,0.65,43.79,26.85,7.88,32.54,28.43,8.03,21.9,05-Sep-2018 - 00:00,65.7,,"Talkatora District Industries Center, Lucknow - CPCB"
05-Sep-2018 - 00:00,26.79,94.45,-0.53,266.23,0.62,49.21,54.93,0.69,28.69,27.73,6.14,30.83,28.54,7.15,14.35,06-Sep-2018 - 00:00,43.03,999.4,"Talkatora District Industries Center, Lucknow - CPCB"
06-Sep-2018 - 00:00,28.35,93.95,-0.94,159.82,0.35,59.87,75.82,0.73,53.38,26.69,6.06,31.67,28.87,7.21,28.72,07-Sep-2018 - 00:00,81.97,999.22,"Talkatora District Industries Center, Lucknow - CPCB"
07-Sep-2018 - 00:00,29.98,82.08,-0.31,87.06,0.63,79.48,49.29,0.58,75.21,27.12,5.92,30.98,28.65,7.87,43.4,08-Sep-2018 - 00:00,118.61,,"Talkatora District Industries Center, Lucknow - CPCB"
08-Sep-2018 - 00:00,29.33,85.07,0.2,147.44,0.98,53.94,48.12,0.61,78.8,27.17,6.07,30.99,28.73,6.68,47.44,09-Sep-2018 - 00:00,126.23,,"Talkatora District Industries Center, Lucknow - CPCB"
09-Sep-2018 - 00:00,29.28,80.12,-0.14,219.65,0.79,150.18,27.05,0.57,81.24,26.86,5.13,31.17,28.98,6.85,43.46,10-Sep-2018 - 00:00,124.69,,"Talkatora District Industries Center, Lucknow - CPCB"
10-Sep-2018 - 00:00,28.28,86.33,0.49,266.38,1.3,57.74,38.43,0.56,82.67,27.07,4.72,30.95,28.83,4.68,39.87,11-Sep-2018 - 00:00,122.54,,"Talkatora District Industries Center, Lucknow - CPCB"
11-Sep-2018 - 00:00,28.82,86.64,0.69,268.18,1.45,327.9,40.96,0.67,,26.52,6.08,31.88,29.16,4.36,,12-Sep-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
12-Sep-2018 - 00:00,28.7,88.77,0.39,266.71,1.25,358.72,34.87,0.77,,27.07,6.05,32.85,28.85,3.78,,13-Sep-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
13-Sep-2018 - 00:00,29.09,82.83,0.35,284.0,1.18,321.09,41.32,0.82,,27.03,8.07,33.4,28.84,4.11,,14-Sep-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
14-Sep-2018 - 00:00,29.94,79.27,0.59,277.1,1.34,72.98,47.47,0.8,154.77,26.99,7.23,32.95,28.91,4.17,71.69,15-Sep-2018 - 00:00,226.53,,"Talkatora District Industries Center, Lucknow - CPCB"
15-Sep-2018 - 00:00,30.31,76.02,0.48,289.49,1.17,23.68,48.55,0.83,240.29,26.47,6.64,32.95,29.3,3.88,103.84,16-Sep-2018 - 00:00,344.12,,"Talkatora District Industries Center, Lucknow - CPCB"
16-Sep-2018 - 00:00,30.66,70.8,0.21,266.42,0.98,23.68,56.4,0.82,243.48,26.26,7.13,33.08,29.36,4.3,103.6,17-Sep-2018 - 00:00,347.07,,"Talkatora District Industries Center, Lucknow - CPCB"
17-Sep-2018 - 00:00,31.76,66.31,0.17,309.58,0.85,23.67,49.28,0.83,240.52,26.45,7.32,33.64,29.13,4.09,105.93,18-Sep-2018 - 00:00,346.46,,"Talkatora District Industries Center, Lucknow - CPCB"
18-Sep-2018 - 00:00,30.68,68.27,-0.12,303.3,0.78,23.67,119.49,0.79,240.71,26.52,6.56,32.64,29.28,8.45,102.11,19-Sep-2018 - 00:00,342.82,,"Talkatora District Industries Center, Lucknow - CPCB"
19-Sep-2018 - 00:00,30.75,63.16,-0.29,297.39,0.64,23.67,92.86,0.81,216.91,26.41,6.6,32.98,30.67,4.7,95.09,20-Sep-2018 - 00:00,312.0,996.8,"Talkatora District Industries Center, Lucknow - CPCB"
20-Sep-2018 - 00:00,30.78,70.67,-0.4,114.53,0.55,23.67,85.7,0.78,239.2,26.89,6.3,33.03,32.08,5.92,104.37,21-Sep-2018 - 00:00,343.58,,"Talkatora District Industries Center, Lucknow - CPCB"
21-Sep-2018 - 00:00,28.3,83.37,-0.08,85.99,0.69,23.67,46.63,0.81,242.95,26.79,7.57,33.18,31.93,5.13,100.35,22-Sep-2018 - 00:00,343.3,,"Talkatora District Industries Center, Lucknow - CPCB"
22-Sep-2018 - 00:00,26.96,90.78,0.26,113.09,0.91,23.67,29.63,0.8,240.11,26.54,8.96,33.65,32.01,4.75,103.59,23-Sep-2018 - 00:00,343.7,,"Talkatora District Industries Center, Lucknow - CPCB"
23-Sep-2018 - 00:00,29.95,83.36,-0.02,139.88,0.85,23.67,73.35,0.78,229.59,26.54,7.0,33.09,32.21,4.27,109.33,24-Sep-2018 - 00:00,338.92,,"Talkatora District Industries Center, Lucknow - CPCB"
24-Sep-2018 - 00:00,30.78,70.78,0.44,244.94,1.06,23.67,59.84,0.83,241.68,26.47,7.29,33.63,32.06,5.15,103.78,25-Sep-2018 - 00:00,345.45,,"Talkatora District Industries Center, Lucknow - CPCB"
25-Sep-2018 - 00:00,28.52,79.47,0.5,273.2,1.18,23.67,41.54,0.77,244.66,28.15,8.2,34.55,31.9,4.42,102.92,26-Sep-2018 - 00:00,347.58,,"Talkatora District Industries Center, Lucknow - CPCB"
26-Sep-2018 - 00:00,28.43,80.37,-0.43,297.99,0.62,23.67,58.59,0.79,241.74,28.71,7.77,36.36,31.94,5.55,103.91,27-Sep-2018 - 00:00,345.66,,"Talkatora District Industries Center, Lucknow - CPCB"
27-Sep-2018 - 00:00,30.14,73.98,-0.59,286.87,0.56,23.67,67.29,0.81,238.18,34.14,7.76,35.55,31.97,6.18,106.69,28-Sep-2018 - 00:00,344.87,,"Talkatora District Industries Center, Lucknow - CPCB"
28-Sep-2018 - 00:00,30.33,71.88,-0.56,300.63,0.51,23.67,93.09,0.8,239.84,50.45,7.59,32.74,32.09,6.16,102.74,29-Sep-2018 - 00:00,342.58,,"Talkatora District Industries Center, Lucknow - CPCB"
29-Sep-2018 - 00:00,30.73,63.51,0.09,280.27,0.93,43.27,82.16,0.99,307.43,49.39,9.66,33.48,33.1,7.74,152.51,30-Sep-2018 - 00:00,459.99,,"Talkatora District Industries Center, Lucknow - CPCB"
30-Sep-2018 - 00:00,31.4,58.73,0.06,303.55,0.85,51.79,75.4,0.7,335.22,50.21,11.9,35.43,37.13,11.41,201.93,01-Oct-2018 - 00:00,537.15,,"Talkatora District Industries Center, Lucknow - CPCB"
01-Oct-2018 - 00:00,29.93,64.97,-0.08,302.67,0.82,51.71,84.24,0.72,338.94,50.53,12.4,35.54,37.08,9.7,204.24,02-Oct-2018 - 00:00,543.17,,"Talkatora District Industries Center, Lucknow - CPCB"
02-Oct-2018 - 00:00,30.12,64.58,-0.26,287.97,0.72,53.91,94.88,0.68,337.28,50.11,12.17,35.17,37.15,8.14,201.18,03-Oct-2018 - 00:00,538.46,,"Talkatora District Industries Center, Lucknow - CPCB"
03-Oct-2018 - 00:00,31.02,61.24,-0.53,271.29,0.51,52.4,103.78,0.72,339.63,50.12,11.67,35.58,37.19,7.46,203.72,04-Oct-2018 - 00:00,543.35,,"Talkatora District Industries Center, Lucknow - CPCB"
04-Oct-2018 - 00:00,30.45,61.84,-0.66,221.86,0.45,57.51,104.89,0.65,339.5,49.44,11.96,35.64,37.33,6.9,205.69,05-Oct-2018 - 00:00,545.2,,"Talkatora District Industries Center, Lucknow - CPCB"
05-Oct-2018 - 00:00,30.35,60.1,-0.67,251.08,0.45,61.23,93.7,0.72,339.55,48.61,12.62,35.73,37.63,7.75,203.53,06-Oct-2018 - 00:00,543.08,,"Talkatora District Industries Center, Lucknow - CPCB"
06-Oct-2018 - 00:00,30.49,59.28,-0.73,290.6,0.39,61.08,116.03,0.68,340.86,49.57,12.01,35.6,37.27,7.07,205.73,07-Oct-2018 - 00:00,546.59,,"Talkatora District Industries Center, Lucknow - CPCB"
07-Oct-2018 - 00:00,29.72,58.22,-0.69,271.65,0.42,59.07,120.82,0.7,339.81,48.93,13.3,36.58,37.05,5.41,203.38,08-Oct-2018 - 00:00,543.19,,"Talkatora District Industries Center, Lucknow - CPCB"
08-Oct-2018 - 00:00,29.55,60.66,-0.59,241.2,0.47,54.93,129.15,0.68,339.71,48.98,12.62,35.98,37.26,7.53,203.97,09-Oct-2018 - 00:00,543.68,,"Talkatora District Industries Center, Lucknow - CPCB"
09-Oct-2018 - 00:00,29.73,61.71,-0.58,161.24,0.48,49.6,109.71,0.68,341.03,48.74,12.2,35.4,37.51,7.8,202.92,10-Oct-2018 - 00:00,543.96,,"Talkatora District Industries Center, Lucknow - CPCB"
10-Oct-2018 - 00:00,28.73,69.02,-0.16,125.01,0.76,53.12,106.11,0.69,342.16,48.96,12.0,35.55,37.49,6.3,204.43,11-Oct-2018 - 00:00,546.59,,"Talkatora District Industries Center, Lucknow - CPCB"
11-Oct-2018 - 00:00,28.37,70.91,-0.41,108.91,0.58,57.89,109.72,0.69,338.96,49.01,11.34,35.06,37.56,7.72,204.96,12-Oct-2018 - 00:00,543.9,,"Talkatora District Industries Center, Lucknow - CPCB"
12-Oct-2018 - 00:00,27.86,71.82,-0.69,122.22,0.38,63.69,76.13,0.71,338.65,49.07,11.46,35.18,37.54,7.35,203.4,13-Oct-2018 - 00:00,542.05,,"Talkatora District Industries Center, Lucknow - CPCB"
13-Oct-2018 - 00:00,27.83,69.93,-0.42,267.73,0.61,65.28,89.06,0.71,209.47,51.51,9.94,32.86,41.8,8.06,125.69,14-Oct-2018 - 00:00,335.17,,"Talkatora District Industries Center, Lucknow - CPCB"
14-Oct-2018 - 00:00,26.31,54.31,0.18,284.83,0.94,65.67,105.7,0.77,2.36,58.46,7.01,30.33,49.14,5.74,1.46,15-Oct-2018 - 00:00,3.82,,"Talkatora District Industries Center, Lucknow - CPCB"
15-Oct-2018 - 00:00,29.28,47.16,0.17,275.22,0.9,67.53,115.65,0.81,287.95,61.88,6.62,30.2,49.06,6.26,218.22,16-Oct-2018 - 00:00,506.26,,"Talkatora District Industries Center, Lucknow - CPCB"
16-Oct-2018 - 00:00,27.46,55.09,-0.47,237.32,0.53,65.98,134.92,0.8,288.99,47.02,6.81,29.61,49.26,6.49,222.11,17-Oct-2018 - 00:00,511.09,,"Talkatora District Industries Center, Lucknow - CPCB"
17-Oct-2018 - 00:00,28.45,55.45,-0.74,181.5,0.33,58.07,125.83,0.79,289.26,46.53,7.22,29.94,49.34,8.43,224.36,18-Oct-2018 - 00:00,513.62,,"Talkatora District Industries Center, Lucknow - CPCB"
18-Oct-2018 - 00:00,29.11,56.93,-0.84,212.53,0.32,56.08,134.98,0.8,290.34,46.97,7.35,30.25,49.16,7.05,228.17,19-Oct-2018 - 00:00,518.5,,"Talkatora District Industries Center, Lucknow - CPCB"
19-Oct-2018 - 00:00,29.13,53.44,-0.68,203.77,0.39,60.16,127.64,0.82,288.23,47.03,7.34,30.11,49.26,6.55,223.17,20-Oct-2018 - 00:00,511.39,,"Talkatora District Industries Center, Lucknow - CPCB"
20-Oct-2018 - 00:00,28.32,54.36,-0.84,241.97,0.3,70.57,135.75,0.82,291.09,46.5,7.35,30.14,49.29,8.72,224.06,21-Oct-2018 - 00:00,515.14,,"Talkatora District Industries Center, Lucknow - CPCB"
21-Oct-2018 - 00:00,28.28,47.34,-0.97,134.45,0.2,71.15,119.58,0.78,288.85,46.85,7.12,30.18,49.23,8.14,226.8,22-Oct-2018 - 00:00,515.66,,"Talkatora District Industries Center, Lucknow - CPCB"
22-Oct-2018 - 00:00,27.25,40.87,-0.57,298.78,0.47,68.68,110.12,0.74,248.0,43.9,6.59,27.95,49.34,6.4,223.37,23-Oct-2018 - 00:00,471.44,,"Talkatora District Industries Center, Lucknow - CPCB"
23-Oct-2018 - 00:00,25.72,46.0,-0.36,276.04,0.58,70.66,134.48,0.79,265.5,42.8,6.82,27.42,49.27,6.29,260.51,24-Oct-2018 - 00:00,476.66,,"Talkatora District Industries Center, Lucknow - CPCB"
24-Oct-2018 - 00:00,25.47,54.27,-0.87,270.52,0.31,70.99,159.07,0.87,199.91,50.95,42.14,58.66,70.51,6.58,194.03,25-Oct-2018 - 00:00,343.03,,"Talkatora District Industries Center, Lucknow - CPCB"
25-Oct-2018 - 00:00,26.25,52.87,-0.93,133.22,0.22,76.0,192.84,0.83,380.61,114.48,66.92,112.64,74.03,8.57,285.28,26-Oct-2018 - 00:00,664.81,,"Talkatora District Industries Center, Lucknow - CPCB"
26-Oct-2018 - 00:00,26.04,53.84,-1.11,161.91,0.18,82.59,185.51,0.52,550.7,94.78,84.0,117.23,70.36,7.49,350.5,27-Oct-2018 - 00:00,902.92,,"Talkatora District Industries Center, Lucknow - CPCB"
27-Oct-2018 - 00:00,25.82,57.29,-0.87,175.73,0.19,89.29,200.92,0.83,549.54,93.74,96.53,126.89,95.93,7.45,350.59,28-Oct-2018 - 00:00,899.91,,"Talkatora District Industries Center, Lucknow - CPCB"
28-Oct-2018 - 00:00,26.75,53.13,-0.18,192.8,0.28,217.18,159.98,0.9,547.71,63.71,41.39,66.57,60.9,5.93,349.16,29-Oct-2018 - 00:00,900.79,,"Talkatora District Industries Center, Lucknow - CPCB"
29-Oct-2018 - 00:00,25.24,58.79,-0.34,194.03,0.19,171.62,180.01,0.7,549.64,92.21,145.39,156.06,153.86,8.31,350.4,30-Oct-2018 - 00:00,896.15,,"Talkatora District Industries Center, Lucknow - CPCB"
30-Oct-2018 - 00:00,25.9,55.34,-0.38,133.8,0.17,159.87,166.52,0.81,550.81,113.68,128.77,163.23,132.8,8.37,350.83,31-Oct-2018 - 00:00,900.04,,"Talkatora District Industries Center, Lucknow - CPCB"
31-Oct-2018 - 00:00,26.13,55.84,-0.43,151.82,0.21,161.34,168.59,0.89,714.68,89.69,63.02,97.53,60.13,9.42,526.23,01-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
01-Nov-2018 - 00:00,25.81,56.26,-0.37,187.8,0.2,149.88,185.45,0.87,864.99,86.52,85.03,113.91,30.89,11.06,660.53,02-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
02-Nov-2018 - 00:00,25.39,61.73,-0.36,175.6,0.21,130.78,207.85,1.02,887.37,97.92,87.09,121.33,43.07,10.5,675.59,03-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
03-Nov-2018 - 00:00,25.42,58.51,-0.1,123.12,0.33,128.54,174.16,1.25,937.33,89.36,42.08,80.89,35.32,9.69,747.41,04-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
04-Nov-2018 - 00:00,25.73,58.61,0.19,80.65,0.43,166.77,174.23,1.27,,52.23,9.11,34.93,34.58,7.04,830.77,05-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
05-Nov-2018 - 00:00,23.85,55.91,0.37,252.32,0.62,149.56,137.5,1.35,210.79,35.41,9.36,25.87,28.22,5.84,733.13,06-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
06-Nov-2018 - 00:00,21.41,55.0,0.76,299.97,0.9,139.97,214.71,1.31,,40.61,8.05,27.52,28.47,6.62,733.77,07-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
07-Nov-2018 - 00:00,19.9,55.75,-0.05,261.4,0.43,112.11,315.72,1.41,409.46,60.19,27.28,53.77,36.3,8.04,626.0,08-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
08-Nov-2018 - 00:00,20.0,56.59,-0.47,191.52,0.16,133.76,441.34,1.01,,65.38,39.63,66.26,42.5,12.94,700.54,09-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
09-Nov-2018 - 00:00,20.04,57.09,-0.32,230.57,0.19,137.06,299.4,0.83,,65.04,45.51,71.0,54.92,6.79,656.36,10-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
10-Nov-2018 - 00:00,20.9,64.07,-0.5,197.75,0.12,117.33,246.42,0.91,,70.72,70.64,94.12,69.66,7.79,599.89,11-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
11-Nov-2018 - 00:00,21.35,65.26,-0.32,251.87,0.22,126.93,217.5,0.7,,80.09,43.26,77.1,45.56,5.89,598.86,12-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
12-Nov-2018 - 00:00,21.34,69.85,-0.24,250.79,0.26,117.52,238.69,1.11,,84.83,69.27,100.51,52.22,7.06,600.83,13-Nov-2018 - 00:00,,,"Talkatora District Industries Center, Lucknow - CPCB"
