from date,PM2.5,PM10,RH,VWS,BP,SR,AT,WS,WD,CO,SO2,Ozone,NO2,NO,NOx,Benzene,Xylene,Toluene,to date,station
25-Aug-2018 - 00:00,24.52,68.9,87.26,-0.5,749.84,45.45,18.03,0.6,147.38,0.56,14.31,21.24,29.82,10.59,15.44,2.45,1.23,10.43,26-Aug-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Aug-2018 - 00:00,22.8,17.75,87.71,-0.41,751.03,48.83,17.83,2.23,135.95,0.57,12.25,28.31,24.84,8.85,12.87,1.93,0.01,6.72,27-Aug-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Aug-2018 - 00:00,32.54,74.57,79.0,-0.4,749.39,94.64,23.17,1.48,220.9,0.62,12.66,38.04,13.76,6.4,8.12,1.89,0.02,5.2,28-Aug-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Aug-2018 - 00:00,29.14,82.14,78.93,-0.4,748.43,92.7,23.13,2.61,235.14,0.51,12.63,42.92,12.3,13.98,14.61,1.44,0.14,3.48,29-Aug-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Aug-2018 - 00:00,37.3,95.22,78.76,-0.4,747.34,119.23,23.49,1.53,208.95,0.5,15.14,44.74,18.68,13.32,23.67,1.77,0.01,7.45,30-Aug-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Aug-2018 - 00:00,42.19,125.51,79.1,-0.47,748.26,92.1,21.93,0.64,171.1,0.64,17.19,53.54,20.59,24.68,25.71,1.55,2.12,9.76,31-Aug-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-Aug-2018 - 00:00,31.74,69.36,80.07,-0.45,747.86,95.02,21.24,1.25,170.46,1.2,15.96,48.68,10.43,11.52,10.54,0.25,0.0,8.95,01-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Sep-2018 - 00:00,26.29,74.49,78.18,-0.43,746.96,133.84,21.32,0.66,188.02,1.17,13.95,63.6,16.83,11.2,12.03,1.69,0.0,6.25,02-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Sep-2018 - 00:00,31.05,53.22,80.01,-0.44,746.74,117.83,21.35,0.82,172.64,1.09,13.83,44.86,14.23,13.83,12.91,1.84,0.0,6.51,03-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Sep-2018 - 00:00,26.25,32.23,87.94,-0.42,747.23,48.98,16.71,0.84,166.76,1.21,11.96,35.25,27.23,16.71,16.35,1.76,0.0,5.7,04-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Sep-2018 - 00:00,33.89,56.71,84.74,-0.44,747.15,91.08,18.56,1.0,161.48,1.26,11.0,34.04,21.07,16.02,15.94,2.2,0.0,7.14,05-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Sep-2018 - 00:00,39.96,106.47,78.67,-0.46,747.68,117.72,21.77,0.89,170.24,1.16,15.67,43.54,20.09,16.93,16.84,2.28,0.0,6.53,06-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Sep-2018 - 00:00,31.44,72.98,77.73,-0.43,748.2,124.04,21.81,1.54,197.12,1.03,13.98,63.68,16.04,12.44,9.85,1.34,0.0,3.59,07-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Sep-2018 - 00:00,34.95,64.54,81.05,-0.41,748.27,76.81,19.45,5.28,230.77,0.94,13.07,58.18,9.41,17.45,17.0,0.7,0.0,0.95,08-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Sep-2018 - 00:00,47.6,90.25,77.86,-0.4,744.67,161.27,21.26,1.76,227.61,1.32,10.83,50.41,24.54,15.8,16.37,1.25,0.0,3.09,09-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Sep-2018 - 00:00,59.35,187.31,73.2,-0.46,742.39,128.25,23.15,0.58,144.79,1.19,11.84,46.11,26.35,15.1,17.42,1.91,2.14,5.93,10-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Sep-2018 - 00:00,56.95,260.9,70.62,-0.51,740.48,146.61,23.13,0.86,147.3,1.18,12.66,40.83,26.68,13.6,16.53,1.62,0.0,7.38,11-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Sep-2018 - 00:00,50.65,251.3,73.24,-0.53,741.09,136.38,22.63,0.96,164.43,0.77,14.27,36.05,24.09,14.61,16.47,1.5,0.0,5.65,12-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Sep-2018 - 00:00,40.71,232.38,74.81,-0.59,744.14,97.57,21.29,1.11,157.68,0.59,14.37,40.85,14.56,12.81,12.29,1.06,0.0,4.19,13-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Sep-2018 - 00:00,42.22,209.49,73.43,-0.54,744.23,146.7,22.39,1.39,152.78,0.34,14.11,42.62,21.5,12.65,14.44,1.0,0.0,4.1,14-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Sep-2018 - 00:00,44.06,259.22,69.72,-0.52,742.15,144.04,23.42,1.22,155.72,0.57,14.75,46.15,27.49,13.42,23.48,1.19,0.0,3.0,15-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Sep-2018 - 00:00,68.3,283.08,69.34,-0.52,741.07,149.52,24.0,0.79,159.9,0.83,12.16,47.46,32.29,12.71,24.61,1.41,0.0,3.98,16-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Sep-2018 - 00:00,80.85,296.97,79.29,-0.49,742.53,75.06,19.42,0.35,173.56,0.3,11.36,22.36,28.7,15.36,18.27,1.26,0.0,2.43,17-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Sep-2018 - 00:00,69.8,204.26,60.46,-0.47,744.11,144.65,26.97,1.57,152.22,0.93,13.8,87.11,48.13,31.53,36.15,3.75,13.07,7.12,18-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Sep-2018 - 00:00,63.69,249.66,65.57,-0.48,743.83,147.05,24.66,0.9,158.19,0.61,14.55,84.72,34.5,44.14,48.18,2.59,1.31,4.29,19-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Sep-2018 - 00:00,70.24,215.63,61.27,-0.45,743.62,149.86,24.39,1.64,151.58,0.66,14.73,103.24,26.24,26.53,26.8,1.46,1.31,3.05,20-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Sep-2018 - 00:00,52.14,199.24,72.27,-0.41,744.03,95.65,20.47,2.37,215.94,0.49,11.35,88.71,24.43,4.29,9.74,0.94,8.64,3.28,21-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Sep-2018 - 00:00,23.09,63.57,80.07,-0.42,744.1,75.09,18.5,6.13,232.98,0.43,15.26,58.95,12.09,4.15,6.16,0.82,3.06,14.32,22-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Sep-2018 - 00:00,41.09,127.48,77.09,-0.42,740.48,116.1,19.73,4.93,249.92,0.43,17.43,71.15,12.01,4.68,6.49,19.27,3.31,0.19,23-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Sep-2018 - 00:00,68.57,113.27,70.48,-0.42,737.96,71.3,23.66,1.2,227.2,0.67,16.32,73.57,39.05,7.59,16.06,0.67,1.12,1.09,24-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Sep-2018 - 00:00,69.21,139.48,66.99,-0.48,739.55,81.36,25.43,0.8,174.52,0.69,13.18,54.47,53.25,7.29,19.89,1.51,0.0,3.85,25-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Sep-2018 - 00:00,54.61,126.34,66.29,-0.53,741.19,44.51,24.49,1.11,153.84,0.64,14.67,62.71,42.53,16.62,30.36,1.31,1.18,3.16,26-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Sep-2018 - 00:00,51.2,136.62,65.59,-0.47,741.51,133.29,23.49,0.84,168.15,0.75,13.26,72.67,42.39,5.74,15.79,1.66,0.0,2.39,27-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Sep-2018 - 00:00,71.17,134.08,69.82,-0.45,740.69,118.56,23.27,0.78,157.7,0.84,14.47,65.1,48.63,6.49,18.04,1.48,2.14,3.26,28-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Sep-2018 - 00:00,82.79,187.04,63.43,-0.44,739.76,59.68,25.02,0.7,161.44,0.71,10.68,81.7,57.84,6.47,20.64,1.7,3.6,4.88,29-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Sep-2018 - 00:00,97.36,190.46,64.59,-0.44,739.27,125.12,23.52,1.33,158.41,0.76,15.55,91.6,56.7,5.21,19.5,1.44,0.25,2.84,30-Sep-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Sep-2018 - 00:00,74.79,156.89,58.32,-0.47,740.06,151.24,23.58,0.84,166.34,0.66,14.26,75.54,55.67,5.26,19.23,1.09,2.37,7.47,01-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Oct-2018 - 00:00,73.85,168.22,56.73,-0.43,739.88,109.57,24.08,1.14,163.88,0.69,14.71,81.58,61.84,5.86,21.37,1.39,3.37,2.7,02-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Oct-2018 - 00:00,91.21,196.7,59.02,-0.43,739.5,142.6,24.06,1.24,153.54,0.74,13.81,83.75,63.14,5.68,21.61,1.6,0.06,3.0,03-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Oct-2018 - 00:00,74.12,171.65,56.73,-0.4,739.29,125.42,24.64,0.74,169.17,0.74,14.57,88.41,57.18,5.42,19.76,1.52,0.14,3.13,04-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Oct-2018 - 00:00,90.19,203.67,56.6,-0.4,738.36,128.74,25.67,0.9,157.91,0.75,13.98,84.2,63.28,22.73,33.19,1.89,3.81,3.8,05-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Oct-2018 - 00:00,86.61,187.59,57.81,-0.39,737.2,153.78,23.64,1.19,153.63,0.81,12.12,86.63,53.08,15.99,33.48,1.91,2.67,2.72,06-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Oct-2018 - 00:00,100.58,187.64,58.73,-0.41,737.77,140.78,24.34,0.64,155.76,0.78,12.53,86.37,68.5,5.74,23.26,1.83,2.73,4.59,07-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Oct-2018 - 00:00,113.1,193.92,58.48,-0.41,738.45,129.06,23.45,0.63,153.78,0.84,13.27,78.76,68.05,7.17,23.99,1.98,1.22,5.35,08-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Oct-2018 - 00:00,105.37,231.71,54.36,-0.41,739.09,155.36,23.83,1.09,175.77,0.75,16.75,82.5,72.35,10.85,28.19,2.21,9.38,4.83,09-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Oct-2018 - 00:00,105.82,224.27,55.41,-0.4,739.8,130.97,22.54,0.79,220.23,0.63,12.24,74.46,80.54,22.45,44.42,2.41,2.55,5.71,10-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Oct-2018 - 00:00,100.78,214.58,60.08,-0.4,740.08,125.57,20.95,1.73,250.38,0.5,14.12,109.08,39.77,19.08,23.59,0.8,3.47,1.63,11-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Oct-2018 - 00:00,89.33,174.6,72.64,-0.38,739.66,98.1,17.71,3.11,243.26,0.48,10.17,87.45,27.79,10.62,17.1,1.13,2.4,2.02,12-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Oct-2018 - 00:00,36.46,107.44,77.71,-0.38,739.11,49.26,13.94,2.59,233.27,0.55,14.54,47.39,31.44,13.33,19.5,0.5,3.58,0.65,13-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Oct-2018 - 00:00,70.57,218.39,70.33,-0.39,737.73,122.09,17.67,1.31,185.27,0.62,17.53,15.41,41.12,11.38,23.34,0.96,1.12,4.83,14-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Oct-2018 - 00:00,95.42,264.43,57.19,-0.42,738.08,134.33,18.79,1.59,147.98,0.77,17.29,5.36,66.36,7.64,23.82,1.7,4.74,2.46,15-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Oct-2018 - 00:00,125.55,243.93,52.5,-0.44,736.84,134.89,18.22,0.59,185.25,0.92,17.63,7.98,85.77,8.7,30.03,2.46,5.25,5.11,16-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Oct-2018 - 00:00,130.16,284.54,50.22,-0.43,737.12,130.5,19.3,0.51,167.24,0.99,23.87,7.11,99.66,23.02,45.19,3.02,4.98,8.64,17-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Oct-2018 - 00:00,124.4,274.72,54.66,-0.41,738.57,132.0,20.33,0.64,191.51,1.05,20.54,7.72,95.77,21.0,40.94,3.77,9.96,10.73,18-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Oct-2018 - 00:00,112.1,254.64,54.71,-0.41,739.06,127.32,20.52,0.57,185.6,0.88,17.99,5.52,92.18,13.04,34.69,3.84,3.38,9.45,19-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Oct-2018 - 00:00,98.75,239.05,51.73,-0.42,738.12,129.35,20.71,0.58,162.92,0.71,20.22,5.36,79.66,14.34,32.02,2.75,1.29,7.37,20-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Oct-2018 - 00:00,119.34,279.74,48.68,-0.41,736.2,130.39,20.23,0.67,161.54,1.11,18.99,5.66,81.84,24.85,39.58,2.29,2.48,11.64,21-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Oct-2018 - 00:00,141.1,307.94,52.29,-0.4,736.06,123.31,21.01,0.45,186.11,0.74,18.0,5.05,100.21,17.32,39.8,3.73,4.49,11.73,22-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Oct-2018 - 00:00,95.8,253.39,51.12,-0.41,737.01,124.5,19.62,0.65,153.82,0.68,17.29,7.67,75.51,19.44,41.06,2.05,1.44,4.5,23-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Oct-2018 - 00:00,94.76,242.98,44.05,-0.39,736.48,127.23,17.68,1.27,151.22,0.76,21.16,5.76,75.17,6.55,25.58,1.92,7.64,3.76,24-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Oct-2018 - 00:00,106.33,256.2,46.62,-0.42,736.57,128.11,15.91,0.69,161.52,1.0,23.95,5.44,91.82,10.44,32.89,2.26,6.29,5.48,25-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Oct-2018 - 00:00,156.04,340.66,48.53,-0.4,735.1,118.94,16.25,0.82,188.27,1.06,26.56,5.64,109.45,19.59,43.92,3.37,1.23,6.31,26-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Oct-2018 - 00:00,126.45,307.86,53.59,-0.39,733.96,120.81,15.85,0.56,217.17,1.45,27.22,5.93,115.66,76.06,84.98,4.36,2.47,12.39,27-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Oct-2018 - 00:00,129.13,346.11,52.0,-0.4,733.74,116.1,16.03,0.56,189.76,1.14,23.11,5.62,111.28,69.53,79.89,4.53,1.2,12.96,28-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Oct-2018 - 00:00,137.25,308.12,52.69,-0.4,734.49,113.92,16.47,0.52,164.4,0.8,19.89,5.54,115.0,22.43,47.33,4.32,3.56,10.2,29-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Oct-2018 - 00:00,106.67,232.14,54.05,-0.39,735.45,112.64,16.17,0.84,200.67,0.77,19.24,5.64,85.71,14.64,37.56,2.03,1.25,3.65,30-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Oct-2018 - 00:00,103.79,249.38,61.78,-0.4,735.22,106.54,16.77,1.04,226.54,1.01,19.52,18.85,81.88,23.67,38.76,2.25,2.38,6.53,31-Oct-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
31-Oct-2018 - 00:00,94.39,192.72,62.1,-0.4,734.82,117.76,17.56,0.98,207.04,0.87,20.02,5.49,73.39,20.32,46.09,2.56,1.23,6.48,01-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Nov-2018 - 00:00,97.33,257.04,59.47,-0.4,735.32,115.19,18.53,0.59,175.65,0.93,16.77,22.32,86.59,44.07,53.04,3.47,0.0,11.57,02-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Nov-2018 - 00:00,103.97,240.07,60.18,-0.4,736.14,112.17,18.38,0.54,197.27,1.03,16.13,26.85,98.42,33.24,51.33,3.76,3.32,9.87,03-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Nov-2018 - 00:00,111.67,258.81,56.6,-0.38,736.12,112.91,18.28,0.7,222.43,0.72,19.52,10.92,106.89,21.73,44.59,4.45,5.09,10.2,04-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Nov-2018 - 00:00,132.8,333.52,58.8,-0.42,737.57,78.7,18.08,0.46,203.82,1.05,28.24,10.93,122.87,39.77,61.05,4.1,0.0,11.54,05-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Nov-2018 - 00:00,147.0,298.2,56.7,-0.41,737.74,92.9,19.84,1.48,152.89,0.8,25.27,12.6,99.18,7.98,33.3,4.52,2.37,8.38,06-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Nov-2018 - 00:00,169.91,346.84,50.92,-0.45,736.85,100.92,17.99,1.69,141.81,0.73,25.36,12.69,96.79,4.17,30.14,3.34,6.33,8.08,07-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Nov-2018 - 00:00,173.53,315.21,49.72,-0.42,735.23,110.89,16.34,0.66,166.25,0.91,32.46,31.67,101.88,35.66,52.36,4.43,7.07,7.86,08-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Nov-2018 - 00:00,237.27,377.67,46.67,-0.43,735.7,108.24,27.24,0.51,164.33,0.7,47.04,60.89,100.39,14.98,38.01,4.88,3.4,8.53,09-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Nov-2018 - 00:00,204.35,376.92,51.28,-0.44,737.33,98.7,26.51,0.57,160.47,0.82,32.55,79.44,95.86,3.24,29.2,3.27,0.0,4.99,10-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Nov-2018 - 00:00,196.78,429.28,54.84,-0.45,736.57,91.92,25.8,0.54,151.68,0.87,23.35,72.42,106.95,4.25,32.99,3.69,0.03,5.47,11-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Nov-2018 - 00:00,223.88,440.88,70.85,-0.47,737.85,12.38,19.22,0.3,156.31,0.65,18.11,32.17,112.6,11.29,39.32,4.73,0.0,7.23,12-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
12-Nov-2018 - 00:00,211.58,427.68,51.34,-0.44,737.16,122.53,30.67,0.72,176.6,1.25,27.84,70.27,138.01,5.44,42.56,4.0,12.58,11.36,13-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
13-Nov-2018 - 00:00,186.03,385.09,55.86,-0.4,739.39,95.23,28.89,0.37,206.17,1.73,28.88,27.64,167.67,64.21,89.86,5.48,1.43,18.59,14-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
14-Nov-2018 - 00:00,166.11,387.23,54.68,-0.41,739.01,102.82,29.71,0.88,179.76,1.1,26.66,55.27,127.65,40.96,63.15,5.44,12.29,18.87,15-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
15-Nov-2018 - 00:00,187.54,361.15,59.47,-0.41,737.12,96.55,29.26,1.23,182.2,0.92,19.32,60.88,121.07,30.59,54.43,5.13,4.66,13.08,16-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
16-Nov-2018 - 00:00,152.45,337.77,56.41,-0.47,737.77,87.88,27.69,1.13,143.68,0.63,19.92,80.28,101.18,20.65,42.08,3.56,4.66,7.4,17-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
17-Nov-2018 - 00:00,140.73,303.79,48.31,-0.49,738.01,110.11,25.33,0.75,167.08,0.72,19.14,83.68,100.13,6.7,32.76,2.83,5.99,9.05,18-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
18-Nov-2018 - 00:00,175.96,330.84,50.24,-0.41,736.31,103.09,26.29,0.7,193.03,0.71,23.03,62.46,99.67,8.55,33.84,3.25,7.17,7.34,19-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
19-Nov-2018 - 00:00,217.3,410.24,52.9,-0.42,734.7,102.98,26.74,0.63,190.0,0.97,23.91,59.03,112.13,22.58,48.13,4.3,6.08,9.0,20-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
20-Nov-2018 - 00:00,200.25,348.93,54.19,-0.42,735.18,104.34,27.16,0.87,172.68,1.49,26.35,49.89,122.59,47.8,71.68,4.46,1.23,10.42,21-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
21-Nov-2018 - 00:00,233.4,399.28,57.85,-0.42,734.59,92.59,26.82,0.61,171.79,1.9,33.25,31.22,158.96,107.35,111.23,8.14,7.49,30.77,22-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
22-Nov-2018 - 00:00,191.75,329.21,54.94,-0.44,734.04,104.67,25.66,0.57,157.76,1.25,25.9,59.74,133.06,54.9,73.1,7.39,5.05,23.91,23-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
23-Nov-2018 - 00:00,188.67,329.05,55.12,-0.47,734.11,83.48,23.92,0.99,159.01,0.82,24.31,67.1,126.63,10.19,42.55,5.06,2.53,16.05,24-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
24-Nov-2018 - 00:00,148.79,283.02,52.18,-0.49,734.33,104.64,23.81,0.76,162.57,0.83,28.46,76.7,110.86,7.25,35.75,3.21,2.57,12.76,25-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
25-Nov-2018 - 00:00,124.92,240.86,51.49,-0.44,734.7,111.82,23.74,0.65,162.76,1.08,28.2,63.68,127.88,24.05,51.68,3.16,2.41,8.35,26-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
26-Nov-2018 - 00:00,171.71,325.28,54.86,-0.41,735.75,103.45,24.09,0.5,175.24,1.11,27.14,50.84,126.27,26.63,52.82,4.64,7.14,12.05,27-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
27-Nov-2018 - 00:00,210.62,317.96,58.15,-0.44,734.06,98.14,24.62,0.92,194.46,1.06,29.61,62.81,118.66,38.67,56.74,5.38,4.66,13.24,28-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
28-Nov-2018 - 00:00,201.99,292.97,62.97,-0.55,733.75,90.79,25.28,0.63,198.03,1.15,24.45,66.38,110.85,19.09,43.35,4.24,6.56,9.91,29-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
29-Nov-2018 - 00:00,197.88,287.26,62.86,-0.51,733.21,93.19,25.45,0.62,197.23,0.79,29.14,54.07,112.05,43.11,63.52,4.8,3.63,12.78,30-Nov-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
30-Nov-2018 - 00:00,274.83,351.31,73.84,-0.51,733.18,88.59,20.63,0.35,184.27,,21.06,27.71,124.64,41.04,62.38,6.47,21.42,14.27,01-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
01-Dec-2018 - 00:00,186.44,346.41,49.57,-0.44,735.67,95.8,26.67,0.84,193.06,3.04,33.43,78.24,139.99,83.37,92.59,8.51,6.69,25.21,02-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
02-Dec-2018 - 00:00,211.54,343.5,55.9,-0.42,736.72,86.88,22.44,0.58,169.77,1.77,26.88,55.83,136.9,69.12,84.4,10.08,6.74,28.21,03-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
03-Dec-2018 - 00:00,183.59,312.47,53.56,-0.43,735.72,88.39,21.4,0.55,190.58,1.44,26.44,54.39,137.53,39.79,63.48,9.32,5.27,23.95,04-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
04-Dec-2018 - 00:00,173.21,285.79,54.4,-0.42,734.53,83.11,20.95,0.5,177.8,0.86,26.88,39.17,145.6,26.05,62.17,9.12,10.76,20.07,05-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
05-Dec-2018 - 00:00,205.58,323.81,58.44,-0.44,736.76,72.31,20.7,0.43,188.21,1.02,26.33,59.69,144.62,22.94,56.02,8.32,4.05,18.55,06-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
06-Dec-2018 - 00:00,206.61,321.11,56.15,-0.44,737.57,87.69,20.42,0.65,159.53,0.82,22.14,60.37,131.88,18.22,50.27,8.39,1.69,15.87,07-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
07-Dec-2018 - 00:00,232.43,367.64,56.25,-0.47,737.1,81.31,18.9,0.83,189.96,1.06,23.73,61.23,136.63,21.56,52.18,6.09,11.26,12.26,08-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
08-Dec-2018 - 00:00,175.96,301.41,55.34,-0.5,735.52,88.23,19.68,0.53,193.85,1.08,27.58,46.28,127.14,29.57,55.04,4.73,1.24,10.24,09-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
09-Dec-2018 - 00:00,220.79,353.61,56.94,-0.49,736.64,83.74,19.19,0.42,176.39,1.5,26.74,37.77,125.99,51.8,69.05,5.86,14.93,12.72,10-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
10-Dec-2018 - 00:00,251.96,364.67,55.85,-0.49,737.53,78.32,19.86,1.33,231.42,1.37,31.64,57.74,107.51,113.26,90.53,7.52,5.92,20.0,11-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
11-Dec-2018 - 00:00,198.0,301.19,55.52,-0.48,737.07,75.73,21.11,0.98,192.2,0.98,27.35,56.0,107.08,14.81,40.29,4.21,13.84,7.72,12-Dec-2018 - 00:00,"Ardhali Bazar, Varanasi - UPPCB"
