from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,to date,station
17-Dec-2018 - 00:00,285.49,146.7,57.38,34.43,91.49,0.34,,5.08,18-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Dec-2018 - 00:00,290.46,164.36,46.95,32.79,78.2,0.2,,6.72,19-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Dec-2018 - 00:00,285.99,157.38,44.2,35.53,78.02,0.2,,6.97,20-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Dec-2018 - 00:00,384.28,212.22,111.2,46.19,157.36,0.15,,8.35,21-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Dec-2018 - 00:00,379.49,228.7,80.3,38.88,118.72,0.15,,6.02,22-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Dec-2018 - 00:00,399.26,247.63,58.64,42.05,98.55,0.18,,6.89,23-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Dec-2018 - 00:00,421.83,261.05,92.18,42.8,132.74,0.16,,9.69,24-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Dec-2018 - 00:00,490.76,298.25,132.16,53.01,185.18,0.15,,7.13,25-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Dec-2018 - 00:00,350.81,217.43,38.99,46.34,83.97,0.36,,16.74,26-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Dec-2018 - 00:00,284.04,164.89,75.51,75.13,150.63,0.38,,34.72,27-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Dec-2018 - 00:00,346.75,183.92,100.85,83.24,184.1,0.33,,32.89,28-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Dec-2018 - 00:00,320.31,195.95,51.34,68.23,119.57,0.33,,19.2,29-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Dec-2018 - 00:00,294.53,170.08,86.11,77.25,162.6,0.35,,8.99,30-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Dec-2018 - 00:00,446.29,256.27,169.88,98.38,267.08,0.3,,9.44,31-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Dec-2018 - 00:00,659.22,420.79,285.49,128.87,414.62,0.23,,7.1,01-Jan-2019 - 00:00,"IGI Airport (T3), Delhi - IMD"
