from date,Benzene,Eth-Benzene,MP-Xylene,BP,O Xylene,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
26-Aug-2018 - 00:00,0.19,0.01,0.0,751.42,0.49,101.83,41.8,0.0,72.16,233.87,30.23,212.76,1.53,0.19,24.97,14.87,20.93,35.8,31.97,2.22,27-Aug-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Aug-2018 - 00:00,0.34,0.06,0.01,752.19,0.62,140.58,61.39,0.0,73.38,188.66,30.49,237.45,1.32,0.21,28.47,12.77,19.79,32.56,28.91,2.54,28-Aug-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Aug-2018 - 00:00,0.28,0.03,0.0,753.98,0.65,140.07,62.65,0.16,70.33,266.55,30.88,223.25,1.56,0.15,26.67,10.68,16.43,27.09,36.89,2.65,29-Aug-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Aug-2018 - 00:00,0.89,0.35,0.19,752.11,1.3,81.79,46.02,0.04,90.67,116.72,28.12,213.15,1.49,0.29,20.06,11.27,18.0,29.25,25.29,2.88,30-Aug-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Aug-2018 - 00:00,0.24,0.01,0.0,751.18,0.43,103.89,50.3,0.0,80.13,238.67,29.6,215.29,1.84,0.33,18.28,12.08,21.25,33.33,27.15,2.29,31-Aug-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
31-Aug-2018 - 00:00,0.19,0.01,0.0,751.34,0.78,73.52,35.81,0.0,77.16,213.2,29.72,213.69,1.97,0.31,15.45,13.25,23.09,36.33,27.55,2.47,01-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Sep-2018 - 00:00,0.24,0.01,0.0,752.07,0.54,68.05,31.08,0.0,75.87,193.84,29.25,208.45,1.6,0.33,16.06,12.92,22.88,35.79,24.97,2.53,02-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Sep-2018 - 00:00,0.24,0.01,0.0,751.79,0.58,73.02,38.32,0.0,73.0,226.99,29.76,218.54,1.52,0.31,18.34,11.9,21.93,33.83,28.04,2.59,03-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Sep-2018 - 00:00,0.24,0.01,0.0,751.74,0.59,84.8,39.1,0.0,69.39,247.23,30.35,222.24,1.56,0.32,21.52,10.49,20.61,31.1,28.5,2.48,04-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Sep-2018 - 00:00,0.22,0.0,0.0,752.48,0.8,98.94,42.61,0.0,69.44,200.73,29.81,209.3,1.74,0.29,23.02,9.8,19.95,29.73,27.46,2.58,05-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Sep-2018 - 00:00,0.11,0.01,0.0,752.61,0.57,110.07,42.59,0.0,63.26,255.47,30.19,219.79,1.92,0.28,25.55,9.82,19.73,29.49,35.55,2.68,06-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Sep-2018 - 00:00,0.31,0.09,0.04,752.69,0.5,97.48,46.04,0.0,62.78,249.19,30.05,220.62,1.91,0.32,29.65,10.04,20.56,30.61,37.16,3.06,07-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Sep-2018 - 00:00,0.93,0.84,0.62,755.62,1.0,65.66,36.99,0.04,81.6,148.86,26.58,196.11,1.58,0.33,33.24,11.29,20.82,31.94,23.5,2.97,08-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Sep-2018 - 00:00,0.76,0.65,0.34,757.27,1.48,71.35,34.59,0.11,87.66,171.39,27.05,212.5,1.45,0.35,34.6,10.52,20.64,31.15,19.14,3.22,09-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Sep-2018 - 00:00,0.3,0.01,0.0,758.34,1.16,64.73,31.66,0.01,88.53,166.21,27.54,224.92,1.61,0.36,26.69,10.24,18.93,29.17,20.81,2.7,10-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Sep-2018 - 00:00,0.28,0.01,0.0,758.69,2.63,53.08,33.51,0.03,87.94,181.01,27.47,202.17,1.75,0.29,22.27,11.09,19.42,30.5,20.57,3.85,11-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Sep-2018 - 00:00,0.22,0.01,0.0,758.11,2.01,61.31,67.39,0.0,80.61,231.41,28.83,201.89,1.99,0.3,22.38,12.56,20.59,33.02,22.67,3.34,12-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Sep-2018 - 00:00,0.24,0.01,0.0,757.0,2.48,76.22,36.5,0.0,71.57,276.42,29.72,210.91,1.98,0.4,26.18,12.41,21.23,33.63,25.37,3.17,13-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Sep-2018 - 00:00,0.21,0.01,0.0,756.35,2.26,93.11,51.37,0.0,71.61,234.61,29.33,205.11,1.89,0.43,26.16,12.52,21.39,33.93,30.13,3.31,14-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Sep-2018 - 00:00,0.22,0.01,0.0,757.26,2.38,77.29,49.76,0.0,69.05,254.13,29.19,194.88,1.69,0.41,22.87,11.53,21.82,33.34,31.58,3.06,15-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Sep-2018 - 00:00,0.35,0.03,0.01,758.17,1.18,76.02,36.38,0.0,64.5,273.58,30.14,205.31,1.25,0.48,15.96,11.01,21.76,32.76,30.45,2.88,16-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Sep-2018 - 00:00,0.33,0.01,0.0,757.79,1.17,88.29,41.44,0.0,63.38,286.73,30.48,180.54,1.21,0.4,21.68,10.15,21.3,31.45,30.47,2.46,17-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Sep-2018 - 00:00,0.34,0.01,0.0,757.12,2.86,101.74,42.93,0.0,57.26,284.61,31.15,181.09,1.16,0.39,20.92,10.45,22.78,33.22,38.48,2.44,18-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Sep-2018 - 00:00,0.49,0.04,0.01,758.03,3.03,107.54,46.8,0.0,53.51,269.45,31.68,226.9,1.09,0.54,19.96,10.86,23.76,34.58,33.97,3.15,19-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Sep-2018 - 00:00,0.49,0.06,0.02,757.51,1.57,116.32,49.12,0.0,50.18,287.27,32.02,218.15,1.22,0.56,21.77,7.93,27.84,35.77,29.79,3.37,20-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Sep-2018 - 00:00,0.98,0.24,0.12,756.04,3.46,129.76,52.21,0.0,49.65,269.29,31.97,197.93,0.97,0.6,18.82,4.3,28.23,32.56,33.14,2.6,21-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Sep-2018 - 00:00,0.44,0.01,0.0,755.4,2.02,138.98,51.26,0.0,49.35,305.11,32.33,153.66,1.65,0.54,20.08,4.08,25.41,29.49,57.14,3.32,22-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Sep-2018 - 00:00,0.16,0.0,0.0,755.24,0.85,65.43,26.69,0.0,71.89,239.85,29.77,55.69,2.56,0.56,19.18,4.15,24.9,29.05,43.63,9.69,23-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Sep-2018 - 00:00,0.39,0.01,0.0,755.93,2.11,44.39,26.15,0.1,91.04,129.02,26.83,242.77,1.61,0.78,18.56,4.1,26.72,30.82,25.13,6.49,24-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Sep-2018 - 00:00,0.47,0.02,0.0,756.68,2.61,91.73,53.81,0.0,75.19,273.71,30.46,232.19,1.55,0.76,18.86,3.47,25.26,28.73,28.96,4.26,25-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Sep-2018 - 00:00,0.43,0.01,0.0,756.19,1.31,117.93,67.94,0.0,53.54,274.12,31.55,223.89,1.54,0.61,19.83,3.69,21.8,25.49,30.93,2.58,26-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Sep-2018 - 00:00,0.23,0.04,0.0,756.17,1.76,105.21,45.59,0.0,49.24,285.79,31.02,204.94,1.49,0.54,19.4,9.67,31.81,25.92,36.88,2.57,27-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Sep-2018 - 00:00,0.46,0.06,0.03,757.11,3.38,89.75,38.08,0.0,50.46,299.8,31.31,195.69,1.23,0.52,19.84,3.52,24.19,27.7,36.72,3.13,28-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Sep-2018 - 00:00,0.4,0.01,0.0,757.7,3.85,89.86,40.95,0.0,47.14,286.03,30.67,170.77,1.12,0.51,20.19,4.07,23.82,27.9,39.12,3.48,29-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Sep-2018 - 00:00,0.42,0.01,0.0,758.13,2.93,91.7,39.37,0.0,43.63,293.82,30.94,175.12,1.28,0.54,20.35,4.03,24.09,28.12,38.57,3.47,30-Sep-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Sep-2018 - 00:00,0.34,0.0,0.0,757.87,1.41,91.8,36.16,0.0,41.92,281.61,31.89,196.77,1.18,0.47,20.91,4.01,22.77,26.78,38.18,3.27,01-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Oct-2018 - 00:00,0.39,0.0,0.0,757.51,1.42,104.77,41.69,0.0,42.55,269.04,32.55,171.47,1.31,0.48,20.95,4.03,22.47,26.5,40.67,3.5,02-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Oct-2018 - 00:00,0.4,0.0,0.0,757.76,1.45,94.56,41.69,0.0,40.32,275.63,33.15,171.05,1.28,0.48,21.18,3.96,22.27,26.23,53.66,3.32,03-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Oct-2018 - 00:00,0.37,0.01,0.0,757.44,2.75,96.3,50.39,0.0,45.52,282.33,32.46,207.83,1.16,0.53,20.66,3.94,23.24,27.19,56.17,3.5,04-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Oct-2018 - 00:00,0.46,0.01,0.0,757.68,2.58,96.81,42.71,0.0,40.29,266.78,32.76,174.17,1.26,0.47,19.78,3.99,24.65,28.63,46.05,3.25,05-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Oct-2018 - 00:00,0.45,0.0,0.0,758.47,1.49,94.37,47.63,0.0,42.27,239.83,31.87,166.16,1.13,0.49,19.74,3.73,22.41,26.14,42.92,3.83,06-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Oct-2018 - 00:00,0.49,0.01,0.0,758.27,3.41,88.77,46.66,0.0,38.32,258.89,32.45,197.51,1.23,0.54,20.9,2.93,26.35,28.98,33.4,3.41,07-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Oct-2018 - 00:00,0.64,0.09,0.04,757.82,2.1,119.08,58.05,0.0,33.67,238.7,32.7,194.06,1.04,0.76,22.07,3.01,21.65,24.66,39.73,4.24,08-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Oct-2018 - 00:00,0.49,0.03,0.01,757.23,2.87,104.94,46.53,0.0,33.63,266.98,32.86,214.04,1.28,0.62,22.09,3.29,22.06,25.35,40.33,3.86,09-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Oct-2018 - 00:00,0.71,0.09,0.03,756.96,2.79,117.07,55.82,0.0,33.59,223.76,32.47,204.01,1.29,0.62,22.4,4.83,27.25,32.08,38.18,5.83,10-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Oct-2018 - 00:00,0.9,0.07,0.02,757.23,2.6,216.44,92.84,0.0,36.03,208.87,31.21,233.4,0.94,0.62,23.26,3.0,24.93,27.94,41.36,8.61,11-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Oct-2018 - 00:00,0.54,0.01,0.0,757.35,2.63,214.17,88.56,0.0,38.91,243.75,30.78,133.75,1.13,0.48,23.03,3.16,23.88,27.05,46.97,5.04,12-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Oct-2018 - 00:00,0.35,0.0,0.0,757.28,1.59,197.31,87.46,0.0,36.09,264.27,30.71,83.84,1.81,0.43,21.55,2.94,23.61,26.55,57.77,4.14,13-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Oct-2018 - 00:00,0.39,0.0,0.0,757.25,1.65,166.72,85.19,0.0,33.36,262.71,31.8,152.49,1.3,0.49,20.95,3.56,26.18,29.34,57.82,4.46,14-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Oct-2018 - 00:00,0.77,0.04,0.01,756.97,2.41,156.06,72.98,0.0,33.24,236.33,30.97,185.48,1.56,0.74,20.18,4.07,24.43,28.5,46.68,9.12,15-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Oct-2018 - 00:00,0.85,0.01,0.0,757.23,1.98,156.91,75.12,0.0,29.06,230.86,31.09,222.62,1.38,0.63,20.69,3.87,23.5,27.37,44.46,10.1,16-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Oct-2018 - 00:00,0.61,0.0,0.0,757.31,1.67,136.61,56.65,0.0,31.19,222.26,31.3,211.08,1.3,0.51,26.02,14.29,24.39,38.66,46.93,6.45,17-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Oct-2018 - 00:00,0.91,0.03,0.01,756.76,2.09,141.32,63.8,0.0,34.06,227.5,31.5,229.59,1.18,0.59,31.87,4.01,27.49,31.18,36.79,8.07,18-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Oct-2018 - 00:00,1.09,0.2,0.08,756.61,2.54,189.23,74.17,0.0,32.84,223.3,30.87,230.55,1.05,0.89,26.47,3.91,28.4,32.32,35.45,13.98,19-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Oct-2018 - 00:00,0.82,0.06,0.02,757.09,2.28,132.41,53.28,0.0,31.17,221.11,30.58,213.06,1.34,0.69,22.44,4.1,27.11,31.21,33.36,6.01,20-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Oct-2018 - 00:00,0.69,0.03,0.01,757.03,2.1,116.73,55.55,0.0,28.12,214.3,30.12,221.59,1.34,0.59,21.09,4.27,30.17,34.2,38.04,11.79,21-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Oct-2018 - 00:00,1.31,0.22,0.08,757.14,2.57,178.71,81.02,0.0,29.44,207.84,28.43,210.7,1.01,1.01,23.42,6.62,32.33,38.13,46.33,8.53,22-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Oct-2018 - 00:00,0.64,0.01,0.0,756.64,2.24,158.81,76.39,0.0,32.4,214.16,28.21,132.54,1.2,0.62,21.5,8.26,25.42,33.68,53.97,4.28,23-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Oct-2018 - 00:00,0.71,0.07,0.03,756.01,2.03,138.19,63.19,0.0,30.18,202.04,28.75,172.23,1.18,0.72,19.76,8.66,27.63,36.29,55.14,4.38,24-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Oct-2018 - 00:00,0.89,0.1,0.04,755.72,2.51,144.54,58.81,0.0,29.82,206.48,29.82,214.9,1.36,0.83,19.35,9.01,27.79,36.8,39.91,11.53,25-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Oct-2018 - 00:00,1.1,0.2,0.08,756.84,2.82,152.39,62.5,0.0,34.85,167.95,28.89,169.89,0.97,0.91,17.6,8.92,33.32,42.24,25.35,10.44,26-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Oct-2018 - 00:00,0.9,0.1,0.03,757.79,2.69,161.76,75.28,0.0,34.78,212.92,29.43,160.65,1.07,0.79,18.87,8.9,28.92,37.82,38.91,6.33,27-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Oct-2018 - 00:00,1.42,0.44,0.18,757.66,3.04,183.62,85.21,0.0,32.11,190.03,30.1,197.31,1.18,1.14,22.15,8.67,31.86,40.13,33.3,12.29,28-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Oct-2018 - 00:00,0.58,0.0,0.0,757.48,2.03,141.88,54.9,0.0,33.24,198.24,29.11,117.87,1.13,0.65,20.18,8.97,23.25,32.22,43.03,3.39,29-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Oct-2018 - 00:00,0.48,0.0,0.0,756.24,1.63,137.21,58.48,0.0,31.54,199.45,28.88,104.36,1.25,0.64,20.62,8.91,26.02,34.93,65.37,3.23,30-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Oct-2018 - 00:00,0.58,0.0,0.0,757.35,1.76,128.5,64.97,0.0,32.99,198.9,27.84,108.6,1.39,0.67,21.89,11.92,30.8,42.88,75.96,5.11,31-Oct-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
31-Oct-2018 - 00:00,0.91,0.22,0.15,758.98,1.9,140.12,75.7,0.0,33.15,214.49,27.64,98.19,1.71,0.67,27.71,17.47,43.75,60.88,64.14,5.23,01-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Nov-2018 - 00:00,0.68,0.01,0.0,758.72,2.23,142.2,78.65,0.0,33.79,205.11,28.07,108.88,1.26,0.85,37.7,35.59,59.29,94.88,46.2,4.88,02-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Nov-2018 - 00:00,1.26,0.26,0.11,759.07,2.46,177.96,84.18,0.0,33.55,181.35,28.61,192.56,0.96,1.2,35.55,46.62,66.04,112.19,45.17,8.29,03-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Nov-2018 - 00:00,1.49,0.05,0.02,759.07,39.04,157.75,77.83,0.0,33.8,183.52,29.02,222.93,1.46,0.96,30.38,28.35,37.44,64.9,33.97,25.97,04-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Nov-2018 - 00:00,0.72,0.0,0.0,759.69,2.19,186.06,89.71,0.03,33.41,197.65,26.29,51.96,1.55,0.73,21.72,15.11,35.4,50.48,58.17,5.84,05-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Nov-2018 - 00:00,0.4,0.0,0.0,759.6,1.26,130.79,69.69,0.0,22.34,214.74,24.74,59.35,1.27,0.64,31.94,27.51,50.31,77.07,32.84,5.85,06-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Nov-2018 - 00:00,0.59,0.01,0.0,759.11,1.55,145.02,74.63,0.0,26.64,197.3,23.38,112.97,1.18,0.95,42.45,38.11,62.87,100.69,51.77,8.59,07-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Nov-2018 - 00:00,0.99,0.09,0.03,758.77,2.14,194.75,113.06,0.0,29.44,188.89,23.69,132.96,0.92,1.22,50.86,51.29,69.39,122.36,36.1,11.31,08-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
08-Nov-2018 - 00:00,0.86,0.09,0.04,759.11,2.15,178.58,97.98,0.0,27.49,178.39,24.75,160.23,1.06,0.92,28.84,25.11,49.75,75.24,40.82,10.08,09-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Nov-2018 - 00:00,1.19,0.2,0.09,759.11,2.61,182.5,104.59,0.0,28.93,174.71,25.43,189.58,1.05,1.22,59.88,49.89,74.67,124.63,37.03,9.35,10-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Nov-2018 - 00:00,1.31,0.22,0.1,759.44,2.92,185.76,98.91,0.0,29.63,175.75,25.61,189.32,0.86,1.27,38.65,46.79,50.09,98.13,33.17,6.07,11-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Nov-2018 - 00:00,1.58,0.28,0.13,759.83,3.13,179.71,103.03,0.0,31.71,176.47,26.42,176.56,0.91,1.2,35.07,40.87,42.71,87.1,39.99,6.98,12-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Nov-2018 - 00:00,1.26,0.17,0.08,759.15,2.61,177.64,84.25,0.0,29.98,194.96,27.79,189.14,1.0,1.11,33.8,38.03,41.09,70.63,25.99,10.06,13-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Nov-2018 - 00:00,0.8,0.04,0.01,757.79,1.92,134.27,73.1,0.0,36.92,192.39,27.84,207.41,1.18,0.83,31.93,37.61,41.15,78.74,23.65,24.78,14-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Nov-2018 - 00:00,1.06,0.16,0.06,757.96,2.2,141.63,75.16,0.0,42.06,188.61,27.59,212.27,1.18,0.99,41.83,38.07,47.83,85.93,28.28,14.06,15-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Nov-2018 - 00:00,0.78,0.01,0.0,759.29,2.78,203.43,126.02,0.0,35.82,181.75,25.62,72.29,1.22,0.84,52.96,35.93,50.21,86.08,55.99,8.29,16-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Nov-2018 - 00:00,1.31,0.15,0.06,759.19,2.97,189.93,113.5,0.0,33.93,182.39,24.2,161.34,0.93,1.09,41.14,31.81,42.72,73.63,37.51,7.84,17-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Nov-2018 - 00:00,1.0,0.08,0.03,758.29,2.74,190.11,90.42,0.0,33.53,172.28,24.61,171.05,0.89,0.99,42.69,30.77,40.61,71.36,34.82,8.28,18-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Nov-2018 - 00:00,1.29,0.19,0.06,758.01,3.57,174.41,92.08,0.0,34.36,173.17,25.64,148.19,0.87,1.15,55.61,41.91,42.88,84.81,29.6,9.56,19-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Nov-2018 - 00:00,1.44,0.16,0.07,758.88,3.84,185.76,94.6,0.0,37.65,175.56,26.34,199.07,0.92,1.1,44.01,38.34,39.1,74.75,34.15,10.11,20-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Nov-2018 - 00:00,0.7,0.01,0.0,759.3,1.83,147.46,70.9,0.0,36.46,181.56,26.35,114.93,1.03,0.67,37.96,32.49,44.85,77.41,43.3,7.4,21-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Nov-2018 - 00:00,0.58,0.0,0.0,758.73,1.67,146.17,86.54,0.0,35.27,183.62,26.0,72.07,1.37,0.66,39.12,27.17,46.13,73.36,55.78,6.16,22-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Nov-2018 - 00:00,0.73,0.02,0.0,758.35,3.38,124.37,82.16,0.0,35.68,168.87,26.25,172.66,1.23,0.83,56.75,41.62,58.54,100.15,43.57,10.51,23-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Nov-2018 - 00:00,0.68,0.02,0.01,759.96,3.94,120.63,93.37,0.0,35.18,176.17,25.17,132.64,1.06,0.83,64.33,43.73,47.1,90.83,41.5,13.09,24-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Nov-2018 - 00:00,0.93,0.09,0.04,759.96,6.05,126.9,92.94,0.0,33.96,169.41,24.2,164.05,0.92,1.06,60.18,41.6,43.67,85.28,32.42,12.2,25-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Nov-2018 - 00:00,0.85,0.04,0.01,759.09,7.56,125.55,67.25,0.0,34.85,169.5,23.73,136.23,0.9,0.93,61.16,43.0,43.37,83.98,32.75,11.09,26-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Nov-2018 - 00:00,0.64,0.0,0.0,758.86,5.91,136.82,70.56,0.0,32.98,178.2,24.69,94.16,0.98,0.76,56.75,42.64,44.53,87.18,46.5,8.25,27-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Nov-2018 - 00:00,0.69,0.01,0.0,759.18,2.09,139.79,73.12,0.0,34.02,187.41,24.88,109.08,1.26,0.76,48.0,42.36,44.36,84.52,43.01,9.48,28-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Nov-2018 - 00:00,0.67,0.0,0.0,759.53,5.02,141.1,80.65,0.0,39.4,178.42,24.98,81.97,1.31,0.75,59.57,42.7,46.46,88.51,60.98,5.19,29-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Nov-2018 - 00:00,0.85,0.06,0.03,759.57,2.14,151.37,95.92,0.0,44.77,178.74,23.77,73.99,1.75,0.82,54.45,46.57,45.95,92.54,63.46,4.16,30-Nov-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Nov-2018 - 00:00,0.7,0.0,0.0,759.26,1.86,140.91,95.18,0.0,42.41,166.07,23.02,68.03,1.19,0.76,56.58,47.69,56.95,104.65,58.57,4.91,01-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
01-Dec-2018 - 00:00,0.94,0.05,0.02,758.62,2.82,168.33,93.65,0.0,40.55,166.91,22.37,112.58,0.91,0.93,59.09,49.0,44.06,92.63,50.72,6.16,02-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
02-Dec-2018 - 00:00,0.69,0.02,0.01,758.3,4.79,134.57,82.79,0.0,39.08,165.53,22.13,144.5,1.11,0.84,32.02,26.95,36.2,62.13,51.77,7.09,03-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
03-Dec-2018 - 00:00,0.58,0.0,0.0,759.29,1.63,135.46,77.77,0.0,39.38,170.9,22.04,89.3,1.21,0.7,13.31,7.99,32.36,38.35,59.77,10.13,04-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
04-Dec-2018 - 00:00,0.6,0.0,0.0,759.57,2.28,199.21,107.54,0.0,42.19,170.32,22.43,111.47,1.13,0.65,12.06,8.07,35.52,42.16,53.92,12.1,05-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
05-Dec-2018 - 00:00,0.97,0.12,0.04,759.27,9.06,210.12,99.68,0.0,45.46,163.37,22.34,162.42,0.99,1.01,12.89,12.06,43.43,55.48,47.71,12.0,06-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
06-Dec-2018 - 00:00,1.02,0.04,0.01,759.36,2.88,158.44,100.56,0.0,43.59,155.82,21.6,164.77,0.86,0.93,24.65,7.19,39.19,46.38,50.91,7.67,07-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
07-Dec-2018 - 00:00,0.93,0.08,0.03,759.67,7.12,173.05,95.82,0.0,44.78,163.39,22.39,152.31,1.08,1.02,29.25,8.48,42.43,50.91,51.2,11.35,08-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
