from date,WS,WD,Gust,Variance,AT,RH,SR,BP,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Xylene,to date,station
27-Sep-2018 - 00:00,,,,,,,,,,136.69,36.01,53.23,23.68,71.19,0.79,,15.0,6.32,0.0,0.0,0.0,28-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
28-Sep-2018 - 00:00,,,,,,,,,,132.92,34.36,36.08,20.72,56.8,0.82,,17.29,6.26,0.0,0.0,0.0,29-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
29-Sep-2018 - 00:00,,,,,,,,,,156.46,35.24,23.03,16.71,39.74,0.72,,19.32,6.14,0.0,0.0,0.0,30-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
30-Sep-2018 - 00:00,,,,,,,,,,101.69,24.71,6.98,10.19,17.17,0.47,,14.28,2.74,0.0,0.0,0.0,01-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
01-Oct-2018 - 00:00,,,,,,,,,,141.07,34.78,10.88,14.12,25.0,0.58,,15.03,4.36,0.0,0.0,0.0,02-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
02-Oct-2018 - 00:00,,,,,,,,,,147.54,35.78,11.97,13.67,25.63,0.64,,13.1,4.63,0.0,0.0,0.0,03-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
03-Oct-2018 - 00:00,,,,,,,,,,124.22,29.94,17.36,19.29,36.65,0.72,,13.06,5.04,0.0,0.0,0.0,04-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
04-Oct-2018 - 00:00,,,,,,,,,,180.77,52.29,16.33,20.53,36.67,0.86,,23.75,6.76,0.0,0.0,0.0,05-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
05-Oct-2018 - 00:00,,,,,,,,,,199.53,66.9,30.46,34.86,65.36,1.42,,24.25,7.65,0.0,0.0,0.0,06-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
06-Oct-2018 - 00:00,,,,,,,,,,147.27,32.37,15.06,30.32,45.39,1.18,,15.9,6.24,0.0,0.0,0.0,07-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
07-Oct-2018 - 00:00,,,,,,,,,,175.72,41.72,12.18,29.8,41.98,1.09,,21.23,3.52,0.0,0.01,0.07,08-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
08-Oct-2018 - 00:00,,,,,,,,,,224.16,62.27,9.58,33.96,43.54,1.17,1.99,38.33,3.84,0.1,0.96,0.59,09-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
09-Oct-2018 - 00:00,,,,,,,,,,213.95,55.46,13.87,37.41,51.28,1.17,,30.97,4.99,0.0,0.01,0.2,10-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
10-Oct-2018 - 00:00,,,,,,,,,,205.33,49.01,9.3,35.05,44.35,1.01,,20.32,0.0,0.0,0.0,0.03,11-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
11-Oct-2018 - 00:00,,,,,,,,,,164.82,36.97,7.22,31.09,38.31,0.89,,17.32,0.0,0.0,0.0,0.02,12-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
12-Oct-2018 - 00:00,,,,,,,,,,163.81,48.58,11.04,33.58,44.62,0.92,0.0,24.13,2.67,0.0,0.06,0.54,13-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
13-Oct-2018 - 00:00,,,,,,,,,,235.37,59.31,15.7,35.09,50.79,1.06,,22.33,0.5,0.02,0.17,3.18,14-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
14-Oct-2018 - 00:00,,,,,,,,,,181.56,47.81,10.27,30.83,41.1,0.98,,23.68,0.0,0.02,0.75,1.04,15-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
15-Oct-2018 - 00:00,,,,,,,,,,232.61,61.16,14.57,35.07,49.64,1.1,,24.57,1.03,0.05,1.1,0.63,16-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
16-Oct-2018 - 00:00,,,,,,,,,,268.5,67.76,27.68,41.5,69.18,1.42,,44.92,0.0,0.05,0.77,1.08,17-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
17-Oct-2018 - 00:00,,,,,,,,,,238.06,50.09,30.1,38.24,68.34,1.36,,24.91,0.0,0.0,0.08,0.26,18-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
18-Oct-2018 - 00:00,,,,,,,,,,256.03,67.16,52.17,44.64,96.81,1.77,,32.9,0.0,0.01,0.16,0.37,19-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
19-Oct-2018 - 00:00,,,,,,,,,,270.18,72.44,10.78,34.78,45.56,1.13,,30.12,,,,,20-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
20-Oct-2018 - 00:00,,,,,,,,,,257.14,73.53,9.34,33.87,43.2,1.08,,24.87,,,,,21-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
21-Oct-2018 - 00:00,,,,,,,,,,221.03,55.21,13.64,34.89,48.53,1.09,,21.85,,,,,22-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
22-Oct-2018 - 00:00,,,,,,,,,,212.64,65.91,20.14,33.67,52.17,1.04,,20.78,,,,,23-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
23-Oct-2018 - 00:00,,,,,,,,,,202.5,73.36,103.53,47.62,121.42,1.13,,8.06,,,,,24-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
24-Oct-2018 - 00:00,,,,,,,,,,261.37,84.26,61.02,70.19,75.75,1.2,,35.96,,,,,25-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
25-Oct-2018 - 00:00,,,,,,,,,,296.13,85.2,47.03,51.35,52.08,0.87,0.0,50.66,,,,,26-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
26-Oct-2018 - 00:00,,,,,,,,,,206.76,100.08,48.29,50.89,43.39,0.62,0.0,22.38,7.08,0.0,0.0,0.04,27-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
27-Oct-2018 - 00:00,,,,,,,,,,292.48,78.96,38.37,51.14,89.51,1.54,,27.25,8.47,0.01,0.91,0.2,28-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
28-Oct-2018 - 00:00,,,,,,,,,,311.75,83.66,36.5,43.92,80.42,1.54,,30.55,6.66,0.0,1.72,0.01,29-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
29-Oct-2018 - 00:00,,,,,,,,,,384.47,104.5,33.39,45.37,78.75,1.53,,31.96,8.14,0.0,0.48,0.17,30-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
30-Oct-2018 - 00:00,,,,,,,,,,379.73,171.62,43.32,50.2,93.52,1.7,,33.86,6.58,0.02,0.32,0.56,31-Oct-2018 - 00:00,"Pusa, Delhi - IMD"
31-Oct-2018 - 00:00,,,,,,,,,,349.84,174.44,41.71,50.07,91.78,1.56,,29.95,8.12,0.02,0.26,0.31,01-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
01-Nov-2018 - 00:00,,,,,,,,,,305.67,208.39,42.94,51.76,94.69,1.67,,32.12,8.36,0.0,0.08,0.52,02-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
02-Nov-2018 - 00:00,,,,,,,,,,322.66,217.16,20.57,47.94,68.52,1.53,,32.32,9.12,0.0,0.0,1.99,03-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
03-Nov-2018 - 00:00,,,,,,,,,,247.39,176.95,5.84,33.35,39.19,1.34,,31.72,8.53,0.0,0.0,0.5,04-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
04-Nov-2018 - 00:00,,,,,,,,,,186.74,132.24,3.76,26.3,30.05,1.14,,36.97,3.62,0.0,0.01,0.3,05-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
05-Nov-2018 - 00:00,,,,,,,,,,466.48,242.01,10.3,30.34,40.04,2.03,0.0,44.38,8.72,0.0,0.0,0.25,06-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
06-Nov-2018 - 00:00,,,,,,,,,,249.52,146.89,8.96,26.94,35.88,0.9,,33.49,7.01,0.0,0.0,0.33,07-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
07-Nov-2018 - 00:00,,,,,,,,,,267.36,185.36,11.83,40.34,52.18,1.92,,34.94,7.28,0.0,0.0,0.18,08-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
08-Nov-2018 - 00:00,,,,,,,,,,396.18,363.82,12.89,29.35,42.24,4.49,,40.63,0.79,0.0,0.0,0.0,09-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
09-Nov-2018 - 00:00,,,,,,,,,,369.68,298.13,10.89,26.52,37.41,2.85,10.86,37.47,2.63,0.0,0.0,0.0,10-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
10-Nov-2018 - 00:00,,,,,,,,,,381.02,271.8,11.36,27.29,38.66,2.79,,31.33,6.91,0.0,0.0,0.0,11-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
11-Nov-2018 - 00:00,,,,,,,,,,352.55,230.13,11.03,28.56,39.59,2.39,,33.82,4.65,0.0,0.0,0.0,12-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
12-Nov-2018 - 00:00,,,,,,,,,,394.12,260.56,10.99,28.55,39.54,1.76,,35.23,4.31,0.0,0.0,0.0,13-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
13-Nov-2018 - 00:00,,,,,,,,,,360.94,252.01,13.53,29.25,42.79,2.55,,22.56,7.77,0.0,0.0,0.98,14-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
14-Nov-2018 - 00:00,,,,,,,,,,192.58,140.62,12.48,28.97,41.45,1.65,,15.23,6.95,0.01,0.11,2.39,15-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
15-Nov-2018 - 00:00,,,,,,,,,,150.21,101.12,11.7,28.66,40.36,1.3,,15.69,5.97,0.01,0.19,1.86,16-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
16-Nov-2018 - 00:00,,,,,,,,,,183.16,130.36,10.84,28.49,39.34,0.98,,14.91,6.01,0.01,0.2,1.96,17-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
17-Nov-2018 - 00:00,,,,,,,,,,206.02,136.78,10.77,28.41,39.18,0.95,,15.11,7.04,0.0,0.12,6.63,18-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
18-Nov-2018 - 00:00,,,,,,,,,,233.35,152.03,10.78,28.45,39.23,1.32,,15.2,7.4,0.0,0.24,22.21,19-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
19-Nov-2018 - 00:00,,,,,,,,,,248.65,184.37,10.65,28.38,39.04,1.36,,15.29,7.98,0.0,0.1,6.63,20-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
20-Nov-2018 - 00:00,,,,,,,,,,298.55,220.1,10.86,28.43,39.28,2.28,,15.4,7.75,0.0,0.19,8.33,21-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
21-Nov-2018 - 00:00,,,,,,,,,,276.39,206.05,10.89,28.43,39.32,1.77,,15.47,7.14,0.09,0.31,0.6,22-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
22-Nov-2018 - 00:00,,,,,,,,,,200.55,128.15,10.78,28.41,39.19,1.78,,15.04,8.17,0.05,0.46,0.13,23-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
23-Nov-2018 - 00:00,,,,,,,,,,277.24,202.78,10.88,28.42,39.3,2.32,,15.97,4.04,0.19,2.59,5.81,24-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
24-Nov-2018 - 00:00,,,,,,,,,,169.29,109.97,10.87,28.46,39.32,1.06,,15.23,6.58,0.06,0.4,4.03,25-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
25-Nov-2018 - 00:00,,,,,,,,,,192.14,130.49,10.88,28.47,39.35,1.52,,15.43,7.18,0.04,0.8,1.81,26-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
26-Nov-2018 - 00:00,,,,,,,,,,276.71,208.23,10.92,28.43,39.35,2.23,,16.26,5.4,0.14,3.83,5.29,27-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
27-Nov-2018 - 00:00,,,,,,,,,,194.25,147.47,12.25,28.88,41.14,1.9,,17.36,7.69,0.12,0.39,15.34,28-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
28-Nov-2018 - 00:00,,,,,,,,,,237.67,198.97,12.11,28.45,30.08,2.08,,18.1,8.13,0.08,0.65,1.38,29-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
29-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,30-Nov-2018 - 00:00,"Pusa, Delhi - IMD"
30-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
01-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
02-Dec-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
03-Dec-2018 - 00:00,,,,,,,,,,199.71,113.2,117.69,56.78,116.22,1.1,,26.9,7.43,2.6,8.4,0.09,04-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
04-Dec-2018 - 00:00,,,,,,,,,,277.86,170.03,118.94,48.69,145.95,1.56,49.81,15.97,2.03,3.05,5.91,0.34,05-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
05-Dec-2018 - 00:00,,,,,,,,,,260.95,150.16,48.42,52.68,101.09,1.31,,12.01,5.19,3.03,6.29,0.02,06-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
06-Dec-2018 - 00:00,,,,,,,,,,273.17,162.65,56.39,62.01,118.4,1.47,,13.55,5.53,3.69,6.83,0.21,07-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
07-Dec-2018 - 00:00,,,,,,,,,,281.11,170.52,32.61,42.31,74.93,0.97,,16.05,5.51,1.78,7.13,52.43,08-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
08-Dec-2018 - 00:00,,,,,,,,,,273.68,170.4,39.02,47.67,86.7,0.99,,22.97,5.07,0.99,8.33,18.73,09-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
09-Dec-2018 - 00:00,,,,,,,,,,255.52,163.35,45.94,59.33,105.27,1.05,,23.02,4.62,1.72,4.85,2.86,10-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
10-Dec-2018 - 00:00,,,,,,,,,,357.08,220.53,52.15,65.29,117.44,1.19,,23.0,0.0,1.26,4.62,23.5,11-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
11-Dec-2018 - 00:00,,,,,,,,,,308.25,199.12,42.89,59.56,102.44,1.03,,20.66,0.0,1.13,4.05,7.61,12-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
12-Dec-2018 - 00:00,,,,,,,,,,248.04,164.16,31.94,49.2,81.14,0.85,,22.1,0.0,0.65,1.8,41.34,13-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
13-Dec-2018 - 00:00,,,,,,,,,,113.18,69.0,11.1,25.8,36.89,0.41,,19.29,0.0,0.19,1.28,14.62,14-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
14-Dec-2018 - 00:00,,,,,,,,,,136.54,80.63,11.11,25.69,36.79,0.45,,19.54,0.0,0.39,0.62,19.71,15-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
15-Dec-2018 - 00:00,,,,,,,,,,150.64,85.31,10.14,25.55,35.69,0.48,,19.08,0.0,0.47,0.74,3.23,16-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
16-Dec-2018 - 00:00,,,,,,,,,,179.98,108.3,13.16,26.59,39.75,0.45,,20.67,0.0,0.05,2.99,0.51,17-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
17-Dec-2018 - 00:00,,,,,,,,,,245.57,133.77,29.12,39.38,68.49,0.76,,20.13,0.0,0.31,4.61,0.09,18-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
18-Dec-2018 - 00:00,,,,,,,,,,264.35,161.68,23.77,34.8,58.58,0.76,,22.6,1.73,0.57,4.86,0.09,19-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
19-Dec-2018 - 00:00,,,,,,,,,,235.08,146.34,24.38,38.85,63.23,0.64,,21.19,7.65,0.33,3.11,0.0,20-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
20-Dec-2018 - 00:00,,,,,,,,,,315.25,200.11,52.45,56.13,108.59,1.03,,22.05,0.0,1.12,4.36,0.05,21-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
21-Dec-2018 - 00:00,,,,,,,,,,333.08,214.32,42.3,49.85,92.15,0.95,,21.35,0.0,1.28,4.61,0.09,22-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
22-Dec-2018 - 00:00,,,,,,,,,,400.18,257.42,46.43,61.1,107.53,1.08,,21.39,0.0,0.97,2.94,0.06,23-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
23-Dec-2018 - 00:00,,,,,,,,,,450.79,294.93,80.03,75.11,155.15,1.33,,24.34,0.0,1.09,1.64,98.02,24-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
24-Dec-2018 - 00:00,,,,,,,,,,394.87,258.92,44.27,51.42,95.69,1.07,,21.36,0.0,1.02,3.69,1.3,25-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
25-Dec-2018 - 00:00,,,,,,,,,,336.82,225.51,44.45,44.69,89.14,0.84,,19.75,0.0,1.58,10.67,58.9,26-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
26-Dec-2018 - 00:00,,,,,,,,,,288.97,177.16,54.45,49.84,104.29,1.43,,21.11,2.03,0.12,1.54,16.23,27-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
27-Dec-2018 - 00:00,,,,,,,,,,306.43,190.78,47.16,53.56,100.62,1.1,,20.22,4.83,0.0,0.0,0.0,28-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
28-Dec-2018 - 00:00,,,,,,,,,,321.14,202.57,17.13,29.92,47.04,0.64,,19.05,6.64,0.0,0.0,0.0,29-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
29-Dec-2018 - 00:00,,,,,,,,,,318.6,201.91,39.69,42.27,81.95,0.84,,19.83,0.0,0.0,0.0,0.0,30-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
30-Dec-2018 - 00:00,,,,,,,,,,398.76,256.13,70.8,63.79,134.6,1.29,,20.83,0.0,0.0,0.0,0.0,31-Dec-2018 - 00:00,"Pusa, Delhi - IMD"
31-Dec-2018 - 00:00,,,,,,,,,,551.46,398.23,87.11,72.78,159.89,1.66,,16.81,0.0,0.0,0.0,0.0,01-Jan-2019 - 00:00,"Pusa, Delhi - IMD"
