from date,NO2,SO2,CO,Ozone,PM2.5,PM10,NH3,Benzene,RH,SR,WS,WD,RF,to date,station
12-Nov-2018 - 00:00,44.43,11.2,0.38,13.18,48.26,114.06,8.76,5.75,65.78,181.03,0.77,242.97,0.0,13-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Nov-2018 - 00:00,37.79,21.87,0.37,10.96,43.5,109.99,8.77,6.41,65.17,182.72,0.42,216.06,0.0,14-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Nov-2018 - 00:00,47.27,18.92,0.39,10.67,34.16,92.31,8.57,4.75,67.35,168.82,0.93,184.88,0.0,15-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Nov-2018 - 00:00,45.77,7.67,0.31,17.48,16.65,39.31,8.44,2.67,64.84,168.55,1.88,276.75,0.0,16-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Nov-2018 - 00:00,42.99,18.25,0.38,15.59,24.81,63.07,9.61,4.67,58.04,173.43,2.19,316.7,0.0,17-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Nov-2018 - 00:00,40.11,52.88,0.41,13.17,42.13,106.45,11.09,6.52,57.71,169.91,1.37,307.13,0.0,18-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Nov-2018 - 00:00,38.93,39.97,0.35,12.73,35.79,87.68,10.85,5.11,60.37,163.22,0.52,146.1,0.0,19-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Nov-2018 - 00:00,40.07,27.29,0.36,15.5,27.18,73.64,10.4,4.68,63.21,159.07,0.92,129.65,0.0,20-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Nov-2018 - 00:00,40.03,29.55,0.4,13.92,33.63,90.11,10.84,5.4,63.21,169.4,1.41,294.03,0.0,21-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Nov-2018 - 00:00,40.7,59.31,0.45,11.92,42.82,107.72,11.17,7.69,53.46,169.96,1.41,306.41,0.0,22-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Nov-2018 - 00:00,39.57,36.62,0.4,10.1,47.14,118.12,11.14,6.4,62.57,155.26,0.67,223.43,0.0,23-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Nov-2018 - 00:00,41.77,15.41,0.4,11.8,34.68,86.55,10.74,5.29,61.78,158.3,1.9,310.73,0.0,24-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Nov-2018 - 00:00,42.31,32.87,0.42,9.7,28.58,85.54,10.68,5.19,52.17,170.03,1.86,286.71,0.0,25-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Nov-2018 - 00:00,34.54,13.49,0.39,11.11,33.45,86.14,11.02,5.88,60.05,159.57,0.54,164.9,0.0,26-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Nov-2018 - 00:00,39.16,11.57,0.41,10.66,35.23,90.86,10.88,5.86,65.16,158.08,0.73,264.49,0.0,27-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Nov-2018 - 00:00,43.01,29.7,0.38,6.82,42.16,107.6,10.85,6.89,71.79,148.65,0.62,141.05,0.0,28-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Nov-2018 - 00:00,42.48,14.7,0.41,7.6,36.57,87.17,10.72,5.87,70.47,162.89,0.44,177.42,0.0,29-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Nov-2018 - 00:00,37.9,17.95,0.43,10.18,44.91,102.77,11.11,6.97,72.47,148.35,1.43,312.04,0.0,30-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Nov-2018 - 00:00,41.75,11.9,0.42,10.18,35.56,86.04,10.51,5.69,64.49,162.6,1.67,311.45,0.0,01-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Dec-2018 - 00:00,37.53,22.27,0.45,8.16,38.36,100.35,11.21,7.61,59.85,148.9,0.8,257.72,0.0,02-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Dec-2018 - 00:00,41.52,23.75,0.36,7.27,35.16,94.34,10.62,5.96,65.61,144.52,0.75,205.39,0.0,03-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Dec-2018 - 00:00,39.82,13.38,0.42,8.56,36.63,93.44,10.64,5.92,68.53,149.44,0.88,254.72,0.0,04-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Dec-2018 - 00:00,39.26,9.64,0.4,7.23,36.45,89.42,10.45,5.61,72.16,148.03,0.69,243.29,0.0,05-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Dec-2018 - 00:00,38.87,9.92,0.41,6.47,35.23,89.1,10.79,6.12,72.31,152.49,0.65,255.57,0.0,06-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Dec-2018 - 00:00,39.47,19.07,0.4,7.26,40.49,101.54,10.35,6.36,75.75,143.43,1.11,233.3,0.0,07-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Dec-2018 - 00:00,41.69,16.96,0.43,6.13,42.84,99.41,10.41,7.45,74.46,150.68,1.01,302.27,0.0,08-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Dec-2018 - 00:00,39.89,14.74,0.42,6.61,43.8,109.57,10.49,7.09,72.44,144.46,0.86,306.22,0.0,09-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Dec-2018 - 00:00,32.48,7.79,0.5,5.23,44.5,106.56,10.61,8.04,79.8,141.48,0.38,220.75,0.0,10-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Dec-2018 - 00:00,37.18,22.85,0.31,5.41,42.26,102.77,10.12,5.73,73.43,147.63,0.86,184.74,0.0,11-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Dec-2018 - 00:00,38.04,19.67,0.4,4.33,29.85,78.3,10.14,4.77,70.4,139.53,0.6,206.25,0.0,12-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Dec-2018 - 00:00,36.18,9.62,0.28,4.81,20.72,48.86,9.95,2.53,78.22,129.27,1.02,175.91,0.0,13-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Dec-2018 - 00:00,31.9,9.77,0.35,4.05,13.51,40.08,9.83,3.35,75.04,149.0,1.17,305.62,0.0,14-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Dec-2018 - 00:00,32.31,8.97,0.32,4.4,19.52,49.32,9.72,3.55,74.9,145.35,1.59,316.92,0.0,15-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Dec-2018 - 00:00,29.53,12.18,0.35,4.96,20.02,53.12,9.53,4.0,68.5,145.18,1.98,316.95,0.0,16-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Dec-2018 - 00:00,31.34,15.16,0.44,4.59,25.95,65.86,9.76,5.13,64.8,140.57,1.35,292.47,0.0,17-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Dec-2018 - 00:00,34.63,11.63,0.43,4.05,35.65,90.89,10.17,6.22,69.56,148.39,1.05,294.62,0.0,18-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Dec-2018 - 00:00,33.41,22.73,0.46,4.15,48.81,117.7,10.48,8.62,69.32,143.29,0.93,282.05,0.0,19-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Dec-2018 - 00:00,31.02,28.61,0.51,3.79,59.51,144.63,10.99,9.57,72.02,138.6,0.56,249.43,0.0,20-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Dec-2018 - 00:00,30.64,23.14,0.51,3.6,50.15,118.45,10.29,8.35,74.51,147.2,0.82,235.13,0.0,21-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Dec-2018 - 00:00,35.63,24.22,0.43,3.74,50.93,121.11,10.15,8.27,69.22,143.19,1.38,313.11,0.0,22-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Dec-2018 - 00:00,34.56,28.84,0.64,2.29,83.06,245.86,10.78,12.54,86.46,151.59,0.44,171.07,0.0,23-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Dec-2018 - 00:00,27.66,12.92,0.4,2.9,32.69,158.2,9.57,7.12,76.58,152.91,0.5,184.92,0.0,24-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Dec-2018 - 00:00,29.38,8.18,0.41,2.68,34.55,170.23,9.71,6.04,78.31,153.22,0.92,301.42,0.0,25-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Dec-2018 - 00:00,29.91,15.31,0.53,2.91,42.85,227.95,9.72,8.48,77.37,153.38,1.4,300.14,0.0,26-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Dec-2018 - 00:00,32.01,20.34,0.62,2.98,58.5,245.79,10.13,11.3,79.69,160.62,0.55,239.87,0.0,27-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Dec-2018 - 00:00,25.58,19.31,0.41,2.88,54.35,120.89,9.42,6.34,73.94,152.11,1.13,259.91,0.0,28-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Dec-2018 - 00:00,27.47,22.76,0.46,2.84,61.9,144.72,9.52,7.31,73.26,150.03,1.08,296.72,0.0,29-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Dec-2018 - 00:00,27.9,27.64,0.49,2.86,63.59,143.17,9.56,7.94,69.86,156.87,1.48,300.32,0.0,30-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Dec-2018 - 00:00,25.95,14.45,0.46,2.62,61.42,144.87,9.46,6.31,76.08,155.15,0.41,190.21,0.0,31-Dec-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
31-Dec-2018 - 00:00,31.07,5.76,0.27,1.57,86.87,176.0,9.89,7.16,92.6,106.8,0.11,315.07,0.0,01-Jan-2019 - 00:00,"Kalal Majra, Khanna - PPCB"
