from date,NO2,NH3,NO,NOx,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Temp,AT,WS,WD,RH,BP,to date,station
13-Jul-2018 - 00:00,31.68,24.89,90.98,90.82,6.62,1.49,9.78,23.3,118.43,1.57,1.58,26.99,23.7,3.1,223.86,71.71,701.05,14-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
14-Jul-2018 - 00:00,24.07,21.23,71.1,70.61,7.99,1.22,9.45,23.99,112.21,1.19,1.0,25.66,22.9,2.86,221.36,77.61,700.79,15-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
15-Jul-2018 - 00:00,20.31,19.23,53.67,54.43,9.06,0.95,10.02,19.74,114.21,0.97,0.84,25.64,23.41,3.1,222.36,72.32,700.56,16-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
16-Jul-2018 - 00:00,21.02,20.28,86.23,81.29,11.37,1.33,8.05,22.66,96.34,1.28,1.29,26.75,22.56,2.78,218.59,76.91,700.91,17-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
17-Jul-2018 - 00:00,21.37,16.66,48.59,50.87,7.34,1.28,8.92,24.75,90.0,1.34,3.81,26.86,22.8,2.95,221.47,74.79,701.36,18-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
18-Jul-2018 - 00:00,24.7,15.04,25.21,31.07,9.2,1.26,8.9,25.19,94.37,1.27,2.64,26.44,23.22,2.81,220.08,73.36,701.87,19-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
19-Jul-2018 - 00:00,26.22,14.58,18.89,29.73,6.75,1.22,8.11,24.83,52.3,1.32,1.9,26.2,22.92,2.78,222.35,75.94,702.04,20-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
20-Jul-2018 - 00:00,26.95,17.19,20.48,29.1,10.2,1.24,9.5,26.82,61.75,1.29,1.97,26.4,23.06,3.16,224.91,73.29,701.95,21-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
21-Jul-2018 - 00:00,25.25,16.9,8.65,17.1,11.17,1.33,9.79,26.56,62.31,1.22,2.34,26.28,22.61,2.79,224.38,78.41,702.96,22-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
22-Jul-2018 - 00:00,17.91,17.91,,1.36,10.67,0.79,10.69,24.35,63.17,0.92,1.84,27.3,22.95,2.8,224.97,75.88,703.02,23-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
23-Jul-2018 - 00:00,23.35,7.6,17.35,26.5,12.33,1.57,8.79,29.03,62.68,1.37,2.16,23.64,23.5,2.23,224.96,77.94,702.61,24-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
24-Jul-2018 - 00:00,,,,,10.62,1.37,7.52,27.51,82.26,1.19,1.3,22.96,25.05,2.38,224.81,74.6,703.64,25-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
25-Jul-2018 - 00:00,,,,,10.47,1.8,8.15,28.07,64.84,1.72,14.1,26.37,24.24,2.18,221.32,76.79,703.83,26-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Jul-2018 - 00:00,,,,,10.44,1.35,8.13,28.08,79.82,1.32,1.83,25.73,24.64,2.19,219.14,74.08,703.97,27-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Jul-2018 - 00:00,,,,,9.17,1.04,7.7,29.74,77.63,1.04,2.77,23.7,23.54,2.45,224.22,76.59,703.85,28-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,29-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,30-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Jul-2018 - 00:00,31.18,32.59,143.91,133.59,9.36,2.13,7.34,41.44,150.69,1.83,10.02,26.92,24.27,2.25,237.08,62.38,712.35,31-Jul-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
31-Jul-2018 - 00:00,24.6,30.69,86.05,83.05,6.91,1.3,8.41,30.57,128.84,1.17,6.63,25.54,21.45,2.47,216.25,71.67,713.17,01-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
01-Aug-2018 - 00:00,22.34,28.68,75.46,73.36,7.49,1.27,9.13,24.94,111.03,0.95,5.74,26.45,20.96,2.33,215.14,72.35,713.95,02-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
02-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,03-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
03-Aug-2018 - 00:00,31.18,27.79,106.04,102.8,6.88,1.56,7.61,37.68,153.23,1.5,8.0,26.53,21.79,2.14,207.7,70.14,714.66,04-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
04-Aug-2018 - 00:00,23.59,25.6,91.71,87.1,7.5,1.46,7.07,32.88,154.29,1.23,6.29,26.33,21.2,2.37,225.21,72.55,714.91,05-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
05-Aug-2018 - 00:00,20.6,25.58,79.53,75.7,16.47,1.37,7.03,29.69,137.16,1.13,5.83,26.71,21.72,2.48,230.25,68.18,714.74,06-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
06-Aug-2018 - 00:00,22.92,24.84,100.8,94.14,6.99,1.48,7.55,28.85,125.42,1.22,6.42,26.9,21.18,2.86,227.4,70.0,713.49,07-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
07-Aug-2018 - 00:00,23.58,27.02,96.45,90.96,6.73,1.6,7.15,28.41,126.31,1.23,6.48,26.63,20.52,2.43,220.51,74.34,711.77,08-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
08-Aug-2018 - 00:00,22.03,25.01,106.08,98.05,7.11,1.67,7.09,29.83,91.86,1.25,6.83,26.73,20.59,2.22,220.77,77.71,711.52,09-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
09-Aug-2018 - 00:00,26.39,31.83,107.23,101.3,7.18,1.68,6.91,29.09,140.69,1.39,7.19,28.3,21.68,2.39,227.7,72.75,713.69,10-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
10-Aug-2018 - 00:00,23.19,24.27,114.04,105.04,8.33,1.58,6.73,30.27,143.14,1.37,6.86,25.7,21.88,2.49,227.3,73.79,714.79,11-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
11-Aug-2018 - 00:00,20.94,26.37,106.89,98.13,5.44,1.52,6.7,27.97,121.55,1.49,6.72,27.2,21.25,2.62,233.05,75.9,713.7,12-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
12-Aug-2018 - 00:00,18.83,23.66,84.82,79.06,7.67,1.31,6.57,20.65,90.19,1.06,5.5,26.41,20.96,2.63,234.57,78.94,712.43,13-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
13-Aug-2018 - 00:00,20.74,25.44,93.49,87.13,7.09,1.47,6.8,23.21,99.67,1.11,5.88,27.73,20.82,2.87,225.47,77.57,712.08,14-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
14-Aug-2018 - 00:00,22.98,21.02,105.75,98.28,8.11,1.6,6.84,28.02,80.92,1.2,6.32,26.83,21.0,2.43,225.53,81.64,711.12,15-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
15-Aug-2018 - 00:00,23.01,26.13,80.18,77.52,4.81,1.32,7.45,26.41,76.83,1.17,6.11,29.28,21.4,2.29,226.94,80.82,710.68,16-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
16-Aug-2018 - 00:00,24.14,21.7,73.71,72.87,6.57,1.26,9.93,24.03,95.87,0.91,5.1,25.52,21.66,2.82,219.97,77.42,710.84,17-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
17-Aug-2018 - 00:00,27.6,10.53,99.09,95.24,5.12,0.89,6.09,25.28,112.44,1.05,4.84,17.76,22.31,2.81,225.89,72.96,710.49,18-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
18-Aug-2018 - 00:00,29.59,13.7,81.17,82.14,6.27,1.13,6.55,33.16,120.19,1.0,4.51,18.9,22.62,2.94,226.48,72.13,711.1,19-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
19-Aug-2018 - 00:00,29.18,10.44,71.17,73.38,6.94,1.19,8.72,23.66,116.11,0.94,4.02,17.07,22.11,2.72,234.02,72.19,711.4,20-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
20-Aug-2018 - 00:00,30.34,15.16,102.03,99.48,6.83,1.57,8.66,33.25,134.28,1.06,5.15,20.14,22.09,2.79,228.0,72.08,712.12,21-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
21-Aug-2018 - 00:00,28.12,16.36,99.12,95.64,5.29,1.48,8.23,32.75,142.57,0.95,4.97,20.62,22.93,2.86,223.2,67.66,712.96,22-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
22-Aug-2018 - 00:00,29.65,12.53,98.88,96.25,5.77,1.6,8.24,32.39,135.56,0.98,5.07,18.54,22.83,2.41,223.38,68.19,713.82,23-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
23-Aug-2018 - 00:00,32.09,14.48,113.43,109.38,8.53,2.09,7.56,28.75,123.47,1.13,5.64,20.23,22.93,2.17,236.96,70.4,714.36,24-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
24-Aug-2018 - 00:00,30.15,19.55,113.77,108.53,7.13,1.68,7.91,37.18,124.54,1.27,5.96,23.44,22.37,2.12,236.38,72.86,714.07,25-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
25-Aug-2018 - 00:00,27.1,23.85,102.93,98.19,6.53,1.78,7.98,37.47,153.49,1.3,6.4,26.87,22.9,2.12,240.2,68.45,713.22,26-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Aug-2018 - 00:00,23.49,19.13,84.62,81.38,4.67,1.22,8.05,27.75,114.18,1.05,5.33,26.45,22.19,2.11,232.88,72.06,712.56,27-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Aug-2018 - 00:00,23.78,23.98,116.13,107.06,6.32,1.72,7.16,35.07,134.74,1.35,6.59,28.25,22.77,2.1,224.65,78.9,712.55,28-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Aug-2018 - 00:00,26.39,22.58,93.66,90.27,5.65,1.43,8.07,35.82,134.44,1.13,5.61,25.03,22.38,2.12,224.78,75.61,712.84,29-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Aug-2018 - 00:00,34.79,31.82,117.98,116.96,,1.56,5.88,30.31,138.33,1.14,5.89,21.12,21.53,2.0,217.91,75.58,714.14,30-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Aug-2018 - 00:00,31.41,15.72,116.54,111.42,,1.54,6.47,36.88,154.88,1.15,5.62,19.34,22.14,2.01,235.7,72.26,713.53,31-Aug-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
31-Aug-2018 - 00:00,32.28,17.84,122.63,116.85,1.29,1.78,7.2,34.54,137.84,1.15,5.8,21.79,21.77,2.03,237.09,73.14,713.96,01-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
01-Sep-2018 - 00:00,29.73,16.61,93.31,91.68,2.81,1.58,7.64,40.89,164.16,1.1,5.03,22.41,22.1,1.98,230.4,67.93,714.65,02-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
02-Sep-2018 - 00:00,29.14,16.69,79.36,80.11,8.29,1.42,8.4,33.82,137.44,0.97,4.78,23.24,22.46,1.93,242.1,65.1,714.77,03-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
03-Sep-2018 - 00:00,32.47,16.78,130.75,123.65,8.35,1.86,8.23,40.74,148.04,1.26,6.08,23.27,22.76,1.83,249.02,58.73,714.84,04-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
04-Sep-2018 - 00:00,34.8,20.07,97.32,97.72,9.9,1.92,8.91,42.9,160.57,1.24,6.0,23.93,23.24,1.77,232.53,57.53,715.16,05-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
05-Sep-2018 - 00:00,31.14,21.74,99.78,97.76,8.31,1.8,8.37,39.49,143.28,1.17,5.54,24.57,23.26,2.12,237.93,60.48,714.85,06-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
06-Sep-2018 - 00:00,30.43,22.3,102.71,99.69,9.69,1.66,7.99,39.93,134.98,1.32,5.52,24.67,22.61,2.29,241.57,62.03,713.42,07-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
07-Sep-2018 - 00:00,29.26,24.65,104.06,100.25,9.22,1.59,7.87,37.32,127.37,1.4,5.83,25.12,22.78,2.35,234.96,63.1,714.09,08-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
08-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,09-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
09-Sep-2018 - 00:00,33.17,18.15,46.76,55.66,8.51,1.39,14.18,22.82,75.57,0.88,4.43,24.61,26.59,1.88,210.14,44.79,713.04,10-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
10-Sep-2018 - 00:00,26.46,22.14,17.66,28.45,10.92,1.26,21.47,40.56,104.12,1.28,5.4,24.98,23.93,1.01,153.31,63.44,716.22,11-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
11-Sep-2018 - 00:00,42.24,21.92,58.58,70.09,7.06,1.7,22.84,41.83,115.96,1.42,6.8,24.33,23.66,1.43,194.89,64.26,716.36,12-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
12-Sep-2018 - 00:00,48.23,21.59,50.63,66.82,7.79,1.22,19.58,40.35,120.59,1.35,4.96,23.89,23.73,1.16,195.1,61.37,715.71,13-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
13-Sep-2018 - 00:00,31.93,28.49,40.44,49.95,6.99,1.66,14.27,34.55,93.57,1.12,5.25,28.89,24.71,1.31,188.56,67.55,714.26,14-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
14-Sep-2018 - 00:00,39.75,28.14,47.0,59.44,4.21,1.17,22.23,34.59,91.98,1.04,5.19,27.66,24.69,1.18,186.22,66.71,714.61,15-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
15-Sep-2018 - 00:00,45.12,27.52,48.83,63.82,6.91,0.99,16.28,35.58,91.29,1.06,5.33,28.01,22.73,1.33,197.62,74.59,715.73,16-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
16-Sep-2018 - 00:00,43.89,24.5,82.29,90.25,7.84,1.53,12.01,33.94,102.91,1.24,5.98,26.62,22.32,1.35,218.71,73.14,714.03,17-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
17-Sep-2018 - 00:00,35.74,22.94,117.73,114.8,7.33,1.9,8.52,35.48,123.84,1.25,5.94,26.34,22.52,1.84,239.2,71.2,713.6,18-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
18-Sep-2018 - 00:00,27.95,21.5,84.22,83.33,7.06,1.54,8.26,34.11,151.36,1.2,5.66,26.98,23.27,2.23,253.68,64.62,713.36,19-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
19-Sep-2018 - 00:00,14.83,11.64,44.35,43.98,6.69,1.65,9.08,34.33,135.41,1.14,5.41,26.14,23.62,2.18,249.18,64.82,713.21,20-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
20-Sep-2018 - 00:00,27.05,15.12,58.11,57.68,7.58,1.91,8.43,45.47,145.41,1.47,6.76,26.56,22.22,1.76,252.73,71.35,711.38,21-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
21-Sep-2018 - 00:00,35.53,22.54,35.77,38.56,6.5,1.56,9.94,43.91,165.78,1.15,5.07,26.03,22.81,1.95,233.07,69.53,711.9,22-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
22-Sep-2018 - 00:00,33.19,21.68,38.42,40.09,7.96,1.57,11.54,38.25,150.65,1.19,5.51,26.45,23.16,1.68,214.44,60.77,714.67,23-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
23-Sep-2018 - 00:00,24.63,22.19,12.74,19.62,7.89,0.93,24.1,35.24,83.34,0.83,4.05,26.81,23.62,1.1,129.77,70.61,716.58,24-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
24-Sep-2018 - 00:00,51.99,16.13,42.18,48.15,7.27,1.93,18.66,35.02,104.09,1.36,6.19,26.22,22.17,1.2,207.53,75.32,716.82,25-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
25-Sep-2018 - 00:00,49.11,16.13,29.74,37.29,4.89,1.59,19.8,36.1,100.14,1.31,5.67,26.41,22.07,1.12,179.55,73.4,715.67,26-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Sep-2018 - 00:00,45.2,16.38,29.49,37.33,5.4,1.25,17.35,43.68,124.49,1.13,4.99,25.13,22.86,1.27,183.77,70.66,714.34,27-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Sep-2018 - 00:00,39.44,16.87,24.16,36.95,7.71,1.58,18.46,46.88,99.17,1.19,5.78,26.23,22.24,1.02,157.9,75.23,714.4,28-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Sep-2018 - 00:00,19.05,15.18,3.12,8.01,6.08,0.63,19.12,25.65,61.88,0.6,3.68,25.21,23.32,1.36,91.28,69.41,714.35,29-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Sep-2018 - 00:00,16.94,13.25,5.13,8.67,4.21,0.65,16.62,15.58,48.29,0.57,3.56,25.97,23.28,1.4,94.15,68.6,714.78,30-Sep-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Sep-2018 - 00:00,21.05,14.35,11.66,15.08,6.23,0.66,16.04,21.53,63.35,0.61,3.69,26.14,23.72,1.42,86.01,68.73,714.85,01-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
01-Oct-2018 - 00:00,18.0,15.43,10.32,13.21,7.46,1.1,15.96,20.32,51.62,0.58,3.19,26.88,23.3,1.66,86.27,67.5,714.74,02-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
02-Oct-2018 - 00:00,9.95,14.01,2.31,4.53,7.2,0.63,17.91,10.24,34.43,0.35,2.52,26.97,26.52,1.64,82.93,68.69,715.35,03-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
03-Oct-2018 - 00:00,13.33,11.91,3.31,6.23,5.01,0.67,18.16,10.99,42.8,0.37,2.39,25.26,25.49,1.71,84.13,69.55,715.05,04-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
04-Oct-2018 - 00:00,14.35,12.71,7.79,10.19,10.32,0.8,12.79,14.08,36.58,0.51,2.85,26.23,21.19,1.7,76.65,81.29,715.52,05-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
05-Oct-2018 - 00:00,12.96,12.89,8.48,10.37,11.53,0.75,9.68,10.02,39.26,0.45,2.63,26.12,22.36,2.17,73.62,79.04,715.13,06-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
06-Oct-2018 - 00:00,12.85,12.12,4.52,7.11,5.59,0.64,11.13,8.1,31.82,0.39,3.02,26.21,21.77,1.83,78.37,81.19,715.44,07-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
07-Oct-2018 - 00:00,12.8,12.5,2.09,5.13,7.46,0.43,18.66,20.41,48.97,0.38,2.59,26.22,25.5,1.47,78.72,73.07,715.12,08-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
08-Oct-2018 - 00:00,11.94,11.9,1.08,4.06,5.6,0.44,19.46,39.63,80.57,0.39,2.09,21.88,23.01,1.39,71.43,82.83,714.77,09-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
09-Oct-2018 - 00:00,30.35,13.04,25.18,28.65,8.4,0.83,11.18,53.18,138.91,0.66,3.37,25.45,23.66,1.57,227.06,79.76,715.32,10-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
10-Oct-2018 - 00:00,33.2,13.81,23.95,28.45,5.6,1.37,9.47,62.27,159.73,0.53,2.57,23.29,23.74,1.31,233.05,80.86,713.59,11-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
11-Oct-2018 - 00:00,41.56,18.8,86.11,81.17,4.0,1.99,7.34,124.53,322.91,1.83,7.98,24.49,20.5,1.36,263.56,69.25,713.41,12-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
12-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,13-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
13-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,14-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
14-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,15-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
15-Oct-2018 - 00:00,16.38,5.83,4.77,8.24,7.47,1.4,19.32,62.58,136.81,1.55,7.07,25.9,23.69,1.17,162.05,68.45,717.32,16-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
16-Oct-2018 - 00:00,7.58,8.4,1.48,4.64,9.96,0.61,23.34,32.33,68.27,0.43,2.46,25.02,22.62,1.6,87.56,72.16,717.59,17-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
17-Oct-2018 - 00:00,31.57,16.33,38.31,63.03,10.78,1.15,10.24,22.15,57.41,0.83,4.52,26.92,21.86,1.48,199.46,74.48,717.42,18-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
18-Oct-2018 - 00:00,33.48,16.46,27.08,55.38,5.96,1.12,15.51,20.43,52.42,0.85,5.1,27.0,22.4,1.08,152.07,73.81,716.67,19-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
19-Oct-2018 - 00:00,17.16,14.54,4.2,12.54,6.85,0.57,19.03,17.18,39.64,0.39,2.09,25.96,22.57,1.43,82.41,70.25,716.68,20-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
20-Oct-2018 - 00:00,21.71,14.57,5.61,16.11,11.41,0.66,22.51,24.98,57.15,0.39,2.28,24.59,22.47,1.56,81.71,59.34,717.67,21-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
21-Oct-2018 - 00:00,24.41,16.19,9.07,20.43,12.18,0.65,20.78,39.16,87.98,0.46,2.31,24.72,22.51,1.33,86.99,61.64,717.92,22-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
22-Oct-2018 - 00:00,40.04,14.72,42.76,56.07,10.77,0.91,20.29,42.17,110.31,0.64,2.82,24.72,22.95,1.52,88.28,51.92,717.91,23-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
23-Oct-2018 - 00:00,47.24,17.86,72.13,83.81,9.05,1.23,13.21,59.0,145.66,0.88,3.63,24.86,26.45,1.45,89.57,52.7,717.84,24-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
24-Oct-2018 - 00:00,38.13,20.04,39.82,52.66,12.49,1.0,14.47,49.24,115.31,0.75,2.93,25.06,26.09,1.74,86.97,50.38,717.22,25-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
25-Oct-2018 - 00:00,32.56,20.35,29.85,41.59,7.41,0.95,14.02,51.81,108.43,0.63,2.69,25.11,23.43,1.87,88.84,58.82,718.23,26-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Oct-2018 - 00:00,36.4,18.39,14.31,31.0,7.39,0.73,13.11,51.2,104.98,0.61,2.48,24.81,24.74,1.78,83.96,59.43,718.61,27-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Oct-2018 - 00:00,41.33,18.83,24.13,41.68,9.3,1.07,14.54,43.83,93.26,0.75,3.16,25.79,21.53,1.51,92.42,52.77,718.23,28-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Oct-2018 - 00:00,50.65,17.32,39.43,55.44,7.1,1.11,9.77,41.11,86.51,0.78,3.64,24.51,21.46,1.3,136.15,44.97,717.19,29-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Oct-2018 - 00:00,70.24,17.18,108.37,115.69,9.74,1.65,6.66,46.83,97.86,1.12,5.07,23.66,21.44,1.04,182.23,45.16,715.88,30-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Oct-2018 - 00:00,59.76,19.32,107.02,114.89,6.99,1.53,11.5,54.42,107.38,1.1,4.7,24.51,22.08,1.08,105.77,50.62,715.18,31-Oct-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
31-Oct-2018 - 00:00,37.31,19.49,17.57,28.37,9.51,0.78,11.94,40.4,82.62,0.82,3.26,25.64,27.28,1.49,97.59,63.96,715.19,01-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
01-Nov-2018 - 00:00,26.3,16.49,11.32,23.28,9.69,0.79,11.88,19.19,50.5,0.47,2.4,25.52,26.33,1.67,93.28,65.18,715.36,02-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
02-Nov-2018 - 00:00,13.13,16.48,9.2,14.47,5.46,0.79,14.53,9.43,33.21,0.43,2.38,25.4,22.43,1.83,78.96,75.5,715.95,03-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
03-Nov-2018 - 00:00,17.29,13.61,5.48,13.65,8.33,0.55,29.43,17.35,48.36,0.39,2.17,24.79,23.09,2.4,75.38,71.51,717.04,04-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
04-Nov-2018 - 00:00,12.98,13.23,4.02,10.25,8.81,0.52,31.14,18.71,45.98,0.35,2.0,25.0,22.4,2.19,72.35,70.91,717.3,05-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
05-Nov-2018 - 00:00,19.99,12.77,11.44,20.02,4.72,0.8,24.77,23.7,58.56,0.47,2.36,24.78,22.61,1.93,74.57,64.01,717.27,06-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
06-Nov-2018 - 00:00,18.7,14.16,8.33,16.81,11.95,0.95,25.62,33.51,61.94,0.5,2.51,24.26,21.95,1.72,75.71,64.27,717.49,07-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
07-Nov-2018 - 00:00,21.62,16.07,11.11,20.61,7.49,0.69,27.97,60.33,97.27,0.48,2.46,24.48,21.17,1.68,78.65,56.64,717.68,08-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
08-Nov-2018 - 00:00,22.37,17.41,41.69,45.84,6.86,0.91,19.39,52.62,91.86,0.69,3.14,24.29,20.17,1.23,90.07,59.08,716.98,09-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
09-Nov-2018 - 00:00,20.63,17.19,11.61,20.49,6.68,0.64,22.74,26.68,56.88,0.54,2.71,24.53,21.12,1.67,77.17,59.77,716.16,10-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
